Dataset,Rows,EZR-30_mean,EZR-30_std,EZR-30_budget,EZR-30_runtime_mean,EZR-30_runtime_std,EZR-30_tier,EZR-50_mean,EZR-50_std,EZR-50_budget,EZR-50_runtime_mean,EZR-50_runtime_std,EZR-50_tier,EZR-100_mean,EZR-100_std,EZR-100_budget,EZR-100_runtime_mean,EZR-100_runtime_std,EZR-100_tier,EZR-200_mean,EZR-200_std,EZR-200_budget,EZR-200_runtime_mean,EZR-200_runtime_std,EZR-200_tier,RandomSearch-30_mean,RandomSearch-30_std,RandomSearch-30_budget,RandomSearch-30_runtime_mean,RandomSearch-30_runtime_std,RandomSearch-30_tier,RandomSearch-50_mean,RandomSearch-50_std,RandomSearch-50_budget,RandomSearch-50_runtime_mean,RandomSearch-50_runtime_std,RandomSearch-50_tier,RandomSearch-100_mean,RandomSearch-100_std,RandomSearch-100_budget,RandomSearch-100_runtime_mean,RandomSearch-100_runtime_std,RandomSearch-100_tier,RandomSearch-200_mean,RandomSearch-200_std,RandomSearch-200_budget,RandomSearch-200_runtime_mean,RandomSearch-200_runtime_std,RandomSearch-200_tier
Health-Commits0000,10000,0.22983062826483738,0.055536082513685144,30,0.4060365676879883,0.002493128783805257,3,0.1942042099940965,0.055395153770225636,50,0.685098159313202,0.004207836250293767,2,0.13929251736020504,0.030746297535693447,100.0,1.4567156791687013,0.129547492012535,1.0,0.12701873554222837,0.020461596233937743,200,1.6084116697311401,0.2016409039451107,1,0.2486454239688778,0.056883729896415026,30,0.4612628698348999,0.008639663273177247,3,0.2265318271623741,0.052055389450509755,50,0.76244215965271,0.009598866463149508,3,0.22013590846263598,0.04949241478673432,100,1.9492907643318176,0.06941963958302673,3,0.17054040293629066,0.04917816249709546,200,3.106244921684265,0.184112385815208,1
Health-Commits0001,10000,0.16495871683093738,6.461192975840488e-06,30,0.3666767835617065,0.04292352230746791,3,0.16495721976846375,2.1733836753883296e-16,50,0.7667641520500184,0.05538614759807579,3,0.1649259941618314,0.00013024067832836117,100.0,1.201262152194977,0.10433876685933677,2.0,0.16472233830750466,0.000900523114398489,200,2.407447004318237,0.21640794243971617,1,0.16496217525873466,1.4663096647481208e-05,30,1.0894797921180726,0.019112186028417997,4,0.16495727028645774,2.2592333665331856e-07,50,0.7504068970680237,0.0042985009458716816,3,0.16495721976846375,1.1637151047855192e-16,100,1.4573240518569945,0.011200265124795723,3,0.1649259941618314,0.00013024067832835624,200,3.052395451068878,0.20290891590246504,2
Health-Commits0002,10000,0.4928090393191124,0.04202948386809881,30,0.3680958032608032,0.043504243275299295,2,0.49012099450420543,0.04304977378007225,50,0.6021208167076111,0.06298090402736253,2,0.47625603082922063,0.06327024791680397,100.0,1.4401511549949646,0.11590021090547979,2.0,0.4460208906457567,0.10373594135031718,200,2.437246537208557,0.2371286255183492,1,0.4790269947021226,0.07293861639831681,30,0.46109299659729003,0.0042132100983396205,2,0.4789936933670007,0.07292754218940657,50,0.7383249402046204,0.003030732550495326,2,0.47624543609190184,0.07296429469056519,100,1.483379077911377,0.08796230753412432,2,0.45001914330278503,0.09879970657347166,200,2.9127041697502136,0.2154439423224078,1
Health-Commits0003,10000,0.3646865617524721,0.03183807886743276,30,0.35067150592803953,0.03284284420657427,2,0.3370217385759727,0.02596470313942701,50,0.5931878805160522,0.037355874747254506,1,0.3244243667573161,0.02685884647192879,100.0,1.3489977240562439,0.16184375309215018,1.0,0.3151796447190373,0.023873914555189172,200,2.3584556341171266,0.07934452812798816,1,0.37248242160830036,0.03908197118598126,30,0.3178651690483093,0.0028614285293206997,2,0.3561103501171463,0.033903996035042246,50,0.5409024119377136,0.011027527059158809,2,0.3348919191012051,0.022754543303383952,100,1.5599486708641053,0.013013472785765966,1,0.32304280145874414,0.021035267895170708,200,2.4315489649772646,0.21208289934649827,1
Health-Commits0004,10000,0.2254389484189984,0.0022125230186591273,30,0.3912049412727356,0.0424981033513905,2,0.22436794629223727,0.0048496990287251775,50,0.7057132840156555,0.04493499518555983,2,0.2236854164560992,0.004885149389467714,100.0,1.2913192987442017,0.1188132571207605,1.0,0.22299083753751003,0.003793703797842378,200,2.6313438296318052,0.24178302576860974,1,0.22543534421884764,0.0022099899363566392,30,0.45021638870239256,0.0016573713792058728,2,0.22497941318730516,0.002854064787828134,50,0.5239993453025817,0.0026507347111121384,2,0.22301427287780534,0.005447528133370631,100,1.0360089898109437,0.02243988148539682,1,0.22172135555723216,0.005663777269945658,200,3.633017086982727,0.38331284029602375,1
Health-Commits0005,10000,0.19895698524479566,0.025627573803214898,30,0.3688506603240967,0.0387159039695551,2,0.1850078028029664,0.014796672852622055,50,0.6778808832168579,0.09858315855897651,1,0.17499364987462498,0.009708413016238083,100.0,2.0716087460517882,0.029880734670320062,1.0,0.17034110643867625,0.006348200581983361,200,2.597056531906128,0.24229848441626903,1,0.208725716327814,0.021555341212820357,30,0.6024044513702392,0.004979431679984279,2,0.19470476755925584,0.018186086612380768,50,0.8624102115631104,0.01223066169369759,2,0.18718379103278432,0.012987188447460933,100,1.0369563937187194,0.004858901794573804,1,0.17748790566874578,0.016783604080138893,200,3.729862833023071,0.09760612037237364,1
Health-Commits0006,10000,0.2938853296569107,0.015421262608548227,30,0.5925138354301452,0.04352079527720933,2,0.2891437455713765,0.0141782582350995,50,0.9953930020332337,0.021327803281074465,2,0.2680473569725009,0.014235489450693427,100.0,2.2355600118637087,0.13955586597958303,1.0,0.2615738799279278,0.015750261734727884,200,4.452792465686798,0.11179073659585789,1,0.30017920992280356,0.01281400559968776,30,0.3485935926437378,0.0127795301999382,3,0.29820028017358907,0.0126862337315933,50,0.5692439556121827,0.006901749471821822,3,0.2884808234613599,0.015017235192599045,100,1.1273340463638306,0.029074721797352165,2,0.27343886765866887,0.016614091259150345,200,1.6062115669250487,0.30477013207811626,1
Health-Commits0007,10000,0.21889892400032057,0.01681368828973197,30,0.583027458190918,0.048219585316245886,2,0.2139829324380051,0.01648459480576443,50,0.973974096775055,0.03252403779990208,2,0.19019767227573428,0.02189094468645147,100.0,1.9443089008331298,0.019637044548825096,1.0,0.1860660397253319,0.018377008856780383,200,3.7159903764724733,0.09259994906296606,1,0.23115860683853873,0.026616379308362494,30,0.33624892234802245,0.002146531457770724,3,0.22081030612760064,0.026567017461846303,50,0.5132537364959717,0.0033146446458271177,2,0.2027531979157715,0.01514059125649795,100,2.0835914850234984,0.013520683201893492,1,0.1951298948328001,0.014639685440810738,200,1.628385841846466,0.3042595806623804,1
Health-Commits0008,10000,0.37401388242697553,0.023855115180316654,30,0.6109414935112,0.046745882532204734,2,0.371569323690898,0.02114324452321609,50,0.8451175332069397,0.06341719563210745,2,0.34400249352102213,0.021124062418080375,100.0,1.8857098698616028,0.0964891865302276,1.0,0.3194374359834834,0.02284188766315918,200,3.5748804450035094,0.20658068451689113,1,0.3899038416412234,0.02532761378934381,30,0.3172284960746765,0.004378220137000553,3,0.37957343450016073,0.025025347740704394,50,0.7418511748313904,0.007503162913767441,3,0.36129719729974485,0.018999974810176064,100,1.0093094468116761,0.004199343123605596,2,0.349032841491442,0.0214970753755873,200,3.31349493265152,0.262139210993735,1
Health-Commits0009,10000,0.13880831444984185,0.005226277320708565,30,0.5102481961250305,0.06266680107123117,3,0.1356796157536833,0.005859284335491178,50,0.8106804728507996,0.0398756230602453,2,0.13253224033445263,0.005807004981792232,100.0,1.6129262924194336,0.12259528322515474,1.0,0.1286079298430963,0.004995245938043573,200,3.273178207874298,0.2583066177052592,1,0.13994713774822973,0.005118362680112246,30,0.3094386100769043,0.00214423646396041,3,0.13840227026187882,0.005259649931268638,50,0.9465125918388366,0.006585659876812357,3,0.1355009552726139,0.005317917043591762,100,1.055266797542572,0.004294105968070354,2,0.13244208476719727,0.003993863236504876,200,2.3887128710746763,0.2115522112089699,1
Health-Commits0010,10000,0.29426008488141725,0.010045407795125272,30,0.4812044620513916,0.054067195508273456,2,0.2925687893756623,0.009771579504529527,50,0.7782238602638245,0.054388284934830076,2,0.2875288984284432,0.005562256345672539,100.0,1.812907099723816,0.13501199083534748,1.0,0.2819503828092275,0.006157242670722808,200,3.5265771627426146,0.3483979439561549,1,0.3029837329382225,0.016479194815365958,30,0.46421276330947875,0.0025901702336087575,3,0.298294455158775,0.013291033916631964,50,0.5183000206947327,0.011204556853611377,3,0.2900942009487451,0.008024497064601776,100,1.0153079748153686,0.003972927232067214,1,0.28677751358269366,0.006976481193605265,200,2.621382808685303,0.2852183102918105,1
Health-Commits0011,10000,0.02614304443753989,0.02509752261132203,30,1.0216392755508423,0.02364047368315346,2,0.01248643778418813,0.010583753055818204,50,0.7804443836212158,0.06279413093719279,1,0.005418140108761495,0.005399476076800839,100.0,1.4688765287399292,0.08159611631779651,1.0,0.0016682659455100398,0.0024133339034778972,200,3.512742817401886,0.2408092343549918,1,0.042710024895647625,0.05156914900816923,30,0.29909334182739256,0.0017522250313812145,2,0.025238950955645538,0.019714355059324517,50,0.5507139563560486,0.009272418735027214,2,0.012186903572664543,0.012322101531001805,100,1.8352166056632995,0.03172311162052774,1,0.00817553195350949,0.00540980636761031,200,3.26191782951355,0.07084378368386333,1
LLVM,1024,0.050706805898136406,0.007933314950422196,30,0.14857231378555294,0.0046008995357830615,1,0.04477432654789758,0.00469976751776816,50,0.2570455431938171,0.010596894618649896,1,0.04162398885496184,0.00191593640501876,100.0,0.6686119794845581,0.12464206750699468,1.0,0.04138121776637632,0.0015680958064575963,200,2.417630970478058,0.18312305249206126,1,0.0775843556503663,0.053625410512727616,30,0.13188147544860834,0.002685526495000198,2,0.05542944890166659,0.009415404225284795,50,0.16384346485137935,0.0029425204094637902,1,0.04869226451381227,0.0069229066222375474,100,0.31848758459091187,0.005466350684079026,1,0.0461763854704888,0.003971143774303198,200,1.1588918089866638,0.029833766868488383,1
PostgreSQL,19008,0.01982161134400842,0.00034122269014453486,30,0.11558911800384519,0.0063529199976868735,2,0.019607996267619235,0.00025383420121110717,50,0.17822821140289302,0.006911292061282875,1,0.019465946942705106,0.00019198062746207266,100.0,0.393924617767334,0.021522464895397806,1.0,0.019464414181348713,0.00019023118892995034,200,0.5829140186309815,0.0918878760786379,1,0.020001117946144332,0.00036983206423614066,30,0.10471323728561399,0.001376327428744721,2,0.01991318227501712,0.00032623403077010663,50,0.2529550313949585,0.004252732216022823,2,0.01980651203759135,0.0003009887808484901,100,0.5010348081588745,0.005316843884714062,2,0.019666270910573484,0.0002476053122236216,200,1.345398485660553,0.010349443368209093,1
SQL_AllMeasurements,4653,0.2920063942305174,0.04469309432236376,30,0.289809513092041,0.029851459645364974,3,0.26939718785446976,0.04066514499764888,50,0.4366310715675354,0.04698066649112971,2,0.23434132891862336,0.018606778032459755,100.0,0.5385966062545776,0.11679178148647154,1.0,0.22302962487723602,0.010308455687423767,200,1.9792970657348632,0.3616177288389642,1,0.2915339128490825,0.0420354867085732,30,0.1717607736587524,0.0027396139915860773,3,0.2774561200531076,0.03297174344730498,50,0.2265367746353149,0.0012155158664298212,2,0.25978666705948417,0.03258956629043394,100,0.628716242313385,0.012842468016546914,2,0.23928752244977783,0.021482682792828046,200,0.9816488146781921,0.007140462972085158,1
SS-A,1343,0.10003673121843995,0.12559985308924113,30,0.3808616638183594,0.0019168214008176776,1,0.05980108599611432,0.026153079540193074,50,0.5015452384948731,0.0468841831724571,1,0.04308710727882893,0.010423385090472375,100.0,1.036609423160553,0.07399649287147755,1.0,0.03574021692197785,0.007655584081908456,200,2.020137917995453,0.13506312078779764,1,0.2683921275797687,0.2441535302681266,30,0.28242422342300416,0.006404772484776147,2,0.15305953089869506,0.17416329487911678,50,0.3306190848350525,0.001975769175980578,2,0.0780069767353714,0.05143276416788394,100,1.3186743021011353,0.1386017469320892,1,0.06089834970700585,0.022977056963239553,200,1.255847203731537,0.2023467880947644,1
SS-B,206,0.15786555950356457,0.02160394805336037,30,0.32464113235473635,0.014138540476213296,1,0.1434163579652456,0.0058319020239037045,50,0.6756907343864441,0.007165848114424964,1,0.14049241930244877,0.005006061449366842,100.0,1.0804188966751098,0.07268408814214489,1.0,0.13931995203846528,0.004595289589734975,200,2.430874931812286,0.21530124233883205,1,0.22822631121460235,0.0808815226959276,30,0.30176362991333006,0.004803414852873227,2,0.19478744345962512,0.05727945015702542,50,0.5192752718925476,0.008763429000037863,2,0.1605072836462455,0.025632829659870238,100,0.9299882531166077,0.016509139135454248,1,0.14529506037560805,0.006500110286507046,200,1.9988698959350586,0.03505162007269583,1
SS-C,1512,0.42778549715270664,0.1396961357389694,30,0.3706734776496887,0.00793835801203525,2,0.34184449621961427,0.12285042415826525,50,0.5445187330245972,0.025701182080820922,1,0.2595060656144244,0.03842134241812044,100.0,1.3173566818237306,0.008833076691580392,1.0,0.23467184552323755,0.06096972583499447,200,2.101081907749176,0.3774446898938574,1,0.4882238932496814,0.11859611966098518,30,0.3120256304740906,0.004736437422979938,2,0.44893023918265335,0.13070592776601173,50,0.5285479068756104,0.011981640182386824,2,0.40584440628569096,0.13887321573776965,100,0.9379887104034423,0.011734359607339987,2,0.3220474518135054,0.10341063884549125,200,4.806373071670532,0.03825301560754651,1
SS-D,196,0.43914793957563314,0.025374259706317397,30,0.20247713327407832,0.0012395614205485317,2,0.4391184937736881,0.025355604884316374,50,0.6307057738304138,0.013998123944282806,2,0.43307576899315625,0.02901567137353856,100.0,1.2549615621566772,0.028053346035077635,2.0,0.43003201371670896,0.030470952545963555,200,2.631996238231659,0.08413880412229587,1,0.44287036407575187,0.020307235543293323,30,0.29792027473449706,0.001273227103937152,2,0.4390759362914653,0.023388462824953327,50,0.6205082416534424,0.0030105241107064484,2,0.4259616245978929,0.02696023392095814,100,0.7239834547042847,0.0063576972408188135,1,0.42019571417313006,0.02692144898847376,200,2.0242913484573366,0.016909523659586017,1
SS-E,756,0.15387033635939748,0.0033258325574150233,30,0.3653314828872681,0.00427200421077367,1,0.15269329649352614,0.002577798367561105,50,0.6749084949493408,0.02430709675240269,1,0.15142296813873704,0.0020039163282756195,100.0,0.6750223278999329,0.007087246464361947,1.0,0.14947607718728506,0.0021901234845872553,200,1.370771300792694,0.02818170753809348,1,0.17108287205026756,0.026685110558556102,30,0.19931552410125727,0.0008439616600854179,2,0.16193339197536694,0.014565586952014627,50,0.34481455087661744,0.004051349651803623,2,0.15459488995477838,0.004903378524374735,100,1.0422909617424012,0.010667511398486132,1,0.1534956926115852,0.003414527934228535,200,2.177436280250549,0.12588787802472007,1
SS-F,196,0.4458511912107396,0.01273859245988534,30,0.36974247694015505,0.011345931227368366,2,0.4431686554456002,0.011692168958248471,50,0.5143496751785278,0.021926997363319777,2,0.44316617208609416,0.0116914128321211,100.0,0.6735587596893311,0.003509710633322262,2.0,0.4424960484056041,0.010860936136404596,200,1.1576687335968017,0.2160332794148005,2,0.44376178650774734,0.021110606581908734,30,0.29040387868881223,0.0031453117044830583,2,0.4382271513372128,0.02193594653094581,50,0.5103227972984314,0.0028238958334919893,2,0.42521714880729755,0.023778690853787803,100,1.317851734161377,0.006550624750303516,1,0.42076871135063937,0.024777533688382203,200,2.2416446089744566,0.12140799478270027,1
SS-G,196,0.4464216296824657,0.006925445856969704,30,0.37686786651611326,0.006448308502223194,2,0.4464216296824657,0.006925445856969704,50,0.515462064743042,0.03885959284556737,2,0.446409845457907,0.006920379809023666,100.0,1.0501466870307923,0.019698870652408516,2.0,0.4462186878165949,0.0068604902565991095,200,1.2731593132019043,0.17773912535530537,2,0.4413742493203462,0.017853383219226544,30,0.35324944257736207,0.0017475685594524517,2,0.43834349659011274,0.019973488769408604,50,0.34465560913085935,0.0021254405790065707,2,0.42759787700927154,0.025311515824763906,100,0.9741803646087647,0.014212071704311801,1,0.42240137138415584,0.027027837099637995,200,2.4212031841278074,0.05973142984391288,1
SS-H,259,0.4937088295595332,0.10266617620024193,30,0.20654629468917843,0.0011250011091617244,2,0.40708520179510915,0.10127655483709143,50,0.544651210308075,0.01347481638748562,1,0.3121409515810084,0.07778124111273516,100.0,1.2000356316566467,0.04503596867998704,1.0,0.2678090224058035,0.058877863008039696,200,1.1853584885597228,0.22896549042251516,1,0.5716667981940897,0.1297222687925328,30,0.3881453275680542,0.005316188811900214,3,0.5328668195616132,0.12109090712601867,50,0.4905442237854004,0.006819817247479009,3,0.47735767936784307,0.10514968150588509,100,0.9956432342529297,0.009442547471944346,2,0.3897362228618434,0.07002239228083705,200,2.5525742053985594,0.03208582326339947,1
SS-I,1080,0.09692683365839021,0.10115822685058816,30,0.2261335968971252,0.004590499138283858,2,0.07258074307369784,0.104845595086447,50,0.6858581304550171,0.010001769345683418,2,0.0721366295409111,0.10510783658570858,100.0,1.0688252329826355,0.01264461506553,2.0,0.04363311155110631,0.07589853812577758,200,2.2560593128204345,0.2322550627971447,1,0.13366608400728713,0.10271419787357407,30,0.2958851456642151,0.0036994856824117887,3,0.08600296918492684,0.08110194605801017,50,0.45502504110336306,0.0025856750691573187,2,0.039823069226514164,0.04350898681953737,100,1.376976525783539,0.00838478935614723,1,0.019733627727350028,0.012542158618287601,200,1.9362299203872682,0.013759277004004573,1
SS-J,3840,0.07290571574584105,0.003455668865416519,30,0.3047774791717529,0.005354934621520181,1,0.07184112181492616,0.0029296553899872072,50,0.5764320611953735,0.027817162884807498,1,0.0684810325542925,0.0028227745506793573,100.0,1.1126897811889649,0.05981102880699139,1.0,0.06684138348164692,0.0020857179927596366,200,1.440507411956787,0.026539135584013385,1,0.07894919951129688,0.0064984847266790725,30,0.2973647594451904,0.0017982871063530988,2,0.07650293256680443,0.006104813449739672,50,0.6931385278701783,0.004616721231893483,2,0.07229191122737755,0.0034033697683853964,100,1.069720208644867,0.008476854948452057,1,0.07065227582765952,0.0028996207706317545,200,1.8311405658721924,0.017680608205829486,1
SS-K,2880,0.08132835240193688,0.027160331979116093,30,0.2024578213691711,0.001116054519143811,2,0.07053720507040342,0.013711095046004729,50,0.34202823638916013,0.005064313743643489,1,0.06540966530066837,0.0030036946203004077,100.0,0.725806474685669,0.016412708391002194,1.0,0.06475694341135776,0.002669631967314028,200,5.058494579792023,0.11805239472760966,1,0.08617487341583427,0.02004448996934231,30,0.3071595311164856,0.003115637637396029,2,0.07711012898361748,0.015873475342972218,50,0.49739612340927125,0.0013311168775951134,2,0.07163212978423365,0.009455658045316619,100,1.3125929713249207,0.004893432300246597,1,0.06568335193678373,0.003455232810589285,200,1.92870374917984,0.16046151310446427,1
SS-L,1023,0.17863203312522022,0.008290957172848556,30,0.38347909450531004,0.007542939376831065,1,0.17178125973304653,0.0031308759581955077,50,0.5153432250022888,0.03232856751356993,1,0.16897986817940383,0.0008550037470601166,100.0,1.1866846561431885,0.10207363127476458,1.0,0.16897986817940383,0.0008550037470601166,200,2.6762710332870485,0.25462705530037005,1,0.23951911117232805,0.09071262476209946,30,0.2053099513053894,0.0067908572431972835,2,0.1864572406894793,0.008899256188664748,50,0.35010395050048826,0.009006488681823337,1,0.18021691389779618,0.007700557405020689,100,0.6588448524475098,0.012697400245474298,1,0.17432161787003367,0.005104081618791757,200,2.23527615070343,0.07774763352506898,1
SS-M,864,0.00477465562952566,0.0008722224305577848,30,0.30258357524871826,0.004043775387782301,1,0.004083944910535815,0.0004342544882965543,50,0.70913245677948,0.014459188621622295,1,0.00366225094381379,0.0002502405937657899,100.0,1.6116500496864319,0.18118719436923791,1.0,0.003468966539317045,0.00013558872723317054,200,1.708725905418396,0.2917194790791299,1,0.006999352919758339,0.0030913591902327958,30,0.2962310791015625,0.0010801899225349623,2,0.006142010774642975,0.003004463480572035,50,0.5044654726982116,0.003065135705731897,2,0.004903540541610971,0.0017689546112412858,100,1.0290467500686646,0.08723854903944815,1,0.004173447802011031,0.00031392478851568584,200,2.7426515340805055,0.32490097626981984,1
SS-N,53662,0.1581445993495953,0.014203283310427313,30,0.2657391786575317,0.003674364473693739,2,0.15070221770106712,0.006405229812256887,50,0.6486284375190735,0.015086681406425573,1,0.14486659926506143,0.004807967881695394,100.0,0.9556329727172852,0.023657626744125856,1.0,0.1415917434915431,0.005582598073112771,200,1.9820337772369385,0.06355136054302987,1,0.15955840496646895,0.012435085642560169,30,0.2203910231590271,0.003811067445885324,2,0.15533131373809855,0.009837555466692408,50,0.5742947816848755,0.032733992381721394,2,0.152621294359031,0.007671389585180896,100,0.842119836807251,0.10586874942041609,2,0.1486373251716117,0.005460098100834273,200,1.5436189651489258,0.029885662561161444,1
SS-O,972,0.197057190350032,0.03309308749832286,30,0.28249419927597047,0.003702704640539003,2,0.193610978768612,0.032376687393254146,50,0.5213739395141601,0.008653714279735138,2,0.19129414051729637,0.03073598314848058,100.0,0.9714906215667725,0.019340199776509588,2.0,0.18569411964449628,0.02184754470474408,200,2.158272445201874,0.1246845505376456,1,0.19320658482554195,0.009716982380312128,30,0.30262049436569216,0.005330249251559827,2,0.19036957867855636,0.007992121310508176,50,0.5044201254844666,0.004476099590709857,2,0.18640233480613416,0.006355546536522311,100,0.9781711101531982,0.11213835423887783,1,0.18214963331663644,0.00282451173732228,200,1.0799196600914,0.2124805266215165,1
SS-P,1023,0.17863203312522022,0.008290957172848556,30,0.3379186987876892,0.01800903867276231,1,0.17178125973304653,0.0031308759581955077,50,0.47704302072525023,0.009080740181489683,1,0.16897986817940383,0.0008550037470601166,100.0,1.0928969264030457,0.0836874443121764,1.0,0.16897986817940383,0.0008550037470601166,200,3.0380896806716917,0.14297622800968915,1,0.23951911117232805,0.09071262476209946,30,0.20321085453033444,0.004016802222837701,2,0.1864572406894793,0.008899256188664748,50,0.35367915630340574,0.0069311960210064185,1,0.18021691389779618,0.007700557405020689,100,0.9390297293663025,0.07872039424299808,1,0.17432161787003367,0.005104081618791757,200,1.1440726161003112,0.20181455595846176,1
SS-Q,2736,0.06144563142748789,0.001638217227687598,30,0.5336063265800476,0.4448844247850782,1,0.06024279325159769,0.0015436309794213605,50,0.7988776326179504,0.011861980734918617,1,0.058962929723431166,0.0010892818939468936,100.0,1.3551363468170166,0.046531280961525645,1.0,0.058162728561837976,0.0006128225301606603,200,2.513888251781464,0.23779139629400453,1,0.06553146780915102,0.016349887378382666,30,0.4879939079284668,0.0064026958479398545,2,0.06133596825796941,0.001983324622832447,50,0.9776378273963928,0.024021699565295505,1,0.06032341729525507,0.0010457414632843696,100,2.029927599430084,0.007104058328165102,1,0.059889619072224246,0.0010107901457182232,200,3.0956083059310915,0.33537638323837204,1
SS-R,3008,0.17889058790666726,0.012569743944805515,30,0.3100345849990845,0.005589386457264465,1,0.17459992976997774,0.007755318240466241,50,0.6701957821846009,0.01478149822447949,1,0.1719587096305797,0.00775062230290107,100.0,1.0941612720489502,0.030580249250928535,1.0,0.17019182025990556,0.006995387851829692,200,2.0179813861846925,0.19607367040733834,1,0.18792468295609027,0.02207376063704399,30,0.21042597293853754,0.0020960911439648383,2,0.18490170562671596,0.01855049291761344,50,0.5573575496673584,0.004834040684237139,2,0.17831459886450665,0.007977825328980632,100,1.1927054524421692,0.055840263905256156,1,0.17331943144608714,0.00775862183980928,200,1.1544314622879028,0.22384320971358823,1
SS-S,3840,0.06265763635992869,0.04237186100416459,30,0.27762651443481445,0.03330450445062146,1,0.04794387312775826,0.03437784250370844,50,0.5145133256912231,0.005527852963279702,1,0.027101659387954086,0.01566474288731128,100.0,1.1032055497169495,0.07133851911722203,1.0,0.023555939435185535,0.015607428084479126,200,1.9587890386581421,0.040078185028498185,1,0.10274549547816618,0.05370727331042238,30,0.21771259307861324,0.0031735084263918396,2,0.08354922161562993,0.0387141015133284,50,0.5002349019050598,0.003337953037276049,2,0.05181474638880192,0.03596791431547965,100,0.7060055136680603,0.004301961880664456,1,0.04126892275070286,0.03403317515326027,200,1.2513118028640746,0.17695766895618373,1
SS-T,5184,0.051559706409190956,0.02415663566713463,30,0.2580016732215881,0.0319837044311188,3,0.034062821732796594,0.018944600300244786,50,0.5679975390434265,0.020754926937642065,1,0.020763696409037292,0.007012134902618883,100.0,0.6057297706604003,0.09389475309937025,1.0,0.01704392007444758,0.0011727899346126896,200,1.5130914211273194,0.048611577036014084,1,0.0585587227853143,0.021912774344828252,30,0.20667306184768672,0.0014313280976097182,3,0.05317353513375452,0.02126000663268976,50,0.3369316101074219,0.002369167294385861,3,0.040625836786425874,0.015820501607032165,100,1.0002878427505493,0.013404378346259377,2,0.03365215933000418,0.010983007914898443,200,2.4274375557899477,0.07553884504392161,1
SS-U,4608,0.25085439715534413,0.013912242255327402,30,0.22282779216766352,0.008960352354699646,2,0.24485026235285515,0.010795335256601701,50,0.7286968231201172,0.02680021646335886,1,0.23492132159101295,0.002996750949024195,100.0,0.7739206194877625,0.03253394637813992,1.0,0.23182699618086522,0.0011461704077137087,200,1.6033882021903991,0.07984644388129393,1,0.2652660596080249,0.025427167654510113,30,0.2316843509674072,0.005897595682772468,2,0.25690269266329707,0.02247738337474947,50,0.6527034163475036,0.0024177149656687638,2,0.24586449697727306,0.012574675125129274,100,0.7609337568283081,0.009358211201215463,1,0.23778048337507318,0.005797155340301562,200,2.3949612736701966,0.023118375379650082,1
SS-V,6840,0.1524850489029576,0.05571388762520219,30,0.5053340792655945,0.1151151615418713,2,0.10742607764515015,0.06802231978093043,50,0.2918798327445984,0.057957913911398096,1,0.07810612848170176,0.06203702071083169,100.0,0.742897117137909,0.018592199614242317,1.0,0.04577239934841493,0.04538649954783474,200,1.5961584568023681,0.07006090557018006,1,0.15379871087948216,0.05209622435521021,30,0.3968165278434753,0.0036387276827797386,2,0.1524345372674689,0.05124217324293542,50,0.6502694845199585,0.002533531521709026,2,0.13071389936992206,0.06553813414864333,100,1.187196719646454,0.0745179295135207,2,0.0902254097062701,0.05691922448636934,200,2.6601580381393433,0.05261471043537266,1
SS-W,65536,0.32753479262320123,0.0202719669084842,30,0.1473736763000488,0.004326471917483808,2,0.3195467523402981,0.01706502539243495,50,0.25983893871307373,0.007763121557926547,2,0.29847246550488327,0.011745988177033456,100.0,1.2757653951644898,0.058589472153592906,1.0,0.2814278114502854,0.0166331489267614,200,1.1149394392967225,0.04871621358182021,1,0.34119105177329356,0.02459499000231897,30,0.2142910003662109,0.0027469668490008614,3,0.3290674576233288,0.025278814974577353,50,0.3436483979225159,0.0026235861689025133,2,0.317833592928233,0.021174026258973872,100,0.9968408226966858,0.0209373165054388,2,0.30666902735004287,0.017822477434122064,200,2.6028005599975588,0.05147547561262013,1
SS-X,86058,0.22853060191307334,0.04607428391358974,30,0.14783676862716671,0.0018543752017037565,1,0.21517322043865633,0.020731547535106164,50,0.406319260597229,0.0069260068768827255,1,0.20596516903292392,0.015955696991163993,100.0,0.5217697620391846,0.016796011497312913,1.0,0.19731340699003028,0.018310726214105035,200,1.7406071782112122,0.0594359659072604,1,0.313612532301593,0.09304731665367064,30,0.2796903491020203,0.0020622686500161376,2,0.2628921220050585,0.07003803514844353,50,0.4581527471542358,0.008716641297780577,2,0.2352280143113426,0.03794576858655767,100,0.9310081243515015,0.004845489443267818,1,0.21536286608947894,0.01895769175536206,200,2.005311131477356,0.08028807971320694,1
Scrum100k,100000,0.3755614373618177,0.026372690671400224,30,0.39572309255599974,0.010886539455132587,2,0.3532298972105721,0.021433300401844962,50,0.7212555050849915,0.10167483508482335,1,0.3316489121882911,0.014824325494089755,100.0,1.489006793498993,0.06435786290873723,1.0,0.32340837657772614,0.008534946995049803,200,3.4477882981300354,0.23188515879111876,1,0.3975751586674451,0.03069815062151051,30,0.4767847180366516,0.09431263428248908,3,0.3826807453580922,0.02627602014755677,50,0.8194038271903992,0.05033648248299759,3,0.3705424713095016,0.022637195067460127,100,1.614279842376709,0.11192213756973275,2,0.36453217871837335,0.021793112122596794,200,1.547486412525177,0.09421530490945897,2
