Dataset,Rows,SMAC-30_mean,SMAC-30_std,SMAC-30_budget,SMAC-30_runtime_mean,SMAC-30_runtime_std,SMAC-30_tier,SMAC-50_mean,SMAC-50_std,SMAC-50_budget,SMAC-50_runtime_mean,SMAC-50_runtime_std,SMAC-50_tier,SMAC-100_mean,SMAC-100_std,SMAC-100_budget,SMAC-100_runtime_mean,SMAC-100_runtime_std,SMAC-100_tier,SMAC-200_mean,SMAC-200_std,SMAC-200_budget,SMAC-200_runtime_mean,SMAC-200_runtime_std,SMAC-200_tier,DE-30_mean,DE-30_std,DE-30_budget,DE-30_runtime_mean,DE-30_runtime_std,DE-30_tier,DE-50_mean,DE-50_std,DE-50_budget,DE-50_runtime_mean,DE-50_runtime_std,DE-50_tier,DE-100_mean,DE-100_std,DE-100_budget,DE-100_runtime_mean,DE-100_runtime_std,DE-100_tier,DE-200_mean,DE-200_std,DE-200_budget,DE-200_runtime_mean,DE-200_runtime_std,DE-200_tier
HSMGP_num,3456,0.0073482112289595045,0.003706479572301455,30,6.577225613594055,0.5990582559502556,2,0.00563509568197891,0.007327869143641153,50,10.37231024503708,1.0369952600940133,1,0.0015133227394227553,0.0005920318936861317,100,21.9691859126091,2.7486519633371183,1,0.001377957664175985,0.0011195857823493953,200.0,52.256677293777464,3.8060770575397895,1.0,0.013322845681259165,0.007366903340797191,30.0,0.10267140865325926,0.0005993344662932963,3.0,0.008079323996614254,0.0059031318574642175,50,0.16853172779083248,0.0007235559464572948,2,0.0042586030635376705,0.0042380842873447795,100,0.6377444505691529,0.01221637168977861,1,0.0019026745464839547,0.001816976510193987,200,0.6338643312454224,0.035573501205594375,1
HSQLDB,864,0.0031739057489947103,0.0014621743281838739,30,5.731168437004089,0.6635993528705014,1,0.001786663549718515,0.0002144355530378048,50,9.643673276901245,0.7633708124148646,1,0.0016033042253096,3.790896096311017e-05,100,19.03869535923004,3.2557897101109727,1,0.0015916033030820853,3.3980525803120285e-05,200.0,39.09399999380112,5.549561785396554,1.0,0.00508184228534131,0.0025619224609803935,30.0,0.1322850108146667,0.002729329358658806,2.0,0.004304153557728194,0.0024626399540042436,50,0.23905867338180536,0.004799319866725684,2,0.0028741087801117554,0.0016937135064281365,100,0.5539015173912049,0.052421318921027825,1,0.0026727248812768055,0.001663810689708573,200,0.7193794250488281,0.18572552125027034,1
Health-ClosedIssues0000,10000,0.17058903737783396,0.022393951131005823,30,3.080491065979004,0.42329176288063913,1,0.1544236350170508,0.0120891055764696,50,6.540978860855103,0.9836960540752222,1,0.1454312608262588,0.01199100625243599,100,15.047409391403198,2.302858858551674,1,0.14397188389152177,0.011751897617176066,200.0,25.225161409378053,6.518521644042359,1.0,0.22556502347604193,0.08023777707800607,30.0,0.5184089183807373,0.029287701218812367,2.0,0.17299808937074157,0.03838602417166189,50,0.5221880316734314,0.005115050477079347,1,0.15699591308852015,0.024152919506827075,100,1.0121297478675841,0.024935399549324895,1,0.14612666430616333,0.015732388157624348,200,3.3667085766792297,0.18311752024398792,1
Health-ClosedIssues0001,10000,0.45305544290498884,0.012765567060440195,30,3.790018630027771,0.32742616784006107,3,0.4427206698134586,0.022960166969776312,50,6.626630711555481,0.5457850717709373,2,0.44055841426453,0.02399285060124318,100,15.215540325641632,2.319858256663752,2,0.4189916478970007,0.03394167847529032,200.0,28.50409542322159,8.000234505239376,1.0,0.453420436497033,0.016544282016828952,30.0,0.3373239040374756,0.004040373544887378,3.0,0.4458168801921568,0.015151076357149332,50,0.7533977270126343,0.059637204405229696,2,0.4392779319355327,0.01339895284121733,100,1.0627246260643006,0.017477053865193878,2,0.4305160996804262,0.01840006707095746,200,1.5028490543365478,0.25513314459460174,1
Health-ClosedIssues0002,10000,0.17492800999836178,0.02366478962927079,30,3.852646327018738,0.5269939643371016,3,0.16680833306274057,0.03271013717413874,50,5.943232810497284,1.0160976166051585,3,0.11625902315086192,0.0514909672908649,100,16.08186866044998,2.593372375880887,1,0.08893147802426767,0.037919871834648775,200.0,30.56919593811035,6.1474858924544655,1.0,0.17265536049491842,0.02474689741133235,30.0,0.2972469687461853,0.0024348405235026125,3.0,0.15978686497298272,0.038829708381962806,50,0.5053765416145325,0.0062564238203547074,3,0.14339357767327096,0.04311858775553809,100,1.8240296006202699,0.09186029797139421,2,0.12602316573041103,0.04122530103087639,200,1.3716166019439697,0.2760169486434337,1
Health-ClosedIssues0003,10000,0.195177013918833,0.04431140741673079,30,4.271694207191468,0.4479834476317766,2,0.1677160870455143,0.03891588932130139,50,6.678052175045013,0.6900194198524293,1,0.15364775736371233,0.030107360514489603,100,17.032131481170655,1.923757308039856,1,0.1504417947134012,0.025691855465654282,200.0,31.721633267402648,6.158440129436264,1.0,0.24566410596909477,0.039330170033363636,30.0,0.43576819896698,0.005937535536419998,3.0,0.20932098874532595,0.03766165327403081,50,0.7810497641563415,0.01397080045567687,2,0.17897943515021192,0.031520272347887256,100,2.05495525598526,0.045280006141352726,1,0.15606705342527433,0.02411322954491311,200,3.1629761457443237,0.3058569064991546,1
Health-ClosedIssues0004,10000,0.2863374826075807,0.01042506589532772,30,4.626224112510681,0.4742479238299042,3,0.2776048141936085,0.009429413309243717,50,8.51135823726654,1.2186874197155428,2,0.272801491146577,0.007229685518267887,100,17.5035080075264,3.197550095774853,1,0.27042737513284953,0.008470226178474401,200.0,34.930506837368014,7.481069030492917,1.0,0.2856327511295836,0.011414049999480497,30.0,0.40952301025390625,0.0032266920662000586,3.0,0.27863651473916623,0.00986136791288884,50,0.6756913542747498,0.005052813987630507,2,0.2698094835239026,0.00568574221948364,100,1.0446866154670715,0.030098136271516376,1,0.26523597605719684,0.00587869998816972,200,3.1689626932144166,0.28187074141485596,1
Health-ClosedIssues0005,10000,0.2387306442196721,0.005795595128662092,30,3.989080023765564,0.5348269483641426,2,0.23617712284872017,0.006863423415121572,50,9.384062504768371,1.0806087700929883,2,0.23345172971157502,0.0067816529478420895,100,19.246842312812806,3.1939441351587425,1,0.2292274211490275,0.006352922040068033,200.0,35.18345829248428,7.5196076317041864,1.0,0.23944208373742876,0.005437491050193628,30.0,0.44946794509887694,0.0048472274393941495,2.0,0.23799126255497516,0.00551426672174069,50,0.8567539572715759,0.069866015927989,2,0.2343351977492397,0.0036237621499943698,100,1.8791954159736632,0.03784413467601566,1,0.22981137482456723,0.003721405350478682,200,2.255636990070343,0.2019357411063879,1
Health-ClosedIssues0006,10000,0.10972874530182883,0.016499857553240932,30,5.672409975528717,0.5928884344353812,2,0.10485230377146135,0.010227717312120025,50,10.16732577085495,1.2808920800412706,2,0.09882490922460259,0.010813846010550208,100,18.411842226982117,3.3786753638632074,1,0.09076814535613462,0.014489338007001586,200.0,34.95813726186752,7.392648249565547,1.0,0.12469462988795235,0.010706877053017063,30.0,0.44169405698776243,0.0027208160982279505,3.0,0.10992827087983748,0.015145902394833616,50,0.6523247241973877,0.08696644229043256,2,0.09459948612019248,0.01193230070795221,100,1.212043583393097,0.15757046957356602,1,0.08478223387317477,0.010553465849906416,200,4.0426781415939335,0.11685970509529041,1
Health-ClosedIssues0007,10000,0.4759733225709134,0.0941833850101576,30,5.486719369888306,0.49144981562817897,3,0.40658260158904785,0.0773622316883987,50,11.05333856344223,1.1996107776513087,2,0.3594551346393239,0.06483065763064265,100,25.23447299003601,2.2578146013897085,1,0.3227903215776223,0.034506280119481175,200.0,46.75666166543961,3.824090316940074,1.0,0.46793330379285375,0.08503887486974047,30.0,0.44279606342315675,0.003984183679084816,3.0,0.4084123589335558,0.06734153422312933,50,0.7614056587219238,0.01578352371332779,2,0.36906360685485756,0.06634741636579133,100,1.6269268989562988,0.14860453601169954,1,0.3339630246373911,0.038456269523396154,200,1.8660770416259767,0.3631099365571243,1
