Dataset,Rows,GA-30_mean,GA-30_std,GA-30_budget,GA-30_runtime_mean,GA-30_runtime_std,GA-30_tier,GA-50_mean,GA-50_std,GA-50_budget,GA-50_runtime_mean,GA-50_runtime_std,GA-50_tier,GA-100_mean,GA-100_std,GA-100_budget,GA-100_runtime_mean,GA-100_runtime_std,GA-100_tier,GA-200_mean,GA-200_std,GA-200_budget,GA-200_runtime_mean,GA-200_runtime_std,GA-200_tier,PSO-30_mean,PSO-30_std,PSO-30_budget,PSO-30_runtime_mean,PSO-30_runtime_std,PSO-30_tier,PSO-50_mean,PSO-50_std,PSO-50_budget,PSO-50_runtime_mean,PSO-50_runtime_std,PSO-50_tier,PSO-100_mean,PSO-100_std,PSO-100_budget,PSO-100_runtime_mean,PSO-100_runtime_std,PSO-100_tier,PSO-200_mean,PSO-200_std,PSO-200_budget,PSO-200_runtime_mean,PSO-200_runtime_std,PSO-200_tier
Health-ClosedPRs0008,10000,0.6804556814035181,0.11672683480134415,30,0.35084607601165774,0.04527806258325649,3,0.6475438981529955,0.10316882173383857,50,0.5024765133857727,0.06781581891341174,3,0.5695723056201712,0.17492344152143532,100,0.812368643283844,0.10687465441857899,2,0.5062660369824811,0.2017599982627211,200,1.0165672063827516,0.15017129901923387,1,0.5576964136362242,0.12627331232457079,30,0.30874587297439576,0.004923288466971367,2,0.4507049359345726,0.17394344733742115,50,0.523919141292572,0.041166032643355575,1,0.41551516594012694,0.19070314132406876,100.0,0.8853743314743042,0.22077849031838748,1.0,0.4139035651532866,0.19156863527327325,200.0,2.4730019211769103,1.1422557951300678,1.0
Health-ClosedPRs0009,10000,0.5804387788965306,0.13402141071668136,30,0.36656365394592283,0.025433190541023897,2,0.5599624906135323,0.1454042159800407,50,0.4933371663093567,0.050974357131568046,2,0.5164829062130264,0.16042776833685418,100,0.6976747632026672,0.06272771435896907,1,0.49033866625274225,0.1704976542823112,200,0.7775445342063904,0.08930217667775625,1,0.5855812691741719,0.139434069840827,30,0.32018495798110963,0.004663338685126694,2,0.5308717370911491,0.16271748261077654,50,0.7274855136871338,0.07021881223611702,1,0.4850391701888855,0.17486939197552107,100.0,1.2872346758842468,0.17402231297027676,1.0,0.4810666145335879,0.17655447388116743,200.0,2.339808797836304,0.5457193294440273,1.0
Health-ClosedPRs0010,10000,0.46179728081748916,0.10349040098520479,30,0.3683691143989563,0.0350601899293827,3,0.44474877548428776,0.11480857937526254,50,0.521983802318573,0.07592541912433855,3,0.4072130411426844,0.13257997912483352,100,0.7225274801254272,0.10155644851428468,2,0.3851992412210279,0.1381041559249868,200,1.302058219909668,0.24019442492615178,2,0.36398041623889565,0.13597995634200835,30,0.4071220397949219,0.0054274977430695225,2,0.326472973056087,0.13322522860351765,50,0.6599358081817627,0.03468860968301057,1,0.294569167761235,0.11544673483245267,100.0,0.958400285243988,0.1096047920840588,1.0,0.27184337681707654,0.10128558175406059,200.0,2.573913264274597,0.4592781897225819,1.0
Health-ClosedPRs0011,10000,0.0,0.0,30,0.339924693107605,0.023962502037355532,1,0.0,0.0,50,0.6055276274681092,0.050282892664561214,1,0.0,0.0,100,0.9427435874938965,0.13046574209902603,1,0.0,0.0,200,1.6604655742645265,0.2509362504644289,1,0.0,0.0,30,0.39955190420150755,0.00528019731175252,1,0.0,0.0,50,0.667655861377716,0.008183934121452003,1,0.0,0.0,100.0,1.3363574028015137,0.014617375905288846,1.0,0.0,0.0,200.0,3.593744623661041,0.18335815907904854,1.0
Health-Commits0000,10000,0.2607784692978585,0.10041754553847601,30,0.34169195890426635,0.027399745895720938,2,0.24964546801210674,0.0962676896876049,50,0.44949541091918943,0.05258113760317919,2,0.20636539995987505,0.0806337083765342,100,0.5176278233528138,0.06402439705070553,2,0.16248456703071304,0.073698974076075,200,1.2185954332351685,0.14899912688950248,1,0.17019238556494468,0.06337471026556862,30,0.46382339000701905,0.003996519295391594,1,0.15915321296579843,0.05639204126947618,50,0.7400190472602844,0.013816652230993057,1,0.14932119734776061,0.06102243984208811,100.0,1.3213041782379151,0.08721442548218393,1.0,0.14568263438256965,0.06052661430016248,200.0,2.5513930201530455,0.3734482794393718,1.0
Health-Commits0001,10000,0.16494817947313994,0.00011703318580429014,30,0.36868287324905397,0.029029479718378732,2,0.16473614980632226,0.0008768793557572816,50,0.33631694316864014,0.03307891004594283,1,0.1647349623083564,0.0008765543139278962,100,0.5250827074050903,0.04583949803626815,1,0.16473496230835638,0.0008765543139278896,200,0.8017682194709778,0.10448993008149308,1,0.16496231242538753,2.150984823944601e-05,30,0.4549585223197937,0.003979832815802519,2,0.16461133773401088,0.0010553807090559575,50,0.5514799952507019,0.006650237317852451,1,0.16458801189401032,0.001119241463482195,100.0,1.020308291912079,0.03604790321898038,1.0,0.1645795384544153,0.0011194678076791329,200.0,2.3285526633262634,0.28830017180083545,1.0
Health-Commits0002,10000,0.47883846542375147,0.0731319591675455,30,0.2596988081932068,0.01973432996375715,2,0.4659127964542066,0.0887722544377039,50,0.5261744976043701,0.053736738770429726,2,0.45785603058639734,0.1038059534874523,100,0.8874703407287597,0.12356356212414459,2,0.4497044959990598,0.11011997112517057,200,1.6813711404800415,0.31713112104890506,2,0.4776509133659953,0.07615985575983444,30,0.29866847991943357,0.004580888516926551,2,0.4590704961816165,0.09027058791003202,50,0.5305930852890015,0.024816472162437916,2,0.4008791701307864,0.12425127202762289,100.0,0.982473886013031,0.09200311283444176,1.0,0.33276368636787124,0.13795684115807394,200.0,1.4389159440994264,0.4320075503006589,1.0
Health-Commits0003,10000,0.3783903721957213,0.04963193848923369,30,0.25525790452957153,0.020378403025711627,2,0.3663683747809095,0.0459428191052568,50,0.34374178647994996,0.03772747636652223,2,0.32698543631374727,0.05294265244815842,100,0.7740649461746216,0.1016222152016387,1,0.3085258616910855,0.05226025655061915,200,1.0575012922286988,0.11414868348914615,1,0.3494359881619529,0.04202698480502926,30,0.3025655150413513,0.002547747129272863,2,0.32908802082510136,0.045024321320022646,50,0.7887949466705322,0.02021963386078806,1,0.3061463183717793,0.05375916649663952,100.0,1.4854283690452577,0.20009426253392698,1.0,0.28965500109020037,0.05717700034542899,200.0,1.532661497592926,0.3909555801158654,1.0
Health-Commits0004,10000,0.22576106968639062,0.002092712201975418,30,0.40503391027450564,0.042800894102203155,2,0.22558683257038545,0.0020643618116724218,50,0.669797158241272,0.086259575332243,2,0.22535082258177605,0.002066525973465553,100,0.49072039127349854,0.054162069578628874,2,0.22520182919849613,0.0021376605229991835,200,0.7866684913635253,0.07919543592704972,2,0.22460184275750344,0.0033935987360933606,30,0.4246274471282959,0.008502098626327313,2,0.22017930273334688,0.009633185481665389,50,0.4898570656776428,0.02196348998675245,1,0.2181715672322952,0.010478871196585112,100.0,1.2421025395393372,0.23884679050410484,1.0,0.21640023695465813,0.011682953100507192,200.0,2.995241606235504,0.6101852181308866,1.0
Health-Commits0005,10000,0.23338975304580858,0.08141796640234387,30,0.38888121843338014,0.03773180166445852,2,0.1954841507856639,0.022251349867720236,50,0.5227438926696777,0.07889640799426817,1,0.1856713555075556,0.02227856552439087,100,0.7948144555091858,0.11017821908036209,1,0.177852771936997,0.020526893358183328,200,1.1384329080581665,0.1276696728073492,1,0.20576694471885154,0.0247645194151659,30,0.31463404893875124,0.0030906777307793377,1,0.1944819146758576,0.02446348987674934,50,0.5193217635154724,0.003920142439297934,1,0.18303140283810893,0.026074750993425825,100.0,1.0573839664459228,0.05609746020327474,1.0,0.17752703155629562,0.024201864282403854,200.0,2.4734131574630736,0.24569093061768923,1.0
Health-Commits0006,10000,0.29682116794387825,0.015061114957638644,30,0.3523368716239929,0.03768865256799353,3,0.29179653253579424,0.016263668231630404,50,0.36629310846328733,0.05474503235896985,3,0.2808691937953892,0.025058047360923517,100,0.5292418956756592,0.06418177532361864,2,0.27177720857708226,0.025725735422261052,200,0.7964710116386413,0.07771069262572558,1,0.28440080211303725,0.026140331893990235,30,0.31587847471237185,0.007772255756505773,2,0.2701941210966686,0.03233426657018998,50,0.4883693218231201,0.052386540056994516,1,0.2600385803981879,0.03305103578466362,100.0,1.198129904270172,0.2661271801558045,1.0,0.25274249816350436,0.03242040316049632,200.0,2.7770449995994566,0.8733487077845914,1.0
Health-Commits0007,10000,0.2523585919146403,0.07616110876051048,30,0.2546120762825012,0.021072313898469475,2,0.24358954647451272,0.07031000902454225,50,0.6256483435630799,0.07693057261021705,2,0.2253614741845646,0.06273579847756895,100,0.9430348753929139,0.13669232061545186,2,0.21885095909951469,0.06322328766189136,200,0.7833952903747559,0.08928388467935862,2,0.2016037318926967,0.026359451005439048,30,0.3120866060256958,0.0017344977906114546,1,0.19761766254080604,0.027526784436807707,50,0.9791999816894531,0.05619781246782147,1,0.18537263892820804,0.0260581084744448,100.0,0.9808330655097961,0.05105558638051283,1.0,0.17799935850683474,0.02455747147176098,200.0,1.8934942841529847,0.2545610353280103,1.0
Health-Commits0008,10000,0.38868108796184037,0.024964753049949426,30,0.49957784414291384,0.052887909352774265,3,0.37723940524668065,0.03041261861626211,50,0.5464376211166382,0.07252236493339187,3,0.3665742053236539,0.032671661905915174,100,0.502273416519165,0.060600480678599064,2,0.3604753339656681,0.03601839340067042,200,0.7437828660011292,0.10243961249278125,2,0.3664522893550763,0.033229148147520114,30,0.3030000805854797,0.003246185022038081,2,0.3444769457689582,0.042400071704566736,50,0.5230636477470398,0.031123206237453606,1,0.3313046775013946,0.04374833889067945,100.0,0.9398550391197205,0.11547152403102288,1.0,0.3184044074689435,0.041202338239389145,200.0,1.403092896938324,0.4042564966761775,1.0
Health-Commits0009,10000,0.13840237108808492,0.005371115520022319,30,0.38547390699386597,0.032454851947416985,2,0.1355348272326382,0.005819817984468303,50,0.3724146127700806,0.044104848180740334,2,0.13175851148290632,0.0070241869315977225,100,0.916047191619873,0.07776888843726941,1,0.12964767174006997,0.00712013908025235,200,0.8189296841621398,0.06812130398300505,1,0.13704508851471453,0.008234634109645964,30,0.559257197380066,0.004235419606132559,2,0.13465744858259365,0.008516719955308897,50,0.5034944176673889,0.01581997592686401,2,0.1321664244223698,0.009111315824838071,100.0,1.4961316585540771,0.12575097477952968,1.0,0.12852862125496187,0.009227421380728101,200.0,1.6268143892288207,0.2913602989962347,1.0
Health-Commits0010,10000,0.3077262957047731,0.021287655691731133,30,0.5201280951499939,0.04653951198989069,3,0.3031816680300709,0.02203605072984415,50,0.4808863639831543,0.058676929640822745,3,0.29989653747779244,0.02363627158423397,100,0.7894100546836853,0.08049407575243271,2,0.29548170117831957,0.024864654609899832,200,1.4048534750938415,0.17572964228150412,2,0.29721975925386374,0.01724580322755924,30,0.4409435987472534,0.00582331429839353,2,0.2925061545428026,0.016410364356402994,50,0.8551729559898377,0.05396921511004148,2,0.28599970416320275,0.01571520896862741,100.0,1.240376055240631,0.173962879971582,1.0,0.27820717176613863,0.013785696834233007,200.0,3.861059617996216,0.04003460334099654,1.0
Health-Commits0011,10000,0.060133200569216186,0.06624195112683705,30,0.36357357501983645,0.039872417956370754,2,0.050249722349688275,0.05909885325900729,50,0.4987256288528442,0.07713090072098197,2,0.034069053322253344,0.04749362245346199,100,0.7376489400863647,0.09300709671675242,1,0.025568368403176955,0.0356781669133888,200,1.0762908935546875,0.11145857163051723,1,0.045710511946630686,0.060989078182830045,30,0.30682973861694335,0.003311791792044737,2,0.025122900894642447,0.043815799493095914,50,0.7664007306098938,0.032557338380619236,1,0.013442886710157375,0.035378422559543356,100.0,1.2660699963569642,0.17241089004763313,1.0,0.01280114715334148,0.035521179387852556,200.0,2.587787628173828,0.24566938149098394,1.0
LLVM,1024,0.07245909534433033,0.06361230490132404,30,0.15367277860641476,0.01535452704414182,2,0.04711786518839344,0.005931852388250579,50,0.16624416112899779,0.017618691833777473,1,0.04217794454095022,0.002386951913822074,100,0.2985353708267212,0.028284254928897336,1,0.04144539584028979,0.0018629333878763226,200,0.28767675161361694,0.023912769446996492,1,0.08724271729242515,0.08311871309505724,30,0.0888158559799194,0.011762617497090497,2,0.08684892764244426,0.08333393762026181,50,0.10837683677673338,0.01622821099715742,2,0.08432024634248222,0.08419616130392439,100.0,0.0968703746795654,0.013069708042347873,2.0,0.08292300727513642,0.08270229229517777,200.0,0.077540111541748,0.010488842060635134,2.0
SQL_AllMeasurements,4653,0.2958715628595297,0.05235270479822296,30,0.13923026323318477,0.0030500946617375013,3,0.2654479725650333,0.04593131017564234,50,0.16609539985656735,0.001819309955436146,2,0.2356709333278638,0.034077198431809085,100,0.6262569069862366,0.0072272819587970785,1,0.2090703413346376,0.01747456569083641,200,1.3303794145584107,0.007919188199954979,1,0.30378800152905494,0.03429022655061545,30,0.13727984428405757,0.007987348813701006,3,0.2926306325927931,0.042848430970379305,50,0.19808282852172848,0.035950506479645476,3,0.2913850443838787,0.043279180152405575,100.0,0.1461544871330261,0.03083421106202011,3.0,0.29003777252235213,0.04215834259023864,200.0,0.213578450679779,0.04486656481898777,3.0
SS-A,1343,0.4470021728226155,0.2410302394587213,30,0.18026871681213374,0.02450152465528913,2,0.44353096482911997,0.24523540308942893,50,0.47382029294967654,0.0559604681870216,2,0.43591288309633314,0.253910660812596,100,0.30521851778030396,0.03379910225438197,2,0.4043531348029969,0.26660664614696156,200,0.5057499289512635,0.061136711949327384,2,0.20791272999885146,0.21106201676423203,30,0.28525055646896363,0.014116901873923655,1,0.13828896390928028,0.1644570000236387,50,0.5179955959320068,0.09245645322839716,1,0.09364485040799375,0.1263278553890467,100.0,0.38140482902526857,0.11938375110782354,1.0,0.08224372084281623,0.13001267517492068,200.0,0.6716776847839355,0.3085292171098758,1.0
SS-B,206,0.2523878380549205,0.0951791299637478,30,0.12918224334716794,0.018341804895722017,2,0.23325010610459146,0.09845406085427288,50,0.19096685647964476,0.029533745585608385,2,0.1839769319995072,0.06374634174520273,100,0.24874491691589357,0.04901570547291501,1,0.15063411361572307,0.021520663034422318,200,0.42885431051254275,0.10363609475885349,1,0.1642963253459615,0.07486366440403745,30,0.24277054071426388,0.02684043007412803,1,0.1477547496581419,0.03309930871153988,50,0.3728524804115295,0.06547388224603291,1,0.14074529823304904,0.004695592874377442,100.0,0.3674253344535828,0.08101468564568114,1.0,0.14055136168281696,0.004416595865941177,200.0,0.27351127862930297,0.06150861006283956,1.0
SS-C,1512,0.5157347292513601,0.2127387277253219,30,0.13182853460311889,0.014043932360783452,3,0.42611684565910374,0.2684194612568428,50,0.22723511457443238,0.023671111473647692,3,0.3345015254412397,0.289301481558401,100,0.3455704808235168,0.044802472088190166,2,0.30851545500859806,0.29196849305903927,200,0.27245631217956545,0.040605879890519524,2,0.1892135256617813,0.18247487360684114,30,0.19138047695159907,0.011649544978992217,1,0.12673770657767305,0.13415986230000929,50,0.2527116060256958,0.046431375829837,1,0.12532443133098567,0.1344575440928097,100.0,0.5559846878051757,0.20146926253355327,1.0,0.09474159019336043,0.006019850020593988,200.0,0.4791535496711731,0.3106696940423992,1.0
SS-D,196,0.4510422692758592,0.009187260214517106,30,0.1639505863189697,0.015046224725882235,3,0.450852997206864,0.009047969776194958,50,0.20987721681594845,0.024478242243840393,3,0.4506404098568876,0.008984450483723082,100,0.29931843280792236,0.0357705060064824,3,0.4493742374434165,0.013495628843631771,200,0.4100960612297058,0.049964639888143106,3,0.43819332914328096,0.02609791317372287,30,0.268330442905426,0.008070212186577774,2,0.4298921085876328,0.031365263518976866,50,0.43746224641799925,0.02005844515455235,1,0.4227935493699168,0.03350234202478282,100.0,0.9859947443008423,0.05150292557292022,1.0,0.4226485223276845,0.03365981518354713,200.0,1.1347895622253419,0.16825560134383957,1.0
SS-E,756,0.1842578676167461,0.04310842691414772,30,0.17143887281417844,0.026337779766896715,2,0.17612771991416556,0.040145979512803555,50,0.20159833431243893,0.03152202153408409,2,0.17048859509195058,0.036031576204962244,100,0.32806156873703,0.05117583456734802,2,0.15681101496989577,0.010909333534058914,200,0.5699116349220276,0.07004859637115636,1,0.15953507007834597,0.014058305679611914,30,0.31828410625457765,0.01080210487455671,1,0.1533634004962249,0.007404003216726883,50,0.4133306384086609,0.029121835407513216,1,0.1505240129096112,0.003430967691338548,100.0,0.9478476166725158,0.07361229666314231,1.0,0.15001959251797417,0.003049737502506603,200.0,1.6817307710647582,0.11125958158919025,1.0
SS-F,196,0.44607142153283597,0.01897006288828123,30,0.18564532995223995,0.021165040810596922,1,0.44600450267099667,0.018851640282161904,50,0.19775644540786738,0.02778158096280902,1,0.44410058989133105,0.01840724968515377,100,0.26939462423324584,0.03258512653443246,1,0.442300565454911,0.020695683087367966,200,0.46715894937515257,0.057489342194604,1,0.44322289800336295,0.017056578541643334,30,0.27669516801834104,0.006971620393232812,1,0.44243376218104424,0.018581903757298818,50,0.33353534936904905,0.020969338597274238,1,0.44105009644041154,0.019283624956624917,100.0,0.6419357419013977,0.0754614425428181,1.0,0.44061532765133116,0.020416750814901123,200.0,1.6579102158546448,0.3027251436058966,1.0
SS-G,196,0.4469692081575921,0.018786937550069462,30,0.16132290363311763,0.022382126298273144,1,0.4454296329833203,0.016604646556308993,50,0.23581163883209225,0.03497305738366874,1,0.44437766753168767,0.016053492214892502,100,0.38800802230834963,0.05532072320837549,1,0.4432311145934619,0.018727440432697116,200,0.4107197403907776,0.047569116884708586,1,0.4440734734689983,0.013614251840541405,30,0.30075708627700803,0.009004002660428924,1,0.4424709282456881,0.01614074136842018,50,0.6029233336448669,0.02906654041510681,1,0.44209681651098565,0.01724340609157805,100.0,1.1463033437728882,0.060367155748799306,1.0,0.44161470774356804,0.018693483545886073,200.0,2.227419376373291,0.16942875211697112,1.0
SS-H,259,0.5682151294800042,0.16297782347185544,30,0.1897943258285522,0.027285540337797398,3,0.5299812660669497,0.19705787819098533,50,0.2440139889717102,0.039888729083329535,3,0.41735096560535406,0.21920248360229586,100,0.3973452687263489,0.06447260833441903,2,0.31253836810068736,0.16592226778557526,200,0.42998204231262205,0.08452881196971096,1,0.32257634336891294,0.15493580630018175,30,0.1760407447814941,0.01841084689416511,1,0.29078423064729136,0.08631777406838793,50,0.32495492696762085,0.06944758072470764,1,0.27212465164497207,0.06564886265917362,100.0,0.18940637111663813,0.04208032788921088,1.0,0.27212465164497207,0.06564886265917362,200.0,0.18620157241821284,0.04093531352999208,1.0
SS-I,1080,0.12649593482497717,0.11579670957909047,30,0.16054915189743038,0.013054353144231553,2,0.10633415631033234,0.11386113752688443,50,0.22789664268493653,0.03035667276234878,2,0.09507351227970902,0.11139165305137966,100,0.5454272031784058,0.06915906807273525,2,0.09492247451277076,0.11138215104978891,200,0.9624838471412659,0.12754079876280902,2,0.05012624940174658,0.07533159448645532,30,0.21039954423904414,0.010866038515123898,1,0.04068945424189062,0.07305544288445909,50,0.4851135969161987,0.02296501536448714,1,0.03748678294183846,0.0736484160770869,100.0,0.6075603723526001,0.08837711271683585,1.0,0.03733066126650515,0.07370587403642387,200.0,1.027468490600586,0.2899624644187748,1.0
SS-J,3840,0.09125563300930507,0.046041011351562994,30,0.17265840768814084,0.012885423467812303,2,0.0842686976305114,0.034617103999133834,50,0.25453479290008546,0.022487839847872372,2,0.0747265722787104,0.004717534945183038,100,0.41407859325408936,0.037551606025971664,1,0.07437235237476354,0.004517049967593939,200,0.7672723650932312,0.07760949675306962,1,0.07450786084772068,0.0054740944298338505,30,0.2026346087455749,0.001466978877234141,1,0.07296568524747397,0.004342657964098993,50,0.3303364634513855,0.006467979507880438,1,0.07154650963676025,0.0046777852428067,100.0,0.9335926413536072,0.020485453118723043,1.0,0.07001029715655496,0.0038698955271814694,200.0,1.3492746591567992,0.025160794420986957,1.0
SS-K,2880,0.11935520810482628,0.049644882493763136,30,0.16650699377059935,0.017471830735690613,2,0.11091544242231792,0.0529114441563098,50,0.24221509695053095,0.02730109866846391,2,0.1044404081717853,0.0521750071707786,100,0.37451082468032837,0.048746245493337,2,0.09233684162809538,0.032247401302979366,200,1.1632026433944702,0.16300088067108784,1,0.09533074642853541,0.03413111819880412,30,0.2851506948471069,0.0034113653662703348,1,0.08600837646569001,0.031095049863095466,50,0.4947499632835388,0.005793160871532379,1,0.08176501779677606,0.027230596699061926,100.0,0.740417230129242,0.041753520298020916,1.0,0.08072132405802487,0.027420706528604396,200.0,1.3461057782173156,0.007243178795923662,1.0
SS-N,53662,0.16276290466272705,0.02394385815273357,30,0.1943796634674072,0.00914534431404766,2,0.15641943299823308,0.01996233310313532,50,0.36809598207473754,0.02495441469993067,2,0.13976047273743525,0.016476835457730633,100,0.6556843757629395,0.024642804274870773,1,0.13336883466044486,0.018302667602970574,200,1.299950325489044,0.036353263032112726,1,0.15470570470680753,0.024857705706203253,30,0.30912964344024657,0.005484701232100375,2,0.13697574658624417,0.028314147901703054,50,0.5109193682670593,0.004154984189628188,1,0.12120919192093285,0.02258631970102293,100.0,0.9983429789543152,0.012142194845756174,1.0,0.1155667862095946,0.01733563653417125,200.0,1.9355695962905883,0.16600321019671072,1.0
SS-S,3840,0.12337098819783765,0.06370975332193862,30,0.22980053424835206,0.019571662444082084,2,0.10504692802466305,0.07920825567917684,50,0.3735787034034729,0.043165124633754146,2,0.09662832314981247,0.07669129593606923,100,0.6245424628257752,0.08188592612203541,2,0.08630241487676882,0.07335064615143747,200,1.0304745435714722,0.12215506948132304,2,0.03722458885095921,0.027638454623768918,30,0.21147031784057613,0.006149599143434707,1,0.02792365752877572,0.027573617241456575,50,0.3614321112632751,0.0263282469592113,1,0.02789201229581826,0.027578231377773117,100.0,0.9059292078018188,0.21827583884921054,1.0,0.022717955319106885,0.021268233218471065,200.0,1.18394775390625,0.3590919247301662,1.0
SS-T,5184,0.04833709202333889,0.029384912438844505,30,0.2158791899681091,0.013629834426036953,1,0.03712269468437218,0.021981081846117984,50,0.43195300102233886,0.031067080414109053,1,0.024368881147948822,0.014488327337462723,100,0.6804270505905151,0.06051692807913385,1,0.02104617773422387,0.01332211259003915,200,1.2769373416900636,0.15112345334268015,1,0.0836908470866879,0.0614380730442907,30,0.18187046051025385,0.011054459894334874,2,0.06607381016224585,0.032524049491989546,50,0.40149749517440797,0.056847423198649265,2,0.06361440796701023,0.03485695336011161,100.0,0.6256665229797364,0.11652706040729714,2.0,0.06303913898999866,0.03523970288220016,200.0,0.5727070212364197,0.15558002054456826,2.0
SS-V,6840,0.17401278391948213,0.035206890619835444,30,0.3732725501060486,0.014196733141695443,1,0.1605473305122106,0.04429325502520942,50,0.6364100933074951,0.021842905327395527,1,0.157099060470097,0.046499620602827633,100,0.8534373283386231,0.04667279996120828,1,0.15544314326924222,0.046853321896736466,200,2.119922196865082,0.09102954583208023,1,0.15414651771869162,0.07964201260242439,30,0.32612783908843995,0.02990151635797541,1,0.15189011887518042,0.08003945095870524,50,0.7915211319923401,0.05198604762098248,1,0.15118633825404892,0.08031615033454315,100.0,0.6874565482139587,0.08080110091131079,1.0,0.15086636891373945,0.08048173159446907,200.0,2.3974653363227842,0.216762742070495,1.0
