Dataset,Rows,GA-25_mean,GA-25_std,GA-25_budget,GA-25_runtime_mean,GA-25_runtime_std,GA-25_tier,GA-50_mean,GA-50_std,GA-50_budget,GA-50_runtime_mean,GA-50_runtime_std,GA-50_tier,GA-100_mean,GA-100_std,GA-100_budget,GA-100_runtime_mean,GA-100_runtime_std,GA-100_tier,GA-200_mean,GA-200_std,GA-200_budget,GA-200_runtime_mean,GA-200_runtime_std,GA-200_tier,ILS-200_mean,ILS-200_std,ILS-200_budget,ILS-200_runtime_mean,ILS-200_runtime_std,ILS-200_tier,ILS-50_mean,ILS-50_std,ILS-50_budget,ILS-50_runtime_mean,ILS-50_runtime_std,ILS-50_tier,ILS-25_mean,ILS-25_std,ILS-25_budget,ILS-25_runtime_mean,ILS-25_runtime_std,ILS-25_tier,ILS-100_mean,ILS-100_std,ILS-100_budget,ILS-100_runtime_mean,ILS-100_runtime_std,ILS-100_tier,TS-25_mean,TS-25_std,TS-25_budget,TS-25_runtime_mean,TS-25_runtime_std,TS-25_tier,TS-50_mean,TS-50_std,TS-50_budget,TS-50_runtime_mean,TS-50_runtime_std,TS-50_tier,TS-100_mean,TS-100_std,TS-100_budget,TS-100_runtime_mean,TS-100_runtime_std,TS-100_tier,TS-200_mean,TS-200_std,TS-200_budget,TS-200_runtime_mean,TS-200_runtime_std,TS-200_tier,ONEPLUSONE-25_mean,ONEPLUSONE-25_std,ONEPLUSONE-25_budget,ONEPLUSONE-25_runtime_mean,ONEPLUSONE-25_runtime_std,ONEPLUSONE-25_tier,ONEPLUSONE-50_mean,ONEPLUSONE-50_std,ONEPLUSONE-50_budget,ONEPLUSONE-50_runtime_mean,ONEPLUSONE-50_runtime_std,ONEPLUSONE-50_tier,ONEPLUSONE-100_mean,ONEPLUSONE-100_std,ONEPLUSONE-100_budget,ONEPLUSONE-100_runtime_mean,ONEPLUSONE-100_runtime_std,ONEPLUSONE-100_tier,ONEPLUSONE-200_mean,ONEPLUSONE-200_std,ONEPLUSONE-200_budget,ONEPLUSONE-200_runtime_mean,ONEPLUSONE-200_runtime_std,ONEPLUSONE-200_tier,HILL-25_mean,HILL-25_std,HILL-25_budget,HILL-25_runtime_mean,HILL-25_runtime_std,HILL-25_tier,HILL-50_mean,HILL-50_std,HILL-50_budget,HILL-50_runtime_mean,HILL-50_runtime_std,HILL-50_tier,HILL-100_mean,HILL-100_std,HILL-100_budget,HILL-100_runtime_mean,HILL-100_runtime_std,HILL-100_tier,HILL-200_mean,HILL-200_std,HILL-200_budget,HILL-200_runtime_mean,HILL-200_runtime_std,HILL-200_tier,Random-25_mean,Random-25_std,Random-25_budget,Random-25_runtime_mean,Random-25_runtime_std,Random-25_tier,Random-50_mean,Random-50_std,Random-50_budget,Random-50_runtime_mean,Random-50_runtime_std,Random-50_tier,Random-100_mean,Random-100_std,Random-100_budget,Random-100_runtime_mean,Random-100_runtime_std,Random-100_tier,Random-200_mean,Random-200_std,Random-200_budget,Random-200_runtime_mean,Random-200_runtime_std,Random-200_tier
Health-ClosedPRs0005,10000,0.4710998437887161,0.03900404021708033,25,0.658366346359253,0.018301519650441498,1,0.45953561564633166,0.04774573000621028,50,1.3764736890792846,0.08862172576493664,1,0.4475844218510322,0.061351247375688055,100.0,2.0400846719741823,0.18813561599690956,1.0,0.42958674153405274,0.0848961314927017,200,3.322878921031952,0.27069830812814444,1,nan,nan,nan,nan,nan,nan,0.4855857230393405,0.009038692955664195,50.0,0.7252633690834045,0.21449736206408743,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48803169128866486,0.0008973759658921643,25,0.546160352230072,0.07308057657444744,1,0.48657570576123604,0.005343305885068958,50,1.1873093008995057,0.1760099992178863,1,0.48109461940183057,0.027455660519558927,100,1.5984849333763123,0.25970180057206727,1,0.46956826574697896,0.04070724244632532,200.0,2.7749994158744813,0.503897261653985,1.0,0.470710661043915,0.04402579549866114,25,0.5066022038459778,0.007009662828595822,1,0.4549489044203295,0.05449640779395075,50,0.794718611240387,0.17029760371908506,1,0.44325980555002653,0.06274284606430139,100,2.7516082644462587,0.07823944932502665,1,0.4394702606321174,0.06310535652817242,200.0,2.7309792757034304,0.3456821840063936,1.0,0.4757337858029366,0.03757726553990144,25,0.7065317034721375,0.0441963807497712,1,0.46738468237858444,0.04450572180533787,50,1.4011689186096192,0.11967392113648394,1,0.4548760636824533,0.049459536642326246,100,2.808151125907898,0.27682377323536583,1,0.4433416408948302,0.04974667453886134,200,4.004564213752746,0.3621307061079902,1,0.003326959738038802,0.003457184671278988,25.0,1.021703839302063,0.011042133227159424,1.0,0.0018613930747822995,0.002308363326314358,50,1.437797224521637,0.01425680271952999,1,inf,nan,100,2.8517061710357665,0.1692404254101765,1,inf,nan,200,3.8931310176849365,0.0929900855676226,1
Health-Commits0003,10000,0.40004629081335386,0.05775771745735927,25,0.5941331267356873,0.08994074566946225,1,0.33345582710126564,0.04757280685053458,50,1.0454676032066346,0.13962556591958877,1,0.29863715107696265,0.027610794833821305,100.0,1.1461201906204224,0.26883765369775336,1.0,0.271006328921606,0.023014283159772615,200,3.0889339327812193,0.3712947358871276,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4209118833945997,0.09745435469021423,100.0,1.1190478086471558,0.37904231859086834,1.0,0.45805544389031894,0.08363989409170983,25,0.49834662675857544,0.06370690780386537,1,0.43763647448809256,0.10125161052201519,50,0.7783399939537048,0.14502767564699356,1,0.4061398955448624,0.112152268011131,100,1.5056409597396851,0.2207083706952642,1,0.36853665822037157,0.11874006383696128,200.0,1.418996548652649,0.3375930815414978,1.0,0.4250656209964424,0.09470772396050386,25,0.5112206816673279,0.007573301278091725,1,0.37864549577114914,0.09811678716982601,50,1.5529813408851623,0.016112249356900792,1,0.3675607065346652,0.09341093017513707,100,3.450594091415405,0.1811864123502955,1,0.35365042012796777,0.08484438470681026,200.0,2.7249505519866943,0.32627746983606865,1.0,0.38285933483383766,0.0693326897914447,25,0.6648167967796326,0.07799736019995501,1,0.3438950848694297,0.06052676380000507,50,1.1353599548339843,0.08737485704563182,1,0.3183600094004831,0.0566826421392609,100,2.0782456398010254,0.20017784921294676,1,0.28488158002179603,0.03784314139158989,200,2.0023017048835756,0.25481447355894055,1,0.37099582659260705,0.032101957288437184,25.0,0.5184282422065735,0.00451120085973141,1.0,0.3466545063053474,0.029603067314988758,50,0.8913103818893433,0.1480852335355157,1,inf,nan,100,3.23001708984375,0.22186030260635883,1,inf,nan,200,1.500119948387146,0.2839894471101182,1
Health-Commits0008,10000,0.535503925348104,0.054312954539691954,25,0.7063601732254028,0.024765635510061258,1,0.5118821303163079,0.04361393309344086,50,0.871913206577301,0.05113693395165947,1,0.48066847778774174,0.03426407307727666,100.0,1.9974941849708556,0.1762573640870584,1.0,0.45848126764758207,0.026816214690765124,200,3.1757721066474915,0.3042954212483602,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6065922099036974,0.06740282025127775,25.0,0.5107105731964111,0.11960756504718342,1.0,nan,nan,nan,nan,nan,nan,0.6055853254586252,0.07194983890917903,25,0.5082817554473877,0.06760465103072817,1,0.5775449983094777,0.08710239999876425,50,1.240443181991577,0.1968385966392037,1,0.5622449783375838,0.09626890261613333,100,1.2710056543350219,0.27243259957204546,1,0.5339995677301731,0.09573036392875266,200.0,2.931330668926239,0.5592217285600158,1.0,0.5565727267618313,0.08505272627179876,25,0.5054878354072571,0.009520211882213917,1,0.523443578681949,0.08396777798626223,50,1.7117379307746887,0.03435812152878952,1,0.5098294770119168,0.08730064945928814,100,3.9758527278900146,0.10174203319770242,1,0.49088042576290947,0.07487978308675598,200.0,7.408620917797089,0.07871508029841884,1.0,0.5174630795450826,0.06560099490667091,25,0.4336856245994568,0.04934449668149824,1,0.5007311014462733,0.05167362941229819,50,1.320391309261322,0.161807666053246,1,0.4699099409525774,0.03220624306107486,100,1.224950087070465,0.2291774287113606,1,0.45952844672402726,0.029844776399385823,200,1.9397127628326416,0.27731836636037166,1,0.37639581345759815,0.026040254357451234,25.0,0.7858070492744446,0.004970935112838955,1.0,0.3656130183212355,0.024302053343543167,50,0.8371230244636536,0.1454340998817507,1,inf,nan,100,1.4908547043800353,0.23043071938991933,1,inf,nan,200,2.828416812419891,0.1656894921210205,1
Health-Commits0010,10000,0.4140054125018319,0.007390227588537662,25,0.46228398084640504,0.012712847932486018,1,0.4126568172490007,0.009825560249651482,50,0.760887622833252,0.11619070367446939,1,0.41232217913558805,0.009591285160694043,100.0,1.078983771800995,0.19735933501572867,1.0,0.41136367394633977,0.00913828414184698,200,1.6602634906768798,0.2623804852429599,1,0.40360606556630074,0.016293428518740605,200.0,1.7911168575286864,0.487907035748844,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41882420118383423,0.020881465507875785,25,0.3454574227333069,0.039784861425743986,1,0.40970080761576533,0.015320102116061992,50,0.5766555547714234,0.09056447598686464,1,0.40082478185067816,0.020738608080385412,100,0.8097461581230163,0.20150347890560383,1,0.39329152954464514,0.02473712964067325,200.0,1.3251939058303832,0.36306136708674264,1.0,0.4433627496832373,0.02929085527020845,25,0.5181190252304078,0.007929495482988552,1,0.4257629992435451,0.02176106197338038,50,1.5711277723312378,0.012733531021735677,1,0.41595051099015956,0.012950986217635893,100,3.1011171698570252,0.05659065237076368,1,0.4142268759876256,0.011257018517249036,200.0,8.16786357164383,0.2230634500348774,1.0,0.41114967673036035,0.009895794344424327,25,0.639420747756958,0.03556487265149111,1,0.40022354514071806,0.019827394802276695,50,0.7955509185791015,0.1758547638773272,1,0.39101118659719736,0.02073355803699318,100,1.317400586605072,0.23939518248054328,1,0.3886645258440007,0.02004423015374915,200,3.942179238796234,0.3633624235852721,1,0.30522227880696906,0.014088826750556485,25.0,0.7828319430351257,0.006542929584309435,1.0,0.30016147963069584,0.011922164574959284,50,0.8940066933631897,0.10171743689990637,1,inf,nan,100,1.452931320667267,0.23727727124489656,1,inf,nan,200,1.6795613527297975,0.16137392937675027,1
LLVM,1024,0.10577778074281316,0.04436688685851753,25,0.18557273149490353,0.003853154272827707,1,0.06635485710503078,0.023438456379467554,50,0.37853256464004514,0.01073544721677075,1,0.052074570764009474,0.014759011320249187,100.0,0.5538976907730102,0.015583852168358994,1.0,0.05157214832916692,0.014198797041268071,200,0.8715853571891785,0.18431897073961007,1,0.2808969811123891,0.17268521762445987,200.0,0.28848451375961304,0.043548299103012375,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1058496065991884,0.07558659475186014,25,0.23338390588760377,0.0075200220902306445,1,0.05814626529735387,0.044639429992966315,50,0.3886348605155945,0.0038713503910670776,1,0.046060668680967795,0.015449748653005257,100,0.5087086915969848,0.01525470326133871,1,0.043756098228871845,0.014486094957447678,200.0,1.2318887948989867,0.0736523277473527,1.0,0.32480089516498667,0.19349388227157063,25,0.25715826749801635,0.014718887285155292,1,0.25495637258417003,0.16378957730503593,50,0.3200474739074707,0.004220998881715762,1,0.18537921274283573,0.1526207595670254,100,1.089524781703949,0.06571268988922667,1,0.09576395019795753,0.07893281394481425,200.0,1.0838112115859986,0.21506968270692087,1.0,0.10829474995389429,1.4238309865648918e-17,25,0.14183350801467892,0.0018104982008183888,1,0.0802403345033498,0.0,50,0.42723435163497925,0.0018642002982021647,1,0.0802403345033498,0.0,100,0.7325994610786438,0.002799698711198709,1,0.0802403345033498,0.0,200,0.8454141020774841,0.15133981390487877,1,0.0928131029586508,0.06668990135522185,25.0,0.21646809577941895,0.0034779029354177174,1.0,0.05789514360308329,0.019924592982466374,50,0.31891015768051145,0.004625725858575535,1,inf,nan,100,0.6086706280708313,0.015247034250429324,1,inf,nan,200,0.6201132655143737,0.01570698379565564,1
SS-Q,2736,0.4755456562619319,0.00428052516420085,25,0.6152700066566468,0.008505160315912842,1,0.4716416205247268,0.003956962922428725,50,1.189457154273987,0.04203831404500265,1,0.46829250773156456,0.0028081672176893725,100.0,1.3056421518325805,0.23286718592385347,1.0,0.4679761353096793,0.0029412265576304864,200,2.408021938800812,0.3193374484914581,1,0.605835832301148,0.1522205137597072,200.0,1.0517033696174622,0.183771554605101,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6069479881455896,0.1529644145577559,25,0.5014499306678772,0.051207195505120824,1,0.6058143673968015,0.15235249975964052,50,0.8782418489456176,0.14824168940646149,1,0.6048692713412317,0.15221143382761487,100,1.1701139569282533,0.22538041338338943,1,0.6047472742449825,0.1519790755124827,200.0,1.7934518337249756,0.31525765965789604,1.0,0.5969594672098418,0.1249243443903236,25,0.7861886262893677,0.04739081284879834,1,0.5839549526622216,0.11505542820574387,50,1.2656844019889832,0.16433238962242103,1,0.5488643868275027,0.08633869335858702,100,2.9872244238853454,0.1660452253110838,1,0.5099712840103214,0.07146158304836349,200.0,4.910496497154236,0.43191578209865256,1.0,0.4741772617261078,0.007637766954975308,25,0.4170907735824585,0.037253809623888794,1,0.4703035282974275,0.0035624413705658796,50,1.020418155193329,0.1752293677459554,1,0.4684002325596602,0.0018337493715059104,100,2.1425044417381285,0.12688624604515222,1,0.46788359939864055,0.0018180147955700313,200,2.1450162529945374,0.33285714471690836,1,nan,nan,nan,nan,nan,nan,0.07561220556105605,0.025013472692072516,50,1.3325428366661072,0.030231619613188033,1,inf,nan,100,2.3398343682289124,0.21665052453426456,1,inf,nan,200,3.121084475517273,0.20765140157531914,1
SS-T,5184,0.6144078472807676,0.09620989742024656,25,0.5331263303756714,0.05443962956123286,1,0.5886174595330905,0.09360411349500654,50,0.8410075902938843,0.11778010596096632,1,0.5330596388435689,0.10706843783731318,100.0,1.5623220443725585,0.05740366566136277,1.0,0.5131730159065397,0.10677876649227376,200,3.540687119960785,0.2984722003271572,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7503610567014154,0.09983402291674555,100.0,0.4127662777900696,0.0886101209353403,1.0,0.7496457663240987,0.09933702338276229,25,0.3429713726043701,0.05342805404657507,1,0.7473549432531821,0.09918719136907932,50,0.5118028402328492,0.1375321008386899,1,0.7472363669442429,0.09923237460724545,100,0.7273505926132202,0.16459575692615971,1,0.7472363669442429,0.09923237460724545,200.0,0.7495742440223694,0.15300564703993072,1.0,0.7291047395266333,0.08035958131082534,25,0.48355010747909544,0.009778835731042417,1,0.6205702540446978,0.1280788575180139,50,1.0135254621505738,0.0406879326539442,1,0.5896242893531719,0.1327657520116985,100,1.8643473863601685,0.18939920912487396,1,0.5275301970868785,0.1417014364296279,200.0,3.0976638793945312,0.25546817904542224,1.0,0.5393819555459924,0.02298584535434305,25,0.520505940914154,0.029734281459224007,1,0.5237758994462116,0.03151085747882883,50,0.9332294344902039,0.061458945695139,1,0.5035141463790999,0.030444520527333017,100,0.9749617576599121,0.20945321177158985,1,0.4996242554097076,0.029152818187410993,200,2.625200092792511,0.2776478322367565,1,0.05746193865088731,0.015210406718497596,25.0,0.5259390950202942,0.007971907955474589,1.0,0.05317001586635698,0.01253222687330674,50,0.8795985579490662,0.007657260433347631,1,inf,nan,100,1.6228519558906556,0.19204268560724044,1,inf,nan,200,1.0407996773719788,0.21641604050937788,1
SS-W,65536,0.3267979491937121,0.04060855178566368,25,0.4531012773513794,0.010428796346830398,1,0.27750436367149844,0.03252318395452445,50,0.8818858027458191,0.05664084450384772,1,0.24818533530652093,0.0204896624410283,100.0,1.8761735916137696,0.1248065660490093,1.0,0.2380682995824555,0.015545479674605558,200,3.816248154640198,0.2159413219484417,1,0.4528830125484881,0.08019389165687034,200.0,0.7314300537109375,0.14226987644939712,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3825402825119606,0.08480801851183573,25,0.4356881856918335,0.019704312925618927,1,0.356406014846046,0.07716645037304212,50,0.6467792510986328,0.011003171892719286,1,0.35093798187986575,0.07555162943328528,100,1.5806105613708497,0.05401417737174004,1,0.3493503574203178,0.07700815721020642,200.0,2.6309887290000917,0.2883179630560416,1.0,0.43209533862261545,0.09005093281511131,25,0.4390049934387207,0.05123360273876297,1,0.3829020407459711,0.09232252180208707,50,0.44084126949310304,0.0027947798255495157,1,0.31952335400379706,0.08287446049007899,100,0.9979203462600708,0.18290451624171417,1,0.28565142547418565,0.06082762040317791,200.0,1.7712974786758422,0.010204025477031066,1.0,0.3870672281430231,1.1390647892519134e-16,25,0.21352107524871822,0.0010055333199414525,1,0.3870672281430231,1.1390647892519134e-16,50,0.825874125957489,0.003056706314371438,1,0.35440118608994525,5.695323946259567e-17,100,0.784179437160492,0.003858614144592861,1,0.35440118608994525,5.695323946259567e-17,200,1.7438206911087035,0.0323521682989696,1,0.32970784388901203,0.029880895093993054,25.0,0.4186065912246704,0.003134878122420104,1.0,0.3070418663141894,0.03975073951857523,50,0.9395509123802185,0.007222519819544519,1,inf,nan,100,2.6412579894065855,0.04650677239441433,1,inf,nan,200,1.8114271879196167,0.0338298964383825,1
Scrum10k,10000,0.38929942621885333,0.03156628337177432,25,0.7734446287155151,0.05224090773144127,1,0.3302491429925989,0.04138991992720772,50,0.6985003709793091,0.12656791878130527,1,0.2798862839418625,0.033894529596625714,100.0,2.108582103252411,0.15756989638312174,1.0,0.26782192590012505,0.03213977881819042,200,6.1502593636512755,0.16864967649665216,1,0.38193390154871043,0.06607570069176964,200.0,1.747986102104187,0.4211910348166351,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.37078643626262126,0.05706471278378582,25,0.8828377604484559,0.028090801837998464,1,0.31163445800727485,0.035918941196312115,50,1.27415372133255,0.09007912405426874,1,0.2982045862073348,0.03424275235376854,100,2.6252674221992494,0.1806283784603759,1,0.29168894509414656,0.027712734504467214,200.0,3.612941360473633,0.6027899557651704,1.0,0.46950403800029933,0.08765828886818623,25,0.59536292552948,0.0686454498321554,1,0.42583196384269073,0.0906304070075899,50,1.5682334303855896,0.01314540786523101,1,0.345801367463458,0.0752365367213368,100,2.2742647886276246,0.07445740087759672,1,0.2842095533208986,0.04933930432429672,200.0,2.6979556322097777,0.2292070210060747,1.0,0.3591839090556796,0.0414550247578077,25,0.7679494142532348,0.029548595417102738,1,0.33085426793125056,0.04025964130051945,50,0.719990360736847,0.12195185242857798,1,0.3014752241562191,0.036705939447548804,100,2.267011082172394,0.23685604230618323,1,0.28131772486685963,0.03372841425074963,200,6.4806950211524965,0.5901133001191008,1,0.37161604770092693,0.03012591763810563,25.0,0.7854887485504151,0.007740518040500113,1.0,0.3642177306922404,0.026252648162303847,50,1.427114987373352,0.03540994069532146,1,inf,nan,100,2.6913990497589113,0.06872991617499942,1,inf,nan,200,1.4495314717292787,0.248855807466258,1
coc1000,1000,0.5811276595913231,0.02884026132243858,25,1.061412751674652,0.01498539010210861,1,0.5682963196824966,0.021344618220825465,50,2.372048246860504,0.06029661272665085,1,0.5468087219331204,0.01978961704174527,100.0,4.347078478336334,0.2631625874160634,1.0,0.5153204059749001,0.01695595620975916,200,8.361786806583405,0.48759550273893965,1,0.5310329160180022,0.017487219429575023,200.0,4.079674184322357,0.7776086282079149,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5901043815311878,0.033799459895863485,25,1.2278329014778138,0.10056749169704891,1,0.5599826680606813,0.023110965287697117,50,2.4576019406318665,0.16399807663504642,1,0.5378949421509542,0.01796908118612268,100,3.5985854268074036,0.2951031923895911,1,0.5258554713090486,0.016545971565394498,200.0,6.588335537910462,0.6169935738904293,1.0,0.5970440878061394,0.03582573685630486,25,1.1236741185188293,0.007508659977250969,1,0.559528670069128,0.0308100571272014,50,2.429032588005066,0.036559506415283105,1,0.5450872831203921,0.03561749643976118,100,5.746991896629334,0.05718762638834338,1,0.534207991773446,0.03542689723131711,200.0,4.58485301733017,0.43086015561003743,1.0,0.5791450695600648,0.028510456852500275,25,1.0926589846611023,0.04704203048040177,1,0.5556762755872472,0.02128290191381974,50,2.1081541538238526,0.15234321882748766,1,0.53329671972941,0.01717841365433371,100,4.213026070594788,0.30580380482485964,1,0.5287260776926005,0.01230378919617777,200,5.746409475803375,0.5168226705753739,1,0.3633405710202802,0.012542071361777546,25.0,1.1416479349136353,0.010958385831458303,1.0,0.3587462723510396,0.011271926404690585,50,2.351656901836395,0.04682716885662604,1,inf,nan,100,4.621530699729919,0.27876446605364774,1,inf,nan,200,4.560071051120758,0.3219179111038959,1
dataset120,5160,0.00025,0.0007694837640638656,25,0.23589410781860348,0.0038521148621529907,1,0.00025,0.0007694837640638656,50,0.46258885860443116,0.012386269940399887,1,0.00025,0.0007694837640638656,100.0,1.0838541030883788,0.05011773983991385,1.0,0.00025,0.0007694837640638656,200,1.6384578704833985,0.09647138775685725,1,nan,nan,nan,nan,nan,nan,0.0015,0.0038388594797495726,50.0,0.3022706866264343,0.08726141332282897,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005,0.001025978352085154,25,0.18838334083557123,0.032141769969630474,1,0.000125,0.0005590169943749475,50,0.29810055494308474,0.07792467413653807,1,0.0,0.0,100,0.5982904553413391,0.18651201906677065,1,0.0,0.0,200.0,0.785675585269928,0.24942836611418567,1.0,0.051875000000000004,0.07444918348143673,25,0.2435810804367065,0.003865092767294594,1,0.034749999999999996,0.0444328292570873,50,0.4685182929039001,0.040426161145010166,1,0.0235,0.03319995244131026,100,0.8617558598518371,0.02523650763060938,1,nan,nan,nan,nan,nan,nan,0.0,0.0,25,0.3461880564689636,0.05514329141447702,1,0.0,0.0,50,0.7740938425064087,0.055163802083468494,1,0.0,0.0,100,1.0937142491340637,0.05572995077288221,1,0.0,0.0,200,1.7712640523910523,0.0760145407819322,1,0.391125,0.06013950339353536,25.0,0.3418940782546997,0.008274443327667436,1.0,0.363875,0.04766574269132696,50,0.5232653856277466,0.011108219749222516,1,inf,nan,100,0.9109827876091003,0.042245940297534895,1,inf,nan,200,1.3903524160385132,0.04352433765907754,1
dataset600,5160,0.000625,0.001965993789142623,25,0.23304378986358637,0.0034615119235690698,1,0.000375,0.001677050983124842,50,0.3920788288116455,0.010935856448231912,1,0.000375,0.001677050983124842,100.0,0.8859432339668274,0.04823014301677555,1.0,0.00025,0.001118033988749895,200,1.6044938087463378,0.10370871467603847,1,nan,nan,nan,nan,nan,nan,0.0015,0.0035725562129568854,50.0,0.2351534008979797,0.07780614195322712,1.0,0.002125,0.004313000543033878,25.0,0.14716557264327998,0.03792301269442258,1.0,nan,nan,nan,nan,nan,nan,0.0017500000000000003,0.004063638504436246,25,0.17234623432159418,0.03795134397141702,1,0.0013750000000000001,0.003845280771351595,50,0.26342043876647947,0.08878253300292073,1,0.000125,0.0005590169943749475,100,0.4647133111953735,0.14334901281377757,1,0.000125,0.0005590169943749475,200.0,0.8376978754997253,0.2869656843869593,1.0,0.0505,0.06440313003181396,25,0.1597484946250915,0.0017901769704675057,1,0.034375,0.04923009215595894,50,0.47835229635238646,0.005776915258399781,1,0.026125,0.03690737873736305,100,1.0334423661231995,0.026829259437474936,1,0.01,0.016563275801095564,200.0,2.0473398923873902,0.03961958190134615,1.0,0.0005,0.0015389675281277312,25,0.3174211263656616,0.050463032786908,1,0.0,0.0,50,0.6486182808876038,0.053634224549783394,1,0.0,0.0,100,1.2478243947029113,0.08494506892695591,1,0.0,0.0,200,3.9111247420310975,0.21454666608288936,1,0.38412499999999994,0.04619947453563105,25.0,0.2646512746810913,0.001811499290332639,1.0,0.3544999999999999,0.037421848388903854,50,0.5224675893783569,0.002573174340719604,1,inf,nan,100,1.2839699029922484,0.0315756688573431,1,inf,nan,200,1.0403894305229187,0.025650341845634177,1
deeparch,4096,0.20773441609968585,0.1696070309274735,25,0.22741107940673824,0.010512981433198208,1,0.10735903433239694,0.1452480480477857,50,0.3954768657684326,0.012126178728636345,1,0.04924606477380849,0.07885355180357248,100.0,0.7666087746620178,0.01848431383482242,1.0,0.04841059545520418,0.07914014166930954,200,1.529315984249115,0.041755578775286656,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5873910963404902,0.23713011793726593,100.0,0.3663977265357971,0.05933303353727627,1.0,0.22738061477167487,0.21392684705721907,25,0.20056122541427607,0.005332344445638264,1,0.18883117635769675,0.18816545991338643,50,0.36357439756393434,0.0050699793181531345,1,0.18697053541523445,0.18906682627609056,100,0.7076555848121643,0.030350240320893597,1,0.18536788766743262,0.188510453900738,200.0,1.1088528752326965,0.09691553900103819,1.0,0.5375762761873976,0.2192829929499089,25,0.16166045665740963,0.0016045737247027305,1,0.4264709087504007,0.23571417811783554,50,0.41486148834228515,0.0014221590052165202,1,0.22725275632528277,0.2508773303981902,100,0.64260892868042,0.08248429727297746,1,0.15099243076285743,0.18681175196216365,200.0,1.0194178819656372,0.2090324383579028,1.0,0.39403608374161914,5.695323946259567e-17,25,0.20098334550857538,0.003307625062960562,1,0.39403608374161914,5.695323946259567e-17,50,0.37977745532989504,0.0051474404814833225,1,0.33492282281863706,5.695323946259567e-17,100,0.7653823852539062,0.02564081147735174,1,0.28820493926297863,5.695323946259567e-17,200,1.1061958909034728,0.00536854946663149,1,0.022220921832137218,0.024560972772531123,25.0,0.20432581901550292,0.003636319407823405,1.0,0.009841798450311674,0.006840079895378692,50,0.4205153822898865,0.004873975139607535,1,inf,nan,100,0.8606342673301697,0.02780220557980526,1,inf,nan,200,0.8743544578552246,0.02722498102588432,1
javagc,166975,0.8694612019439051,0.09194611067165341,25,0.1208669781684875,0.0440249749324473,1,0.8595455053463678,0.0937362464756766,50,0.21854965686798092,0.0028010510154742683,1,0.8358746633012488,0.11624494122886789,100.0,0.9471700191497803,0.1318165767296519,1.0,0.8030690303075966,0.16056586573005416,200,1.806269598007202,0.14458119634808403,1,nan,nan,nan,nan,nan,nan,0.9262373900169735,0.10751564176922124,50.0,0.28755720853805544,0.1438809691066573,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8589526643937543,0.18308593653659222,25,0.08851498365402219,0.024266430724089447,1,0.8190718526122804,0.24422137766253948,50,0.24952437877655026,0.11826101120397638,1,0.8128661618539942,0.2538835785572694,100,0.17536318302154535,0.1118060524856603,1,0.8118442411171183,0.25341331591644023,200.0,0.23228777647018434,0.18819996331338898,1.0,0.9043378223884003,0.09694916495090848,25,0.12608584165573117,0.04338009416519297,1,0.8741469790770635,0.10034370184852,50,0.49972211122512816,0.04689023517933304,1,0.8650461782206402,0.09987330300430987,100,0.9357507944107055,0.070050012981207,1,0.8518913234798589,0.10366345461865051,200.0,1.9734754323959351,0.14529338285991078,1.0,0.8841647406556289,0.09201903063635102,25,0.13181192874908443,0.009098514947538461,1,0.8694084257881425,0.09261613366625905,50,0.5586122870445251,0.047906477503948594,1,0.8239632503908535,0.0897875575517983,100,0.47610546350479127,0.020286438998202743,1,0.8195938783876555,0.08720384543445457,200,0.6646003007888794,0.08512332385676398,1,0.00583952702066348,0.0010599126064930865,25.0,0.1263224601745605,0.043698648826898785,1.0,0.005328780915067111,0.0006527223407748251,50,0.48889336585998533,0.024748195626682637,1,inf,nan,100,0.4733816385269165,0.04673221783133028,1,inf,nan,200,0.46571691036224366,0.047247285373946374,1
