Dataset,Rows,PTUNE-30_mean,PTUNE-30_std,PTUNE-30_budget,PTUNE-30_runtime_mean,PTUNE-30_runtime_std,PTUNE-30_tier,PTUNE-50_mean,PTUNE-50_std,PTUNE-50_budget,PTUNE-50_runtime_mean,PTUNE-50_runtime_std,PTUNE-50_tier,PTUNE-100_mean,PTUNE-100_std,PTUNE-100_budget,PTUNE-100_runtime_mean,PTUNE-100_runtime_std,PTUNE-100_tier,PTUNE-200_mean,PTUNE-200_std,PTUNE-200_budget,PTUNE-200_runtime_mean,PTUNE-200_runtime_std,PTUNE-200_tier,SMAC-30_mean,SMAC-30_std,SMAC-30_budget,SMAC-30_runtime_mean,SMAC-30_runtime_std,SMAC-30_tier,SMAC-50_mean,SMAC-50_std,SMAC-50_budget,SMAC-50_runtime_mean,SMAC-50_runtime_std,SMAC-50_tier,SMAC-100_mean,SMAC-100_std,SMAC-100_budget,SMAC-100_runtime_mean,SMAC-100_runtime_std,SMAC-100_tier,SMAC-200_mean,SMAC-200_std,SMAC-200_budget,SMAC-200_runtime_mean,SMAC-200_runtime_std,SMAC-200_tier
Health-ClosedPRs0006,10000,0.06514472209675512,0.010216350227669828,30.0,4.367620921134948,0.2705724312900219,1.0,0.06498124742237962,0.010251907499226718,50,16.23261425495148,1.9223332583013222,1,0.064637505329427,0.009976894627626477,100.0,142.087881731987,17.098205577506164,1.0,nan,nan,nan,nan,nan,nan,0.2975003644082965,0.15922333914150036,30,4.580322778224945,0.6496651404701003,3,0.17449903960502763,0.1455577533692808,50,8.437441229820251,1.1355390672883057,2,0.12321067872851713,0.09217684991299616,100,18.822875380516052,2.353269403978591,1,0.0656293515719919,0.07239869619014482,200.0,38.54686051607132,4.665758183080562,1.0
Health-ClosedPRs0007,10000,0.09781530153022673,0.015124446133567374,30.0,4.176488208770752,0.34431703349609977,3.0,0.09781530153022673,0.015124446133567374,50,14.138037371635438,2.040108824730863,3,0.09708728906643496,0.014931839210005038,100.0,105.38585053682327,17.09382568308597,3.0,nan,nan,nan,nan,nan,nan,0.08114809757737977,0.04931932989130895,30,4.440011000633239,0.5147327756351083,2,0.0561937412270566,0.03841492026189634,50,10.079298913478851,1.154273956470469,1,0.026456200645978655,0.01822185700955806,100,18.946680986881255,2.5407333491124686,1,0.017799045087127076,0.029313737516806396,200.0,36.06936948299408,5.180529593087302,1.0
Health-ClosedPRs0008,10000,0.5787038565715402,0.005401643420772969,30.0,4.118573987483979,0.3691713520295298,2.0,0.5780017051999515,0.004594755309587192,50,14.466565263271331,1.9681244545667695,2,0.5766004641362189,0.0010818305177123146,100.0,109.14789794683456,14.468761097258195,2.0,nan,nan,nan,nan,nan,nan,0.6400246510032422,0.08878240004736168,30,5.212337481975555,0.5713519443015977,3,0.5827976454327378,0.11389622086999478,50,6.888637232780456,1.1224703400432066,2,0.5293693638860644,0.13017514092728133,100,19.766622030735014,3.3287870829792223,2,0.36380117429315006,0.20663110799730974,200.0,33.789453864097595,7.632097325202544,1.0
Health-ClosedPRs0009,10000,0.6676283604201798,0.0060502815328672705,30.0,4.025120091438294,0.04405237273485265,2.0,0.6671299379699102,0.005570675139615102,50,12.916652464866639,1.863603907384837,2,0.6659235596705404,0.004878141623155044,100.0,102.65911062955857,20.539017094413417,2.0,nan,nan,nan,nan,nan,nan,0.5327853217186651,0.15634203103482236,30,3.694566822052002,0.503382032063566,1,0.5073746781792706,0.16339899288269688,50,7.342130076885224,0.9883912848195804,1,0.47209464223088826,0.16219294367345163,100,14.846194851398469,2.0091709945796783,1,0.38970828918408096,0.1512761800273559,200.0,29.372008287906645,7.208247116657762,1.0
Health-ClosedPRs0010,10000,0.5735974307143481,0.0025701235061345697,30.0,2.183021080493927,0.36256175968619603,2.0,0.5733884172898224,0.0021734132144207888,50,7.37618488073349,0.9819472922014371,2,0.5732247686775495,0.002131313201497691,100.0,85.73786622285843,9.04932279914261,2.0,nan,nan,nan,nan,nan,nan,0.42924753659871523,0.10527235456479699,30,4.011850249767304,0.5448999705543577,1,0.36874257168684915,0.11840479540202323,50,7.11643352508545,1.1199844728056296,1,0.284689234273289,0.0681012429462361,100,15.358136630058288,2.2566936385503475,1,0.24303231590784397,0.04635856821737142,200.0,27.550702810287476,7.620994968755095,1.0
Health-ClosedPRs0011,10000,nan,nan,nan,nan,nan,nan,0.0,0.0,50,3.811462366580963,0.3776372241879665,1,0.0,0.0,100.0,10.474806475639344,0.544144669970238,1.0,0.0,0.0,200.0,22.94754844903946,0.8496860659201312,1.0,0.0,0.0,30,3.4455277919769287,0.34085415638375915,1,0.0,0.0,50,6.259992289543152,0.9485309941040387,1,0.0,0.0,100,14.666358828544617,2.120647987733252,1,0.0,0.0,200.0,25.598368978500368,7.565451737591265,1.0
Health-Commits0000,10000,0.3190499378424731,0.0026027848628316632,30.0,2.209215021133423,0.28284351848400535,2.0,0.3189514900768815,0.0025548697223269786,50,7.176073968410492,1.0449308797382806,2,0.3189514900768815,0.0025548697223269786,100.0,57.61421411037445,9.639115386827108,2.0,nan,nan,nan,nan,nan,nan,0.18350053134832084,0.05757888450866977,30,3.699045944213867,0.41981819250660984,1,0.18517328551250667,0.059445477891663545,50,7.538359081745147,0.9927515336835514,1,0.14128375440890534,0.05221256692560032,100,15.142926490306854,3.08008315707053,1,0.11985836138656233,0.04730582880308294,200.0,27.192173552513122,7.624235434402472,1.0
Health-Commits0001,10000,0.16497080425555066,2.1141425780193116e-05,30.0,2.202476143836975,0.29394105283127353,3.0,0.16497080425555066,2.1141425780193116e-05,50,7.133940207958221,0.9276873689079996,3,0.16497080425555066,2.1141425780193116e-05,100.0,47.18377959728241,13.17175599701015,3.0,nan,nan,nan,nan,nan,nan,0.16495795125887355,3.2713245618273788e-06,30,3.559454083442688,0.43002883828952126,2,0.16495721976846392,3.2512020012094713e-16,50,6.5551252365112305,0.9424635234142191,2,0.16495149897766542,2.5584154220259783e-05,100,14.567101764678956,1.919555448716435,2,0.16461348732293074,0.0011073463933880278,200.0,26.027818393707275,7.019988823160453,1.0
Health-Commits0002,10000,0.5023842458646144,1.9564080230449994e-16,30.0,2.149149441719055,0.3006809966791426,4.0,0.5023842458646144,1.9564080230449994e-16,50,3.822530508041382,0.3822395879132728,4,0.5023842458646144,1.9564080230449994e-16,100.0,8.259701430797577,0.39030983592519697,4.0,0.5023842458646144,1.9564080230449994e-16,200.0,22.932723617553712,12.280575979182446,4.0,0.4732744666161068,0.06968082420876108,30,4.055561292171478,0.6135802306092616,3,0.42872460037372245,0.10757227412777284,50,6.927295935153961,0.9157086873616475,2,0.3410651499571339,0.13683950955839833,100,15.363542866706847,1.9389672469880228,1,0.2549185221862955,0.1072403295240084,200.0,25.966891753673554,6.4577338386075285,1.0
Health-Commits0003,10000,0.34594868481831703,0.00545781734703339,30.0,2.174108052253723,0.40102430275346385,3.0,0.3452504196483689,0.0049191276151084725,50,7.291001760959626,0.8117217593546742,3,0.3452504196483689,0.0049191276151084725,100.0,120.81769288778305,19.11455555772688,3.0,nan,nan,nan,nan,nan,nan,0.354235442975151,0.04539234324062218,30,4.683537757396698,0.5358970322936493,3,0.3334569994184379,0.03344202153614834,50,8.522471511363984,1.0125856332431833,2,0.3054335311329225,0.031873462069610475,100,16.823015367984773,1.7463553972191876,1,0.29096243334999106,0.03304722574769255,200.0,31.376788127422333,7.1169212135728745,1.0
Health-Commits0004,10000,0.22318637984050174,0.003754653566027556,30.0,2.3323734998703003,0.2809032320170044,2.0,0.22318637984050174,0.003754653566027556,50,7.7037610650062565,1.0905923253773966,2,0.22250566211659523,0.0038274354633328752,100.0,49.81291091442108,11.685494328102836,2.0,nan,nan,nan,nan,nan,nan,0.22501108705326184,0.003432823435917584,30,4.8719367504119875,0.5354025129872465,2,0.2239514133992866,0.006540171014596752,50,8.551316905021668,0.8972330163990606,2,0.21912990569270302,0.011027707366532174,100,17.23382431268692,3.391337078348558,1,0.21593059484250277,0.01069161925558833,200.0,31.37098467350006,7.850735426198661,1.0
Health-Commits0005,10000,0.28397496743685224,0.017055601352293004,30.0,3.070331335067749,0.21170851790812387,2.0,0.28310705271937436,0.017222489196897336,50,10.746018624305725,2.0644565013771663,2,0.28308633322841864,0.017200426921471588,100.0,106.33104974031448,16.143306990653535,2.0,nan,nan,nan,nan,nan,nan,0.20780954842992921,0.03174283185682231,30,4.857391941547394,0.5346841431080266,1,0.1944463189826258,0.021904738356511418,50,9.34137338399887,1.1089991332273657,1,0.18396053468883605,0.02233487001789111,100,17.23681992292404,3.2585512157683603,1,0.17136145964886454,0.01824302859650596,200.0,33.25465086698532,7.223260918559972,1.0
Health-Commits0006,10000,0.7670116354736182,0.003344245426411992,30.0,3.0953064918518067,0.22321614669216946,2.0,0.7658889813555153,0.002865935119189208,50,10.086766350269318,2.3897686654133627,2,0.7654172836156683,0.002624098324218937,100.0,49.91478852033615,17.27490096461621,2.0,nan,nan,nan,nan,nan,nan,0.2779651707079472,0.02731006770776079,30,5.418460893630981,0.9554469669129133,1,0.26935418804724753,0.026849665702299096,50,9.445990943908692,1.1836803209374094,1,0.25398553656557954,0.0206656255514391,100,18.232949030399322,3.668240166136461,1,0.24238643049865366,0.01888051905054625,200.0,33.93084124326706,7.390922091069992,1.0
Health-Commits0007,10000,0.23929464346671883,0.02163139886107779,30.0,3.0920366644859314,0.202522126267408,2.0,0.23803704168595283,0.021500097494020987,50,11.606889736652374,1.8776893018416254,2,0.23757372097355342,0.021671740729577893,100.0,83.39519736766815,11.794477795665115,2.0,nan,nan,nan,nan,nan,nan,0.21617859150676028,0.02551013611646982,30,6.216485166549683,0.7642863895414959,1,0.20374594310184135,0.01887184848894726,50,10.25214124917984,0.7099779308348473,1,0.20617699373750886,0.02645669798882507,100,21.620715844631196,2.5963176853291836,1,0.19148664431908094,0.01565394766169324,200.0,44.88661361932755,3.924661035393601,1.0
Health-Commits0008,10000,0.4155317712638604,0.005638683817585364,30.0,3.28107990026474,0.2949841641550696,3.0,0.4155315941681737,0.005638613187392825,50,11.514831256866454,1.7261199016240423,3,0.4154841123838179,0.005645783554058512,100.0,105.50825732946396,12.735010293116016,3.0,nan,nan,nan,nan,nan,nan,0.387842947634886,0.019026511950321755,30,6.8479550123214725,0.5873841993737902,2,0.37292822576276535,0.029898046369642294,50,10.559098839759827,1.0060958462991505,2,0.3319673877919784,0.03619183822414158,100,23.175931906700136,2.2044590721471513,1,0.3195691897157808,0.04069643725447329,200.0,48.100124990940095,3.3484852434680277,1.0
Health-Commits0009,10000,0.26978106871436186,0.001820359062880808,30.0,3.1723652243614198,0.267621852441992,2.0,0.26975609595811145,0.0017938416188856357,50,15.909492647647857,3.0220586259732247,2,0.26975609595811145,0.0017938416188856357,100.0,96.5125530719757,9.371733446803017,2.0,nan,nan,nan,nan,nan,nan,0.13604812952879802,0.007800677790053246,30,6.078211390972138,0.6936484312049453,1,0.1334449144972396,0.007185852342289675,50,10.239479637145996,0.8631780372387401,1,0.1284676000342299,0.0071356580582651674,100,22.878776466846467,2.234245551755078,1,0.12739664204955964,0.008410061828305077,200.0,42.41363000869751,4.707485731866429,1.0
Health-Commits0010,10000,0.3260108408389448,0.0023080778525682096,30.0,2.3176337480545044,0.30439329508473456,2.0,0.3260108408389448,0.0023080778525682096,50,20.512662720680236,3.1794121568459355,2,0.3260108408389448,0.0023080778525682096,100.0,140.5048842906952,24.99477038108549,2.0,nan,nan,nan,nan,nan,nan,0.29711057648332756,0.01977353219736631,30,5.601269376277924,0.6094894977039642,1,0.28909507288591396,0.013933743712969057,50,9.347694754600525,1.0033500593915587,1,0.27954694513054024,0.007959408720631098,100,21.365057837963104,2.5586892089856357,1,0.2730968684352202,0.010414595616695204,200.0,41.63389362096787,5.482868531135291,1.0
Health-Commits0011,10000,0.07507281487205655,0.010423549307952433,30.0,5.743104112148285,0.05098682089563855,2.0,0.07507281487205655,0.010423549307952433,50,19.398241794109346,1.8106416284722526,2,0.07507281487205655,0.010423549307952433,100.0,158.22540093660353,17.14840430766539,2.0,nan,nan,nan,nan,nan,nan,0.015196096199374662,0.014626049971271853,30,5.6304569959640505,0.718478915393004,1,0.005642481930609825,0.008466875734682739,50,8.511163473129272,0.8629050325629698,1,0.0030381226576132354,0.00576921486007762,100,21.787624752521516,2.39331520913112,1,0.00203331124257247,0.0038122280630096543,200.0,39.18787717819214,5.26680271730222,1.0
LLVM,1024,0.05766105517799772,0.03761802589800842,30.0,4.652990734577179,0.2734135714079574,2.0,0.04391161166210859,0.003871836978118702,50,13.170076286792755,2.0433020385330734,1,0.041196875384639224,0.0015341348868427565,100.0,107.57145247459411,14.866875138809636,1.0,nan,nan,nan,nan,nan,nan,0.04714651249789399,0.005787928184248511,30,4.1049619793891905,0.43650146188909494,1,0.04553632266769728,0.003723802707321645,50,5.9261863231658936,0.8641480437399133,1,0.04321689253632792,0.003029474691319947,100,15.189312744140626,1.8306118303743537,1,0.04209809711181233,0.0023427163496213916,200.0,21.541530823707582,5.941062728606823,1.0
PostgreSQL,19008,0.2781571861544925,0.005541163761313208,30.0,3.8665490984916686,0.04938257161290169,2.0,0.2781571861544925,0.005541163761313208,50,17.568671500682832,2.8408621721537313,2,0.2781571861544925,0.005541163761313208,100.0,120.58665648698806,15.160014178376306,2.0,nan,nan,nan,nan,nan,nan,0.019881126615170483,0.00026349442275967673,30,4.104596376419067,0.7890441045331161,1,0.019770732440713992,0.00024220523308341054,50,6.637933242321014,0.882655531938098,1,0.01968615606525624,0.0002409202490190079,100,18.355117297172548,3.546016778976144,1,0.01962017971197052,0.000227919673039558,200.0,31.409806609153748,7.090876712872771,1.0
SQL_AllMeasurements,4653,0.3047307979552822,0.044908359072698856,30.0,5.535405969619751,0.342996329752909,3.0,0.2536296279921404,0.02907448417269788,50,10.759135031700135,2.1908853093612635,1,0.2175544155592229,0.013565307709120388,100.0,84.51061559915543,9.466118527152805,1.0,nan,nan,nan,nan,nan,nan,0.29225310019080925,0.03829757271578506,30,8.335066437721252,0.8504330166831643,3,0.2671367516306352,0.04658013436804482,50,13.462813532352447,1.8379411973760418,2,0.233507363014281,0.030621074594845248,100,26.05755046606064,5.146470781067564,1,0.20780650444493642,0.019654214269652772,200.0,55.65424255132675,8.668130522290072,1.0
SS-A,1343,0.045332743843316495,0.0011128036212557115,30.0,4.217889428138733,0.28685002072771,1.0,0.04512170815794335,0.0012256643021961073,50,7.497388696670532,0.9306922122494052,1,0.04511719341728478,0.0012333207873101934,100.0,55.09364875555038,4.171739702629543,1.0,nan,nan,nan,nan,nan,nan,0.2823193694881692,0.2672669498761672,30,4.172342669963837,0.7071539871429628,2,0.16762771816656066,0.2320200947654102,50,6.754123938083649,0.8962922476131423,2,0.040805459394607675,0.020725251213033088,100,13.631473958492279,2.6161472630604528,1,0.027735316637163398,0.0034520515720957686,200.0,23.838323426246642,5.6970745137483965,1.0
SS-B,206,0.14085722706045758,0.005369451525828735,30.0,2.1922316670417787,0.3094503506063808,1.0,0.13960520343982272,0.004531638006554295,50,5.795882785320282,0.94370799363494,1,0.1392168229306371,0.004465868077373593,100.0,37.75334639549256,6.874824892380507,1.0,nan,nan,nan,nan,nan,nan,0.1561190509629957,0.038531070527566394,30,4.375009369850159,0.8722098067965026,2,0.14337986501043565,0.01113524122353151,50,6.8372165083885195,1.087280559617818,1,0.1394552357159732,0.004588174697622775,100,12.405870819091797,2.3077056259001125,1,0.13962720065168804,0.004635600954451888,200.0,24.222676753997803,5.736845461319824,1.0
SS-C,1512,0.08227174030908888,0.00714872166851889,30.0,3.8875448942184447,0.01192126131319724,1.0,0.07639333711506151,0.011563841979257906,50,9.303775441646575,1.2696875610892195,1,0.06189115147700305,0.005435539603532718,100.0,76.35387184619904,15.87842763112531,1.0,nan,nan,nan,nan,nan,nan,0.4923217002342583,0.18557743683068495,30,4.81059467792511,0.5725037096994584,3,0.39119725721263005,0.20493841267049123,50,7.485076093673706,1.4848718839696085,3,0.2861039564913286,0.19246462790912722,100,14.47755229473114,3.025574351699546,2,0.10915008040605396,0.07424341732090595,200.0,24.66551580429077,7.159092947579252,1.0
SS-D,196,0.5498142493434963,0.0022452000008501873,30.0,2.9835652232170107,0.23938431646516695,2.0,0.5498142493434963,0.0022452000008501873,50,9.559558606147766,1.2439592009479088,2,0.5498142493434963,0.0022452000008501873,100.0,54.64688507318497,13.884360684906651,2.0,nan,nan,nan,nan,nan,nan,0.4503602873540803,0.008807313424855715,30,5.406281352043152,0.8048172304341337,1,0.4410471096775823,0.024033409308328334,50,8.031020390987397,0.9049168815540152,1,0.4249263740003338,0.032479050979363815,100,14.882004451751708,1.953139566325823,1,0.4151211227221161,0.03216980342575142,200.0,36.03054665327072,3.2760033105262236,1.0
SS-E,756,0.49397651515221436,0.0006390411684263222,30.0,2.8972841024398805,0.20779316929127256,2.0,0.49397651515221436,0.0006390411684263222,50,9.393787741661072,1.538220220331502,2,0.49397651515221436,0.0006390411684263222,100.0,93.8573180437088,11.669346588901243,2.0,nan,nan,nan,nan,nan,nan,0.16618947089035252,0.02391910420523378,30,4.752271747589111,0.6032819790667243,1,0.16282957817640797,0.019387779376347898,50,7.623577618598938,0.8983773317916915,1,0.152717057994203,0.005406833515606733,100,14.444167041778565,2.4098287631207795,1,0.1496812371942819,0.0025685722560017,200.0,34.324292230606076,3.8715882084767332,1.0
SS-F,196,0.5583259867335963,0.0013092262622410025,30.0,2.922183430194855,0.2117030708869532,2.0,0.5583259867335963,0.0013092262622410025,50,13.620663213729859,1.8221483925684188,2,0.5583259867335963,0.0013092262622410025,100.0,75.13488900661469,10.310290332584145,2.0,nan,nan,nan,nan,nan,nan,0.4474569859135341,0.01362400099228469,30,4.582948434352875,0.5743861072838358,1,0.4452704668076515,0.015039204065715246,50,7.762075388431549,1.1009586877892479,1,0.44178639213086324,0.013166870640149313,100,15.679435086250304,2.179643906061375,1,0.4377630235832727,0.018418980106316953,200.0,32.33774030208588,3.9093244270127623,1.0
SS-G,196,0.5582125674833098,0.0014212890657255709,30.0,3.057973051071167,0.3045277925800647,2.0,0.5582125674833098,0.0014212890657255709,50,10.521801483631133,0.9660710092687376,2,0.5582125674833098,0.0014212890657255709,100.0,63.0148943066597,12.757404581259708,2.0,nan,nan,nan,nan,nan,nan,0.4461416874043911,0.011603952651078987,30,4.474402487277985,0.5087264824020028,1,0.4447634315451513,0.012268758283671324,50,7.704847347736359,0.952868778406491,1,0.44463370935309465,0.01176027891350591,100,16.28221490383148,2.0654314608053332,1,0.43796373789642395,0.020434907694331057,200.0,30.462855315208436,4.3709010368352255,1.0
SS-H,259,0.45980275754178485,0.0039559680041055655,30.0,1.9759084939956666,0.2934809678492497,3.0,0.45934653731468494,0.0036747095413188677,50,9.75306087732315,1.6381492555967092,3,0.4593169220444294,0.00365329833291672,100.0,63.28562250137329,18.646618003776908,3.0,0.4593169220444294,0.00365329833291672,200.0,167.35409911870957,104.18984702080103,3.0,0.391492088626484,0.17291690339800483,30,4.611262488365173,0.738288983011835,2,0.2921161798141558,0.07546000973581861,50,5.634272861480713,1.1286297521942699,1,0.2411109066529203,0.0028836627023392674,100,15.146133029460907,2.127921006921491,1,0.24102563517214123,0.002736447042339975,200.0,27.34728925228119,4.207156524541057,1.0
SS-I,1080,0.2558122058393285,0.0004480632152056244,30.0,4.153555810451508,0.09856196050109213,2.0,0.2558122058393285,0.0004480632152056244,50,6.197590482234955,0.9074576813813852,2,0.2558122058393285,0.0004480632152056244,100.0,40.95035380125046,10.250422297947827,2.0,0.2558122058393285,0.0004480632152056244,200.0,78.29126456975936,42.51662715505818,2.0,0.07910408932978111,0.09792439594079466,30,5.129808712005615,0.6887329368674212,1,0.07879253836438632,0.09513959658774121,50,8.47120326757431,1.3702185919950596,1,0.024221999358476146,0.05218662010156466,100,16.636122274398804,2.5710117599960207,1,0.01201953160569193,0.001161410700322552,200.0,33.366911351680756,4.75797900008599,1.0
SS-J,3840,0.5905709839441778,0.0016228567421969033,30.0,5.523469913005829,0.043418815919525594,3.0,0.5895766909746304,0.0021074933072353173,50,8.211849391460419,1.426812377493526,3,0.5877158471643098,0.001340531396406851,100.0,125.96390436887741,42.52567642100921,2.0,nan,nan,nan,nan,nan,nan,0.07220367348703417,0.003892655405749791,30,5.436482405662536,0.6128705321537721,1,0.07258428027330308,0.00397302051026441,50,8.5888756275177,1.1011628055150762,1,0.06973950863752389,0.003367828411403825,100,19.233571350574493,2.7873616551283984,1,0.0681414970563464,0.003595404700712736,200.0,40.29015440940857,4.964988300415748,1.0
SS-K,2880,0.0851275169725643,0.003930744054051278,30.0,3.1148590326309202,0.22783427691710567,2.0,0.0851275169725643,0.003930744054051278,50,22.28969227075577,2.7024030199230133,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09317841909808515,0.03567303463400198,30,5.95401177406311,0.6767662915337168,2,0.079996437749659,0.026410073864618137,50,8.796830034255981,1.1209279460671464,2,0.07156931823578669,0.017262480938275013,100,17.91027612686157,2.5035372375093745,1,0.06507369210518509,0.002835355683641,200.0,37.46666238307953,4.187581308396374,1.0
SS-L,1023,0.173309053764443,0.005177996657880949,30.0,5.289794409275055,0.021127612259783504,1.0,0.1694448920228352,0.0015744936952871837,50,16.51457349061966,1.6942080136444044,1,0.16897986817940383,0.0008550037470601166,100.0,138.2019930243492,16.659158289269218,1.0,nan,nan,nan,nan,nan,nan,0.20909662762251124,0.07327161749510457,30,4.698170614242554,0.8463989789277729,2,0.17436807530032766,0.004083049878072005,50,7.692365384101867,1.1726223821098336,1,0.1707018077746511,0.0030421880553986713,100,15.013380205631256,2.3308379228889615,1,0.169878187741782,0.0022329862141601394,200.0,32.325112426280974,4.021775139421856,1.0
SS-M,864,0.004180822885949886,0.0004828376967605542,30.0,5.898281037807465,0.07045666445152292,2.0,0.0037709351502760702,0.0003300056269848269,50,18.190390622615816,2.2230587249538085,1,0.0033705190011085948,0.00010093726216651896,100.0,145.96553511619567,20.020159551553537,1.0,nan,nan,nan,nan,nan,nan,0.00486168994685493,0.0013536148566361088,30,5.9113470077514645,1.0495589269159822,2,0.004555400290736066,0.0016304737724437707,50,9.108965992927551,1.1590245532635994,2,0.0035038407052223794,0.0003861492300853769,100,23.23439438343048,2.146750862004471,1,0.003368855345030465,8.216787612320223e-05,200.0,40.788995039463046,5.295193066602391,1.0
SS-N,53662,0.24224241920409137,0.01390548101255163,30.0,4.83740781545639,0.08989855759436524,2.0,0.2348103018251828,0.011617889191859921,50,22.134047853946687,2.222749990569214,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.14955924170220844,0.0129254395645691,30,8.74712837934494,1.1008367174447944,1,0.13855531755090084,0.01243039924738222,50,13.986693954467773,1.4250606234355663,1,0.12034916057135887,0.015204038956813985,100,32.58939249515534,3.4171577941083173,1,0.11808439313690862,0.01596543429954265,200.0,73.48081003427505,4.465395379870693,1.0
SS-O,972,0.2737929114457652,0.0034783229057470753,30.0,4.375613915920257,0.1009361734366282,2.0,0.2737929114457652,0.0034783229057470753,50,17.368206107616423,2.2817320134378223,2,0.2737929114457652,0.0034783229057470753,100.0,164.61315323114394,20.99568139684247,2.0,nan,nan,nan,nan,nan,nan,0.19236030706271784,0.010506194260003949,30,5.436647260189057,0.7449300246649566,1,0.18749736554206056,0.01037878660380972,50,8.849236047267913,1.1294949130535905,1,0.18319682316484004,0.005828089576195634,100,18.321339225769044,3.0183244935807645,1,0.18114571724971543,0.003291784687966309,200.0,38.773081195354465,4.604777128377991,1.0
SS-P,1023,0.173309053764443,0.005177996657880949,30.0,4.845513045787811,0.23784918972986233,1.0,0.1694448920228352,0.0015744936952871837,50,14.67175817489624,1.5830197254594358,1,0.16897986817940383,0.0008550037470601166,100.0,118.65290923118592,15.636920451396849,1.0,nan,nan,nan,nan,nan,nan,0.19770928429169535,0.06156980563089995,30,3.5708405137062074,0.7652436508241678,2,0.17353164280413816,0.005024840642920208,50,6.190704166889191,1.346091665605127,1,0.17071497278653305,0.0032646532324175476,100,15.191893923282624,2.1054349331157582,1,0.16979133170162675,0.0017714965349601465,200.0,20.47784972190857,6.029582600555235,1.0
SS-Q,2736,0.06445020175473808,0.0008176435504522616,30.0,4.826627624034882,0.12861752136300703,2.0,0.06431667294774787,0.0006405299169102227,50,11.49501874446869,1.569073455008641,2,0.06427679610595963,0.0005510423088747411,100.0,123.3153645992279,15.64491062094545,2.0,nan,nan,nan,nan,nan,nan,0.060196451447140774,0.0014352961451546402,30,4.544285321235657,0.5589560416983027,1,0.05977496394154538,0.0016014192152039228,50,7.013751459121704,1.1126186004268437,1,0.05923784517726677,0.0012443877829985516,100,13.626113057136536,2.9687208649761265,1,0.05775052276583416,0.0005492457868587293,200.0,25.77995345592499,6.608775506641275,1.0
SS-R,3008,0.3646486527000746,0.009004893210830724,30.0,5.5562779903411865,0.07527876222941103,3.0,0.3613838903760441,5.545557834753956e-05,50,15.087845873832702,1.8530271042376005,2,0.3613838903760441,5.545557834753956e-05,100.0,89.33372020721436,13.146600913303404,2.0,nan,nan,nan,nan,nan,nan,0.18025322526499948,0.018664398553101466,30,4.925942587852478,0.7619115226845471,1,0.17328235550152835,0.008008076340478329,50,7.247882914543152,1.1359574696682317,1,0.1710355855676776,0.006697628109454308,100,13.490423679351807,3.759752373242029,1,0.1699085092369449,0.007118297240069496,200.0,38.43153014183044,5.459577707214494,1.0
SS-S,3840,0.03493280858635745,5.401138882739633e-05,30.0,4.122903645038605,0.05547991571973576,1.0,0.03493280858635745,5.401138882739633e-05,50,13.064433825016021,1.5999978245093809,1,0.03492294901840195,7.418619558274676e-05,100.0,67.32607305049896,33.95428490108551,1.0,nan,nan,nan,nan,nan,nan,0.061939526127754205,0.03720359532816267,30,4.239006149768829,0.7085047831793105,2,0.03759006725047831,0.02849296244781814,50,6.667358756065369,0.897770768920995,1,0.018830118866310426,0.019224124316384938,100,12.885828578472138,3.1429954616927596,1,0.01939175022410458,0.02190172540578605,200.0,22.47727781534195,6.34503340606142,1.0
SS-T,5184,0.037138708063039504,0.00023513901606734742,30.0,4.577681148052216,0.09717772658074239,2.0,0.03713379778647008,0.00023086837618315433,50,16.95387898683548,2.844129704576399,2,0.03713379778647008,0.00023086837618315433,100.0,89.75924752950668,9.528288537993884,2.0,nan,nan,nan,nan,nan,nan,0.04210755435153585,0.021564185623897898,30,6.028405869007111,0.7211465919592891,2,0.03561226686038217,0.02149770958423472,50,10.283178639411926,0.8671644083673207,2,0.024922575037345324,0.016283225782970798,100,12.41329300403595,3.24404836002892,1,0.017075558090012148,0.0034044032266112895,200.0,23.640232849121094,6.29788308524228,1.0
SS-U,4608,0.23214596312648322,0.0012592457946032265,30.0,4.994481372833252,0.06948633398725161,1.0,0.2310713281871485,0.00013270247506982276,50,17.898970079421996,2.3984643478194925,1,0.23100160138115652,7.359588910490529e-05,100.0,133.85904190540313,14.583841227755025,1.0,nan,nan,nan,nan,nan,nan,0.2605129278815804,0.024969443740037425,30,6.215962588787079,0.7904669006290576,2,0.2371221794759168,0.006172902733590632,50,10.169185411930084,0.9269183201905895,1,0.23133150018786447,0.0008038704406515499,100,24.405822825431823,1.8909510308298045,1,0.2309838771004839,6.235162165589913e-05,200.0,53.58719930648804,3.7661320419995783,1.0
