Dataset,Rows,TS-30_mean,TS-30_std,TS-30_budget,TS-30_runtime_mean,TS-30_runtime_std,TS-30_tier,TS-50_mean,TS-50_std,TS-50_budget,TS-50_runtime_mean,TS-50_runtime_std,TS-50_tier,TS-100_mean,TS-100_std,TS-100_budget,TS-100_runtime_mean,TS-100_runtime_std,TS-100_tier,TS-200_mean,TS-200_std,TS-200_budget,TS-200_runtime_mean,TS-200_runtime_std,TS-200_tier,HILL-30_mean,HILL-30_std,HILL-30_budget,HILL-30_runtime_mean,HILL-30_runtime_std,HILL-30_tier,HILL-50_mean,HILL-50_std,HILL-50_budget,HILL-50_runtime_mean,HILL-50_runtime_std,HILL-50_tier,HILL-100_mean,HILL-100_std,HILL-100_budget,HILL-100_runtime_mean,HILL-100_runtime_std,HILL-100_tier,HILL-200_mean,HILL-200_std,HILL-200_budget,HILL-200_runtime_mean,HILL-200_runtime_std,HILL-200_tier
FM-500-100-1.00-SAT-1,10000,0.33997525129600187,0.028343258653002953,30.0,0.4593821167945862,0.010559129956109836,3.0,0.3160167915234153,0.01758217927782,50,0.6377459287643432,0.010607165663376722,2,0.29857392547605416,0.006162719985274657,100,1.5183405518531798,0.024850109937018014,1,0.29493791416273846,0.0051905669936825214,200,1.7140750885009766,0.0942378912028793,1,0.3294994814987582,0.03115166151637316,30,0.34722461700439455,0.03493728787574719,3,0.3128976391883248,0.021470420146844662,50,0.4707951545715332,0.04148951798005893,2,0.2986477389661747,0.008734479672502399,100,0.5578354954719543,0.046437345491769866,1,0.29531041631281074,0.007214603660567923,200,1.8966700077056884,0.27571327935526996,1
HSMGP_num,3456,0.03397231033102932,0.013318100099051464,30.0,0.14875687360763545,0.005073759922079798,2.0,0.030416778743619043,0.013457689417996533,50,0.1631489515304565,0.0046005067509715895,2,0.02357749349346138,0.014421987263401596,100,0.3309277415275574,0.006085498235950215,1,0.011161720068832714,0.010600542678698237,200,0.8066357254981995,0.09893309590243753,1,0.04089633088115635,0.01893315054884333,30,0.06683979034423825,0.011394468359942553,3,0.033240672485067256,0.012206462384948106,50,0.14803800582885743,0.01717991596549619,2,0.026979863786302592,0.011247059574863511,100,0.2903696894645691,0.027544757086134415,2,0.018615991531577024,0.011147639803899472,200,0.5173676252365113,0.04834793824680673,1
HSQLDB,864,0.005992281326805299,0.007924688919894111,30.0,0.14392492771148677,0.004435601350783691,2.0,0.0037108315123366743,0.004725328557883863,50,0.24309239387512202,0.004509869996226168,2,0.001788401260927305,0.00043635568960223624,100,0.5998957514762878,0.010843997143795489,1,0.0016356018921395853,7.228729085558016e-05,200,0.8135952115058899,0.10268466527183576,1,0.0037415359565652596,0.0018105688700357462,30,0.07609536647796626,0.00918325191873991,2,0.0025575605825605007,0.0014306847914984137,50,0.12651606798171994,0.011829472317305492,1,0.001728256440589955,0.00042034683371011016,100,0.22770251035690303,0.021040280340713674,1,0.0015925831116721852,3.496433372741391e-05,200,0.6536447405815125,0.07730240284369927,1
Health-ClosedIssues0000,10000,0.6295484150552464,0.2608777707669894,30.0,0.3959389328956604,0.01997455067558393,2.0,0.6015774262002489,0.26196494466048686,50,0.6502517223358154,0.03304193822130254,2,0.46575260604788316,0.3194559217076561,100,1.1045273184776305,0.154082891251808,1,0.4121782499048475,0.32863602364427114,200,2.0585883975028993,0.191160136847813,1,0.6817465364745765,0.2209646191400687,30,0.17680408954620358,0.040332878971398305,2,0.6473363341628653,0.2642217055943571,50,0.2759742856025696,0.04531501932242977,2,0.6008421884816653,0.2977456302323677,100,0.5094543695449829,0.06484074013844439,2,0.5481877079487294,0.31717385769724304,200,0.9519673585891724,0.1335453198210585,2
Health-ClosedIssues0001,10000,0.46561882721415315,0.016550684548585902,30.0,0.39788362979888914,0.021943502675282094,2.0,0.45507612850013696,0.016869788331539293,50,0.6521552205085754,0.030067771319569118,1,0.4436521284432762,0.02349913346851995,100,1.097208309173584,0.13277835366016422,1,0.4352029887726789,0.030958798049816258,200,3.124493861198425,0.15603667927089232,1,0.47605321929565864,0.017866902095833692,30,0.21014444828033446,0.04803565147232278,3,0.46390090616252105,0.013845645837725521,50,0.2575959324836731,0.04165394408730647,2,0.4548583096090602,0.008472946654367259,100,0.5389459729194641,0.06032221102554234,1,0.4464379138095181,0.014911271657084137,200,0.8519387245178223,0.16575615174426966,1
Health-ClosedIssues0002,10000,0.17485269857381577,0.024709555547526418,30.0,0.4112309098243713,0.022185219907151943,1.0,0.1748217895155606,0.024847783020389206,50,0.6743188977241517,0.034414712822439984,1,0.16772784107045782,0.03329143209794106,100,1.0953187942504883,0.15681931408073524,1,0.15965433753269567,0.03933855541649607,200,2.432864081859589,0.2352168001469892,1,0.24668680901335308,0.19071756505585072,30,0.16815583705902096,0.04003924098701319,2,0.18455514883492777,0.018539660476374325,50,0.25988084077835083,0.045671452158785555,1,0.18423712367473216,0.017201659364469567,100,0.4583568572998047,0.05314094072937686,1,0.17947182849271132,0.015923282610166914,200,0.8058324694633484,0.13833495818495473,1
Health-ClosedIssues0003,10000,0.287629548022059,0.0628652495716019,30.0,0.42539448738098146,0.017380405187661728,2.0,0.2783457036881124,0.0671631436175345,50,0.7026154518127441,0.02304614455181776,2,0.2511141853406903,0.06584457723218183,100,1.1235811829566955,0.16023769607514338,1,0.21949440535153175,0.07162945201055315,200,2.279530239105225,0.2487526657846454,1,0.29883337655286235,0.05873800989358607,30,0.18416594266891476,0.04118816793318789,2,0.28785942579577606,0.06159881782846055,50,0.37304034233093264,0.06870315502339794,2,0.2702106557121274,0.06702612393197188,100,0.5470237493515014,0.06318612782423566,2,0.2541362303705968,0.07645287433596445,200,1.0414026498794555,0.14456997020797377,1
Health-ClosedIssues0004,10000,0.3011791836518417,0.011067890434943209,30.0,0.4104233503341675,0.033974271760070736,2.0,0.29611076699165084,0.011901329561406583,50,0.6922251343727112,0.03157733330989333,2,0.2875134322610174,0.01271795255747607,100,1.6919534921646118,0.0781854699942373,1,0.2823918960224509,0.013124901125800247,200,2.267952048778534,0.10768728809143999,1,0.3089115667259917,0.012387693169219869,30,0.153061830997467,0.03564191689416277,3,0.30254179482554816,0.013176374998360966,50,0.3963852286338806,0.069825231747661,2,0.2965880279335837,0.01624642352309751,100,0.7141369938850403,0.09097637956897338,2,0.2901369305791691,0.01633360901228329,200,0.8944070935249329,0.10540877832009421,1
Health-ClosedIssues0005,10000,0.24359749414572002,0.010893970582050817,30.0,0.5247343897819519,0.024119219697096444,1.0,0.23953918639080532,0.005553765896611903,50,0.6817590236663819,0.03743857555174107,1,0.23655151691751164,0.008076375500498927,100,1.196435308456421,0.12819158099153682,1,0.23375074976526528,0.008292840910793374,200,3.0850833296775817,0.09588221385654445,1,0.25408606924272636,0.029453370899719552,30,0.15617753267288204,0.03513603229392879,2,0.24235814790749138,0.004516719354435078,50,0.28342045545578004,0.0540853455251405,1,0.2385193344410929,0.0073140474308746335,100,0.5494195103645325,0.07579501495890241,1,0.23657061185027253,0.00820170820309907,200,1.0098372101783752,0.22011863428661071,1
Health-ClosedIssues0006,10000,0.13741762891092923,0.0341238042856833,30.0,0.4000439167022705,0.019582149878499273,2.0,0.1264174441619591,0.03162069679405671,50,0.6833082795143127,0.06789236333733564,1,0.11512134137526527,0.030412175940542917,100,1.1503251791000366,0.060688731074180886,1,0.11053275493817502,0.030612621308421815,200,2.433638882637024,0.21911887498277524,1,0.16173890625805268,0.05238428270840996,30,0.1792113065719604,0.041772785777919826,2,0.1446448290658211,0.04429783433452572,50,0.24385325908660885,0.0447921766511239,2,0.13504422881707945,0.04532036210788384,100,0.46116491556167605,0.05869156412843399,2,0.11622786941431644,0.03774810223971527,200,1.0325138211250304,0.1425084103727224,1
Health-ClosedIssues0007,10000,0.5898686469208809,0.02107670380633194,30.0,0.4730093955993652,0.035276464151652066,3.0,0.5719484199552671,0.0473893761788259,50,1.0283953428268433,0.06295389582931708,2,0.5226487894060933,0.09919749744108794,100,1.834235668182373,0.08315120733694549,1,0.4759418986816872,0.12380594570614216,200,2.890367269515991,0.3020260405724786,1,0.5995844492339144,0.019757851879437988,30,0.21634924411773676,0.05000250510190391,3,0.5929602633154172,0.021155632076893003,50,0.35555567741394045,0.0670000320571915,3,0.5773491933482798,0.04790909749341293,100,0.5295917749404907,0.09418968505245154,2,0.551951868250123,0.09156733363101525,200,1.0250697255134582,0.14674069557752947,2
Health-ClosedIssues0008,10000,0.45024055170789534,0.11216231893626012,30.0,0.546125864982605,0.028086794372121124,2.0,0.4204158738204885,0.11551175531592944,50,0.7005920767784118,0.04215811091677567,2,0.3635012875647814,0.1320692277851564,100,1.3556623458862305,0.10658000245021017,1,0.33141943419413605,0.1305829706877564,200,2.8223938941955566,0.19834666411037458,1,0.4647508487244888,0.11085625778186003,30,0.2324017763137817,0.051700555581028346,2,0.45130930456395574,0.11006140203939953,50,0.4024664402008057,0.06502059564271055,2,0.41773173221901505,0.12194283065036658,100,0.6971861243247985,0.07511692478110954,2,0.40762811021787365,0.1282459896520719,200,1.3697592735290527,0.16487541598085284,2
Health-ClosedIssues0009,10000,0.42374627007331817,0.06766366512461369,30.0,0.5170037269592285,0.02403317464100293,2.0,0.41425514376158795,0.07998346629599229,50,0.8572513937950135,0.05003971447434327,1,0.4016307734579209,0.08153664420105035,100,1.8900062441825867,0.17997188636892542,1,0.3889863181196125,0.08283672981747735,200,3.0237758636474608,0.2847758149009584,1,0.4401406225573429,0.04429206368473107,30,0.22847698926925655,0.04908400410538104,2,0.43098932424871145,0.057924067246065886,50,0.35082775354385376,0.0582389136909599,2,0.4256643273250768,0.06447870495222086,100,0.6889714479446412,0.08653776745536161,2,0.40862764763627374,0.07991118162178307,200,1.3328534841537476,0.14707744580914348,1
Health-ClosedIssues0010,10000,0.48960032618431243,0.005995500477072769,30.0,0.509471321105957,0.023109503923929787,3.0,0.4861020061077294,0.007227906341491313,50,0.8055105805397034,0.034861511296181466,2,0.4806985395186798,0.009892430095604893,100,1.7920066714286804,0.067679484121569,1,0.47420869847922786,0.012620157889341456,200,3.866352045536041,0.17719259960007316,1,0.49291820101325295,0.013441557735978339,30,0.22188891172409053,0.052006180155860476,3,0.4868683574750509,0.009756166610561414,50,0.32750667333602906,0.06038056310839189,2,0.4841326215899245,0.010481053818375509,100,0.6219485759735107,0.07815721103615629,2,0.48244969741838295,0.010860401033954772,200,1.213087522983551,0.15453774773239853,1
Health-ClosedIssues0011,10000,0.1402629293760938,0.10895086691316368,30.0,0.5237903475761414,0.03224721910609881,2.0,0.10233915667695462,0.08849755944402989,50,0.8450314998626709,0.043185771166422145,1,0.06984499062999362,0.06966545498002119,100,1.5658769488334656,0.06556476939681258,1,0.04541505396058832,0.051642976216849525,200,2.1051201462745666,0.19716433472369457,1,0.24007934557103705,0.23324150382300216,30,0.18468430042266842,0.0408454717580601,3,0.15670700094610407,0.10790272516862434,50,0.3452697038650513,0.06170013402788606,2,0.09526588348323223,0.07656716223579811,100,0.7430567383766175,0.0938008318777474,1,0.080622102709245,0.07212634692010018,200,1.0617450594902038,0.11152622542092513,1
Health-ClosedPRs0000,10000,0.0,0.0,30.0,0.26825478076934817,0.012199417309607686,1.0,0.0,0.0,50,0.46357648372650145,0.02177855912762923,1,0.0,0.0,100,1.2497156381607055,0.0673368006624867,1,0.0,0.0,200,2.001007413864136,0.13692760619233552,1,0.0,0.0,30,0.12377610206603999,0.030713678731549725,1,0.0,0.0,50,0.17409771680831904,0.030502989772625368,1,0.0,0.0,100,0.34074718952178956,0.04229886002079379,1,0.0,0.0,200,0.553719961643219,0.06758004828585285,1
Health-ClosedPRs0002,10000,0.021039602935538127,0.0003784590437999581,30.0,0.9419538736343384,0.0533528637205342,1.0,0.021039602935538127,0.0003784590437999581,50,0.6775986790657044,0.038147464664423036,1,0.021003599682731865,0.000403412433422701,100,1.4721888542175292,0.10855392183953196,1,0.02087999313265509,0.0005971988869701449,200,2.8213212370872496,0.17694989072172648,1,0.09811514381181052,0.2369730982485832,30,0.2041180968284607,0.04645174766077038,1,0.02112422895040175,1.9059202359400131e-16,50,0.26319706439971924,0.048131537429734174,1,0.02112422895040175,1.9059202359400131e-16,100,0.6016968488693237,0.07927661217370922,1,0.02112422895040175,1.9059202359400131e-16,200,0.8798158645629883,0.10166191219811926,1
