Dataset,Rows,SA-30_mean,SA-30_std,SA-30_budget,SA-30_runtime_mean,SA-30_runtime_std,SA-30_tier,SA-50_mean,SA-50_std,SA-50_budget,SA-50_runtime_mean,SA-50_runtime_std,SA-50_tier,SA-100_mean,SA-100_std,SA-100_budget,SA-100_runtime_mean,SA-100_runtime_std,SA-100_tier,SA-200_mean,SA-200_std,SA-200_budget,SA-200_runtime_mean,SA-200_runtime_std,SA-200_tier,ILS-30_mean,ILS-30_std,ILS-30_budget,ILS-30_runtime_mean,ILS-30_runtime_std,ILS-30_tier,ILS-50_mean,ILS-50_std,ILS-50_budget,ILS-50_runtime_mean,ILS-50_runtime_std,ILS-50_tier,ILS-100_mean,ILS-100_std,ILS-100_budget,ILS-100_runtime_mean,ILS-100_runtime_std,ILS-100_tier,ILS-200_mean,ILS-200_std,ILS-200_budget,ILS-200_runtime_mean,ILS-200_runtime_std,ILS-200_tier
FM-500-100-1.00-SAT-1,10000,0.35992556857918434,0.025982658061005887,30,0.3683666706085205,0.0030960744536000775,3,0.34474381175946806,0.02513384222680344,50,0.6148290753364563,0.007474025398791328,2,0.3197905631903436,0.014065881765658143,100,1.2635265827178954,0.017444341112088837,1,0.298227157560149,0.007669717187683533,200,2.4075767517089846,0.044204064168796166,1,0.33352746963044944,0.02703506944200935,30,0.4500330567359924,0.009104459308641222,2,0.3136236716974109,0.01742876714013851,50,0.7600884556770324,0.10794290229637452,1,0.3032733629668898,0.011290356688128608,100,0.830174720287323,0.03575104809757426,1,0.2977446379621733,0.005872821838206599,200,1.6975151300430298,0.08347064994529171,1
HSMGP_num,3456,0.037475612417878765,0.01963561654139693,30,0.14383542537689203,0.0025072885325030814,2,0.03426926100752102,0.018849525898186295,50,0.2539446115493774,0.004704348854313874,2,0.028236403466289455,0.018340045886859106,100,0.5143723845481872,0.0035235024830784383,2,0.020686836789308792,0.015930216153604917,200,1.1596113324165345,0.0162379506500533,1,0.03903427250004492,0.01629761294751435,30,0.13671309947967525,0.005940283275888853,2,0.034152041303611214,0.013847190162122894,50,0.2411733388900757,0.005677325300980533,2,0.02587566976112383,0.014092360268931242,100,0.48008636236190794,0.011808353394331074,1,0.013114364685070759,0.012900741525129362,200,0.8666669249534606,0.10569189990933049,1
HSQLDB,864,0.007436577357374724,0.007438238040436788,30,0.2071123361587524,0.004468608579159483,2,0.003745103918447349,0.0013383359629826656,50,0.23517661094665526,0.005177436841673406,1,0.00278509126418861,0.0011809745050569511,100,0.5177653789520263,0.004045888597309925,1,0.0016593017134699153,7.315518760384161e-05,200,0.9112501978874207,0.017651441367115158,1,0.005406755913387731,0.010775431480375554,30,0.15650488138198848,0.006121552158489517,2,0.0029195487120019198,0.0014559136823946391,50,0.2505056619644165,0.006828916987218707,1,0.00212352141413641,0.0008588629829495654,100,0.44821680784225465,0.009581447303702,1,0.0017468747116163156,0.00040378672324201055,200,0.8264176249504089,0.1067909400635033,1
Health-ClosedIssues0000,10000,0.6822962484876345,0.22084225887163134,30,0.4109529733657837,0.029766539218740753,2,0.6509800027317211,0.23704221810425066,50,0.6903761506080628,0.03889768427492304,2,0.6088495710973186,0.2773659454573141,100,1.1575952649116517,0.14678908826747888,2,0.47469052906911513,0.3294873193879569,200,2.160702073574066,0.2258028446405953,1,0.5998793771948534,0.26796595878026114,30,0.3973628044128418,0.02848328008212643,2,0.5230160546009126,0.30849905259196625,50,0.6786670923233032,0.0447992149040574,1,0.42869797628762873,0.3200071611941802,100,1.1026044964790345,0.145188008013898,1,0.4088983825783911,0.3285174965038885,200,3.179410219192505,0.15240723294520378,1
Health-ClosedIssues0001,10000,0.46846606443222766,0.01652167254415641,30,0.4135420560836792,0.023537039728877763,2,0.46476355904025535,0.014611419509005477,50,0.7904615283012391,0.043122405395547285,2,0.45985816129281953,0.012365092464138076,100,1.5258653998374938,0.08955242086926091,2,0.44207582202224066,0.02440204910027703,200,2.0442205905914306,0.24811153372575676,1,0.4613871306995816,0.016201920685092422,30,0.39589978456497193,0.030743034878428305,2,0.4510551642410032,0.020361549715786985,50,0.6598143100738525,0.042728073665569154,1,0.4451191967340048,0.025057984089711074,100,1.0610045671463013,0.1423250029951354,1,0.43705139469665966,0.030041031248203027,200,2.6714178562164306,0.21173328431430988,1
Health-ClosedIssues0002,10000,0.18040955472443404,1.2294679573034025e-15,30,0.46869640350341796,0.03453210159241445,1,0.17447259055103254,0.023678405880253894,50,0.6315634250640869,0.046556411888804126,1,0.16851353235448047,0.03178880606178477,100,1.3678381323814393,0.12478300739642562,1,0.1624503351323779,0.04005088760094173,200,2.5972644329071044,0.2527693236067851,1,0.2114716612843588,0.1389139635846678,30,0.3988935470581055,0.02630184021787294,2,0.18040955472443407,1.2312804336657292e-15,50,0.6381423354148865,0.04737983993957183,1,0.18040955472443387,1.461158640125628e-15,100,1.0744497776031494,0.13643531459572847,1,0.1804095547244337,1.6256010006047357e-15,200,2.766661834716797,0.2264576135806332,1
Health-ClosedIssues0003,10000,0.28424853209266066,0.07757879354702454,30,0.38472546339035035,0.03337931274227904,2,0.2784546912065865,0.08156255373246282,50,0.6829134345054626,0.06349129726944487,2,0.26735982520446205,0.07793387800824966,100,1.6580987453460694,0.0483691341789629,2,0.25321914715467586,0.0827025342308424,200,2.3531609535217286,0.20225029463737176,2,0.27620084023666996,0.06772541337520394,30,0.4128204584121704,0.031996318585098084,2,0.2649534874955061,0.06549492957027622,50,0.44686689376831057,0.028320529211088488,2,0.25095730163303437,0.06614839335090085,100,1.0730640292167664,0.13910456510474203,2,0.20012994625285824,0.06477671774428245,200,2.2155335187911986,0.2302881136867957,1
Health-ClosedIssues0004,10000,0.30612047567878536,0.012253423816541601,30,0.5280431032180786,0.024581479859763396,3,0.3018647524746225,0.012806436861439889,50,0.6845388531684875,0.04217263114138701,3,0.2959609301693319,0.01100728979995992,100,1.2873957991600036,0.09761448970091714,2,0.2806401909013517,0.013954057302352251,200,3.5404401540756227,0.12299111925201124,1,0.3054543834967949,0.013054088114079045,30,0.4052399039268494,0.02483402953477823,3,0.2962578515336357,0.013149206502348841,50,0.6397973775863648,0.07131479152517589,2,0.29059669424422974,0.013406498405018438,100,1.1677942156791687,0.16703748576296296,1,0.2819346393158195,0.014130758809426347,200,2.704981541633606,0.232687371250652,1
Health-ClosedIssues0005,10000,0.24286587964608636,0.0033658660707415354,30,0.4902222275733948,0.03531137270271978,2,0.24160731418341266,0.0037381130721868424,50,0.7581423640251159,0.07573640583138111,2,0.23880226588357778,0.006325823959072578,100,1.343380093574524,0.11021642944835529,1,0.23616211032056555,0.007197054894739637,200,2.705963742733002,0.20678891369325014,1,0.2435006796328157,0.006877237305231522,30,0.47073572874069214,0.033350798528242666,2,0.24116430408511708,0.008792885811132817,50,0.6891036868095398,0.03514468518100694,2,0.23757364452989077,0.007776650833920586,100,1.6668160796165465,0.07810904084924865,1,0.23470666769163104,0.007383994907895122,200,2.0811622381210326,0.2169312844265223,1
Health-ClosedIssues0006,10000,0.15419517403821797,0.05655904168704058,30,0.5355240345001221,0.027901180068383182,2,0.14346567806524596,0.047929170156406374,50,0.662839126586914,0.025729634845681096,2,0.13028820724542076,0.03168171777878521,100,1.5593694567680358,0.08337521881491565,2,0.112570379014387,0.027621922095210676,200,2.515720784664154,0.20854056842452065,1,0.13836809393188867,0.030595457187852237,30,0.54744553565979,0.04236350191980277,2,0.12867578943818928,0.027746660694209693,50,0.8734511375427246,0.051080905972687815,2,0.11500648735170915,0.017674224025127003,100,1.7644389390945434,0.1008171209975767,1,0.10660093922954017,0.010300207873187391,200,3.3452516913414003,0.1401660595805861,1
Health-ClosedIssues0007,10000,0.5896625578445068,0.032329144110000055,30,0.5679700255393982,0.05541550269759466,2,0.5810628941832499,0.04145389376971885,50,0.8641363143920898,0.05093917604084176,2,0.5556066036377577,0.06887940152937037,100,1.814559543132782,0.11729146227745677,2,0.5221652635632393,0.09108452237982376,200,3.346913230419159,0.27175058627667814,1,0.5792985999586818,0.06171841000854354,30,0.4962547540664673,0.045205132010950506,2,0.570811781153377,0.06385278316861123,50,0.7331307888031006,0.056994413709497135,2,0.5351552767490062,0.09840702903618292,100,1.6538394570350647,0.10339979107046993,1,0.502407838225844,0.11652374880507076,200,3.4589947700500487,0.20484930888171302,1
Health-ClosedIssues0008,10000,0.44773879473649736,0.10036453966343489,30,0.4078176975250244,0.0326472705283616,2,0.438665694403748,0.10945215879342615,50,0.6670327544212341,0.039274518833184745,2,0.3999967716937227,0.1202306964153357,100,1.701703131198883,0.07922969521864101,1,0.38397718328991226,0.12690821432839874,200,2.895561671257019,0.4146040441804619,1,0.4315396487913968,0.11096274566918488,30,0.42778881788253786,0.03353706967019936,2,0.39427895649982997,0.1254941868613004,50,0.8018599867820739,0.0624556723075496,1,0.36313664469229073,0.13172368281833047,100,1.3438045501708984,0.12445467273938783,1,0.32454418166644694,0.1281693232582523,200,3.4698128700256348,0.11944852726603675,1
Health-ClosedIssues0009,10000,0.4395782963042806,0.04493920710549445,30,0.505788266658783,0.03445554923671287,2,0.42618519129584326,0.06163863687944269,50,0.5979120373725891,0.03695670479656439,2,0.4149660725298022,0.06527318305397792,100,1.2069482922554016,0.139443375206222,2,0.40221934522117114,0.06687760200016843,200,2.926814079284668,0.2585980984686951,2,0.4311053018881325,0.05938228401212684,30,0.4960823655128479,0.038423806957737235,2,0.4126136685000111,0.08257101046730325,50,0.8353560566902161,0.053696091181014406,2,0.38953322121212314,0.09450750601574898,100,1.1625093698501587,0.16645890778886965,1,0.35620726429500715,0.10452081926069683,200,3.246354305744171,0.14547534630217437,1
Health-ClosedIssues0010,10000,0.4913717954968625,0.006798376610146014,30,0.49575731754302976,0.03769221689154605,3,0.49063813300510883,0.008033865775673908,50,0.7746195077896119,0.041222085221880825,3,0.48788855928573865,0.008542447516359115,100,1.770873475074768,0.08274640646534,2,0.48250618095199094,0.010887793017274862,200,3.1849472641944887,0.13421737962061256,1,0.4877835524850518,0.007716545376256462,30,0.4985537648200989,0.03572057881787797,2,0.48516255127812535,0.008163866194300207,50,0.8409752607345581,0.05990038538371777,2,0.48127896735424897,0.011511389637722408,100,1.5593839287757874,0.12034365254616142,1,0.47695294406546573,0.013449247051357851,200,3.1908856630325317,0.17433016309879518,1
Health-ClosedIssues0011,10000,0.18742828004937578,0.10278476682391072,30,0.43785756826400757,0.034229173385351135,2,0.1686727806479635,0.10827205657706544,50,0.9322021722793579,0.06983829863445742,2,0.11774136724183135,0.11226092514227588,100,1.5449314832687377,0.07816037310284726,1,0.08273829586730135,0.0906562611135191,200,3.3720363855361937,0.1966962946740117,1,0.14579240174813518,0.09754208934405159,30,0.518478512763977,0.03408848887476306,2,0.10512068599399801,0.08427165477163011,50,0.7277774572372436,0.03956489624112273,1,0.07212364346380659,0.06823718585357062,100,1.522927451133728,0.06736968550694912,1,0.04541559548163584,0.06315328103266792,200,2.418863022327423,0.1745487462222611,1
Health-ClosedPRs0000,10000,0.0,0.0,30,0.34093776941299436,0.033167061503577844,1,0.0,0.0,50,0.4904071569442749,0.03364438670073783,1,0.0,0.0,100,1.0127128124237061,0.05184943330921266,1,0.0,0.0,200,1.0430331587791444,0.1717358026391252,1,0.0,0.0,30,0.2772157311439514,0.018922206912723817,1,0.0,0.0,50,0.46793498992919924,0.03398634114071734,1,0.0,0.0,100,0.9533465266227722,0.0799348448164196,1,0.0,0.0,200,1.8538512706756591,0.09532895768094762,1
Health-ClosedPRs0002,10000,0.02112422895040175,1.9059202359400131e-16,30,0.3931859850883484,0.028159860703841678,1,0.02112422895040175,1.9059202359400131e-16,50,0.8340415596961975,0.04164330597531496,1,0.02112422895040175,1.9059202359400131e-16,100,0.8490339159965515,0.041487801763847525,1,0.021039602935538127,0.0003784590437999581,200,2.8108580112457275,0.2418688230171791,1,0.02112422895040175,1.9059202359400131e-16,30,0.517840850353241,0.032875202560161666,1,0.021123456414235537,3.454886765526663e-06,50,0.6214664936065674,0.033756454859947,1,0.021123456414235537,3.454886765526663e-06,100,1.4013762831687928,0.05065722989641958,1,0.02111611793867798,3.627354716135365e-05,200,2.8092043876647947,0.19070472783095133,1
