Dataset,Rows,SA-30_mean,SA-30_std,SA-30_budget,SA-30_runtime_mean,SA-30_runtime_std,SA-30_tier,SA-50_mean,SA-50_std,SA-50_budget,SA-50_runtime_mean,SA-50_runtime_std,SA-50_tier,SA-100_mean,SA-100_std,SA-100_budget,SA-100_runtime_mean,SA-100_runtime_std,SA-100_tier,SA-200_mean,SA-200_std,SA-200_budget,SA-200_runtime_mean,SA-200_runtime_std,SA-200_tier,ILS-30_mean,ILS-30_std,ILS-30_budget,ILS-30_runtime_mean,ILS-30_runtime_std,ILS-30_tier,ILS-50_mean,ILS-50_std,ILS-50_budget,ILS-50_runtime_mean,ILS-50_runtime_std,ILS-50_tier,ILS-100_mean,ILS-100_std,ILS-100_budget,ILS-100_runtime_mean,ILS-100_runtime_std,ILS-100_tier,ILS-200_mean,ILS-200_std,ILS-200_budget,ILS-200_runtime_mean,ILS-200_runtime_std,ILS-200_tier
Health-ClosedPRs0003,10000,0.08303203460358619,0.00026284346286817577,30,0.41700494289398193,0.02595653515355351,1,0.08303176005535093,0.0002628344548014889,50,0.6193572878837585,0.03369882891009432,1,0.08296307991136166,0.00033658565791652993,100,1.3131361722946167,0.050864171664645234,1,0.08293090151137913,0.0003357254326204642,200,2.7106361031532287,0.19971665484317622,1,0.08308143211089546,5.359374185123254e-05,30,0.4333693504333496,0.023579089458290115,1,0.08300785947074338,0.00033500149166965304,50,0.800937807559967,0.04739561284201404,1,0.0829760639181292,0.00036749876997756994,100,2.867797076702118,0.1947589964110144,1,0.08284802668743085,0.0005261043152881867,200,2.5661407232284548,0.18294556087834013,1
Health-ClosedPRs0004,10000,0.5817361345698661,0.11694003041241592,30,0.4905160069465637,0.029553866671274777,2,0.5572265322325297,0.12068289749894409,50,0.7861221313476563,0.035373609814078055,2,0.4877307930473161,0.14452387463902908,100,1.1832693934440612,0.048711011958931245,1,0.4289646760636684,0.1327828239354847,200,2.524756157398224,0.17108520042514103,1,0.5394983312705302,0.17352965657306535,30,0.3945336937904358,0.02906657131673162,2,0.4864604908695259,0.1695610179508821,50,0.6647836089134216,0.037574025376233056,1,0.4398340460855158,0.15226456410480102,100,0.899439787864685,0.054619802202746565,1,0.3805385612585266,0.12283979836193266,200,3.1969941020011903,0.1387266078791844,1
Health-ClosedPRs0005,10000,0.017341089069062586,0.02139088796298445,30,0.42675620317459106,0.05083075820585855,2,0.01117467227079379,0.018625113086153233,50,0.641686761379242,0.04944340709171017,2,0.006385613967642953,0.010164296163435246,100,1.433098590373993,0.09940862688453674,1,0.0019123033541801956,0.0032978247733341415,200,1.3628365039825439,0.2660314441471605,1,0.01873885666921552,0.0460683961790574,30,0.3987621426582336,0.03285562890920798,2,0.008198644454517732,0.012596457668836358,50,0.6735038161277771,0.06183447663343062,1,0.001978327315635081,0.004504986327174798,100,1.4589032173156737,0.1170071952859824,1,0.0012352133883243481,0.0040919589081267116,200,2.7885979294776915,0.214886311265082,1
Health-ClosedPRs0006,10000,0.517431222786835,0.16128248116378804,30,0.43202618360519407,0.03348311657534773,2,0.4832046069169726,0.18639528864764288,50,0.8357194662094116,0.04975151002054868,2,0.44644267382154207,0.19731286185371383,100,1.6168729543685914,0.0793607830936726,2,0.2841363345012019,0.2268340778653347,200,2.5671401023864746,0.19934669514592165,1,0.5220683605736881,0.1294886456153136,30,0.3517420649528503,0.021750426014896938,2,0.46596549215250127,0.17680120360160106,50,0.449172043800354,0.03588690673547161,2,0.3664268360923165,0.22497037533374967,100,1.1799071669578551,0.050072635233519264,1,0.2292551564549196,0.21074900136437377,200,2.363990545272827,0.16425188043516126,1
Health-ClosedPRs0007,10000,0.33824775969021464,0.13053452963768483,30,0.3730253934860229,0.028438554874653514,2,0.30879607981079826,0.10689541150098773,50,0.5726427555084228,0.032420019419097466,2,0.21755667859314673,0.1342421965711441,100,1.206624948978424,0.06779768653947747,1,0.17343012511963796,0.12761490349611584,200,2.28740770816803,0.1461102030055834,1,0.23158956935649838,0.15109886715020038,30,0.26574360132217406,0.017846805602443738,1,0.20374584471847396,0.14651792476707654,50,0.6466391086578369,0.03880790025690871,1,0.1375939376722296,0.12954501777076838,100,1.342941677570343,0.11053836132857531,1,0.08715808338386326,0.11570808843523042,200,2.348047339916229,0.1680195137492287,1
Health-ClosedPRs0008,10000,0.7627653431984428,0.11042801210778581,30,0.3366739511489868,0.02418901862489665,2,0.7549399445366386,0.1185323859990043,50,0.649879515171051,0.04309719552915676,2,0.6650258371659062,0.16077357450773985,100,1.315422236919403,0.08396522574453387,1,0.5906668932803408,0.18781049653014598,200,2.088944160938263,0.17669415519633283,1,0.7610672062117465,0.124516362051504,30,0.4869533181190491,0.05274671880097496,2,0.7366728002931487,0.13088877246558472,50,0.6719834923744201,0.04471001905161122,2,0.694375015104505,0.14000546829243266,100,0.8717404007911682,0.0568330828087285,2,0.6088529783565289,0.18995986006691176,200,2.0904881596565246,0.20551496584174206,1
Health-ClosedPRs0009,10000,0.6449534698022231,0.08647093100607196,30,0.36440829038619993,0.027655057940706686,2,0.640052687046698,0.08523974298861743,50,0.6398388862609863,0.03988334028709242,2,0.633475281619343,0.08531383348106707,100,0.8605241894721984,0.04161378961723466,2,0.6075241320205373,0.1183637470003722,200,2.1858096361160277,0.13929054261845086,2,0.6505751258367973,0.06948340500951729,30,0.4323683500289917,0.029573032548437662,2,0.6421315163704446,0.07069453582059292,50,0.6606344938278198,0.0409475861154362,2,0.6121672510512117,0.10888864807139094,100,1.2630015850067138,0.09032139596489305,2,0.5467501837236838,0.1533120898620221,200,2.3003929615020753,0.22979245565633005,1
Health-ClosedPRs0010,10000,0.5475045880275375,0.0698885960793884,30,0.2615959644317627,0.020255533546914183,2,0.5463209042774209,0.07091670606842283,50,0.4469193458557129,0.028962793181700863,2,0.5354168630099978,0.08137471370104016,100,0.8917754292488098,0.052753503571549724,2,0.5039421817992937,0.12047316188889028,200,1.7074378371238708,0.07642840889994769,2,0.5421230049309476,0.07022420283259713,30,0.43812572956085205,0.04482548863391171,2,0.5346862037801371,0.07325461922225597,50,0.43497821092605593,0.028756276519474364,2,0.483071169816003,0.1287472072749663,100,1.301931881904602,0.08396269785182404,1,0.4332003394197793,0.1444694142190629,200,1.7453083515167236,0.11191392939672624,1
Health-ClosedPRs0011,10000,0.0,0.0,30,0.42614240646362306,0.03347078885357917,1,0.0,0.0,50,0.44493780136108396,0.021327702378056798,1,0.0,0.0,100,0.8742027640342712,0.04847513137290029,1,0.0,0.0,200,3.367140018939972,0.11687609497478765,1,8.01875373874e-06,3.586095690930646e-05,30,0.4852303385734558,0.032888190663776,1,0.0,0.0,50,0.4429283499717712,0.022847050066577515,1,0.0,0.0,100,0.8883933186531067,0.03491806549054359,1,0.0,0.0,200,1.3749178171157836,0.27084694381219215,1
Health-Commits0000,10000,0.7705344889646522,0.27713688291245375,30,0.4485996961593628,0.027020360559545025,2,0.7575555091165043,0.2934055649762444,50,0.44201616048812864,0.021642366482194066,2,0.6205277306645456,0.35069746683577885,100,1.005146038532257,0.061158735612718,2,0.5478073228461919,0.38775643991126074,200,1.6700144171714784,0.2557249472485213,1,0.6403760163538976,0.33081879009345255,30,0.4041475415229797,0.026066208537982534,2,0.5458633937633224,0.3545633614823385,50,0.6417595505714416,0.03773206619722256,1,0.42917642265794453,0.3738835103261887,100,0.8648938179016114,0.048830182322756044,1,0.41491579160826186,0.3834535598341389,200,1.3470670461654664,0.23450530684045365,1
Health-Commits0001,10000,0.16507795411391565,0.00028767323213631495,30,0.496016526222229,0.03786272962286248,3,0.16497438222415145,3.5180472823176444e-05,50,1.4980244278907775,0.07809726339509102,2,0.1649587607852264,2.9387411036659534e-05,100,0.866796350479126,0.028573680724357543,2,0.16454450066255671,0.0012650920583087387,200,2.122649776935577,0.20374650783004955,1,0.16503938767068194,0.0001262860883963919,30,0.40265231132507323,0.03455713267496968,3,0.164997717350629,9.880600498902759e-05,50,0.7828661680221558,0.06702309282249845,2,0.16478061105554248,0.0008029680671340862,100,0.8585148215293884,0.04568948092092905,1,0.164575113014331,0.00113780635724939,200,6.18559193611145,0.47597251697938864,1
Health-Commits0002,10000,0.47691770951782136,0.07986555810192503,30,0.2625232458114624,0.01802899851340137,1,0.4734347452993795,0.08886537123878117,50,0.4397233009338379,0.027385845039539863,1,0.46778610751509886,0.0930553986157648,100,1.319380557537079,0.12870760479581808,1,0.44242449227951364,0.12299392415275541,200,1.3649882435798646,0.3206460732190904,1,0.5125390720316879,0.09908383182616293,30,0.27312670946121215,0.02147467633341887,1,0.47537398673857345,0.06953575749084236,50,0.43324871063232423,0.02729267371467904,1,0.4570077185447389,0.1038205267468209,100,1.1796616196632386,0.16998440263368889,1,0.41648931947597073,0.13485739427676022,200,1.7280268669128418,0.0900820084259374,1
Health-Commits0003,10000,0.44001092496909255,0.053414312277335056,30,0.2714594483375549,0.013166714423211053,2,0.4248803877124779,0.061582626164200426,50,0.49327950477600097,0.025222902470207857,2,0.41157465385891967,0.06516433261847603,100,0.9124401569366455,0.03597430940396724,2,0.3894660302342591,0.08245905760656942,200,1.756510591506958,0.19464300319741448,1,0.4288318742980632,0.06071660723951893,30,0.26805742979049685,0.020219036783396666,2,0.4089318506188696,0.06289938342083995,50,0.43414061069488524,0.03416877901111097,2,0.37806828931045244,0.06512735963210525,100,0.8996610879898072,0.05426420925865636,1,0.35301344997084133,0.07753086379160722,200,2.7500182390213013,0.25337975835100507,1
Health-Commits0004,10000,0.24178478270432735,0.059661363454252034,30,0.4902202844619751,0.03527633800818834,2,0.23601894623121042,0.034980711513567464,50,0.43857908248901367,0.027264593608752535,2,0.22691528644304113,0.004259902660106936,100,0.8659619092941284,0.04021076847859282,1,0.22430943127683892,0.003777906546302205,200,1.5437544107437133,0.28193946994963676,1,0.23268266893209008,0.02758367803352525,30,0.4118482232093811,0.02958572388849376,2,0.227871738988512,0.008650882589488488,50,0.6958932042121887,0.042567583058118634,1,0.22401473736524333,0.007673494833672907,100,1.1747573375701905,0.1680361567781359,1,0.21857088682194892,0.01097645854502369,200,1.825843584537506,0.0996336092568863,1
Health-Commits0005,10000,0.40252647016899984,0.14729391544372675,30,0.2999391436576843,0.021494137693006166,2,0.38071048881067926,0.1550140869996102,50,0.47012221813201904,0.029051200467285248,2,0.3466841906272729,0.14916321646017525,100,1.1995599031448365,0.06040204599659971,2,0.32775999293923974,0.141406773710614,200,1.615005087852478,0.1255259875675923,2,0.3663701412162891,0.14097459205664242,30,0.27572332620620726,0.02303169448185152,2,0.32941035810963804,0.14797996906871042,50,0.4317654252052307,0.02814098374702078,2,0.2758073922743816,0.12259539238432816,100,0.8763964414596558,0.050620743819191405,1,0.24715614201010183,0.11686661548699094,200,1.7311805129051208,0.24289446747351992,1
Health-Commits0006,10000,0.31920376680174634,0.02434483980542578,30,0.39207669496536257,0.030992118246010524,3,0.31560019066337797,0.024455884635918287,50,0.5986527919769287,0.040265350074845246,3,0.3063422404678574,0.023163802936208712,100,0.9511621952056885,0.04692978774507608,2,0.2885768280896879,0.028804115204225236,200,3.610404348373413,0.22150192428249896,1,0.3102482846143254,0.017567720426698415,30,0.2764156460762024,0.021606486689280082,2,0.30281071793864334,0.024900724794590084,50,0.6438825964927674,0.048544375317681084,2,0.2921249912405995,0.022609040630697384,100,1.2971474170684814,0.11739499774848133,1,0.2726216017837014,0.021603982733656,200,1.7344605088233949,0.11176116558711172,1
Health-Commits0007,10000,0.4386927251305067,0.13725789385205153,30,0.50145982503891,0.03174467912280818,3,0.41144370844564976,0.14371677234340405,50,0.6404693365097046,0.067452869950955,3,0.3823934772002052,0.14823331552908958,100,1.1717183470726014,0.04761094819924489,2,0.355745048080445,0.13682863809764484,200,2.7880862951278687,0.23235228758618312,2,0.40330684391548866,0.1334483187168286,30,0.5322274088859558,0.045277065099745425,3,0.3676811020046287,0.12023337736339793,50,0.6730943083763122,0.04906950585365287,2,0.3174636488197479,0.1076420675613444,100,0.8454124331474304,0.05278489774899905,1,0.26930725268613903,0.10443219012110667,200,1.4936477422714234,0.28055920420449537,1
Health-Commits0008,10000,0.41781972058075584,0.027504937690090655,30,0.4872198700904846,0.03332489108857524,3,0.41288838612082035,0.032583746946847354,50,0.638203763961792,0.041489137666786025,3,0.39855891707294916,0.03355677307375508,100,1.1468732595443725,0.14987127240923576,2,0.3804667516780061,0.03940890536171762,200,2.32775502204895,0.24394777270772824,1,0.40407069732508055,0.03373259108813363,30,0.29486058950424193,0.025132355314258552,2,0.3878053525771887,0.03961121068358926,50,0.6588638067245484,0.04514781122925307,1,0.374174890524361,0.04259342130447693,100,1.3609639048576354,0.07884502657124923,1,0.3502188808948945,0.03993859884922371,200,1.467914593219757,0.2982546124491409,1
Health-Commits0009,10000,0.15494303461800438,0.017966112806016742,30,0.39895564317703247,0.01923383328860971,3,0.15050403194113354,0.01607131558630189,50,0.6612444996833802,0.026581881262014537,3,0.14435150624874932,0.014465928562848408,100,1.1057939767837524,0.1423688143139527,2,0.13877607493642105,0.017265420009228837,200,2.0129374384880068,0.2355707994842359,1,0.1473050634991075,0.011922426850930447,30,0.534507441520691,0.03347007322741015,2,0.14332112728184923,0.010014212215291968,50,0.6651716709136963,0.03189746110497369,2,0.13689249229951214,0.0071738186071637535,100,1.1782641530036926,0.04791010077933765,1,0.13315411116592785,0.00814034753806486,200,2.354994809627533,0.2728032562514111,1
Health-Commits0010,10000,0.3213930823462548,0.024475032999361216,30,0.393111252784729,0.0522668090329307,3,0.315121213090705,0.01894901269824134,50,0.8507859826087951,0.04250957660761447,3,0.3084367218708807,0.021744419993873564,100,1.1427365303039552,0.16365961912672794,2,0.2965498215050676,0.02528693928348627,200,2.0509692549705507,0.1989098507405515,1,0.3183843374157719,0.022480525406191918,30,0.3923518300056458,0.029362651434521526,3,0.3110566771045611,0.02026817726829831,50,0.7424116134643555,0.08770700410032033,2,0.3016784833161165,0.022460970374145933,100,1.693930697441101,0.10241943960545627,1,0.29444638374637905,0.02259317836769253,200,2.089916932582855,0.2144441856397521,1
Health-Commits0011,10000,0.1614120108912238,0.09971456790594443,30,0.4136320471763611,0.02444315831904446,2,0.11644205038355437,0.08200429261215357,50,0.7050782442092896,0.03639485016237021,2,0.07594467954939105,0.06540546175909479,100,1.6316832423210144,0.07788052104289293,1,0.042150243667034244,0.046292094458698946,200,3.1569177508354187,0.20960988102580783,1,0.10834053459163306,0.07544739178365575,30,0.513344407081604,0.04843425379414446,2,0.0862472474633761,0.0762099639675022,50,0.6640553116798401,0.04964774395662385,1,0.06468456990947938,0.06801931961474031,100,1.540341353416443,0.13809094361225652,1,0.0475707673812623,0.06066924307228258,200,2.064094638824463,0.1973790420774597,1
LLVM,1024,0.07407528873513455,0.04687199525363479,30,0.09527525901794431,0.0028339771408299507,1,0.05150671243750128,0.009790979957663778,50,0.3711980104446411,0.01458676796332719,1,0.04434046536981204,0.0031790489647334783,100,0.30393998622894286,0.011434894301984773,1,0.04178770835383798,0.0022073352374720094,200,0.9663931846618652,0.04493373172675293,1,0.12950535551046466,0.11436656452481378,30,0.1459442853927612,0.01039832234858268,2,0.06460844214580257,0.05714909047724289,50,0.1494951486587524,0.007246587854414672,1,0.04335556881172155,0.003873353400492404,100,0.4992011785507202,0.03002842045573717,1,0.041496050935582916,0.001851052875864106,200,0.796142303943634,0.03630715577423802,1
PostgreSQL,19008,0.020316389448545732,0.00046491512939135623,30,0.09846719503402705,0.0019858481525076993,2,0.020051895217431354,0.00031904145435008495,50,0.2527405142784119,0.005671856903978878,1,0.019906165869702685,0.0002476673115305359,100,0.42162437438964845,0.009084776397304324,1,0.019802475456699165,0.0002221527704661379,200,1.1863941550254822,0.03365419506049884,1,0.020341940284738225,0.000656212134844839,30,0.16609386205673216,0.01033648327509536,2,0.020093017453265374,0.0004347709425938092,50,0.1621627569198608,0.008104810386725983,1,0.019924690062271187,0.0002882530489562522,100,0.5707353830337525,0.01969441137625385,1,0.01986034195450935,0.00021270011996236485,200,0.9029605031013489,0.03056775918763272,1
SQL_AllMeasurements,4653,0.2996221596515871,0.04112436034466713,30,0.15759882926940913,0.0027491240043210695,3,0.28728218657678095,0.03954770541332447,50,0.17167350053787228,0.001919424393191123,2,0.2445890442544659,0.02082269775500855,100,0.5267865180969238,0.01015011796138218,1,0.2138905573322892,0.015953263220796068,200,1.1857119917869567,0.0054148425880065085,1,0.30742697504517974,0.03969561634729815,30,0.09908843040466304,0.0007424830762600906,3,0.2780319400049588,0.038806931354470886,50,0.23821862936019894,0.002606842621394373,2,0.25099137214867817,0.031232244883789898,100,0.5282366394996643,0.0056983293459247335,1,0.23577073213743321,0.023961906778275453,200,0.6997857093811035,0.008254373920861277,1
SS-A,1343,0.6428760226860686,0.20991346424766727,30,0.20189472436904904,0.02861009752524155,2,0.5947907883712001,0.2299815337938148,50,0.36610344648361204,0.04069391502472253,2,0.5467229342862678,0.23940414445468453,100,0.5590754628181458,0.049876548772683264,2,0.2921998918285153,0.2960670550526182,200,1.297167146205902,0.13944993643473882,1,0.6269127304852338,0.21421241665944865,30,0.19806871414184568,0.02744253720380093,2,0.5831112882259148,0.22538112428727902,50,0.32877267599105836,0.04326104626939126,2,0.3774240537707521,0.31904598357004627,100,0.6419239521026612,0.04725860235630603,1,0.29529798677206565,0.31878717386201827,200,1.0500080704689025,0.1629067190739998,1
SS-B,206,0.5034039207074847,0.20036845421020064,30,0.17232192754745482,0.021438406419039026,3,0.45914786202664093,0.17437600810783166,50,0.2837392330169678,0.03408409511818145,3,0.32398074714851804,0.12823534661463776,100,0.5784858584403991,0.0655312177700229,1,0.21011126434843538,0.1188513513887117,200,0.8334394693374634,0.12858711798778225,1,0.3709640200580647,0.1894911064785536,30,0.1620883226394653,0.03009485217135647,2,0.30777501033869054,0.17840953111114144,50,0.22711056470870972,0.04409761278342749,1,0.21699004167372143,0.14077175522008673,100,0.4194979786872864,0.08065969427652545,1,0.1875724729869497,0.11370464942241489,200,0.42207648754119875,0.08751835216684203,1
SS-C,1512,0.6509715027758427,0.2414474693336891,30,0.22684302330017087,0.03146048911850105,2,0.6355886305792936,0.2340716025953235,50,0.3365728139877319,0.05099140135333408,2,0.6128188600413921,0.22645237287603412,100,0.6503166556358337,0.09444844040550603,2,0.41563458599264624,0.3039835374189599,200,1.138382077217102,0.2589395197037711,1,0.620053286428813,0.24591072743842582,30,0.19529215097427363,0.02542323602743261,2,0.5828064322473849,0.2666653324747097,50,0.2979532480239868,0.04000591966660055,2,0.561712078590703,0.2813306328316331,100,0.6298814415931702,0.08631665051230988,2,0.4362107348391354,0.31983849738352804,200,1.053714895248413,0.15417314029235937,1
SS-D,196,0.4701000641115461,0.034837665812697524,30,0.22012809514999385,0.030182650892874734,2,0.4588963360264149,0.025980882524224997,50,0.32528760433197024,0.029749768690182206,1,0.4550462369912475,0.02260686448290487,100,0.6394069194793701,0.04221186645444873,1,0.4474240564211943,0.0206826857658548,200,1.3048619985580445,0.06518370376376639,1,0.4672267768384503,0.021076058819682452,30,0.20604228973388666,0.019168442911112506,2,0.46559189910762633,0.02149367854499861,50,0.32085046768188474,0.023550441016417695,2,0.4579904057569785,0.012496561529707755,100,0.6449242949485778,0.04871317578276256,1,0.45344424387325405,0.019343433649108593,200,1.1683191418647767,0.18935563916744327,1
SS-E,756,0.27292304190663097,0.056024067656856164,30,0.2710559248924255,0.01931384425319806,2,0.25365662313336446,0.06185016115955095,50,0.4948872566223145,0.028226751865165205,2,0.2002614705550521,0.06220611917936886,100,0.9348371505737305,0.051027944306382425,1,0.176505746770741,0.04430640028092624,200,1.353585135936737,0.16929053180899287,1,0.26081260414501706,0.0663430433814892,30,0.26600382328033445,0.030149760519772216,2,0.2194315892155183,0.07304107804111641,50,0.3607784271240234,0.04434612211843357,1,0.17892030580830798,0.0511029515135312,100,0.546621298789978,0.047589896062696695,1,0.16478448071681234,0.035987113293441536,200,1.621687388420105,0.1547288619956678,1
SS-F,196,0.49101487766445545,0.055660264666270734,30,0.21609864234924311,0.02641120835070665,2,0.47278435345924513,0.030743870000312343,50,0.3801255106925964,0.027375833208566916,2,0.4577829038933223,0.026707807692603343,100,0.9845612287521363,0.04812306385344557,1,0.4386873105994852,0.027991871513740725,200,1.2336520314216615,0.19734468661762178,1,0.46153388255791805,0.023464477962419843,30,0.27488412857055666,0.02846096951156352,1,0.4573574164800941,0.022966975065107493,50,0.3719371557235718,0.03714681336217397,1,0.4475270889633204,0.021114096367521096,100,0.7932756066322326,0.07028747409765061,1,0.4413364238530197,0.023523242239236436,200,1.2613726735115052,0.17238122600795353,1
SS-G,196,0.4898743953267143,0.06315129969029701,30,0.46489050388336184,0.06668687536025096,2,0.47397295096211867,0.0428551784474293,50,0.47171989679336546,0.04978082213699939,2,0.4534897596860975,0.015110524847206016,100,0.49793391227722167,0.036719734839971,1,0.44504010031087915,0.016451040578293254,200,1.3997741103172303,0.17851507375132603,1,0.46220887965420243,0.018062300348847656,30,0.16687294244766232,0.01803562942681031,1,0.45452887023824695,0.02025145428966464,50,0.23092396259307857,0.025231411340618678,1,0.4495946856400176,0.015693503693352966,100,0.6101132988929748,0.077933395801392,1,0.44154934259673784,0.019872350919369626,200,0.8630666971206665,0.09277066665012665,1
SS-H,259,0.8006593058770062,0.15955701932446503,30,0.3074456453323364,0.03011145784821433,2,0.7494732641562931,0.21264607801469257,50,0.45955605506896974,0.07513794491735669,2,0.6257035405770126,0.2701254441864691,100,0.7202818393707275,0.11667513879507156,1,0.47131505528920387,0.29344669099072507,200,0.8777177810668946,0.21126559466742367,1,0.7759176027590294,0.17980826958251925,30,0.13772490024566647,0.014384576900112049,2,0.7129514281803503,0.216704043347179,50,0.42810802459716796,0.04485968666288892,2,0.6053703957729002,0.26392080802385603,100,0.4194958209991455,0.05671354596307597,1,0.4817578639018524,0.2918577800218922,200,1.372015130519867,0.1595667824570645,1
SS-I,1080,0.21049220473233965,0.12175203220000753,30,0.18428125381469723,0.014119217959925762,2,0.1787827219394894,0.1167091354518456,50,0.2946285605430603,0.019212392351920925,1,0.11877177260080632,0.10708320676727064,100,0.6029759764671325,0.027108887667446596,1,0.10182520632760986,0.09620531305781066,200,1.0256154775619506,0.19489756507045555,1,0.26370881930568996,0.08194191662185028,30,0.2829606056213379,0.025908344889282335,2,0.2404121476026959,0.08948815431665896,50,0.2732182741165161,0.019341358093186854,2,0.17445554355462714,0.11655085007164437,100,0.5180063962936401,0.03074238129135005,1,0.1548079313966528,0.12293919555207526,200,2.1850963950157167,0.1441806594933062,1
SS-J,3840,0.202185464148375,0.12015476637570471,30,0.1942281365394592,0.006963158832076363,2,0.18531447995716158,0.1175899181297757,50,0.4343038320541382,0.01571850296067213,2,0.16844226704323167,0.11220371065734323,100,0.6433181524276733,0.01616829272333387,2,0.11164875339386696,0.08380087928384447,200,1.2529021859169007,0.024427098179771522,1,0.19329152430981378,0.13132414484027655,30,0.1959452748298645,0.011519633311157986,2,0.17130473585575906,0.11666473804641513,50,0.3140407562255859,0.010331265549770407,2,0.1444706878752591,0.10649876789711177,100,0.9238418459892273,0.03275244090977571,1,0.12998459522321654,0.1020384100029906,200,2.3929914474487304,0.06755555294158866,1
SS-K,2880,0.16830614747302403,0.10345618245744587,30,0.36470828056335447,0.015528472041542328,2,0.1537230513271612,0.08040853012363085,50,0.492775022983551,0.017640864060283708,2,0.13816246886874373,0.07701045188546414,100,0.9091952681541443,0.02366896138642473,2,0.10542806879600938,0.052750320694355854,200,1.2564584612846375,0.028371844610634907,1,0.1731726159640274,0.11216807086382463,30,0.16294689178466792,0.01647541584787371,2,0.1519619363203736,0.09878944569482749,50,0.2799387097358704,0.01663380591890193,2,0.1273729336702404,0.07067416584484679,100,1.0214059233665467,0.05198055186132637,1,0.09749542163928938,0.033098894809833315,200,2.0398524522781374,0.08212017778843039,1
