Dataset,Rows,DODGE-30_mean,DODGE-30_std,DODGE-30_budget,DODGE-30_runtime_mean,DODGE-30_runtime_std,DODGE-30_tier,DODGE-50_mean,DODGE-50_std,DODGE-50_budget,DODGE-50_runtime_mean,DODGE-50_runtime_std,DODGE-50_tier,DODGE-100_mean,DODGE-100_std,DODGE-100_budget,DODGE-100_runtime_mean,DODGE-100_runtime_std,DODGE-100_tier,DODGE-200_mean,DODGE-200_std,DODGE-200_budget,DODGE-200_runtime_mean,DODGE-200_runtime_std,DODGE-200_tier,RandomSearch-30_mean,RandomSearch-30_std,RandomSearch-30_budget,RandomSearch-30_runtime_mean,RandomSearch-30_runtime_std,RandomSearch-30_tier,RandomSearch-50_mean,RandomSearch-50_std,RandomSearch-50_budget,RandomSearch-50_runtime_mean,RandomSearch-50_runtime_std,RandomSearch-50_tier,RandomSearch-100_mean,RandomSearch-100_std,RandomSearch-100_budget,RandomSearch-100_runtime_mean,RandomSearch-100_runtime_std,RandomSearch-100_tier,RandomSearch-200_mean,RandomSearch-200_std,RandomSearch-200_budget,RandomSearch-200_runtime_mean,RandomSearch-200_runtime_std,RandomSearch-200_tier
Health-ClosedPRs0003,10000,0.08309179389350554,7.25444128273518e-06,30,0.5393427014350891,0.00502000044371885,2,0.08309179389350554,7.25444128273518e-06,50,0.7908268928527832,0.0851359829173842,2,0.08309179389350554,7.25444128273518e-06,100,1.8564262628555297,0.5646209562007656,2,0.08309179389350554,7.25444128273518e-06,200,0.8913568615913391,0.26673330356929315,2,0.08309179389350554,7.25444128273518e-06,30,0.503366494178772,0.00971364176525052,2,0.08309179389350554,7.25444128273518e-06,50,0.8958560943603515,0.0064641660414953275,2,0.08309179389350554,7.25444128273518e-06,100,1.8386385679244994,0.013854064162770137,2,0.08307867539038442,3.9027271983068965e-05,200,2.6886484384536744,0.007472867289928776,1
Health-ClosedPRs0004,10000,0.4155424762039079,0.10761285133012603,30,0.44855786561965943,0.0045217175037440905,2,0.3554308863101666,0.06533487151839291,50,0.9709112524986268,0.011528231385391765,1,0.33611120885282525,0.04162916165656231,100,1.5001577854156494,0.28318273246457987,1,0.3260735440450768,0.031423272705159405,200,2.2261162638664245,0.8090968681827132,1,0.4155424762039079,0.10761285133012603,30,0.46191835403442383,0.004570534726939757,2,0.3554308863101666,0.06533487151839291,50,0.9421819686889649,0.012075652902529103,1,0.33611120885282525,0.04162916165656231,100,1.8201508402824402,0.023342376913578506,1,0.3159054176821474,0.028815808298948527,200,3.4112083673477174,0.16175087777575292,1
Health-ClosedPRs0005,10000,0.002297823370419472,0.0028698827932502153,30,0.539117968082428,0.024607227458308067,2,0.0006820740688842569,0.0008614834628515406,50,0.7974143624305725,0.019334103617005945,1,0.00037452081720857407,0.0006138490049577024,100,1.3948600530624389,0.31276417129461925,1,0.00025553773625463,0.000517533607238998,200,1.7097505688667298,0.6695901882811696,1,0.002297823370419472,0.0028698827932502153,30,0.4590230107307434,0.009459253299193213,2,0.0006820740688842569,0.0008614834628515406,50,0.7656154990196228,0.019566425184454624,1,0.0002073370959672844,0.0004848815383960307,100,1.9688876152038575,0.021804278129325075,1,5.346184091912765e-06,1.5725222154034998e-05,200,2.8563884615898134,0.1968697852427287,1
Health-ClosedPRs0006,10000,0.37100729034632846,0.12058042679623816,30,0.4846227169036865,0.006333078121116082,3,0.2798952097863339,0.10605884540343133,50,0.9099355697631836,0.015962381805674122,2,0.22478321386588712,0.08542340304471044,100,1.5256325244903564,0.06314071670571457,1,0.1864492327717424,0.06796760301496244,200,2.353696572780609,0.5954696065304043,1,0.37100729034632846,0.12058042679623816,30,0.5481920957565307,0.019676870681488406,3,0.2798952097863339,0.10605884540343133,50,0.8288710355758667,0.008139991679976186,2,0.22478321386588712,0.08542340304471044,100,1.5193611145019532,0.03776815560456835,1,0.16732760460635343,0.07106660033691788,200,3.0774176597595213,0.22819716026545986,1
Health-ClosedPRs0007,10000,0.12517115086015979,0.06986684822940038,30,0.4389610767364502,0.005814038250157763,3,0.09205785052676382,0.03905860177154526,50,0.9417929649353027,0.00352430493966968,2,0.06467082196091065,0.025948984789225363,100,1.4514545321464538,0.01538882639583366,1,0.051125453694773226,0.02179861542099671,200,2.913423812389374,0.4769651339435172,1,0.12517115086015979,0.06986684822940038,30,0.49111543893814086,0.006002921888582328,3,0.09205785052676382,0.03905860177154526,50,0.7820346713066101,0.013368494914401497,2,0.06467082196091065,0.025948984789225363,100,1.6297053575515748,0.03907572813920443,1,0.04848335299099922,0.018437712156948397,200,3.0613240361213685,0.21989038003738168,1
Health-ClosedPRs0008,10000,0.6656898869329861,0.08978477018113905,30,0.46143776178359985,0.010694617252417094,2,0.6193870780140072,0.056388162127454275,50,0.7786250472068786,0.0072710802283656025,1,0.6027065262005347,0.030856301413643324,100,1.0988474011421203,0.10038263136450885,1,0.5944932407811854,0.03186164177722869,200,2.0067484855651854,0.6722182313540298,1,0.6656898869329861,0.08978477018113905,30,0.4916872262954712,0.048564218355863754,2,0.6193870780140072,0.056388162127454275,50,0.7642467141151428,0.011828193665967164,1,0.6013804982015969,0.031337707838986886,100,1.5259354948997497,0.03385368692987048,1,0.5817620742473001,0.02303049612850012,200,3.2102474570274353,0.21525821417039942,1
Health-ClosedPRs0009,10000,0.5636417330908162,0.11994995874913522,30,0.5155362963676453,0.043673171491692,3,0.5414945790497884,0.11634740515108814,50,0.749813723564148,0.006611767887348395,3,0.510404832155394,0.11157438946487198,100,1.7805112719535827,0.11904998912134279,2,0.4467723444828554,0.10719202576108221,200,2.887265133857727,0.6174682241039218,1,0.5636417330908162,0.11994995874913522,30,0.458269739151001,0.006611244051632936,3,0.5414945790497884,0.11634740515108814,50,0.9464216470718384,0.008369418239664547,3,0.4992604553848087,0.11575221622996715,100,1.5933330297470092,0.05456715822486066,2,0.42649302149384855,0.10398315435775306,200,3.6891560435295103,0.09851368192236638,1
Health-ClosedPRs0010,10000,0.4727297011511363,0.061374856842373635,30,0.5940939545631408,0.004472467758158671,2,0.4549404365281002,0.061613758722262525,50,0.843107545375824,0.015898045180921545,2,0.41895579051129184,0.04905009657334587,100,1.0115358710289002,0.003108398444820669,1,0.3892025086999172,0.0485569570484461,200,3.6601385951042174,0.2739454050880219,1,0.4727297011511363,0.061374856842373635,30,0.5977665185928345,0.0044860488717426246,2,0.4549404365281002,0.061613758722262525,50,0.7974782228469849,0.012599770434311092,2,0.41895579051129184,0.04905009657334587,100,1.5438839793205261,0.02327121108967339,1,0.3886618071474273,0.04830508480049603,200,3.7573935866355894,0.09999786153657161,1
Health-ClosedPRs0011,10000,0.0,0.0,30,0.45891451835632324,0.00671115903080471,1,0.0,0.0,50,0.42392266988754274,0.033780249782707675,1,0.0,0.0,100,0.658124840259552,0.08210141743639655,1,0.0,0.0,200,0.6824993848800659,0.08730313715318927,1,0.0,0.0,30,0.4516596794128418,0.003557072721842753,1,0.0,0.0,50,0.7123531818389892,0.005748361921352533,1,0.0,0.0,100,1.4860561728477477,0.016321957319570955,1,0.0,0.0,200,2.935316324234009,0.07861689670544546,1
Health-Commits0000,10000,0.2486454239688778,0.056883729896415026,30,0.47963289022445676,0.02098524762427256,3,0.2265318271623741,0.052055389450509755,50,0.7614651203155518,0.00837042020786515,2,0.22013590846263598,0.04949241478673432,100,1.510670816898346,0.0119501657295254,2,0.17054040293629066,0.04917816249709546,200,2.970274198055267,0.30236182338171075,1,0.2486454239688778,0.056883729896415026,30,0.4612628698348999,0.008639663273177247,3,0.2265318271623741,0.052055389450509755,50,0.76244215965271,0.009598866463149508,2,0.22013590846263598,0.04949241478673432,100,1.9492907643318176,0.06941963958302673,2,0.17054040293629066,0.04917816249709546,200,3.106244921684265,0.184112385815208,1
Health-Commits0001,10000,0.16496217525873466,1.4663096647481208e-05,30,0.44742870330810547,0.005828838220019814,3,0.16495727028645774,2.2592333665331856e-07,50,0.9115961194038391,0.03763137856396016,2,0.16495721976846384,2.0376210396350005e-16,100,0.8125197768211365,0.20370952898804273,2,0.16495721976846384,2.034634053851799e-16,200,1.1173932790756225,0.298999342495183,2,0.16496217525873466,1.4663096647481208e-05,30,1.0894797921180726,0.019112186028417997,3,0.16495727028645774,2.2592333665331856e-07,50,0.7504068970680237,0.0042985009458716816,2,0.16495721976846375,1.1637151047855192e-16,100,1.4573240518569945,0.011200265124795723,2,0.1649259941618314,0.00013024067832835624,200,3.052395451068878,0.20290891590246504,1
Health-Commits0002,10000,0.4790269947021226,0.07293861639831681,30,0.4523996114730835,0.00586644014131881,1,0.4789936933670007,0.07292754218940657,50,0.4783040761947632,0.0500929893417232,1,0.478946305927811,0.07291184957733526,100,0.8930321574211121,0.2938422029453979,1,0.478946305927811,0.07291184957733526,200,0.9516933798789978,0.3243257726509116,1,0.4790269947021226,0.07293861639831681,30,0.46109299659729003,0.0042132100983396205,1,0.4789936933670007,0.07292754218940657,50,0.7383249402046204,0.003030732550495326,1,0.47624543609190184,0.07296429469056519,100,1.483379077911377,0.08796230753412432,1,0.45001914330278503,0.09879970657347166,200,2.9127041697502136,0.2154439423224078,1
Health-Commits0003,10000,0.37248242160830036,0.03908197118598126,30,0.553684651851654,0.025271841945736027,3,0.3561103501171463,0.033903996035042246,50,0.5684041857719422,0.004493677180080335,2,0.3348919191012051,0.022754543303383952,100,1.5701996207237243,0.05556686652299209,1,0.32304280145874414,0.021035267895170708,200,2.6252312898635863,0.345608729473514,1,0.37248242160830036,0.03908197118598126,30,0.3178651690483093,0.0028614285293206997,3,0.3561103501171463,0.033903996035042246,50,0.5409024119377136,0.011027527059158809,2,0.3348919191012051,0.022754543303383952,100,1.5599486708641053,0.013013472785765966,1,0.32304280145874414,0.021035267895170708,200,2.4315489649772646,0.21208289934649827,1
Health-Commits0004,10000,0.22543534421884764,0.0022099899363566392,30,0.4750020384788513,0.007373954132604663,2,0.22497941318730516,0.002854064787828134,50,0.5094263911247253,0.009320572096994845,2,0.22301427287780534,0.005447528133370631,100,1.0080753684043884,0.004146577993734074,1,0.22172135555723216,0.005663777269945658,200,2.023657810688019,0.24380840250513983,1,0.22543534421884764,0.0022099899363566392,30,0.45021638870239256,0.0016573713792058728,2,0.22497941318730516,0.002854064787828134,50,0.5239993453025817,0.0026507347111121384,2,0.22301427287780534,0.005447528133370631,100,1.0360089898109437,0.02243988148539682,1,0.22172135555723216,0.005663777269945658,200,3.633017086982727,0.38331284029602375,1
Health-Commits0005,10000,0.208725716327814,0.021555341212820357,30,0.3283224105834961,0.004258288749540758,3,0.19470476755925584,0.018186086612380768,50,0.5225581407546998,0.004662663742845303,2,0.18718379103278432,0.012987188447460933,100,1.3775957822799683,0.004008332550349188,1,0.17748790566874578,0.016783604080138893,200,2.0551377177238463,0.14815385758379532,1,0.208725716327814,0.021555341212820357,30,0.6024044513702392,0.004979431679984279,3,0.19470476755925584,0.018186086612380768,50,0.8624102115631104,0.01223066169369759,2,0.18718379103278432,0.012987188447460933,100,1.0369563937187194,0.004858901794573804,1,0.17748790566874578,0.016783604080138893,200,3.729862833023071,0.09760612037237364,1
Health-Commits0006,10000,0.30017920992280356,0.01281400559968776,30,0.4520029664039612,0.004419840784532354,3,0.29820028017358907,0.0126862337315933,50,0.7409380912780762,0.004565910147681496,3,0.2884808234613599,0.015017235192599045,100,1.9301751732826233,0.014860690685578286,2,0.27343886765866887,0.016614091259150345,200,1.6552336812019348,0.31574542344365003,1,0.30017920992280356,0.01281400559968776,30,0.3485935926437378,0.0127795301999382,3,0.29820028017358907,0.0126862337315933,50,0.5692439556121827,0.006901749471821822,3,0.2884808234613599,0.015017235192599045,100,1.1273340463638306,0.029074721797352165,2,0.27343886765866887,0.016614091259150345,200,1.6062115669250487,0.30477013207811626,1
Health-Commits0007,10000,0.23115860683853873,0.026616379308362494,30,0.30287134647369385,0.005588562961546401,2,0.22081030612760064,0.026567017461846303,50,0.5357537031173706,0.002999473741451458,2,0.2027531979157715,0.01514059125649795,100,1.5803102612495423,0.01584820516923478,1,0.1951298948328001,0.014639685440810738,200,1.500127911567688,0.27352813822887007,1,0.23115860683853873,0.026616379308362494,30,0.33624892234802245,0.002146531457770724,2,0.22081030612760064,0.026567017461846303,50,0.5132537364959717,0.0033146446458271177,2,0.2027531979157715,0.01514059125649795,100,2.0835914850234984,0.013520683201893492,1,0.1951298948328001,0.014639685440810738,200,1.628385841846466,0.3042595806623804,1
Health-Commits0008,10000,0.3899038416412234,0.02532761378934381,30,0.3387270212173462,0.0044856636316938465,2,0.37957343450016073,0.025025347740704394,50,0.5185190677642822,0.007006691840501802,2,0.36129719729974485,0.018999974810176064,100,1.0996357560157777,0.012506424503419041,1,0.35291010921954735,0.02178629160856298,200,1.5762020707130433,0.3799765946945042,1,0.3899038416412234,0.02532761378934381,30,0.3172284960746765,0.004378220137000553,2,0.37957343450016073,0.025025347740704394,50,0.7418511748313904,0.007503162913767441,2,0.36129719729974485,0.018999974810176064,100,1.0093094468116761,0.004199343123605596,1,0.349032841491442,0.0214970753755873,200,3.31349493265152,0.262139210993735,1
Health-Commits0009,10000,0.13994713774822973,0.005118362680112246,30,0.47063279151916504,0.014452246173375271,2,0.13840227026187882,0.005259649931268638,50,0.509196937084198,0.004859594272042309,2,0.1355009552726139,0.005317917043591762,100,1.681950533390045,0.10975653093757529,1,0.13244208476719727,0.003993863236504876,200,1.718540370464325,0.3632655944679908,1,0.13994713774822973,0.005118362680112246,30,0.3094386100769043,0.00214423646396041,2,0.13840227026187882,0.005259649931268638,50,0.9465125918388366,0.006585659876812357,2,0.1355009552726139,0.005317917043591762,100,1.055266797542572,0.004294105968070354,1,0.13244208476719727,0.003993863236504876,200,2.3887128710746763,0.2115522112089699,1
Health-Commits0010,10000,0.3029837329382225,0.016479194815365958,30,0.5682676911354065,0.004919484075112312,2,0.298294455158775,0.013291033916631964,50,0.5639384031295777,0.024806145231557636,2,0.2900942009487451,0.008024497064601776,100,1.0373934745788573,0.019332041833616465,1,0.28677751358269366,0.006976481193605265,200,1.8314605593681335,0.31177230179686194,1,0.3029837329382225,0.016479194815365958,30,0.46421276330947875,0.0025901702336087575,2,0.298294455158775,0.013291033916631964,50,0.5183000206947327,0.011204556853611377,2,0.2900942009487451,0.008024497064601776,100,1.0153079748153686,0.003972927232067214,1,0.28677751358269366,0.006976481193605265,200,2.621382808685303,0.2852183102918105,1
Health-Commits0011,10000,0.042710024895647625,0.05156914900816923,30,0.29619852304458616,0.0011064665782001533,2,0.025238950955645538,0.019714355059324517,50,0.7293476462364197,0.00676366468116387,1,0.012186903572664543,0.012322101531001805,100,1.671641182899475,0.10885969933912754,1,0.010596189727723273,0.010366063141097162,200,2.83152459859848,0.6697863384093,1,0.042710024895647625,0.05156914900816923,30,0.29909334182739256,0.0017522250313812145,2,0.025238950955645538,0.019714355059324517,50,0.5507139563560486,0.009272418735027214,1,0.012186903572664543,0.012322101531001805,100,1.8352166056632995,0.03172311162052774,1,0.00817553195350949,0.00540980636761031,200,3.26191782951355,0.07084378368386333,1
LLVM,1024,0.0775843556503663,0.053625410512727616,30,0.14695563316345212,0.0027419310806498474,2,0.05542944890166659,0.009415404225284795,50,0.23843811750411986,0.004305532480483782,1,0.050662016305189905,0.007668055406443077,100,0.3750189900398254,0.06061553503158355,1,0.050662016305189905,0.007668055406443077,200,0.4017030715942383,0.13011852502399782,1,0.0775843556503663,0.053625410512727616,30,0.13188147544860834,0.002685526495000198,2,0.05542944890166659,0.009415404225284795,50,0.16384346485137935,0.0029425204094637902,1,0.04869226451381227,0.0069229066222375474,100,0.31848758459091187,0.005466350684079026,1,0.0461763854704888,0.003971143774303198,200,1.1588918089866638,0.029833766868488383,1
PostgreSQL,19008,0.020001117946144332,0.00036983206423614066,30,0.19568253755569454,0.0007366524051837746,2,0.01995468348242383,0.0003579251095848859,50,0.20272705554962153,0.005502765351466856,2,0.01995468348242383,0.0003579251095848859,100,0.21463699340820314,0.0069907764453340645,2,0.01995468348242383,0.0003579251095848859,200,0.25975611209869387,0.0073838085202497525,2,0.020001117946144332,0.00036983206423614066,30,0.10471323728561399,0.001376327428744721,2,0.01991318227501712,0.00032623403077010663,50,0.2529550313949585,0.004252732216022823,2,0.01980651203759135,0.0003009887808484901,100,0.5010348081588745,0.005316843884714062,1,0.019666270910573484,0.0002476053122236216,200,1.345398485660553,0.010349443368209093,1
SQL_AllMeasurements,4653,0.2915339128490825,0.0420354867085732,30,0.1552873134613037,0.0016810514071425812,3,0.2774561200531076,0.03297174344730498,50,0.167683732509613,0.003043760639649061,2,0.26997284964650364,0.034982533366999094,100,0.3594436883926392,0.07661257966978165,2,0.26997284964650364,0.034982533366999094,200,0.40746344327926637,0.10374195398719811,2,0.2915339128490825,0.0420354867085732,30,0.1717607736587524,0.0027396139915860773,3,0.2774561200531076,0.03297174344730498,50,0.2265367746353149,0.0012155158664298212,2,0.25978666705948417,0.03258956629043394,100,0.628716242313385,0.012842468016546914,1,0.23928752244977783,0.021482682792828046,200,0.9816488146781921,0.007140462972085158,1
SS-A,1343,0.2683921275797687,0.2441535302681266,30,0.31181519031524657,0.004435424958740697,2,0.17117444565578585,0.20185729084638634,50,0.47349181175231936,0.027099563773650404,1,0.13563973597824242,0.17657717631810632,100,0.847019374370575,0.23131143414577673,1,0.13446061277442725,0.1771336876495213,200,0.9855891346931458,0.3696280470183851,1,0.2683921275797687,0.2441535302681266,30,0.28242422342300416,0.006404772484776147,2,0.15305953089869506,0.17416329487911678,50,0.3306190848350525,0.001975769175980578,1,0.0780069767353714,0.05143276416788394,100,1.3186743021011353,0.1386017469320892,1,0.06089834970700585,0.022977056963239553,200,1.255847203731537,0.2023467880947644,1
SS-B,206,0.22822631121460235,0.0808815226959276,30,0.29789477586746216,0.004520236801532405,3,0.19478744345962512,0.05727945015702542,50,0.4885163426399231,0.0071243858419338685,2,0.1605072836462455,0.025632829659870238,100,0.965421462059021,0.06807361707447454,1,0.14529506037560805,0.006500110286507046,200,1.078420341014862,0.20914072881218082,1,0.22822631121460235,0.0808815226959276,30,0.30176362991333006,0.004803414852873227,3,0.19478744345962512,0.05727945015702542,50,0.5192752718925476,0.008763429000037863,2,0.1605072836462455,0.025632829659870238,100,0.9299882531166077,0.016509139135454248,1,0.14529506037560805,0.006500110286507046,200,1.9988698959350586,0.03505162007269583,1
SS-C,1512,0.4882238932496814,0.11859611966098518,30,0.2843010902404785,0.002280389521596024,3,0.44893023918265335,0.13070592776601173,50,0.49723067283630373,0.0181146551240089,2,0.43514602415650233,0.13476393053422392,100,1.7682562708854674,0.5188055620885874,2,0.43514602415650233,0.13476393053422392,200,0.8054005861282348,0.250646983324161,2,0.4882238932496814,0.11859611966098518,30,0.3120256304740906,0.004736437422979938,3,0.44893023918265335,0.13070592776601173,50,0.5285479068756104,0.011981640182386824,2,0.40584440628569096,0.13887321573776965,100,0.9379887104034423,0.011734359607339987,2,0.3220474518135054,0.10341063884549125,200,4.806373071670532,0.03825301560754651,1
SS-D,196,0.44287036407575187,0.020307235543293323,30,0.3771538853645325,0.0015873885314811925,2,0.4390759362914653,0.023388462824953327,50,0.6100918650627136,0.013146559407541178,2,0.4259616245978929,0.02696023392095814,100,0.9672482132911682,0.10226898070072042,1,0.4233565255692155,0.02766560719452679,200,1.2496401429176331,0.3003178711504424,1,0.44287036407575187,0.020307235543293323,30,0.29792027473449706,0.001273227103937152,2,0.4390759362914653,0.023388462824953327,50,0.6205082416534424,0.0030105241107064484,2,0.4259616245978929,0.02696023392095814,100,0.7239834547042847,0.0063576972408188135,1,0.42019571417313006,0.02692144898847376,200,2.0242913484573366,0.016909523659586017,1
SS-E,756,0.17108287205026756,0.026685110558556102,30,0.40087411403656004,0.00289617593474115,2,0.16193339197536694,0.014565586952014627,50,0.5520694494247437,0.02722844333674383,1,0.15459488995477838,0.004903378524374735,100,1.0016133189201355,0.00775143285368948,1,0.1534956926115852,0.003414527934228535,200,1.925160551071167,0.3785858220560842,1,0.17108287205026756,0.026685110558556102,30,0.19931552410125727,0.0008439616600854179,2,0.16193339197536694,0.014565586952014627,50,0.34481455087661744,0.004051349651803623,1,0.15459488995477838,0.004903378524374735,100,1.0422909617424012,0.010667511398486132,1,0.1534956926115852,0.003414527934228535,200,2.177436280250549,0.12588787802472007,1
SS-F,196,0.44376178650774734,0.021110606581908734,30,0.2954808473587036,0.0032177522340981228,2,0.4382271513372128,0.02193594653094581,50,0.5285133838653564,0.008726602327737606,2,0.42521714880729755,0.023778690853787803,100,0.8699600100517273,0.10794298399564525,1,0.42418394457176,0.02495901077767158,200,1.3882765650749207,0.35377006062888494,1,0.44376178650774734,0.021110606581908734,30,0.29040387868881223,0.0031453117044830583,2,0.4382271513372128,0.02193594653094581,50,0.5103227972984314,0.0028238958334919893,2,0.42521714880729755,0.023778690853787803,100,1.317851734161377,0.006550624750303516,1,0.42076871135063937,0.024777533688382203,200,2.2416446089744566,0.12140799478270027,1
SS-G,196,0.4413742493203462,0.017853383219226544,30,0.3087284803390503,0.002479471218943293,2,0.43834349659011274,0.019973488769408604,50,0.5048793435096741,0.0027013464676520025,2,0.42759787700927154,0.025311515824763906,100,1.0985571622848511,0.0679265382561744,1,0.42610508305672595,0.02675137553384857,200,1.4178419589996338,0.3113306002706493,1,0.4413742493203462,0.017853383219226544,30,0.35324944257736207,0.0017475685594524517,2,0.43834349659011274,0.019973488769408604,50,0.34465560913085935,0.0021254405790065707,2,0.42759787700927154,0.025311515824763906,100,0.9741803646087647,0.014212071704311801,1,0.42240137138415584,0.027027837099637995,200,2.4212031841278074,0.05973142984391288,1
SS-H,259,0.5716667981940897,0.1297222687925328,30,0.30191577672958375,0.009077259418068967,2,0.5328668195616132,0.12109090712601867,50,0.4846384167671204,0.005858566008430925,2,0.48126573402177675,0.10563306205247505,100,0.9423548698425293,0.10522131739931687,1,0.4538885994354841,0.10827488044342012,200,1.6240370512008666,0.4564387921332491,1,0.5716667981940897,0.1297222687925328,30,0.3881453275680542,0.005316188811900214,2,0.5328668195616132,0.12109090712601867,50,0.4905442237854004,0.006819817247479009,2,0.47735767936784307,0.10514968150588509,100,0.9956432342529297,0.009442547471944346,1,0.3897362228618434,0.07002239228083705,200,2.5525742053985594,0.03208582326339947,1
SS-I,1080,0.13366608400728713,0.10271419787357407,30,0.27084423303604127,0.0018688618835596249,3,0.08600296918492684,0.08110194605801017,50,0.5995803713798523,0.004823145330978288,2,0.039823069226514164,0.04350898681953737,100,0.9948507905006408,0.00552864612900941,1,0.02420594851633507,0.015026281182393667,200,0.9751454710960388,0.19606929415109514,1,0.13366608400728713,0.10271419787357407,30,0.2958851456642151,0.0036994856824117887,3,0.08600296918492684,0.08110194605801017,50,0.45502504110336306,0.0025856750691573187,2,0.039823069226514164,0.04350898681953737,100,1.376976525783539,0.00838478935614723,1,0.019733627727350028,0.012542158618287601,200,1.9362299203872682,0.013759277004004573,1
SS-J,3840,0.07894919951129688,0.0064984847266790725,30,0.3197213292121887,0.0030589537513159557,2,0.07650293256680443,0.006104813449739672,50,0.5124042987823486,0.004200742484707604,2,0.07229191122737755,0.0034033697683853964,100,0.7626808881759644,0.05243178210216701,1,0.07124083752011068,0.0034695832921269455,200,2.1065619826316833,0.6272897394135165,1,0.07894919951129688,0.0064984847266790725,30,0.2973647594451904,0.0017982871063530988,2,0.07650293256680443,0.006104813449739672,50,0.6931385278701783,0.004616721231893483,2,0.07229191122737755,0.0034033697683853964,100,1.069720208644867,0.008476854948452057,1,0.07065227582765952,0.0028996207706317545,200,1.8311405658721924,0.017680608205829486,1
SS-K,2880,0.08617487341583427,0.02004448996934231,30,0.321826708316803,0.004883141474619366,3,0.07711012898361748,0.015873475342972218,50,0.5486426949501038,0.005752039170131949,2,0.07163212978423365,0.009455658045316619,100,1.0403226494789124,0.020829285512651268,1,0.06584908801719175,0.003594667712132121,200,1.8165634632110597,0.20538236873519378,1,0.08617487341583427,0.02004448996934231,30,0.3071595311164856,0.003115637637396029,3,0.07711012898361748,0.015873475342972218,50,0.49739612340927125,0.0013311168775951134,2,0.07163212978423365,0.009455658045316619,100,1.3125929713249207,0.004893432300246597,1,0.06568335193678373,0.003455232810589285,200,1.92870374917984,0.16046151310446427,1
SS-L,1023,0.23951911117232805,0.09071262476209946,30,0.20887687206268307,0.004143115848989776,2,0.1864572406894793,0.008899256188664748,50,0.41028140783309935,0.021821560687809306,1,0.18021691389779618,0.007700557405020689,100,0.7857051849365234,0.03566461893415929,1,0.17432161787003367,0.005104081618791757,200,1.1114606022834779,0.18739909377769295,1,0.23951911117232805,0.09071262476209946,30,0.2053099513053894,0.0067908572431972835,2,0.1864572406894793,0.008899256188664748,50,0.35010395050048826,0.009006488681823337,1,0.18021691389779618,0.007700557405020689,100,0.6588448524475098,0.012697400245474298,1,0.17432161787003367,0.005104081618791757,200,2.23527615070343,0.07774763352506898,1
SS-M,864,0.006999352919758339,0.0030913591902327958,30,0.30723937749862673,0.001389623245686642,2,0.006142010774642975,0.003004463480572035,50,0.49225754737854005,0.0024914187312536766,2,0.004903540541610971,0.0017689546112412858,100,1.6978888392448426,0.07881448455059668,1,0.004520172468623596,0.0014706319313490899,200,1.4292956829071044,0.32384629782480545,1,0.006999352919758339,0.0030913591902327958,30,0.2962310791015625,0.0010801899225349623,2,0.006142010774642975,0.003004463480572035,50,0.5044654726982116,0.003065135705731897,2,0.004903540541610971,0.0017689546112412858,100,1.0290467500686646,0.08723854903944815,1,0.004173447802011031,0.00031392478851568584,200,2.7426515340805055,0.32490097626981984,1
SS-N,53662,0.15955840496646895,0.012435085642560169,30,0.3589960694313049,0.017851113012550948,2,0.15533131373809855,0.009837555466692408,50,0.3761772871017456,0.006022951912795213,2,0.152621294359031,0.007671389585180896,100,0.6856692433357239,0.002525844621201114,1,0.1487257406764757,0.005456769653898049,200,1.2566996335983276,0.16539966417512142,1,0.15955840496646895,0.012435085642560169,30,0.2203910231590271,0.003811067445885324,2,0.15533131373809855,0.009837555466692408,50,0.5742947816848755,0.032733992381721394,2,0.152621294359031,0.007671389585180896,100,0.842119836807251,0.10586874942041609,1,0.1486373251716117,0.005460098100834273,200,1.5436189651489258,0.029885662561161444,1
SS-O,972,0.19320658482554195,0.009716982380312128,30,0.20417652130126948,0.0019210038799430083,2,0.19036957867855636,0.007992121310508176,50,0.33498029708862304,0.00169503887592101,2,0.18640233480613416,0.006355546536522311,100,0.66456538438797,0.029233216879177674,1,0.18381825544543082,0.0052289650593991275,200,1.8048806548118592,0.42536194401377386,1,0.19320658482554195,0.009716982380312128,30,0.30262049436569216,0.005330249251559827,2,0.19036957867855636,0.007992121310508176,50,0.5044201254844666,0.004476099590709857,2,0.18640233480613416,0.006355546536522311,100,0.9781711101531982,0.11213835423887783,1,0.18214963331663644,0.00282451173732228,200,1.0799196600914,0.2124805266215165,1
SS-P,1023,0.23951911117232805,0.09071262476209946,30,0.28930867910385133,0.0039036400451019247,2,0.1864572406894793,0.008899256188664748,50,0.32444133758544924,0.005573022735512868,1,0.18021691389779618,0.007700557405020689,100,0.6434084892272949,0.011816598200616552,1,0.17432161787003367,0.005104081618791757,200,1.004495584964752,0.19671251501556447,1,0.23951911117232805,0.09071262476209946,30,0.20321085453033444,0.004016802222837701,2,0.1864572406894793,0.008899256188664748,50,0.35367915630340574,0.0069311960210064185,1,0.18021691389779618,0.007700557405020689,100,0.9390297293663025,0.07872039424299808,1,0.17432161787003367,0.005104081618791757,200,1.1440726161003112,0.20181455595846176,1
