Dataset,Rows,GA-30_mean,GA-30_std,GA-30_budget,GA-30_runtime_mean,GA-30_runtime_std,GA-30_tier,GA-50_mean,GA-50_std,GA-50_budget,GA-50_runtime_mean,GA-50_runtime_std,GA-50_tier,GA-100_mean,GA-100_std,GA-100_budget,GA-100_runtime_mean,GA-100_runtime_std,GA-100_tier,GA-200_mean,GA-200_std,GA-200_budget,GA-200_runtime_mean,GA-200_runtime_std,GA-200_tier,ONEPLUSONE-30_mean,ONEPLUSONE-30_std,ONEPLUSONE-30_budget,ONEPLUSONE-30_runtime_mean,ONEPLUSONE-30_runtime_std,ONEPLUSONE-30_tier,ONEPLUSONE-50_mean,ONEPLUSONE-50_std,ONEPLUSONE-50_budget,ONEPLUSONE-50_runtime_mean,ONEPLUSONE-50_runtime_std,ONEPLUSONE-50_tier,ONEPLUSONE-100_mean,ONEPLUSONE-100_std,ONEPLUSONE-100_budget,ONEPLUSONE-100_runtime_mean,ONEPLUSONE-100_runtime_std,ONEPLUSONE-100_tier,ONEPLUSONE-200_mean,ONEPLUSONE-200_std,ONEPLUSONE-200_budget,ONEPLUSONE-200_runtime_mean,ONEPLUSONE-200_runtime_std,ONEPLUSONE-200_tier
Health-ClosedPRs0008,10000,0.6804556814035181,0.11672683480134415,30,0.35084607601165774,0.04527806258325649,2,0.6475438981529955,0.10316882173383857,50,0.5024765133857727,0.06781581891341174,2,0.5695723056201712,0.17492344152143532,100,0.812368643283844,0.10687465441857899,1,0.5062660369824811,0.2017599982627211,200,1.0165672063827516,0.15017129901923387,1,0.7367349978183217,0.12302469181876396,30.0,0.31711325645446775,0.018157726475079253,3.0,0.6959699902119442,0.12318325403722569,50,0.8504608154296875,0.03486485910462478,3,0.6661586377725147,0.12471067268867005,100,1.372264301776886,0.051275309338967415,2,0.6367977049688163,0.11117338825334734,200,2.7638718485832214,0.1863791695194061,2
Health-ClosedPRs0009,10000,0.5804387788965306,0.13402141071668136,30,0.36656365394592283,0.025433190541023897,2,0.5599624906135323,0.1454042159800407,50,0.4933371663093567,0.050974357131568046,2,0.5164829062130264,0.16042776833685418,100,0.6976747632026672,0.06272771435896907,1,0.49033866625274225,0.1704976542823112,200,0.7775445342063904,0.08930217667775625,1,0.6268665627776404,0.09566424563472074,30.0,0.5115943789482117,0.0117436391520738,2.0,0.5687385866154006,0.1441293281758512,50,0.8595587015151978,0.03287976935741259,2,0.5237498837074283,0.15560397463510578,100,1.2143970131874084,0.1313152566679455,1,0.48910127143394755,0.1315528067663015,200,3.768064248561859,0.15880359714453743,1
Health-ClosedPRs0010,10000,0.46179728081748916,0.10349040098520479,30,0.3683691143989563,0.0350601899293827,2,0.44474877548428776,0.11480857937526254,50,0.521983802318573,0.07592541912433855,2,0.4072130411426844,0.13257997912483352,100,0.7225274801254272,0.10155644851428468,1,0.3851992412210279,0.1381041559249868,200,1.302058219909668,0.24019442492615178,1,0.49880355277821237,0.10518355624569953,30.0,0.44592554569244386,0.002932823884092229,2.0,0.4817745249757321,0.11316915777393143,50,0.7242490530014039,0.11777028414283795,2,0.4565507612087275,0.11529346411525854,100,1.648918616771698,0.06462158214817738,2,0.4313341092832942,0.10642514829895514,200,2.414090871810913,0.2160190529486789,1
Health-ClosedPRs0011,10000,0.0,0.0,30,0.339924693107605,0.023962502037355532,1,0.0,0.0,50,0.6055276274681092,0.050282892664561214,1,0.0,0.0,100,0.9427435874938965,0.13046574209902603,1,0.0,0.0,200,1.6604655742645265,0.2509362504644289,1,0.00148827148569741,0.00665575242198803,30.0,0.2997381329536438,0.001511213564085257,1.0,0.0,0.0,50,0.5051731109619141,0.0023089597278784166,1,0.0,0.0,100,1.8487574577331543,0.0864896267282327,1,0.0,0.0,200,1.5398890137672425,0.2667090751872675,1
Health-Commits0000,10000,0.2607784692978585,0.10041754553847601,30,0.34169195890426635,0.027399745895720938,1,0.24964546801210674,0.0962676896876049,50,0.44949541091918943,0.05258113760317919,1,0.20636539995987505,0.0806337083765342,100,0.5176278233528138,0.06402439705070553,1,0.16248456703071304,0.073698974076075,200,1.2185954332351685,0.14899912688950248,1,0.5058979046318932,0.3370728580475953,30.0,0.3961210012435913,0.007888134501129839,2.0,0.3852074958986999,0.2795375137445027,50,1.066865360736847,0.03645881630081974,2,0.27548529587022946,0.1679142203026051,100,1.6162166833877563,0.05964731967335368,1,0.21123091913152642,0.047176926193382825,200,1.5997165441513062,0.25407299823346835,1
Health-Commits0001,10000,0.16494817947313994,0.00011703318580429014,30,0.36868287324905397,0.029029479718378732,1,0.16473614980632226,0.0008768793557572816,50,0.33631694316864014,0.03307891004594283,1,0.1647349623083564,0.0008765543139278962,100,0.5250827074050903,0.04583949803626815,1,0.16473496230835638,0.0008765543139278896,200,0.8017682194709778,0.10448993008149308,1,0.16834998082701605,0.01416319372472567,30.0,0.34637677669525146,0.014271228769738974,2.0,0.16580142676894954,0.002949019234621792,50,0.6714063167572022,0.004017764303536549,1,0.1649883109589853,0.0002540323814367996,100,1.0273815393447876,0.007286845391710658,1,0.16493954421821141,0.00013646993209610422,200,1.573031771183014,0.28645393421472376,1
Health-Commits0002,10000,0.47883846542375147,0.0731319591675455,30,0.2596988081932068,0.01973432996375715,2,0.4659127964542066,0.0887722544377039,50,0.5261744976043701,0.053736738770429726,2,0.45785603058639734,0.1038059534874523,100,0.8874703407287597,0.12356356212414459,2,0.4497044959990598,0.11011997112517057,200,1.6813711404800415,0.31713112104890506,2,0.477229025825598,0.0773950468648795,30.0,0.29946871995925906,0.003808414233936122,2.0,0.4682114462794907,0.0844912533398376,50,0.508849561214447,0.005624352453048363,2,0.4304856130348698,0.11371454072548,100,1.5334878325462342,0.12275276075651322,1,0.42227980260025816,0.11319183065002292,200,2.768948531150818,0.32422437921509734,1
Health-Commits0003,10000,0.3783903721957213,0.04963193848923369,30,0.25525790452957153,0.020378403025711627,2,0.3663683747809095,0.0459428191052568,50,0.34374178647994996,0.03772747636652223,2,0.32698543631374727,0.05294265244815842,100,0.7740649461746216,0.1016222152016387,1,0.3085258616910855,0.05226025655061915,200,1.0575012922286988,0.11414868348914615,1,0.4238826841026513,0.04134502994406206,30.0,0.5000810503959656,0.006666215660387811,3.0,0.40473685900910494,0.03966087878000797,50,0.5238504767417907,0.0044312465649616935,3,0.3849751971058723,0.04078569194975665,100,1.002161169052124,0.01662405778070559,2,0.3664978879721135,0.03038251746634388,200,2.350684976577759,0.2039719685297935,2
Health-Commits0004,10000,0.22576106968639062,0.002092712201975418,30,0.40503391027450564,0.042800894102203155,1,0.22558683257038545,0.0020643618116724218,50,0.669797158241272,0.086259575332243,1,0.22535082258177605,0.002066525973465553,100,0.49072039127349854,0.054162069578628874,1,0.22520182919849613,0.0021376605229991835,200,0.7866684913635253,0.07919543592704972,1,0.2286313357090901,0.0070266097187866704,30.0,0.49107019901275634,0.004610290079390018,2.0,0.22616118815582933,0.003150884375351191,50,0.534254503250122,0.003518658146004124,1,0.2256086429396753,0.0034911975193370527,100,1.2438999891281128,0.15256142347656657,1,0.22548768528278096,0.0034370061875716473,200,1.626929271221161,0.3183959127636458,1
Health-Commits0005,10000,0.23338975304580858,0.08141796640234387,30,0.38888121843338014,0.03773180166445852,1,0.1954841507856639,0.022251349867720236,50,0.5227438926696777,0.07889640799426817,1,0.1856713555075556,0.02227856552439087,100,0.7948144555091858,0.11017821908036209,1,0.177852771936997,0.020526893358183328,200,1.1384329080581665,0.1276696728073492,1,0.3379070204953788,0.12026293476437598,30.0,0.3066041350364685,0.003236359277969951,2.0,0.3061613607305088,0.09981267029567162,50,0.5583760857582092,0.01231308351348445,2,0.26842666035976814,0.08852507232691904,100,1.046045732498169,0.008461093884653804,2,0.2314854754149442,0.056777045606033194,200,1.8829109907150268,0.26462902443072833,1
Health-Commits0006,10000,0.29682116794387825,0.015061114957638644,30,0.3523368716239929,0.03768865256799353,3,0.29179653253579424,0.016263668231630404,50,0.36629310846328733,0.05474503235896985,2,0.2808691937953892,0.025058047360923517,100,0.5292418956756592,0.06418177532361864,1,0.27177720857708226,0.025725735422261052,200,0.7964710116386413,0.07771069262572558,1,0.3033647478295923,0.02061743647075552,30.0,0.3096373677253723,0.0013154360594965773,3.0,0.29932470455190024,0.019513551810594203,50,0.49938535690307617,0.006058145244548902,3,0.2908886490523251,0.021035712712927066,100,1.0355003118515014,0.006681087934255418,2,0.2852869580016374,0.020139277927479066,200,4.163943946361542,0.07663761703662345,1
Health-Commits0007,10000,0.2523585919146403,0.07616110876051048,30,0.2546120762825012,0.021072313898469475,1,0.24358954647451272,0.07031000902454225,50,0.6256483435630799,0.07693057261021705,1,0.2253614741845646,0.06273579847756895,100,0.9430348753929139,0.13669232061545186,1,0.21885095909951469,0.06322328766189136,200,0.7833952903747559,0.08928388467935862,1,0.31801626005211736,0.13033084404415152,30.0,0.31355772018432615,0.0037298596235784396,2.0,0.2732584596270441,0.10866295938464485,50,0.5046947360038757,0.004065192138577144,2,0.22649461113055333,0.03830781833783927,100,1.0007418036460876,0.006587755103464096,1,0.21875654115556623,0.028522083035712825,200,2.8645995974540712,0.36322921545595377,1
Health-Commits0008,10000,0.38868108796184037,0.024964753049949426,30,0.49957784414291384,0.052887909352774265,2,0.37723940524668065,0.03041261861626211,50,0.5464376211166382,0.07252236493339187,1,0.3665742053236539,0.032671661905915174,100,0.502273416519165,0.060600480678599064,1,0.3604753339656681,0.03601839340067042,200,0.7437828660011292,0.10243961249278125,1,0.40201740973262445,0.03675433039400623,30.0,0.4431466817855835,0.00513546430477752,2.0,0.38714149978446627,0.040021428512608405,50,0.6799350380897522,0.01656336662225856,2,0.37796902591037024,0.037145061993480846,100,1.0721246004104614,0.018797617611047385,1,0.37522478693081707,0.03515096128704451,200,2.4231557607650758,0.19359472174225484,1
Health-Commits0009,10000,0.13840237108808492,0.005371115520022319,30,0.38547390699386597,0.032454851947416985,2,0.1355348272326382,0.005819817984468303,50,0.3724146127700806,0.044104848180740334,1,0.13175851148290632,0.0070241869315977225,100,0.916047191619873,0.07776888843726941,1,0.12964767174006997,0.00712013908025235,200,0.8189296841621398,0.06812130398300505,1,0.14744516026177618,0.01164527399094179,30.0,0.46325887441635133,0.02986898545190505,3.0,0.14276872541705948,0.009272086184731665,50,0.7431037306785584,0.19577536243753324,2,0.1392215168073019,0.010992993886494388,100,2.132571589946747,0.08987935740230933,2,0.13600396358669242,0.007200912068276962,200,4.102873086929321,0.02755912716678177,1
Health-Commits0010,10000,0.3077262957047731,0.021287655691731133,30,0.5201280951499939,0.04653951198989069,2,0.3031816680300709,0.02203605072984415,50,0.4808863639831543,0.058676929640822745,1,0.29989653747779244,0.02363627158423397,100,0.7894100546836853,0.08049407575243271,1,0.29548170117831957,0.024864654609899832,200,1.4048534750938415,0.17572964228150412,1,0.31992122371036047,0.022271146249847187,30.0,0.4930391192436218,0.010955013041517794,2.0,0.3150867795410177,0.019530375098515386,50,0.7790226459503173,0.0414963872740784,2,0.30901937206910846,0.020057155213254012,100,1.3946545839309692,0.17565735072043848,2,0.2976309200751234,0.015155091266353104,200,2.5337871432304384,0.2276428453900036,1
Health-Commits0011,10000,0.060133200569216186,0.06624195112683705,30,0.36357357501983645,0.039872417956370754,1,0.050249722349688275,0.05909885325900729,50,0.4987256288528442,0.07713090072098197,1,0.034069053322253344,0.04749362245346199,100,0.7376489400863647,0.09300709671675242,1,0.025568368403176955,0.0356781669133888,200,1.0762908935546875,0.11145857163051723,1,0.18665577399020622,0.09150627892586738,30.0,0.5410227298736572,0.024768665951123994,2.0,0.1446289692992841,0.10798728342964649,50,0.7476195573806763,0.05447961844098849,2,0.06465998296161157,0.07035513195816125,100,0.9967056155204773,0.008864041543482635,1,0.048536076127874125,0.04290000713079547,200,1.6970037579536439,0.34419875301593283,1
LLVM,1024,0.07245909534433033,0.06361230490132404,30,0.15367277860641476,0.01535452704414182,1,0.04711786518839344,0.005931852388250579,50,0.16624416112899779,0.017618691833777473,1,0.04217794454095022,0.002386951913822074,100,0.2985353708267212,0.028284254928897336,1,0.04144539584028979,0.0018629333878763226,200,0.28767675161361694,0.023912769446996492,1,0.2215133403234173,0.1408734861803147,30.0,0.02042180299758907,0.00026515174437591376,2.0,0.18822004484751795,0.11830729026546506,50,0.03154802322387692,0.0026988845188645975,2,0.14624731144459688,0.08017071578503449,100,0.04969198703765865,0.0031566415583602777,2,0.109284619921688,0.07329727561024342,200,0.10694196224212642,0.005662642006155296,1
PostgreSQL,19008,0.02013332293921762,0.0004882107822447666,30,0.1711315274238586,0.013616690454942206,1,0.019890122100750408,0.0003239249894318183,50,0.24408749341964717,0.02448107092751096,1,0.019843250824910737,0.0003341769782926831,100,0.21274969577789302,0.028861671875861306,1,0.019815857744543527,0.00032855056504973263,200,0.6671245932579041,0.09148183008800335,1,0.021413557972529904,0.0010750728930730234,30.0,0.22544418573379513,0.015989137895440354,2.0,0.021006069647869507,0.000738171228996764,50,0.2533866047859192,0.006471725890761095,2,0.020514794235463756,0.0005184974930518645,100,0.6437719583511352,0.004193930909294271,1,0.02026121360275471,0.00041756690317971235,200,0.6777360081672669,0.017215020787259526,1
SQL_AllMeasurements,4653,0.2958715628595297,0.05235270479822296,30,0.13923026323318477,0.0030500946617375013,1,0.2654479725650333,0.04593131017564234,50,0.16609539985656735,0.001819309955436146,1,0.2356709333278638,0.034077198431809085,100,0.6262569069862366,0.0072272819587970785,1,0.2090703413346376,0.01747456569083641,200,1.3303794145584107,0.007919188199954979,1,0.3991948626660633,0.06594837371647777,30.0,0.026871705055236766,0.00038660818922601483,3.0,0.3663947127070908,0.055783929858169795,50,0.03632187843322749,0.0018841511763238036,3,0.34649689741728046,0.034974400435677955,100,0.06940013170242305,0.0023417178201450076,2,0.31497050381155745,0.03865401899119544,200,0.14595156908035273,0.004978186602978278,2
SS-A,1343,0.4470021728226155,0.2410302394587213,30,0.18026871681213374,0.02450152465528913,2,0.44353096482911997,0.24523540308942893,50,0.47382029294967654,0.0559604681870216,2,0.43591288309633314,0.253910660812596,100,0.30521851778030396,0.03379910225438197,2,0.4043531348029969,0.26660664614696156,200,0.5057499289512635,0.061136711949327384,2,0.43373610772032567,0.3051934757400804,30.0,0.2479523658752441,0.011676356495209254,2.0,0.3762533241657974,0.31849285736037575,50,0.4446692824363708,0.02387600887868143,2,0.284577157790173,0.30180410166238236,100,0.9662572741508484,0.09149649754922018,1,0.1787960929839148,0.25540032079698466,200,1.3360989689826965,0.20873713892066603,1
SS-B,206,0.2523878380549205,0.0951791299637478,30,0.12918224334716794,0.018341804895722017,2,0.23325010610459146,0.09845406085427288,50,0.19096685647964476,0.029533745585608385,2,0.1839769319995072,0.06374634174520273,100,0.24874491691589357,0.04901570547291501,1,0.15063411361572307,0.021520663034422318,200,0.42885431051254275,0.10363609475885349,1,0.2724658252289835,0.15448820762722856,30.0,0.2917005181312561,0.056181708942992896,2.0,0.1837543489415099,0.10276048029469681,50,0.25227305889129636,0.04903154137616502,1,0.15652429364115777,0.0646599660078,100,0.5336320519447326,0.10255386163852609,1,0.13947165029245356,0.004404146962280284,200,0.836188805103302,0.19665458347639306,1
SS-C,1512,0.5157347292513601,0.2127387277253219,30,0.13182853460311889,0.014043932360783452,2,0.42611684565910374,0.2684194612568428,50,0.22723511457443238,0.023671111473647692,2,0.3345015254412397,0.289301481558401,100,0.3455704808235168,0.044802472088190166,1,0.30851545500859806,0.29196849305903927,200,0.27245631217956545,0.040605879890519524,1,0.4779192248534138,0.319865675011648,30.0,0.3044732570648193,0.031892580458398954,2.0,0.3953521067909556,0.3360322412841073,50,0.45400550365448,0.044929856818968814,2,0.33882584697367246,0.3000807220967869,100,0.8819479465484619,0.13834475380830127,1,0.18345624141374178,0.20294080392429556,200,1.0548837661743165,0.1971349032362602,1
SS-D,196,0.4510422692758592,0.009187260214517106,30,0.1639505863189697,0.015046224725882235,2,0.450852997206864,0.009047969776194958,50,0.20987721681594845,0.024478242243840393,2,0.4506404098568876,0.008984450483723082,100,0.29931843280792236,0.0357705060064824,2,0.4493742374434165,0.013495628843631771,200,0.4100960612297058,0.049964639888143106,2,0.45174807875827055,0.011942867475440943,30.0,0.1967190504074096,0.008965546587107952,2.0,0.4500958899782785,0.015581913823500883,50,0.48820831775665285,0.022077525388317042,2,0.44392939591501646,0.024603595274603884,100,0.9610310554504394,0.09004500126803104,2,0.4323114411661506,0.029966053304171823,200,1.6999236583709716,0.08773546198027972,1
SS-E,756,0.1842578676167461,0.04310842691414772,30,0.17143887281417844,0.026337779766896715,1,0.17612771991416556,0.040145979512803555,50,0.20159833431243893,0.03152202153408409,1,0.17048859509195058,0.036031576204962244,100,0.32806156873703,0.05117583456734802,1,0.15681101496989577,0.010909333534058914,200,0.5699116349220276,0.07004859637115636,1,0.2181956123202443,0.07568292401809232,30.0,0.22980502843856807,0.011346198320616023,2.0,0.1962267992387076,0.06842214937534931,50,0.7114694595336915,0.06248921733801384,2,0.17585638030079087,0.055216618210473745,100,0.6192966222763061,0.043676115701057915,1,0.17336501604075258,0.053339051401064846,200,1.7588985323905946,0.17155723855118346,1
SS-F,196,0.44607142153283597,0.01897006288828123,30,0.18564532995223995,0.021165040810596922,2,0.44600450267099667,0.018851640282161904,50,0.19775644540786738,0.02778158096280902,2,0.44410058989133105,0.01840724968515377,100,0.26939462423324584,0.03258512653443246,2,0.442300565454911,0.020695683087367966,200,0.46715894937515257,0.057489342194604,2,0.4543223136929167,0.02163676979183596,30.0,0.19749549627304072,0.007983665793802322,3.0,0.45161153198060866,0.01870665650953193,50,0.34530723094940186,0.011528696915012952,3,0.44210166667336515,0.02495861105371319,100,0.8958318114280701,0.09544856960302554,2,0.43160040237957753,0.025002482083460096,200,1.0640051245689393,0.22403635903873703,1
SS-G,196,0.4469692081575921,0.018786937550069462,30,0.16132290363311763,0.022382126298273144,1,0.4454296329833203,0.016604646556308993,50,0.23581163883209225,0.03497305738366874,1,0.44437766753168767,0.016053492214892502,100,0.38800802230834963,0.05532072320837549,1,0.4432311145934619,0.018727440432697116,200,0.4107197403907776,0.047569116884708586,1,0.4540739312075236,0.023523869121766832,30.0,0.1925952076911926,0.007466522592935259,2.0,0.4496796732667375,0.0203776624757472,50,0.32104724645614624,0.013307841474333192,2,0.44621796831500926,0.013612640990953374,100,1.013611114025116,0.08714747184100907,1,0.4422027351787162,0.017977557025688675,200,1.8486148715019226,0.14012346210617255,1
SS-H,259,0.5682151294800042,0.16297782347185544,30,0.1897943258285522,0.027285540337797398,2,0.5299812660669497,0.19705787819098533,50,0.2440139889717102,0.039888729083329535,2,0.41735096560535406,0.21920248360229586,100,0.3973452687263489,0.06447260833441903,1,0.31253836810068736,0.16592226778557526,200,0.42998204231262205,0.08452881196971096,1,0.571241335012033,0.21926999151013243,30.0,0.18925906419754024,0.01966866550746271,2.0,0.5115798965534918,0.23253535028303668,50,0.28424596786499023,0.026692401094693723,2,0.43980525320391506,0.2043643636118602,100,1.033281648159027,0.08666866714769832,1,0.3926600455843851,0.17016746304433752,200,1.1413068175315857,0.12737773137865752,1
SS-I,1080,0.12649593482497717,0.11579670957909047,30,0.16054915189743038,0.013054353144231553,1,0.10633415631033234,0.11386113752688443,50,0.22789664268493653,0.03035667276234878,1,0.09507351227970902,0.11139165305137966,100,0.5454272031784058,0.06915906807273525,1,0.09492247451277076,0.11138215104978891,200,0.9624838471412659,0.12754079876280902,1,0.2176743296160995,0.10628006826672191,30.0,0.3262881517410278,0.008606652184581952,2.0,0.20301995831576938,0.10987047207378861,50,0.3293323516845703,0.0036114031352041933,2,0.19059217064105977,0.09902224895917341,100,0.7342895984649658,0.04184653443456489,2,0.10614795781798694,0.08878965264981399,200,2.5950718998908995,0.10223296436523743,1
SS-J,3840,0.09125563300930507,0.046041011351562994,30,0.17265840768814084,0.012885423467812303,1,0.0842686976305114,0.034617103999133834,50,0.25453479290008546,0.022487839847872372,1,0.0747265722787104,0.004717534945183038,100,0.41407859325408936,0.037551606025971664,1,0.07437235237476354,0.004517049967593939,200,0.7672723650932312,0.07760949675306962,1,0.12760028897251466,0.08076445402196213,30.0,0.19986169338226314,0.0019332230805777751,2.0,0.11967243507060552,0.08328687820130583,50,0.3420014619827271,0.0027455212023606897,2,0.09167636052844268,0.05171473845392664,100,1.01693913936615,0.014324290651436585,1,0.07785642070856538,0.00790299997911682,200,1.4227020859718322,0.014373390071092364,1
SS-K,2880,0.11935520810482628,0.049644882493763136,30,0.16650699377059935,0.017471830735690613,2,0.11091544242231792,0.0529114441563098,50,0.24221509695053095,0.02730109866846391,1,0.1044404081717853,0.0521750071707786,100,0.37451082468032837,0.048746245493337,1,0.09233684162809538,0.032247401302979366,200,1.1632026433944702,0.16300088067108784,1,0.1347014144409177,0.07086982668210033,30.0,0.3745535731315613,0.020530137327726385,2.0,0.11887856010639108,0.06357294165740575,50,0.39795392751693726,0.030162887370597923,2,0.10129736750523788,0.026878356094259495,100,1.1827271699905395,0.05698677353107455,1,0.09756170568637404,0.027127694771789522,200,1.8898492932319642,0.0792948549526514,1
SS-L,1023,0.19935584285117883,0.0611412555145964,30,0.16953631639480587,0.015040495724726734,1,0.175254119711153,0.006380058903556985,50,0.3632437944412231,0.03532340787470607,1,0.17040399849620685,0.002369962287618877,100,0.3941378593444824,0.04174929989683011,1,0.16943209167917148,0.00134152618839352,200,1.031738269329071,0.09814141058030716,1,0.4423197472839777,0.14112341089723637,30.0,0.028138530254363976,0.0003294094913988222,3.0,0.38407145448265323,0.14463787523836477,50,0.04084558486938472,0.002962340018997849,3,0.31741704599616644,0.12907929453320952,100,0.10340456962585447,0.004597868410546768,2,0.2513991281845789,0.11215782779639465,200,0.2080567598342895,0.00568345871764258,1
SS-M,864,0.006737944027396821,0.003119640098277362,30,0.289224648475647,0.016344714319045998,1,0.004338880216551045,0.0007243659171247906,50,0.45151978731155396,0.02438047986594672,1,0.00374987279578069,0.0003788166356803582,100,0.859848141670227,0.04586650145711259,1,0.00343766558335806,0.00014860689475345115,200,1.2813666701316833,0.29858839689095257,1,0.04188036639154858,0.030464144870445783,30.0,0.07735978364944454,0.00040327590246773247,3.0,0.028466663443463203,0.021856125815475597,50,0.06296867132186885,0.0008218185266624006,2,0.022951428718856748,0.019086279020722373,100,0.10335975885391231,0.0006821021834089689,2,0.011139527308856974,0.012334979695498191,200,0.43263815641403197,0.01265307077331102,1
SS-N,53662,0.16276290466272705,0.02394385815273357,30,0.1943796634674072,0.00914534431404766,1,0.15641943299823308,0.01996233310313532,50,0.36809598207473754,0.02495441469993067,1,0.13976047273743525,0.016476835457730633,100,0.6556843757629395,0.024642804274870773,1,0.13336883466044486,0.018302667602970574,200,1.299950325489044,0.036353263032112726,1,0.18805314945753093,0.04374934450935782,30.0,0.26777822971343995,0.03504485543761793,2.0,0.17451220400057507,0.028897620540329304,50,0.35738195180892945,0.0030786428318772606,2,0.16086713052483106,0.023928101816315085,100,0.6969502091407775,0.006607960806160788,1,0.15438225247671084,0.019655470935535962,200,1.4344682335853576,0.03929245449339768,1
SS-O,972,0.20091250913883832,0.029956228066144598,30,0.18856859207153318,0.011325537084645867,1,0.19826597618577274,0.03072965875225198,50,0.3947836995124817,0.029673454367107152,1,0.19657281284212133,0.031283701063009026,100,0.7182798504829406,0.07428325899117233,1,0.19145649475187748,0.02372001795735299,200,1.2900646686553956,0.11669515376535038,1,0.25834109927594323,0.056208071967751856,30.0,0.2966361403465271,0.007269573339740772,3.0,0.23487838038563508,0.04653556447493747,50,0.5606977343559265,0.008710504494380643,2,0.22173262411624822,0.03659260810920675,100,0.8642348170280456,0.009232223884432955,2,0.19873762688339439,0.010189262486273476,200,2.032166314125061,0.12944587981785463,1
SS-P,1023,0.19935584285117883,0.0611412555145964,30,0.25545421838760374,0.020984003928138175,1,0.175254119711153,0.006380058903556985,50,0.2748376727104187,0.029762645126772482,1,0.17040399849620685,0.002369962287618877,100,0.377402663230896,0.03998716382913829,1,0.16943209167917148,0.00134152618839352,200,0.8189235806465149,0.0787291149831507,1,0.4423197472839777,0.14112341089723637,30.0,0.048660826683044396,0.0004092362266028255,3.0,0.38407145448265323,0.14463787523836477,50,0.07467751502990719,0.005478736053725978,3,0.31741704599616644,0.12907929453320952,100,0.10894594192504878,0.004951704522639569,2,0.2513991281845789,0.11215782779639465,200,0.13811985254287715,0.003388676114540547,1
SS-Q,2736,0.07477363374541227,0.03172346240648503,30,0.2903793454170227,0.021507890225486753,1,0.06757263058557765,0.02153003546967075,50,0.44098677635192873,0.0423559171112478,1,0.06237506546123449,0.01576056561065248,100,1.426466429233551,0.135377755394749,1,0.05837246172967002,0.0012468542705882356,200,1.7375558376312257,0.1559370109573125,1,0.11779996477978613,0.046526342773008024,30.0,0.2749559164047241,0.02551340903920842,2.0,0.09995739381504623,0.044764848169571034,50,0.5329927802085876,0.03477880264635577,2,0.08752003685095547,0.0365909838222811,100,0.935594129562378,0.04903144978840522,2,0.06421909756617136,0.003059524814789096,200,1.2449870109558105,0.15701152047887493,1
SS-R,3008,0.1872162849920173,0.02464959406677788,30,0.2586821675300598,0.013726824511291286,1,0.1782283869206078,0.016293379519399204,50,0.4082684636116028,0.020399391059916155,1,0.17306038353006514,0.008528197873767272,100,0.560994279384613,0.04261863288737939,1,0.17251108931221928,0.008109462978508248,200,0.8864607572555542,0.06272288305073843,1,0.2764863354702153,0.09755219574207011,30.0,0.2712975025177002,0.030357568332654964,2.0,0.24731982127795113,0.07610472833038995,50,0.20346908569335934,0.024075019809026408,2,0.20980124619114043,0.031059500252508122,100,0.27840337753295896,0.028076838438992113,1,0.1952068592931015,0.022602149160924182,200,0.4651313304901123,0.03350910067097485,1
SS-S,3840,0.12337098819783765,0.06370975332193862,30,0.22980053424835206,0.019571662444082084,1,0.10504692802466305,0.07920825567917684,50,0.3735787034034729,0.043165124633754146,1,0.09662832314981247,0.07669129593606923,100,0.6245424628257752,0.08188592612203541,1,0.08630241487676882,0.07335064615143747,200,1.0304745435714722,0.12215506948132304,1,0.1858276097148313,0.13148268396812912,30.0,0.29758371114730836,0.0014413292091202843,2.0,0.14704335920637063,0.12020025607918439,50,0.49720736742019656,0.0018406171599173703,2,0.07651910522947625,0.07868553753261442,100,0.9751361727714538,0.08401984395756433,1,0.07500641432996741,0.07725210708488243,200,1.607604968547821,0.16741803961928964,1
SS-T,5184,0.04833709202333889,0.029384912438844505,30,0.2158791899681091,0.013629834426036953,1,0.03712269468437218,0.021981081846117984,50,0.43195300102233886,0.031067080414109053,1,0.024368881147948822,0.014488327337462723,100,0.6804270505905151,0.06051692807913385,1,0.02104617773422387,0.01332211259003915,200,1.2769373416900636,0.15112345334268015,1,0.11519066749484419,0.06055610931076246,30.0,0.21132078170776364,0.023428767912541275,3.0,0.10811631927795362,0.06142134796506503,50,0.3691013097763062,0.035094242403165145,3,0.0805302873127757,0.031141874072226756,100,0.6023210167884827,0.04952968252899277,2,0.05866322377065385,0.017974942442673017,200,0.8368834972381591,0.06060995768909209,1
SS-U,4608,0.2528658197510055,0.01990510898227567,30,0.3226519227027893,0.022419294303738745,1,0.2443482166609173,0.012508096829515307,50,0.317246675491333,0.012160813421626282,1,0.2359001209210228,0.006765194022688933,100,0.9789875626564026,0.08875820083680569,1,0.23122422515497315,0.0006355918614985168,200,1.4858668804168702,0.11453942424510585,1,0.3506985332820336,0.07511939276112435,30.0,0.05162312984466548,0.004791923289606253,2.0,0.31932215477277354,0.04734823951405434,50,0.061381590366363495,0.0006079275773419212,2,0.2823176947343815,0.02713519765218849,100,0.06981271505355831,0.0007244680821385376,1,0.2673471144394154,0.022516333716669217,200,0.20971908569335934,0.0023168649193477955,1
