Dataset,Rows,EDA-30_mean,EDA-30_std,EDA-30_budget,EDA-30_runtime_mean,EDA-30_runtime_std,EDA-30_tier,EDA-50_mean,EDA-50_std,EDA-50_budget,EDA-50_runtime_mean,EDA-50_runtime_std,EDA-50_tier,EDA-100_mean,EDA-100_std,EDA-100_budget,EDA-100_runtime_mean,EDA-100_runtime_std,EDA-100_tier,EDA-200_mean,EDA-200_std,EDA-200_budget,EDA-200_runtime_mean,EDA-200_runtime_std,EDA-200_tier,PSO-30_mean,PSO-30_std,PSO-30_budget,PSO-30_runtime_mean,PSO-30_runtime_std,PSO-30_tier,PSO-50_mean,PSO-50_std,PSO-50_budget,PSO-50_runtime_mean,PSO-50_runtime_std,PSO-50_tier,PSO-100_mean,PSO-100_std,PSO-100_budget,PSO-100_runtime_mean,PSO-100_runtime_std,PSO-100_tier,PSO-200_mean,PSO-200_std,PSO-200_budget,PSO-200_runtime_mean,PSO-200_runtime_std,PSO-200_tier
Health-Commits0011,10000,0.0396759072232505,0.03299466276562459,30,0.4631063222885132,0.004138795863638054,2,0.028269313818448143,0.028342065584263738,50.0,0.7856932163238526,0.006678492641096413,1.0,0.01996499713333554,0.023347831537980607,100.0,1.269380807876587,0.15108356752041396,1.0,0.017929422602880857,0.021501931635222904,200.0,2.385445713996887,0.20267465820612615,1.0,0.045710511946630686,0.060989078182830045,30,0.30682973861694335,0.003311791792044737,2,0.025122900894642447,0.043815799493095914,50,0.7664007306098938,0.032557338380619236,1,0.013442886710157375,0.035378422559543356,100.0,1.2660699963569642,0.17241089004763313,1.0,0.01280114715334148,0.035521179387852556,200.0,2.587787628173828,0.24566938149098394,1.0
SQL_AllMeasurements,4653,0.29549276345881764,0.05420242529388708,30,0.18922930955886835,0.0060943369807308495,1,0.27566494063776237,0.05158176495944076,50.0,0.27343077659606935,0.0013403739837978062,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30378800152905494,0.03429022655061545,30,0.13727984428405757,0.007987348813701006,1,0.2926306325927931,0.042848430970379305,50,0.19808282852172848,0.035950506479645476,1,0.2913850443838787,0.043279180152405575,100.0,0.1461544871330261,0.03083421106202011,1.0,0.29003777252235213,0.04215834259023864,200.0,0.213578450679779,0.04486656481898777,1.0
SS-A,1343,0.36944886118758113,0.2545455789680334,30,0.20155224800109858,0.0015806633563842246,2,0.34364479723054464,0.25420284245651037,50.0,0.5293019652366638,0.0036613766525105287,2.0,0.3385234006313309,0.2588288409648538,100.0,1.0460742950439452,0.05655098504368476,2.0,nan,nan,nan,nan,nan,nan,0.20791272999885146,0.21106201676423203,30,0.28525055646896363,0.014116901873923655,1,0.13828896390928028,0.1644570000236387,50,0.5179955959320068,0.09245645322839716,1,0.09364485040799375,0.1263278553890467,100.0,0.38140482902526857,0.11938375110782354,1.0,0.08224372084281623,0.13001267517492068,200.0,0.6716776847839355,0.3085292171098758,1.0
SS-B,206,0.22879988785082533,0.10361614611920734,30,0.39338964223861694,0.0018210591539612035,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1642963253459615,0.07486366440403745,30,0.24277054071426388,0.02684043007412803,1,0.1477547496581419,0.03309930871153988,50,0.3728524804115295,0.06547388224603291,1,0.14074529823304904,0.004695592874377442,100.0,0.3674253344535828,0.08101468564568114,1.0,0.14055136168281696,0.004416595865941177,200.0,0.27351127862930297,0.06150861006283956,1.0
SS-C,1512,0.440989377385382,0.25948045769450756,30,0.30545597076416015,0.006132722802081635,2,0.3720549351753992,0.2818016071297319,50.0,0.4966480016708374,0.001810921325514422,2.0,0.36976707837379597,0.2841137939571171,100.0,1.1909037709236145,0.013207946789881178,2.0,nan,nan,nan,nan,nan,nan,0.1892135256617813,0.18247487360684114,30,0.19138047695159907,0.011649544978992217,1,0.12673770657767305,0.13415986230000929,50,0.2527116060256958,0.046431375829837,1,0.12532443133098567,0.1344575440928097,100.0,0.5559846878051757,0.20146926253355327,1.0,0.09474159019336043,0.006019850020593988,200.0,0.4791535496711731,0.3106696940423992,1.0
SS-D,196,0.4506992587681456,0.009010771128057399,30,0.309007728099823,0.0012698612643273403,3,0.4506720643150192,0.00900600627716702,50.0,0.4619468808174133,0.005406121838364287,3.0,0.4506720643150192,0.00900600627716702,100.0,0.9303476333618164,0.005427483004021261,3.0,0.4506720643150192,0.00900600627716702,200.0,1.1460269570350647,0.21857872119385824,3.0,0.43819332914328096,0.02609791317372287,30,0.268330442905426,0.008070212186577774,2,0.4298921085876328,0.031365263518976866,50,0.43746224641799925,0.02005844515455235,1,0.4227935493699168,0.03350234202478282,100.0,0.9859947443008423,0.05150292557292022,1.0,0.4226485223276845,0.03365981518354713,200.0,1.1347895622253419,0.16825560134383957,1.0
SS-E,756,0.1802681155257045,0.045026995264191044,30,0.2847280740737915,0.004413106326198235,2,0.17483364741275334,0.043582520568251536,50.0,0.49204320907592775,0.0019983768175992076,2.0,0.16896990713056823,0.035266261689091964,100.0,0.9167216658592224,0.007715895042110148,2.0,0.16861638757692093,0.03528375980044321,200.0,1.218617594242096,0.19944301473629925,2.0,0.15953507007834597,0.014058305679611914,30,0.31828410625457765,0.01080210487455671,1,0.1533634004962249,0.007404003216726883,50,0.4133306384086609,0.029121835407513216,1,0.1505240129096112,0.003430967691338548,100.0,0.9478476166725158,0.07361229666314231,1.0,0.15001959251797417,0.003049737502506603,200.0,1.6817307710647582,0.11125958158919025,1.0
SS-F,196,0.4483030826427375,0.014253167905017405,30,0.2694126605987549,0.0028782696006010963,1,0.4460048645180156,0.013283949112851436,50.0,0.4602489709854126,0.0033407361780539743,1.0,0.44593538431645846,0.01331960548231375,100.0,0.7418981909751892,0.029619079839467537,1.0,0.44593538431645846,0.01331960548231375,200.0,1.8196539521217345,0.01832496816105255,1.0,0.44322289800336295,0.017056578541643334,30,0.27669516801834104,0.006971620393232812,1,0.44243376218104424,0.018581903757298818,50,0.33353534936904905,0.020969338597274238,1,0.44105009644041154,0.019283624956624917,100.0,0.6419357419013977,0.0754614425428181,1.0,0.44061532765133116,0.020416750814901123,200.0,1.6579102158546448,0.3027251436058966,1.0
SS-G,196,0.4480872788941218,0.010049173995893163,30,0.19979058504104613,0.0007281925022616925,1,0.44742226033819366,0.009321738042237343,50.0,0.5101421475410461,0.008018819215427181,1.0,0.44742226033819366,0.009321738042237343,100.0,0.9114631533622741,0.008596975675930377,1.0,0.44742226033819366,0.009321738042237343,200.0,1.0550719499588013,0.20122998500763875,1.0,0.4440734734689983,0.013614251840541405,30,0.30075708627700803,0.009004002660428924,1,0.4424709282456881,0.01614074136842018,50,0.6029233336448669,0.02906654041510681,1,0.44209681651098565,0.01724340609157805,100.0,1.1463033437728882,0.060367155748799306,1.0,0.44161470774356804,0.018693483545886073,200.0,2.227419376373291,0.16942875211697112,1.0
SS-H,259,0.5016475355753499,0.2006027214738644,30,0.3799954056739807,0.0025515300124591927,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.32257634336891294,0.15493580630018175,30,0.1760407447814941,0.01841084689416511,1,0.29078423064729136,0.08631777406838793,50,0.32495492696762085,0.06944758072470764,1,0.27212465164497207,0.06564886265917362,100.0,0.18940637111663813,0.04208032788921088,1.0,0.27212465164497207,0.06564886265917362,200.0,0.18620157241821284,0.04093531352999208,1.0
SS-I,1080,0.12043526814217938,0.10865072708028498,30,0.3185045003890991,0.005488299473966987,2,0.12030711752354553,0.10856376828719712,50.0,0.34809777736663816,0.001246787714422976,2.0,0.11544822976147211,0.10995794876415574,100.0,1.3450034856796265,0.03240140319240516,2.0,0.1153868381634332,0.11000053531801815,200.0,1.715817964076996,0.20449880300728943,2.0,0.05012624940174658,0.07533159448645532,30,0.21039954423904414,0.010866038515123898,1,0.04068945424189062,0.07305544288445909,50,0.4851135969161987,0.02296501536448714,1,0.03748678294183846,0.0736484160770869,100.0,0.6075603723526001,0.08837711271683585,1.0,0.03733066126650515,0.07370587403642387,200.0,1.027468490600586,0.2899624644187748,1.0
SS-J,3840,0.10346090646802489,0.06090821568288696,30,0.3102364897727966,0.0021898976618904063,2,0.10134472153430459,0.06168093530058048,50.0,0.343765652179718,0.004394777791860949,2.0,0.09938554567598487,0.06114240337553139,100.0,0.7067696213722229,0.0037623021910786853,2.0,0.09870116694706688,0.059304741559270194,200.0,1.0316345691680908,0.17906447201809347,2.0,0.07450786084772068,0.0054740944298338505,30,0.2026346087455749,0.001466978877234141,1,0.07296568524747397,0.004342657964098993,50,0.3303364634513855,0.006467979507880438,1,0.07154650963676025,0.0046777852428067,100.0,0.9335926413536072,0.020485453118723043,1.0,0.07001029715655496,0.0038698955271814694,200.0,1.3492746591567992,0.025160794420986957,1.0
SS-K,2880,0.12075634416524908,0.06524092993914736,30,0.3224101305007935,0.004505245466250884,2,0.11228953168882264,0.060627061151243854,50.0,0.504482102394104,0.0017378499313218253,2.0,0.10501416558705554,0.05372096501540739,100.0,1.060067319869995,0.014222320399227849,2.0,nan,nan,nan,nan,nan,nan,0.09533074642853541,0.03413111819880412,30,0.2851506948471069,0.0034113653662703348,1,0.08600837646569001,0.031095049863095466,50,0.4947499632835388,0.005793160871532379,1,0.08176501779677606,0.027230596699061926,100.0,0.740417230129242,0.041753520298020916,1.0,0.08072132405802487,0.027420706528604396,200.0,1.3461057782173156,0.007243178795923662,1.0
SS-N,53662,0.15617192152022413,0.013269761173768973,30,0.21704913377761836,0.0022064761310731703,3,0.14914029213688834,0.016770142829570112,50.0,0.37446930408477785,0.015314487130791228,3.0,0.1455941718435243,0.017152006014803187,100.0,0.7245127439498902,0.018583174824567103,2.0,0.14447137094388274,0.017237068208178562,200.0,1.041029143333435,0.176817051498425,2.0,0.15470570470680753,0.024857705706203253,30,0.30912964344024657,0.005484701232100375,3,0.13697574658624417,0.028314147901703054,50,0.5109193682670593,0.004154984189628188,2,0.12120919192093285,0.02258631970102293,100.0,0.9983429789543152,0.012142194845756174,1.0,0.1155667862095946,0.01733563653417125,200.0,1.9355695962905883,0.16600321019671072,1.0
SS-S,3840,0.0937090915707585,0.0544428283309514,30,0.203239095211029,0.0027557370801267593,2,0.08780532928509158,0.05587825507412111,50.0,0.34021724462509156,0.002340642843726115,2.0,0.08641503039654048,0.05591595734031098,100.0,0.6885932922363281,0.002426122850467209,2.0,0.08641503039654048,0.05591595734031098,200.0,1.1678430080413817,0.13129541778984097,2.0,0.03722458885095921,0.027638454623768918,30,0.21147031784057613,0.006149599143434707,1,0.02792365752877572,0.027573617241456575,50,0.3614321112632751,0.0263282469592113,1,0.02789201229581826,0.027578231377773117,100.0,0.9059292078018188,0.21827583884921054,1.0,0.022717955319106885,0.021268233218471065,200.0,1.18394775390625,0.3590919247301662,1.0
SS-T,5184,0.06137855901902928,0.03303368704060988,30,0.21571273803710933,0.002854221853471399,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0836908470866879,0.0614380730442907,30,0.18187046051025385,0.011054459894334874,2,0.06607381016224585,0.032524049491989546,50,0.40149749517440797,0.056847423198649265,1,0.06361440796701023,0.03485695336011161,100.0,0.6256665229797364,0.11652706040729714,1.0,0.06303913898999866,0.03523970288220016,200.0,0.5727070212364197,0.15558002054456826,1.0
SS-V,6840,0.17118893065020754,0.059338141994278094,30,0.4119267463684082,0.005290607375823635,1,0.16875547268373686,0.059500629156357676,50.0,0.4543676018714905,0.004197268142818229,1.0,0.16666786936108838,0.06118205328193276,100.0,0.9595609903335571,0.011501541756814003,1.0,0.16666786936108838,0.06118205328193276,200.0,2.619641160964966,0.00686652539573465,1.0,0.15414651771869162,0.07964201260242439,30,0.32612783908843995,0.02990151635797541,1,0.15189011887518042,0.08003945095870524,50,0.7915211319923401,0.05198604762098248,1,0.15118633825404892,0.08031615033454315,100.0,0.6874565482139587,0.08080110091131079,1.0,0.15086636891373945,0.08048173159446907,200.0,2.3974653363227842,0.216762742070495,1.0
SS-W,65536,0.34242144185794915,0.019919676998538596,30,0.27289241552352905,0.0029938309280506522,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3422788903898169,0.03322763512770236,30,0.3285938024520874,0.0299217490213231,2,0.33629195668488715,0.031812914941431555,50,0.1922632217407226,0.024555477682656982,2,0.3269806414186843,0.03719388734752921,100.0,0.39036872386932375,0.060936842707819454,1.0,0.3257207667273182,0.037899370851116984,200.0,0.299708890914917,0.047491974749768295,1.0
SS-X,86058,0.2992474863686062,0.10253325687018484,30,0.4035830140113831,0.0056972664319547926,2,0.2839710245006479,0.09080391862316185,50.0,0.6590891122817993,0.006218945276882869,2.0,0.27993982527805567,0.09191269100087648,100.0,1.4057767152786256,0.01031359606435868,2.0,nan,nan,nan,nan,nan,nan,0.30240142116526025,0.09655735478510469,30,0.2174358963966369,0.004984541903841737,2,0.2679834581652095,0.08896665799906389,50,0.47829408645629884,0.05676263884025446,1,0.2565214366610399,0.08797263905282521,100.0,1.176229178905487,0.1937657814627883,1.0,0.25503961478431053,0.087599527780702,200.0,1.7398100018501281,0.593915999493499,1.0
coc1000,1000,0.35070980418926834,0.011799061552153281,30,0.747532594203949,0.006484207128158268,3,0.34037360249819665,0.01386279743599091,50.0,1.5894978046417236,0.004870566976339306,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35071916421769145,0.012941794024843238,30,0.7117596745491028,0.014594369181685099,3,0.34069401171626446,0.011274905183520362,50,2.9823330521583555,0.0835814532022131,2,0.32815730586012215,0.013748105635934947,100.0,2.6291917681694033,0.23132074122799592,1.0,0.31606959746019625,0.015137030602370035,200.0,5.165818619728088,0.8719716910360339,1.0
dataset120,5160,0.29374350880135525,0.02726205794886882,30,0.3749082684516907,0.006894190769912751,3,0.28167052814638927,0.030643473841337098,50.0,0.7979577660560608,0.0038323380557783323,3.0,0.27441009482970596,0.034258654531414405,100.0,1.6527898907661438,0.055529370013773095,2.0,0.27391112504948617,0.0339345864722183,200.0,7.221385967731476,0.2630133672675836,2.0,0.2844209906289532,0.039891018577083555,30,0.191592526435852,0.0016772109899904286,3,0.2611358547476776,0.03405597788997273,50,0.24805805683135987,0.0028275510771607624,2,0.23462550209186248,0.04254697284860257,100.0,0.5981421709060669,0.019534931366328053,1.0,0.19702611202114884,0.03315504675426941,200.0,1.1049420475959777,0.019454629133270066,1.0
dataset600,5160,0.2861087793785162,0.035556367757718324,30,0.329555356502533,0.0044814357272670675,3,0.2748433815399855,0.03485624461541273,50.0,0.5800688028335571,0.004202072894606114,3.0,0.26558490564088466,0.03519803942884428,100.0,1.3169594764709474,0.02204919359028503,3.0,0.2654288360160651,0.03522297940000938,200.0,2.7467902302742004,0.26325076730894315,3.0,0.2750188042038371,0.034072752690590465,30,0.1394891500473022,0.0018901533508518056,3,0.2459356461649805,0.03980588842658781,50,0.23543510437011714,0.002364721424795848,2,0.20708707449563674,0.037078821128871974,100.0,0.4868077039718628,0.005380635017250223,1.0,0.16868813946416494,0.03897779295420249,200.0,0.9461963057518006,0.009888217926622275,1.0
dconvert,6764,0.016471394553598036,0.0027112388962313486,30,0.14743440151214596,0.002501146952829003,2,0.01530126915603491,0.0029181089921456677,50.0,0.2380418062210083,0.004018249006019853,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01747476926664463,0.011198576744234521,30,0.1307533502578735,0.007417603271145817,2,0.015200540860228939,0.002802204978905305,50,0.17886068820953366,0.03039180854380434,1,0.01482933428932138,0.0031074926731264134,100.0,0.2627363920211792,0.06613254255713674,1.0,0.014787515184946181,0.0030626619723898387,200.0,0.3411950945854187,0.09313709377865151,1.0
javagc,166975,0.00178102716817309,0.002045909465072704,30,0.17302426099777218,0.014288460443376018,2,0.0017187716018257349,0.002049183123609334,50.0,0.13715902566909788,0.0009864010013318008,2.0,0.0016487286242258647,0.0020765831356302803,100.0,0.7670322060585022,0.11244925225953618,2.0,0.0015735624902135602,0.0020693038353301356,200.0,1.3965464115142823,0.12854348533249055,2.0,0.0008749200372416999,0.0005495299255380459,30,0.14654576778411862,0.014249997532980693,1,0.000718192361355245,0.0004057151909823574,50,0.2623612642288208,0.024406315734963723,1,0.000684135061589765,0.0004050982230673291,100.0,0.5651256918907166,0.10926695549956236,1.0,0.00067564618554307,0.00039371399792398164,200.0,0.9688746094703674,0.1402444774555475,1.0
pom3a,20000,0.19679207565797835,0.020075642855900525,30,0.313166069984436,0.004880751587460681,3,0.17850281126977904,0.022968231025084364,50.0,0.7202742695808411,0.07981414439111836,2.0,0.1631060437264141,0.02504820702872073,100.0,1.0714974284172059,0.006583688521840379,2.0,0.15504289816228606,0.027131852008801926,200.0,3.509503173828125,0.2749746278352235,1.0,0.1716927516377186,0.02391740200079729,30,0.4437871932983398,0.002537925307005068,2,0.16069350023081436,0.020890576757240906,50,0.7883581042289733,0.06135331732188515,2,0.13969763832255735,0.01576164017086675,100.0,1.2422260761260986,0.14186766188109756,1.0,0.12882351936804304,0.01782251826352675,200.0,3.4229961037635803,0.2573321155867059,1.0
pom3b,20000,0.18916888743807841,0.02251241151770244,30,0.31532213687896726,0.0027704431423816213,3,0.17071276734315557,0.017142206497925052,50.0,0.5329011440277099,0.0028335931087970397,2.0,0.15731749405011913,0.016527248512359892,100.0,1.1589585900306703,0.037459991837927635,1.0,0.14916774441883993,0.01826711857393827,200.0,3.6385770559310915,0.012811358184583893,1.0,0.181674065862978,0.018379345441815187,30,0.4253139615058899,0.004312810103264738,3,0.16097425295338844,0.017347074359401714,50,0.6517355561256408,0.0846950638666432,1,0.14783121331491678,0.020910087925257767,100.0,1.1211453557014466,0.02442264671023256,1.0,0.13847606290197834,0.020532755622470714,200.0,1.778176200389862,0.32329113998536807,1.0
pom3c,20000,0.33742513522396933,0.02451806102187309,30,0.6159872770309448,0.005159899321014537,4,0.32063842311160723,0.026458481707464662,50.0,0.7189236402511596,0.07388619467049556,3.0,0.3067053765087052,0.0295251716603556,100.0,1.0341110467910766,0.00823047894437287,2.0,0.29968881832065175,0.029816490561583836,200.0,1.6175825715065002,0.221249897368385,2.0,0.3020037864063046,0.026057232051621918,30,0.4629756689071655,0.024397773546683862,2,0.2830790048471692,0.025073576676107216,50,0.9964879155158997,0.07334674505006199,1,0.2652395248484073,0.024628517535669366,100.0,1.526436412334442,0.13190467896039604,1.0,0.2554734428119256,0.022931918826859736,200.0,2.3434553861618044,0.18010594972146232,1.0
pom3d,500,0.20680699913483291,0.01850852733569126,30,0.625713837146759,0.002937362638066274,3,0.1923892263041309,0.020831760122148955,50.0,0.9036898851394654,0.029494407407219148,2.0,0.17850076019511757,0.023057052279297652,100.0,1.4290191650390625,0.03727586134345668,1.0,0.17188193512163347,0.023776253916810212,200.0,3.8813634753227233,0.08102161550086909,1.0,0.2006054118543709,0.021721815588591896,30,0.618312394618988,0.007860699979606638,3,0.19030423665379398,0.02421552331604404,50,0.5090574026107788,0.00213513519560602,2,0.16170150605469957,0.02144878191752044,100.0,1.908095932006836,0.004985883789657982,1.0,0.1478840073881241,0.016113860079961934,200.0,4.219353580474854,0.28160404933983535,1.0
redis,4400,0.479466893027224,0.020361835029286325,30,0.1836430191993713,0.00353559116636471,3,0.47131300806286436,0.01877070168635061,50.0,0.34735583066940307,0.0013906333923564547,3.0,0.4629948865488295,0.016008258643557326,100.0,0.6118913531303406,0.004544805868877968,2.0,nan,nan,nan,nan,nan,nan,0.4724382595542999,0.02510778874901423,30,0.184548008441925,0.0017590606911519853,3,0.46007539903429684,0.026684667206893237,50,0.26700979471206665,0.015274804804170272,2,0.4406981349203904,0.025128387533042112,100.0,0.4943146824836731,0.003784396836343153,1.0,0.4221715154003217,0.02397158175214984,200.0,1.2666542053222656,0.01989011057033146,1.0
rs-6d-c3_obj1,3840,0.039323741803004554,0.07429714246284291,30,0.15478118658065793,0.00043376824381132303,2,0.037047741800042784,0.07489889088081277,50.0,0.3233097195625305,0.0019480691436283078,2.0,0.03633698605331524,0.0736890111655329,100.0,0.6794596076011657,0.018000589292818905,2.0,0.03633698605331524,0.0736890111655329,200.0,1.2937668800354003,0.018020376764899683,2.0,0.008017699128735269,0.016748882617410088,30,0.19399069547653197,0.0014394079923631044,1,0.0063265592793760915,0.013242869418181927,50,0.27070131301879885,0.010746930791952882,1,0.006174052038409754,0.01323500440548977,100.0,0.541822862625122,0.06777801160252958,1.0,0.006098406162053218,0.013266995133525434,200.0,1.2778124451637267,0.22567734476356843,1.0
rs-6d-c3_obj2,3840,0.001213416810979881,0.0012087437680009692,30,0.10664365291595454,0.0005914873986638533,2,0.0010808684957308355,0.001188401803019245,50.0,0.3236285328865051,0.0026753845581719716,2.0,0.0010802672321458707,0.0011875639353206896,100.0,0.3387661576271057,0.0019457652099595102,2.0,0.0010802672321458707,0.0011875639353206896,200.0,1.2009256482124329,0.05251748457240652,2.0,0.0002666896090573353,0.000807092370308159,30,0.1327035069465637,0.0005490119279327617,1,0.00013462534250419735,0.0005867988931514853,50,0.3037330389022827,0.004995145864999764,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
sol-6d-c2-obj1,2866,0.014519483227632168,0.0003307518302430594,30,0.10244469642639158,0.0012823676531737097,1,0.014487727430467532,0.00033739951537736985,50.0,0.17091805934906001,0.0011444466335354076,1.0,0.014455902257715009,0.00035050709545429937,100.0,0.5647307276725769,0.005433178811386469,1.0,0.014439929347744013,0.0003558217536261595,200.0,1.1860345125198364,0.02347224478081752,1.0,0.014683528706560506,0.0007716130714760466,30,0.16441180706024167,0.0036124742882915136,1,0.0145982816014153,0.0006380913282502224,50,0.28810139894485476,0.002320509334502614,1,0.014520460886273415,0.0006418748539884013,100.0,0.34316856861114503,0.007043996660054066,1.0,0.014435508901996259,0.0006654428035046836,200.0,0.956806230545044,0.0265408863676469,1.0
storm,1557,0.00013668259900548747,8.696400230259261e-05,30,0.19494544267654418,0.0033651396777079224,1,0.00010264920931219408,4.6539611048825026e-05,50.0,0.23764246702194208,0.001441741097548834,1.0,9.288258817915943e-05,3.9892799094160976e-05,100.0,0.6696945428848267,0.013875749677363639,1.0,9.288258817915943e-05,3.9892799094160976e-05,200.0,1.1590033650398255,0.07107140801378165,1.0,0.00014055440450150609,0.00013597169794943328,30,0.1913966298103332,0.0013964761778937646,1,0.00013668750108547173,0.0001369250623527483,50,0.3187990427017212,0.00835572942668832,1,0.00012530895784568878,0.00013385684269743144,100.0,0.6502413988113404,0.006066646756108881,1.0,0.00012035250932631379,0.00013244906597013382,200.0,1.3219483852386475,0.01413202649392115,1.0
wc+rs-3d-c4-obj1,196,0.07153786798924007,0.06664498525952052,30,0.1331100225448608,0.0018647724817216754,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05168684417549065,0.0730767840770078,30,0.10313080549240108,0.007564786302500497,2,0.022730248006894625,0.032183956433295566,50,0.14813213348388668,0.024086183615547093,1,0.007814438386385139,0.015968819246130667,100.0,0.31879233121871947,0.10848261666282583,1.0,0.007814438386385139,0.015968819246130667,200.0,0.22006380558013916,0.13011442297915815,1.0
wc+sol-3d-c4-obj1,196,0.07875561415143296,0.0771717666585333,30,0.1650923132896423,0.00237402423473643,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08872439004401998,0.1137027622838302,30,0.17575867176055904,0.005638475735669748,1,0.06292292625337481,0.10303572165039857,50,0.21227427721023556,0.02901653352275423,1,0.0525967017048475,0.10553777507640606,100.0,0.347398567199707,0.13063133493103715,1.0,0.04608220604331339,0.10651209528524688,200.0,0.4674718379974365,0.28817531862338447,1.0
wc+wc-3d-c4-obj1,196,0.11650126678750243,0.09804403742477173,30,0.15453281402587887,0.002414247136908581,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07275293505082271,0.08232744618698527,30,0.15357353687286374,0.007970280182141454,2,0.05397000897876921,0.0780915531978173,50,0.5107699394226074,0.09305825840205018,2,0.009114350283438086,0.02406165660683589,100.0,0.274685800075531,0.10065721762763422,1.0,0.0037172212337145045,0.0022061707641210233,200.0,0.3729520201683044,0.16929381630935808,1.0
wc-6d-c1-obj1,2880,0.11177631723754182,0.07749859120317616,30,0.15232429504394526,0.0009015392891955048,1,0.09996364896251714,0.0642116598087918,50.0,0.3288031339645386,0.00436719751444863,1.0,0.09853194828891829,0.06432084345321377,100.0,0.6004082798957825,0.0044144754958173864,1.0,nan,nan,nan,nan,nan,nan,0.1054697445824494,0.06657767163097454,30,0.1403271079063415,0.0011886263323195713,1,0.09510886328267312,0.07289981062585725,50,0.2422736406326294,0.021763953634704344,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
x264,53662,0.22290495023197776,0.029525063202951438,30,0.11054868698120113,0.0009446873431847803,3,0.21768095314140004,0.02843711598229925,50.0,0.29447604417800904,0.008057747032093127,3.0,0.20923420070361715,0.032438535552277305,100.0,0.5446702361106872,0.014093526535618912,3.0,0.20875661956174812,0.032455893512790934,200.0,1.2397587537765502,0.03250003076920961,3.0,0.1887548076600573,0.029213841448116992,30,0.15172959566116329,0.0009745790248553262,2,0.17346573878242075,0.03082067908096772,50,0.22317098379135128,0.00182458787819679,1,0.1544372496122987,0.03024909462617695,100.0,0.47724491357803345,0.003404710419904292,1.0,0.1497589400165789,0.03237105178403624,200.0,1.009277582168579,0.014352426671276954,1.0
