Dataset,Rows,SPEA2-30_mean,SPEA2-30_std,SPEA2-30_budget,SPEA2-30_runtime_mean,SPEA2-30_runtime_std,SPEA2-30_tier,SPEA2-50_mean,SPEA2-50_std,SPEA2-50_budget,SPEA2-50_runtime_mean,SPEA2-50_runtime_std,SPEA2-50_tier,SPEA2-100_mean,SPEA2-100_std,SPEA2-100_budget,SPEA2-100_runtime_mean,SPEA2-100_runtime_std,SPEA2-100_tier,SPEA2-200_mean,SPEA2-200_std,SPEA2-200_budget,SPEA2-200_runtime_mean,SPEA2-200_runtime_std,SPEA2-200_tier,DE-30_mean,DE-30_std,DE-30_budget,DE-30_runtime_mean,DE-30_runtime_std,DE-30_tier,DE-50_mean,DE-50_std,DE-50_budget,DE-50_runtime_mean,DE-50_runtime_std,DE-50_tier,DE-100_mean,DE-100_std,DE-100_budget,DE-100_runtime_mean,DE-100_runtime_std,DE-100_tier,DE-200_mean,DE-200_std,DE-200_budget,DE-200_runtime_mean,DE-200_runtime_std,DE-200_tier
Health-ClosedIssues0007,10000,0.5196340067032178,0.05158951867504346,30,0.5708284258842469,0.037574817870685936,3,0.5059868029052188,0.0463882423468707,50,0.8827678322792053,0.11383549542912084,3,0.4780071086953542,0.039119014705123904,100,1.8114818692207337,0.2420681714626349,2,0.44544159932130223,0.01667490792925468,200.0,5.110261523723603,0.32755448576740287,2.0,0.46793330379285375,0.08503887486974047,30.0,0.44279606342315675,0.003984183679084816,2.0,0.4084123589335558,0.06734153422312933,50,0.7614056587219238,0.01578352371332779,1,0.36906360685485756,0.06634741636579133,100,1.6269268989562988,0.14860453601169954,1,0.3339630246373911,0.038456269523396154,200,1.8660770416259767,0.3631099365571243,1
Health-ClosedIssues0008,10000,0.34454118252004556,0.011373581925684318,30,0.5559445738792419,0.035101524959706996,4,0.3394945162464962,0.009067644057475012,50,1.2072187423706056,0.04024954338107375,4,0.3328312367801059,0.004461753282914461,100,1.9833566188812255,0.044095980245149456,3,0.3232542556995409,0.010987738672953365,200.0,4.101150691509247,0.33015079337912095,2.0,0.3120549402279571,0.05450608496398433,30.0,0.47156769037246704,0.009602673788040701,2.0,0.27911304350272004,0.043046839501486314,50,0.7567784667015076,0.05351827322983563,1,0.2621909077123603,0.033983610888992065,100,1.2060765862464904,0.1317693830969186,1,0.2487836681191284,0.024374979308570036,200,2.9465630531311033,0.22865129543090199,1
Health-ClosedIssues0009,10000,0.4778519148820857,0.0937671217103939,30,0.6045840978622437,0.043938240070952164,3,0.438831398299062,0.07324394510447067,50,1.215341901779175,0.014412624914574752,3,0.4163892957041412,0.04784968075677726,100,2.8907687425613404,0.0930099893571237,2,0.3833099238105831,0.03355491946726685,200.0,6.5762410998344425,0.14823255699698135,2.0,0.3428794180165825,0.06732838871638615,30.0,0.4580446004867554,0.005483708422571722,1.0,0.2925190613608344,0.05145429143665829,50,0.7575646758079528,0.010466355546111753,1,0.2620666039918728,0.03403199401757365,100,1.2779393315315246,0.15756455836931357,1,0.25162997240979357,0.03298518961522106,200,2.30347398519516,0.31633606086938754,1
Health-ClosedIssues0010,10000,0.4446346755757255,0.029835754576523862,30,0.5621203541755676,0.0460867044311678,1,0.4391114950300688,0.027095665328385036,50,1.1286763429641724,0.009954602660015232,1,0.4188801636614533,0.022631506540103923,100,2.8814393639564515,0.0937818565126035,1,0.40276935754426396,0.012325118340209858,200.0,6.423616337776184,0.08870927064770398,1.0,0.4845602003885533,0.007857529856221835,30.0,0.5710184216499329,0.010061008021884697,4.0,0.47991640936031965,0.006309901923753381,50,0.9560935497283936,0.010686695919958435,3,0.4758534646935277,0.007036272677564723,100,1.4033156633377075,0.1293739029770077,3,0.46563110989782686,0.008744229351169457,200,3.7757851839065553,0.22149000946000838,2
Health-ClosedIssues0011,10000,0.16324547118966679,0.026783718238958906,30,0.5870454430580139,0.03969050368863426,3,0.1623397178870258,0.02651378269833864,50,1.4368281841278077,0.01484266876491254,3,0.155037694370802,0.03243262282806059,100,1.7982817888259888,0.04250940455274528,3,0.1380141680323578,0.040362359595853894,200.0,6.793351840972901,0.09127485579205295,2.0,0.06378762415411904,0.05468782905772773,30.0,0.5652207970619202,0.005953860865294588,1.0,0.03247251046279477,0.040114386733549244,50,0.8243118643760681,0.04453094242336613,1,0.007226258967344165,0.010304742901189264,100,1.9619139432907104,0.03725865592356263,1,0.0017466877645202152,0.001588994866230419,200,4.275335204601288,0.1261174582558521,1
Health-ClosedPRs0000,10000,0.0,0.0,30,0.4677610397338867,0.009712533039517421,1,0.0,0.0,50,0.8122807383537293,0.010005006767919506,1,0.0,0.0,100,2.023205578327179,0.0710376227007621,1,0.0,0.0,200.0,5.066832053661346,0.15664601906698827,1.0,0.0,0.0,30.0,0.33918132781982424,0.004958149511659226,1.0,0.0,0.0,50,0.6251851677894592,0.010379831849065567,1,0.0,0.0,100,1.2692467093467712,0.03743540153314089,1,0.0,0.0,200,2.405310034751892,0.05471796788617772,1
Health-ClosedPRs0002,10000,0.551618925807876,0.00010547081133442772,30,0.5984723329544067,0.05203920631120033,3,0.5516025802413138,0.00010038539005945228,50,1.1512587070465088,0.022083230712236494,3,0.5515172676742182,0.0001263976306386548,100,2.5089233756065368,0.08905561490289429,2,0.5514380156674724,0.00011504033008602343,200.0,6.176023817062378,0.1646836441289273,2.0,0.02109859126573969,0.00011465521138019843,30.0,0.5294787645339966,0.010875629196735967,1.0,0.02097836802725273,0.0004086963921819924,50,0.8031305313110352,0.014258102514534486,1,0.020852566704661346,0.0006009327420438385,100,1.801525318622589,0.07044667227816244,1,0.02024868626821305,0.0008312028105114779,200,3.470013988018036,0.12612856429952343,1
Health-ClosedPRs0003,10000,0.42149013315288225,0.020327000668255223,30,0.5032273173332215,0.03302493431132005,3,0.4138077876314906,0.02786085065858322,50,1.0212213397026062,0.05965069182029719,3,0.4060180512362758,0.029473765323150092,100,2.2643900752067565,0.12650945217472925,3,0.380109225181521,0.0653360752306332,200.0,5.388692140579224,0.32694190650880584,2.0,0.0829636089857117,0.00025833227030044604,30.0,0.46050013303756715,0.008638066215271398,1.0,0.08271019089874551,0.0006752866928658155,50,0.7773659944534301,0.012629772970084316,1,0.082497786977923,0.0006424858510627439,100,1.8445626139640807,0.08806477515180036,1,0.08215040938545833,0.0007679446148544712,200,3.2664589047431947,0.5732274560021868,1
Health-ClosedPRs0004,10000,0.1178105694846735,0.0019672101999493163,30,0.5433617830276489,0.037823190467801235,1,0.11744694645884753,0.0018371799617209472,50,0.878281044960022,0.00711721107782115,1,0.11590927933324509,0.002233271316731229,100,2.199527955055237,0.16225497408642559,1,0.11424508919084184,0.0022220503527792283,200.0,5.746536588668823,0.33178448943335576,1.0,0.37100938340956857,0.10974974390006605,30.0,0.5192100405693054,0.008410433820557879,3.0,0.3072945512731323,0.036608890195166804,50,0.7909110069274903,0.027236613540623834,2,0.2863207968133288,0.008583254178306708,100,1.4788087606430054,0.14825142918451112,2,0.28139722297753356,0.006018990899379282,200,2.762461268901825,0.4768623475656968,2
Health-ClosedPRs0005,10000,0.4804632851638663,0.025366037282239483,30,0.6802088856697083,0.04417308671243267,3,0.4801405132326904,0.025282597263579953,50,1.0518090724945068,0.014153538710456487,3,0.4699176686696401,0.04311383970619782,100,2.0784619569778444,0.04867397565303201,3,0.4510204203411529,0.05928559134994277,200.0,5.609714412689209,0.32248450158874986,2.0,0.003282711202888039,0.005274612708753825,30.0,0.5241439342498779,0.02927139845307849,1.0,0.0016290762205700391,0.004670949147334846,50,0.6835288524627685,0.014863022446173184,1,0.00010218590254856285,0.0004322653087273272,100,1.4263574719429015,0.04105870181146891,1,0.0,0.0,200,3.581184506416321,0.21575300888751417,1
Health-ClosedPRs0006,10000,0.5078503600614279,0.043545652710954695,30,0.5276223421096802,0.034901070205171816,3,0.49224411549963365,0.048334048548220904,50,1.1707672715187072,0.01422642866418487,3,0.46674276641061957,0.0330360797241705,100,1.9880208492279052,0.06885331439101953,2,0.44875461804285033,0.022914832468564197,200.0,5.819071519374847,0.26908548780978564,2.0,0.28067997432914965,0.1637732516206373,30.0,0.44329993724822997,0.00554509581802425,1.0,0.21316956060856412,0.15287067162089804,50,0.8844548106193543,0.012903114874649745,1,0.09711925076389921,0.07171427571371793,100,1.6305490970611571,0.10014010417801607,1,0.05794121171273262,0.01911365987707928,200,3.93987557888031,0.35522822712004126,1
Health-ClosedPRs0007,10000,0.5591028266796878,0.1186109967314939,30,0.6351800084114074,0.04303908171410077,3,0.5264602426098535,0.134387340094304,50,0.9264420390129089,0.01258334612816238,3,0.47189338701845907,0.1687854164687941,100,2.194173741340637,0.11331244541330918,3,0.34646505825517665,0.14970283714130952,200.0,4.886265909671783,0.1015526289593686,2.0,0.11934927875602701,0.10750508144472026,30.0,0.5695279002189636,0.009044267815621678,1.0,0.06927545972919888,0.04512235924198454,50,0.7315621972084045,0.016508252167500768,1,0.027738019785808726,0.01625254742950242,100,3.289474308490753,0.08584222841418657,1,0.016941885386486687,0.010711860039467034,200,3.501904010772705,0.1853206160056238,1
Health-ClosedPRs0008,10000,0.18253508688158365,0.00028514743010002577,30,0.5275827169418335,0.03974346859720507,1,0.1822551718884987,0.0004021162680395523,50,0.9934776663780213,0.014781991875638782,1,0.181939479998089,0.0004142834313258787,100,2.019154405593872,0.05355254810555231,1,0.18161254220529027,0.0004185736152067485,200.0,5.839533364772796,0.40949649810177163,1.0,0.5469176819006406,0.12519833199394326,30.0,0.4574743151664734,0.007113412167560788,3.0,0.5044193675063948,0.13052996241596282,50,0.6784994602203369,0.014494580546170137,3,0.37733080970147526,0.17717405735920766,100,1.372547972202301,0.0722626513202887,2,0.291447326571089,0.1721635622295174,200,2.063356614112854,0.3712007076609933,1
Health-ClosedPRs0009,10000,0.29683987278404994,0.0053300877125620535,30,0.6814938426017761,0.03987961220212283,1,0.29553632943662445,0.006438692358716034,50,0.9034361720085144,0.007303854442241775,1,0.2914966527267665,0.008243076872076715,100,1.667624831199646,0.04801190983558194,1,0.27831679272696064,0.01730992680308681,200.0,5.286033570766449,0.35266374121455113,1.0,0.5124494234944426,0.13000196689989438,30.0,0.4528533101081848,0.005820411685416078,3.0,0.4558409123203873,0.12357373101517632,50,0.7931180238723755,0.02334244743507359,2,0.40359976835081285,0.11952460241794763,100,1.3848880410194397,0.08778110393737483,2,0.37101997078143295,0.10515052881204094,200,1.7022845149040222,0.2945264049644021,1
Health-ClosedPRs0010,10000,0.4305991690924767,0.015584285084742843,30,0.5009183883666992,0.03490831390519696,3,0.41954548051813123,0.026725118891064666,50,1.1532632112503052,0.020660269916503382,3,0.40900606556961366,0.025869011538295468,100,2.031173014640808,0.07628180284213652,3,0.3957125832859477,0.022776632507985065,200.0,5.037536263465881,0.25887899358562527,3.0,0.4107266229057148,0.12606575055704403,30.0,0.5660954594612122,0.014934921594606023,3.0,0.3623489829725134,0.1235311239275829,50,0.7448405742645263,0.024049080850081284,2,0.31070764035409987,0.11311559159912589,100,1.2732905387878417,0.09069617032426688,1,0.2784310037759935,0.10117689713886244,200,3.3777072429656982,0.43585934437329327,1
Health-ClosedPRs0011,10000,0.561283029411525,0.0009287456785407966,30,0.5987987160682678,0.04034695565495552,2,0.5610768494796154,0.0011710208270071555,50,0.8898227453231812,0.012212635632513555,2,0.560585127184884,0.002175618849434517,100,2.1196940183639525,0.07520079199326145,2,0.559623298134609,0.005224689982714354,200.0,5.16629159450531,0.2772275396906077,2.0,0.0,0.0,30.0,0.4540883660316467,0.008030255086320184,1.0,0.0,0.0,50,0.7724182963371277,0.031627831818375536,1,0.0,0.0,100,1.4316469430923462,0.03615705636955812,1,0.0,0.0,200,3.157138633728027,0.18786049987006015,1
Health-Commits0000,10000,0.07067847610363312,0.0032326354937920227,30,0.49902341365814207,0.03706978521156802,1,0.06923316174185089,0.003105587100210978,50,1.0170420289039612,0.05067811904061772,1,0.06626834261102356,0.003550962530308761,100,1.9655399441719055,0.05757425237344638,1,0.06136498749018728,0.005009378782484462,200.0,2.5668347597122194,0.4080035145625416,1.0,0.20386668178433687,0.06645487465644093,30.0,0.4400510549545288,0.010918182645273682,3.0,0.1864676748862859,0.0608126667408499,50,0.709671151638031,0.012386522995434142,3,0.13671467535581058,0.04725582596262635,100,1.518979549407959,0.07086735448168745,2,0.12108991241701657,0.04721507395863368,200,2.7658020496368407,0.3759835455334362,2
Health-Commits0001,10000,0.21529653762973666,0.0035879218808902865,30,0.5052082419395447,0.03730032176444512,4,0.212802298061673,0.003209024223836554,50,1.1751093506813048,0.12632091511625548,3,0.21066702315261515,0.003655532375585019,100,1.8707061052322387,0.0491609084178302,3,0.20625895566954208,0.004308547899465861,200.0,4.6149519920349125,0.37028468559960187,2.0,0.16428492331101388,0.0014286441808037318,30.0,0.43192259073257444,0.006403836998626645,1.0,0.16388621934613828,0.0016722047052861989,50,0.7036095142364502,0.016702440702288917,1,0.16339913606517015,0.0018469801087298385,100,1.4235482215881348,0.030414340317746903,1,0.16257418782756128,0.0020410858634259416,200,3.0320223331451417,0.2662785727498511,1
Health-Commits0002,10000,0.1274621988365549,0.008071177870376617,30,0.56952805519104,0.041673287038985526,1,0.12088777987365032,0.020398273973580065,50,0.9761886835098267,0.02785535089650108,1,0.11906338889827324,0.020120382705360162,100,1.8302000164985657,0.23927955526939726,1,0.11512816400203925,0.019678978362714983,200.0,4.165706849098205,0.38905047526994657,1.0,0.4134378357939569,0.10907218824078671,30.0,0.46062841415405276,0.006840111282948023,3.0,0.35728652156773555,0.10123349346305599,50,0.7482970595359802,0.013929089293098329,3,0.31198100593149986,0.083252559044992,100,1.7045824646949768,0.07222233657949763,2,0.2833153008817805,0.041925613834294106,200,2.202663815021515,0.3830726013300587,2
Health-Commits0003,10000,0.37797373529319545,0.058761068959768535,30,0.534730339050293,0.02904224596272896,3,0.35139189469184967,0.057638172068731126,50,0.6902089357376099,0.01393802288657007,2,0.30798172527230466,0.035412623123155074,100,1.6865968346595763,0.18449529245071294,1,0.2801284185080687,0.02197061404235528,200.0,5.11625429391861,0.28269750545704453,1.0,0.36505541240081973,0.043436050359357534,30.0,0.3111307144165039,0.009913475310005308,3.0,0.33666716829436866,0.037676000652073646,50,0.7367551684379577,0.006776045351631756,2,0.3024545100824293,0.026571467814445814,100,1.4541821122169494,0.155933871624523,1,0.27162387126663967,0.02410858052045783,200,3.126642847061157,0.33734893958792084,1
Health-Commits0004,10000,0.4567485054877481,0.07873769278614373,30,0.41011111736297606,0.03304847689726835,3,0.42975618757217565,0.06389874359241018,50,0.6578300476074219,0.020637897779434124,3,0.4031431542077386,0.053383475400008554,100,1.5767496943473815,0.04747649879982177,2,0.3829674524266643,0.04148032364894953,200.0,2.5666035771369935,0.3299443962647408,2.0,0.22112614124337035,0.008217533097918487,30.0,0.4626626014709473,0.00553819747876402,1.0,0.21797839746113423,0.009465211338863676,50,0.5130584478378296,0.0095920457181338,1,0.20978969980388512,0.00972964240864257,100,1.0571079969406127,0.060379398564964916,1,0.20400743112473604,0.010308693454430602,200,1.4296564936637879,0.35551116887200107,1
Health-Commits0005,10000,0.4991264259304412,0.013369352085770956,30,0.37657374143600464,0.027965233882690576,3,0.494751079055438,0.007634522441489905,50,0.6637162208557129,0.02306354422906873,3,0.48648728645974704,0.006948201010472298,100,1.6972504019737245,0.20563662063647922,2,0.4813072321040407,0.006938313102861812,200.0,3.561539041996002,0.33491996824184916,2.0,0.2190158745611265,0.04432930196216705,30.0,0.3189286947250366,0.004619970324984303,1.0,0.20533203664981664,0.0382310316332634,50,0.5499460816383361,0.012419749253321356,1,0.18234747766547427,0.014582029553089487,100,1.0078617572784423,0.030221250606015732,1,0.17108970570169213,0.013017652064458644,200,3.5101088881492615,0.28416212635481436,1
Health-Commits0006,10000,0.44640484596133634,0.04340479697478419,30,0.3823917269706726,0.03244918008991696,3,0.4445470944710184,0.04274775083847229,50,0.6651100397109986,0.02211698645673837,3,0.4262117613618627,0.05933717410068363,100,1.4707842111587524,0.048536508877962854,3,0.3917596919171903,0.06985987691933564,200.0,2.906553494930267,0.2997761720125817,2.0,0.29026940163410697,0.019578790694086946,30.0,0.5805882930755615,0.006723053922634578,1.0,0.2763360993639005,0.021912031748263876,50,0.739952540397644,0.02090471924501808,1,0.2535914844767813,0.012887313540963792,100,0.9756303668022156,0.12353197522092668,1,0.24014727919676176,0.008980394330611008,200,1.6038720726966857,0.4143735452005361,1
Health-Commits0007,10000,0.4339195431304178,0.09629175272806098,30,0.3765708327293396,0.03200333848417447,3,0.4115902625116189,0.08256021353269993,50,0.7047147274017334,0.008816250393747664,3,0.3787989896746089,0.05162265509164061,100,2.6018752694129943,0.051705196055794614,2,0.354964944156128,0.03505476045236043,200.0,3.8070785880088804,0.31670456358576865,2.0,0.233415406692237,0.03167459809433678,30.0,0.30617724657058715,0.003817761948064182,1.0,0.21785171684286606,0.0213271480649434,50,0.7986770749092102,0.058495698678677405,1,0.1883655957938987,0.023799257000100514,100,1.7729026913642882,0.11096626285359598,1,0.18132049253677426,0.02419118325765289,200,1.5828513622283935,0.2966665258963114,1
Health-Commits0008,10000,0.534776108515547,0.05412160276275847,30,0.530604076385498,0.03863969451354136,3,0.5206125950109437,0.05015713283935039,50,0.7468769311904907,0.02337141868402975,3,0.4957479393747982,0.03296185392698219,100,1.4859448671340942,0.05262752854590718,2,0.4740387379032643,0.038762418991102804,200.0,2.7410596370697022,0.33971507491473557,2.0,0.3704117255064799,0.03714953701604122,30.0,0.3109984636306763,0.002937550039968896,1.0,0.3435524901711514,0.03239374109684599,50,0.9480696558952332,0.024760861827413754,1,0.3175964006227344,0.027608811517198215,100,1.7665157198905945,0.13946724581501538,1,0.30588353487732134,0.0259912038637121,200,1.7459195613861085,0.25829125150590554,1
Health-Commits0009,10000,0.5466492173850999,0.037517898564983276,30,0.38283601999282835,0.03394473969660747,3,0.52987102654101,0.038565455665316634,50,0.7414909720420837,0.01862222119400644,3,0.5066889924266171,0.029251701480723417,100,2.2190146684646606,0.13556145595148367,2,0.4860564926938843,0.008456614529458548,200.0,5.824881708621978,0.35944169996352127,2.0,0.13989824258527545,0.0046737216829002785,30.0,0.3022851586341858,0.002788132860918528,1.0,0.135394089174629,0.006871522373023628,50,0.5491379618644714,0.0067942766748079015,1,0.1292029882304658,0.007814634319464843,100,1.4132856249809265,0.17319188060012145,1,0.12393074481894421,0.007771582371590314,200,3.4756314873695375,0.19339534435584416,1
Health-Commits0010,10000,0.4436596932464747,0.022116633095013497,30,0.5792801260948182,0.04443338428666139,3,0.4376265478320295,0.015313618768140904,50,0.6572245359420776,0.019783510101044254,3,0.4267110976728656,0.01247161249346991,100,1.4522170901298523,0.03781450382725906,2,0.4166958208617757,0.01211147458824338,200.0,6.34710910320282,0.1652625370050354,2.0,0.30862053226390757,0.014831564433955932,30.0,0.3176675200462341,0.003358767238989742,1.0,0.30340685795822503,0.013927490010318793,50,0.8448262929916381,0.06253211032522794,1,0.29467686376577945,0.012866692677684689,100,0.9940532922744751,0.03833099283942572,1,0.27880451628930436,0.007721400097895503,200,3.513602077960968,0.1760299215238902,1
Health-Commits0011,10000,0.5660110611086707,0.012771104038082206,30,0.5463843822479248,0.037234879350165166,4,0.564691459877939,0.0137258700719278,50,0.7267006635665894,0.027146926906008582,4,0.5560943642006528,0.018879035518292113,100,1.99859060049057,0.1853862708686116,3,0.5380183179916834,0.01801543308554794,200.0,2.740922689437866,0.3104466171158462,2.0,0.056866819896144206,0.07340991199146708,30.0,0.3412708878517151,0.006741615337204039,1.0,0.02918335495330112,0.04170213552649278,50,0.7487588167190552,0.01383950707291903,1,0.00574764761163739,0.010435990376448209,100,1.4960717797279357,0.06174148946292666,1,0.000482501087451565,0.001009438352772047,200,3.1390639781951903,0.2675200118461283,1
LLVM,1024,0.10207183849633414,0.020280747694533637,30,0.2011632919311523,0.022221855398739797,3,0.08821203872457518,0.011461523136512462,50,0.4914110779762268,0.035143456058888654,3,0.07845468055183134,0.006047932578016602,100,1.0886648774147034,0.1488682746342948,2,0.07451090248701536,0.0055312502942788735,200.0,3.231625771522522,0.34723185500575027,2.0,0.09403804890835613,0.07807271394906115,30.0,0.14013488292694087,0.005764628398873014,3.0,0.07427514755978301,0.06087545006394651,50,0.27858824729919435,0.015320550244651069,2,0.05239801001888413,0.0414876270958059,100,0.29877684116363523,0.05384208930022908,1,0.05191403545071662,0.04154639803421657,200,0.3537882328033447,0.07731391812457877,1
PostgreSQL,19008,0.7064046014804198,0.004492862856965275,30,0.26314531564712523,0.032993181787807614,4,0.7031542149913428,0.003991830455441155,50,0.6743841886520385,0.050643226632041426,3,0.7000832510403056,0.0039440574853912835,100,1.6841493606567384,0.08434203635108821,2,0.699119420798638,0.003455651770135094,200.0,4.547932755947113,0.05445817968629958,2.0,0.020204913678369456,0.0005100650224082149,30.0,0.1820104360580444,0.0025681778579152593,1.0,0.01987864942276728,0.00044359428870768445,50,0.17620912790298457,0.004218268815772134,1,0.01963425558207074,0.0002514183866356926,100,0.4574952363967896,0.013333351491028081,1,0.019552829313576853,0.0002669915918784709,200,1.1725011944770813,0.07149606486215164,1
SQL_AllMeasurements,4653,0.3456242226676882,0.03587821364618983,30,0.564399266242981,0.0418873076670644,4,0.3155741692254331,0.024647694533649622,50,1.1731654167175294,0.06778129437170052,3,0.2754718567160238,0.03551895050384176,100,4.013351333141327,0.07589850154469373,2,0.2333691066965649,0.02629755707318433,200.0,10.412706065177918,0.3931213705735724,1.0,0.3044247190321862,0.054342169781235516,30.0,0.1396488070487976,0.003287488094517243,2.0,0.2886596550648426,0.04509661448561044,50,0.25829888582229615,0.0015847822084206846,2,0.2472539049848455,0.038189679674167365,100,0.5186029672622681,0.005821157180098764,1,0.22252889428189265,0.027943331097130982,200,1.0367157459259033,0.023679396688465117,1
SS-A,1343,0.1342592755064584,0.010402333545510069,30,0.2571387529373169,0.017241924835783434,3,0.13395006518875638,0.010397375834511557,50,0.8827475905418396,0.004660663811721027,3,0.1266739348886414,0.0031729783372318296,100,1.0848524212837218,0.0501800825433191,3,0.12604362242255013,0.0027664038379904407,200.0,8.063601791858673,0.1660858757906211,3.0,0.14729787074489484,0.12475550203911474,30.0,0.29222058057785033,0.004879723180749905,3.0,0.10093078925935497,0.054811023978060806,50,0.3469529628753662,0.02204347787694694,2,0.06983611940315704,0.03754790920554391,100,0.8595560431480408,0.12411288566760302,1,0.051080228763704896,0.029373648726499276,200,1.5078488349914552,0.4306127417669738,1
SS-B,206,0.07897997670720797,0.015437420710048298,30,0.338641083240509,0.012252765330729524,1,0.07392740721686127,0.005431338140289958,50,0.6450972318649292,0.014811550676546303,1,0.07186490103318612,0.0037917530062734953,100,1.979682743549347,0.04824662162120394,1,0.07069436273996844,0.001752956533618406,200.0,4.276250207424164,0.15772487561938375,1.0,0.1952570971940874,0.09025900416185349,30.0,0.28948746919631957,0.010798477970705312,3.0,0.1527954266086062,0.024218353744757743,50,0.44697158336639403,0.03828733249719081,2,0.1409136108253235,0.0045572444439761,100,0.7601062536239624,0.16112392138389126,2,0.14007354893310012,0.004727668229462474,200,0.6379922151565551,0.1490277475485066,2
SS-C,1512,0.11502377674884119,0.016867072234455275,30,0.38764033317565916,0.0104661692561704,1,0.11091530107848699,0.016135135709836518,50,0.7873246192932128,0.009817947806467187,1,0.1044797070746609,0.005865671930125055,100,1.1606614351272584,0.1427451642943942,1,0.10213945449009451,0.00565774466318018,200.0,3.498544704914093,0.2088638752994262,1.0,0.16676789906432996,0.14047271995333574,30.0,0.26163501739501954,0.005435434730276641,2.0,0.10866278604242494,0.02425349635209819,50,0.5851726293563843,0.05216408550164784,1,0.09581559309357186,0.006638020160713809,100,0.8702272415161133,0.19085167696959313,1,0.09545506263621492,0.006792742143302481,200,0.8625864505767822,0.21756428437098632,1
SS-D,196,0.4482140992885849,0.05058808885149846,30,0.3738629102706909,0.012584425485496145,2,0.4382617605159572,0.04668152943900887,50,0.6326417565345764,0.011723683263397943,2,0.4081610319120941,0.01347495501092616,100,1.3918283462524415,0.04672697319022737,1,0.4057164483288219,0.007639334849611068,200.0,3.522453474998474,0.21121309566458876,1.0,0.44762207851499697,0.016134945330882805,30.0,0.20183398723602292,0.005124085747826332,2.0,0.4447986484955351,0.01764707335717496,50,0.4875245690345764,0.015876597687221713,2,0.43520287051002954,0.028046118398216326,100,0.9330583214759827,0.05211211638850847,2,0.42531796700405183,0.03213248547631301,200,2.0800188541412354,0.254495768797674,1
SS-E,756,0.5432523281750139,0.14056673188934626,30,0.29134607315063477,0.022424955511966792,3,0.47001580641209123,0.10016478157488706,50,0.6174376487731934,0.012279423592839926,3,0.3928816538743008,0.032089194262207466,100,1.5496447443962098,0.12562675848909427,2,0.37192384133917544,0.011909365630047783,200.0,3.3721601486206056,0.12621202794364997,2.0,0.18586663999137845,0.03655086424261105,30.0,0.38082419633865355,0.005332057129550153,1.0,0.17799479967361245,0.033982874381723156,50,0.3208102107048035,0.007571599678564436,1,0.15795594251250664,0.010782906475352296,100,1.0691329479217528,0.055472018329669574,1,0.15088245581922796,0.003201273001140705,200,2.5409841299057008,0.09862988432014928,1
SS-F,196,0.38060489274142706,0.04950810823759248,30,0.3301175832748413,0.00973526172471474,1,0.3652417162219247,0.04524025422786227,50,0.7877581357955933,0.007888730474006287,1,0.3492642739731868,0.037029654304048365,100,1.405999732017517,0.047552251443682754,1,0.3330964921373567,0.008787694338266483,200.0,3.315700078010559,0.08482476774874206,1.0,0.4464310057122939,0.017798233589450194,30.0,0.28265167474746705,0.007657458732130374,3.0,0.4394453637928235,0.020455233234819042,50,0.4789125919342041,0.01248259792541501,2,0.43463780564694865,0.017147455281512416,100,0.8770580649375915,0.057176231634119876,2,0.43401622353286273,0.01832632699348696,200,1.3562538981437684,0.18184869822904476,2
SS-G,196,0.3492112262875958,0.053163977436629276,30,0.33676120042800906,0.008464610382239869,1,0.333360584460618,0.045649556736916445,50,0.774238669872284,0.013208720732504139,1,0.3093047821168405,0.028801763920844166,100,1.195554518699646,0.1535298271629707,1,0.2975155628482107,0.005680242743792103,200.0,3.176652991771698,0.1261188747037387,1.0,0.4442563156098037,0.012794767773641889,30.0,0.3513636589050293,0.008247495613009647,2.0,0.4423766024866131,0.014483223678466635,50,0.461488401889801,0.010981393652289,2,0.44136218304129554,0.014199101750320669,100,1.1276968240737915,0.07216575971938231,2,0.44136218304129554,0.014199101750320669,200,1.663576078414917,0.15683221883353238,2
SS-H,259,0.03943994729739005,0.004654442499932355,30,0.36207692623138427,0.01248390077266245,1,0.03654655617783477,0.0019095310425338242,50,0.7870354294776917,0.10056576357244751,1,0.03555427572979818,0.0006458532629632903,100,1.237980306148529,0.15099937088548754,1,0.035420888390223955,0.00045479069584839356,200.0,3.3166852831840514,0.11398975477604811,1.0,0.3728796517839038,0.15778568490322037,30.0,0.2742528557777405,0.008705560970980563,3.0,0.31717620469614694,0.09451526578275987,50,0.46017454862594603,0.03158897172663034,3,0.25466854071980527,0.03328624594906995,100,0.607215404510498,0.11021342027735584,2,0.25466854071980527,0.03328624594906995,200,0.571372127532959,0.1250841432702609,2
