Dataset,Rows,NSGA2-30_mean,NSGA2-30_std,NSGA2-30_budget,NSGA2-30_runtime_mean,NSGA2-30_runtime_std,NSGA2-30_tier,NSGA2-50_mean,NSGA2-50_std,NSGA2-50_budget,NSGA2-50_runtime_mean,NSGA2-50_runtime_std,NSGA2-50_tier,NSGA2-100_mean,NSGA2-100_std,NSGA2-100_budget,NSGA2-100_runtime_mean,NSGA2-100_runtime_std,NSGA2-100_tier,NSGA2-200_mean,NSGA2-200_std,NSGA2-200_budget,NSGA2-200_runtime_mean,NSGA2-200_runtime_std,NSGA2-200_tier,PSO-30_mean,PSO-30_std,PSO-30_budget,PSO-30_runtime_mean,PSO-30_runtime_std,PSO-30_tier,PSO-50_mean,PSO-50_std,PSO-50_budget,PSO-50_runtime_mean,PSO-50_runtime_std,PSO-50_tier,PSO-100_mean,PSO-100_std,PSO-100_budget,PSO-100_runtime_mean,PSO-100_runtime_std,PSO-100_tier,PSO-200_mean,PSO-200_std,PSO-200_budget,PSO-200_runtime_mean,PSO-200_runtime_std,PSO-200_tier
LLVM,1024,inf,nan,30,3.337860107421875e-06,3.544769008994237e-07,5,inf,nan,50,5.9247016906738285e-06,8.12300697167302e-07,5,inf,nan,100,3.564357757568359e-06,1.8181705042830076e-06,5,inf,nan,200,3.516674041748047e-06,6.557936718704472e-07,5,0.08724271729242515,0.08311871309505724,30,0.0888158559799194,0.011762617497090497,4,0.08684892764244426,0.08333393762026181,50,0.10837683677673338,0.01622821099715742,3,0.08432024634248222,0.08419616130392439,100.0,0.0968703746795654,0.013069708042347873,2.0,0.08292300727513642,0.08270229229517777,200.0,0.077540111541748,0.010488842060635134,1.0
SQL_AllMeasurements,4653,inf,nan,30,4.0888786315917965e-06,9.607846817631138e-07,5,inf,nan,50,5.197525024414063e-06,1.7376084337891345e-06,5,inf,nan,100,5.221366882324218e-06,2.6738933017483486e-06,5,inf,nan,200,4.994869232177734e-06,2.955130217842893e-06,5,0.30378800152905494,0.03429022655061545,30,0.13727984428405757,0.007987348813701006,4,0.2926306325927931,0.042848430970379305,50,0.19808282852172848,0.035950506479645476,3,0.2913850443838787,0.043279180152405575,100.0,0.1461544871330261,0.03083421106202011,2.0,0.29003777252235213,0.04215834259023864,200.0,0.213578450679779,0.04486656481898777,1.0
SS-A,1343,0.2683921275797687,0.2441535302681266,30,0.3790465235710144,0.007436568609742124,2,0.15305953089869506,0.17416329487911678,50,0.9632568955421448,0.03960192672559131,1,0.0780069767353714,0.05143276416788394,100,1.040799582004547,0.03726993799573243,1,0.06099008473028287,0.02729291669888399,200,2.0611549019813538,0.2935253871616769,1,0.20791272999885146,0.21106201676423203,30,0.28525055646896363,0.014116901873923655,2,0.13828896390928028,0.1644570000236387,50,0.5179955959320068,0.09245645322839716,1,0.09364485040799375,0.1263278553890467,100.0,0.38140482902526857,0.11938375110782354,1.0,0.08224372084281623,0.13001267517492068,200.0,0.6716776847839355,0.3085292171098758,1.0
SS-B,206,0.22822631121460235,0.0808815226959276,30,0.36896164417266847,0.004294692524869595,2,0.19478744345962512,0.05727945015702542,50,0.7268393754959106,0.04522933557831565,2,0.1605072836462455,0.025632829659870238,100,1.1999996662139893,0.1459030890423638,1,0.15691464384834614,0.023994519986039464,200,2.6206478118896483,0.20312990751153698,1,0.1642963253459615,0.07486366440403745,30,0.24277054071426388,0.02684043007412803,1,0.1477547496581419,0.03309930871153988,50,0.3728524804115295,0.06547388224603291,1,0.14074529823304904,0.004695592874377442,100.0,0.3674253344535828,0.08101468564568114,1.0,0.14055136168281696,0.004416595865941177,200.0,0.27351127862930297,0.06150861006283956,1.0
SS-C,1512,0.4882238932496814,0.11859611966098518,30,0.33527623414993285,0.005008523687230741,3,0.44893023918265335,0.13070592776601173,50,0.6267029047012329,0.008620112290416907,3,0.40584440628569096,0.13887321573776965,100,1.8545941472053529,0.053851913335895556,3,0.32574024196203133,0.10441577485595435,200,2.096332061290741,0.3452813432766748,2,0.1892135256617813,0.18247487360684114,30,0.19138047695159907,0.011649544978992217,1,0.12673770657767305,0.13415986230000929,50,0.2527116060256958,0.046431375829837,1,0.12532443133098567,0.1344575440928097,100.0,0.5559846878051757,0.20146926253355327,1.0,0.09474159019336043,0.006019850020593988,200.0,0.4791535496711731,0.3106696940423992,1.0
SS-D,196,0.44287036407575187,0.020307235543293323,30,0.37500089406967163,0.009292325780377064,2,0.4390759362914653,0.023388462824953327,50,0.8280874252319336,0.005285891505321408,2,0.4259616245978929,0.02696023392095814,100,1.4756062746047973,0.04823027984638833,1,0.4053510723565875,0.019833969193844656,200,3.734482932090759,0.2687705819145167,1,0.43819332914328096,0.02609791317372287,30,0.268330442905426,0.008070212186577774,2,0.4298921085876328,0.031365263518976866,50,0.43746224641799925,0.02005844515455235,2,0.4227935493699168,0.03350234202478282,100.0,0.9859947443008423,0.05150292557292022,1.0,0.4226485223276845,0.03365981518354713,200.0,1.1347895622253419,0.16825560134383957,1.0
SS-E,756,0.17108287205026756,0.026685110558556102,30,0.3771378517150879,0.0034367560719826638,3,0.16193339197536694,0.014565586952014627,50,0.8284128069877624,0.00289890679017772,2,0.15459488995477838,0.004903378524374735,100,1.4551815867424012,0.055838808464757354,1,0.15223225729341827,0.002151090967461036,200,2.712786889076233,0.2382779574400436,1,0.15953507007834597,0.014058305679611914,30,0.31828410625457765,0.01080210487455671,2,0.1533634004962249,0.007404003216726883,50,0.4133306384086609,0.029121835407513216,1,0.1505240129096112,0.003430967691338548,100.0,0.9478476166725158,0.07361229666314231,1.0,0.15001959251797417,0.003049737502506603,200.0,1.6817307710647582,0.11125958158919025,1.0
SS-F,196,0.44376178650774734,0.021110606581908734,30,0.40946767330169676,0.007053150321245616,2,0.4382271513372128,0.02193594653094581,50,0.5840568900108337,0.0035025183638335714,2,0.42521714880729755,0.023778690853787803,100,1.421950387954712,0.04830769505827749,1,0.4083144241681283,0.02054560861330747,200,4.913775408267975,0.09277163069591672,1,0.44322289800336295,0.017056578541643334,30,0.27669516801834104,0.006971620393232812,2,0.44243376218104424,0.018581903757298818,50,0.33353534936904905,0.020969338597274238,2,0.44105009644041154,0.019283624956624917,100.0,0.6419357419013977,0.0754614425428181,2.0,0.44061532765133116,0.020416750814901123,200.0,1.6579102158546448,0.3027251436058966,2.0
SS-G,196,0.4413742493203462,0.017853383219226544,30,0.32954044342041017,0.0025420089119426864,2,0.43834349659011274,0.019973488769408604,50,0.6370166420936585,0.0033181676752212855,2,0.42759787700927154,0.025311515824763906,100,1.0346974730491638,0.03328360763116217,1,0.4106590481940035,0.023504089888356672,200,3.2413654685020448,0.09393984664419532,1,0.4440734734689983,0.013614251840541405,30,0.30075708627700803,0.009004002660428924,2,0.4424709282456881,0.01614074136842018,50,0.6029233336448669,0.02906654041510681,2,0.44209681651098565,0.01724340609157805,100.0,1.1463033437728882,0.060367155748799306,2.0,0.44161470774356804,0.018693483545886073,200.0,2.227419376373291,0.16942875211697112,2.0
SS-H,259,0.5716667981940897,0.1297222687925328,30,0.40909950733184813,0.03671362362234267,3,0.5328668195616132,0.12109090712601867,50,0.6850059032440186,0.02770684795232577,3,0.47735767936784307,0.10514968150588509,100,1.8015741109848022,0.132486730928591,2,0.4384933274457746,0.08220744026156293,200,3.6000152945518495,0.26918549571388806,2,0.32257634336891294,0.15493580630018175,30,0.1760407447814941,0.01841084689416511,1,0.29078423064729136,0.08631777406838793,50,0.32495492696762085,0.06944758072470764,1,0.27212465164497207,0.06564886265917362,100.0,0.18940637111663813,0.04208032788921088,1.0,0.27212465164497207,0.06564886265917362,200.0,0.18620157241821284,0.04093531352999208,1.0
SS-I,1080,0.13366608400728713,0.10271419787357407,30,0.25821971893310547,0.0017265915688489135,2,0.08600296918492684,0.08110194605801017,50,0.7608461856842041,0.03784838375925649,2,0.039823069226514164,0.04350898681953737,100,1.4877380728721619,0.1735107691633814,1,0.028338963788819126,0.03756417348249644,200,3.7841302275657656,0.39935104954447337,1,0.05012624940174658,0.07533159448645532,30,0.21039954423904414,0.010866038515123898,1,0.04068945424189062,0.07305544288445909,50,0.4851135969161987,0.02296501536448714,1,0.03748678294183846,0.0736484160770869,100.0,0.6075603723526001,0.08837711271683585,1.0,0.03733066126650515,0.07370587403642387,200.0,1.027468490600586,0.2899624644187748,1.0
SS-J,3840,0.07894919951129688,0.0064984847266790725,30,0.2689831376075745,0.004569097803625866,3,0.07650293256680443,0.006104813449739672,50,0.5458094239234924,0.03178753727286562,2,0.07229191122737755,0.0034033697683853964,100,1.3422385454177856,0.17102418908995473,1,0.07048095649690753,0.003469862055740918,200,3.2249155044555664,0.24862333882800317,1,0.07450786084772068,0.0054740944298338505,30,0.2026346087455749,0.001466978877234141,2,0.07296568524747397,0.004342657964098993,50,0.3303364634513855,0.006467979507880438,1,0.07154650963676025,0.0046777852428067,100.0,0.9335926413536072,0.020485453118723043,1.0,0.07001029715655496,0.0038698955271814694,200.0,1.3492746591567992,0.025160794420986957,1.0
SS-K,2880,0.08617487341583427,0.02004448996934231,30,0.30291311740875243,0.008944796276868202,2,0.07711012898361748,0.015873475342972218,50,0.4904020428657532,0.02422445642418673,1,0.07163212978423365,0.009455658045316619,100,1.0876863479614258,0.1970846371292166,1,0.0691138628412086,0.007226963149674851,200,5.331217253208161,0.09429761909440837,1,0.09533074642853541,0.03413111819880412,30,0.2851506948471069,0.0034113653662703348,2,0.08600837646569001,0.031095049863095466,50,0.4947499632835388,0.005793160871532379,2,0.08176501779677606,0.027230596699061926,100.0,0.740417230129242,0.041753520298020916,2.0,0.08072132405802487,0.027420706528604396,200.0,1.3461057782173156,0.007243178795923662,2.0
SS-N,53662,0.15955840496646895,0.012435085642560169,30,0.3560522794723511,0.03962733214087213,3,0.15533131373809855,0.009837555466692408,50,0.6383454084396363,0.03377372136243696,3,0.152621294359031,0.007671389585180896,100,1.6872274994850158,0.14895801407414674,2,0.14815011822791427,0.005444565270449779,200,3.523787486553192,0.24975977810450004,2,0.15470570470680753,0.024857705706203253,30,0.30912964344024657,0.005484701232100375,3,0.13697574658624417,0.028314147901703054,50,0.5109193682670593,0.004154984189628188,1,0.12120919192093285,0.02258631970102293,100.0,0.9983429789543152,0.012142194845756174,1.0,0.1155667862095946,0.01733563653417125,200.0,1.9355695962905883,0.16600321019671072,1.0
SS-S,3840,0.10274549547816618,0.05370727331042238,30,0.2667119145393372,0.0012253138173825054,2,0.08354922161562993,0.0387141015133284,50,0.8177111744880676,0.06827142823631763,2,0.05181474638880192,0.03596791431547965,100,1.3286443829536438,0.046212251003586086,1,0.026573900778219008,0.014287240166987491,200,2.4550001502037047,0.3081661816221572,1,0.03722458885095921,0.027638454623768918,30,0.21147031784057613,0.006149599143434707,1,0.02792365752877572,0.027573617241456575,50,0.3614321112632751,0.0263282469592113,1,0.02789201229581826,0.027578231377773117,100.0,0.9059292078018188,0.21827583884921054,1.0,0.022717955319106885,0.021268233218471065,200.0,1.18394775390625,0.3590919247301662,1.0
SS-T,5184,0.0585587227853143,0.021912774344828252,30,0.4145176649093628,0.0024178855488983814,2,0.05317353513375452,0.02126000663268976,50,1.0406882405281066,0.04223996526006409,2,0.040625836786425874,0.015820501607032165,100,2.0831648826599123,0.06688233431427483,1,0.02995785649776588,0.011134536928060759,200,5.931638073921204,0.06502931476570158,1,0.0836908470866879,0.0614380730442907,30,0.18187046051025385,0.011054459894334874,3,0.06607381016224585,0.032524049491989546,50,0.40149749517440797,0.056847423198649265,2,0.06361440796701023,0.03485695336011161,100.0,0.6256665229797364,0.11652706040729714,2.0,0.06303913898999866,0.03523970288220016,200.0,0.5727070212364197,0.15558002054456826,2.0
SS-V,6840,0.15379871087948216,0.05209622435521021,30,0.695443081855774,0.04633397486679054,2,0.1524345372674689,0.05124217324293542,50,1.1267190456390381,0.05706917473128263,2,0.13071389936992206,0.06553813414864333,100,2.9753950476646422,0.1025532433674386,2,0.09377048308694606,0.07010086964351232,200,8.709676086902618,0.09687415380084619,1,0.15414651771869162,0.07964201260242439,30,0.32612783908843995,0.02990151635797541,2,0.15189011887518042,0.08003945095870524,50,0.7915211319923401,0.05198604762098248,2,0.15118633825404892,0.08031615033454315,100.0,0.6874565482139587,0.08080110091131079,2.0,0.15086636891373945,0.08048173159446907,200.0,2.3974653363227842,0.216762742070495,2.0
SS-W,65536,0.34119105177329356,0.02459499000231897,30,0.5649993062019348,0.05390898971587187,3,0.3290674576233288,0.025278814974577353,50,0.6734475135803223,0.06438497937996152,2,0.317833592928233,0.021174026258973872,100,2.9933541774749757,0.10690206695238642,1,0.3081866897895603,0.01866755200573143,200,6.112765669822693,0.09561742959668239,1,0.3422788903898169,0.03322763512770236,30,0.3285938024520874,0.0299217490213231,3,0.33629195668488715,0.031812914941431555,50,0.1922632217407226,0.024555477682656982,3,0.3269806414186843,0.03719388734752921,100.0,0.39036872386932375,0.060936842707819454,2.0,0.3257207667273182,0.037899370851116984,200.0,0.299708890914917,0.047491974749768295,2.0
SS-X,86058,0.313612532301593,0.09304731665367064,30,0.5367896676063537,0.004348565848238385,2,0.2628921220050585,0.07003803514844353,50,0.8393243670463562,0.06080946692664687,1,0.2352280143113426,0.03794576858655767,100,2.573560047149658,0.08948367671264701,1,0.22250453746903714,0.012497141587204419,200,3.277202534675598,0.1304029041524528,1,0.30240142116526025,0.09655735478510469,30,0.2174358963966369,0.004984541903841737,2,0.2679834581652095,0.08896665799906389,50,0.47829408645629884,0.05676263884025446,1,0.2565214366610399,0.08797263905282521,100.0,1.176229178905487,0.1937657814627883,1.0,0.25503961478431053,0.087599527780702,200.0,1.7398100018501281,0.593915999493499,1.0
coc1000,1000,0.35818498359109835,0.011156087370529814,30,1.0614098906517029,0.056057403438213235,4,0.352640663319512,0.009491487290893365,50,1.7091225743293763,0.1341025445538482,3,0.3506012291579105,0.007946807521814208,100,4.494173324108123,0.29472723365939824,3,0.3441660323868514,0.006715221619677254,200,11.315977013111114,1.3229695326175537,2,0.35071916421769145,0.012941794024843238,30,0.7117596745491028,0.014594369181685099,3,0.34069401171626446,0.011274905183520362,50,2.9823330521583555,0.0835814532022131,2,0.32815730586012215,0.013748105635934947,100.0,2.6291917681694033,0.23132074122799592,1.0,0.31606959746019625,0.015137030602370035,200.0,5.165818619728088,0.8719716910360339,1.0
dataset120,5160,inf,nan,30,4.601478576660156e-06,2.469372990117328e-06,5,inf,nan,50,4.661083221435547e-06,2.8615196114825764e-06,5,inf,nan,100,3.910064697265625e-06,1.7042298929130862e-06,5,inf,nan,200,5.280971527099609e-06,2.044050115387037e-06,5,0.2844209906289532,0.039891018577083555,30,0.191592526435852,0.0016772109899904286,4,0.2611358547476776,0.03405597788997273,50,0.24805805683135987,0.0028275510771607624,3,0.23462550209186248,0.04254697284860257,100.0,0.5981421709060669,0.019534931366328053,2.0,0.19702611202114884,0.03315504675426941,200.0,1.1049420475959777,0.019454629133270066,1.0
dataset600,5160,inf,nan,30,4.13656234741211e-06,1.8472278146012623e-06,5,inf,nan,50,4.255771636962891e-06,1.8856974904878785e-06,5,inf,nan,100,4.541873931884766e-06,3.4898855056728716e-06,5,inf,nan,200,3.933906555175781e-06,2.1275646163284363e-06,5,0.2750188042038371,0.034072752690590465,30,0.1394891500473022,0.0018901533508518056,4,0.2459356461649805,0.03980588842658781,50,0.23543510437011714,0.002364721424795848,3,0.20708707449563674,0.037078821128871974,100.0,0.4868077039718628,0.005380635017250223,2.0,0.16868813946416494,0.03897779295420249,200.0,0.9461963057518006,0.009888217926622275,1.0
dconvert,6764,inf,nan,30,4.458427429199219e-06,2.231341556200955e-06,5,inf,nan,50,4.684925079345703e-06,2.512818481272608e-06,5,inf,nan,100,4.613399505615235e-06,2.236932347465873e-06,5,inf,nan,200,3.9458274841308595e-06,1.5729065490182446e-06,5,0.01747476926664463,0.011198576744234521,30,0.1307533502578735,0.007417603271145817,4,0.015200540860228939,0.002802204978905305,50,0.17886068820953366,0.03039180854380434,3,0.01482933428932138,0.0031074926731264134,100.0,0.2627363920211792,0.06613254255713674,2.0,0.014787515184946181,0.0030626619723898387,200.0,0.3411950945854187,0.09313709377865151,1.0
deeparch,4096,inf,nan,30,4.374980926513672e-06,2.2113750223373613e-06,5,inf,nan,50,4.434585571289063e-06,1.406042059399773e-06,5,inf,nan,100,4.220008850097656e-06,2.1100558230162947e-06,5,inf,nan,200,4.267692565917968e-06,2.7770768912595743e-06,5,0.027863807588287208,0.045041064553327445,30,0.09263876676559446,0.010996630044777175,4,0.019041883234952962,0.029469888506391324,50,0.11493207216262816,0.017981303434314103,3,0.01862420394376643,0.029679575952424195,100.0,0.09978697299957272,0.014601726037982439,1.0,0.01862420394376643,0.029679575952424195,200.0,0.11030226945877072,0.01598203869404357,2.0
javagc,166975,inf,nan,30,5.745887756347657e-06,2.941354849489429e-06,5,inf,nan,50,3.588199615478516e-06,1.179414386338288e-06,5,inf,nan,100,3.731250762939453e-06,1.5320523604362413e-06,5,inf,nan,200,7.772445678710938e-06,3.755734921738372e-06,5,0.0008749200372416999,0.0005495299255380459,30,0.14654576778411862,0.014249997532980693,4,0.000718192361355245,0.0004057151909823574,50,0.2623612642288208,0.024406315734963723,3,0.000684135061589765,0.0004050982230673291,100.0,0.5651256918907166,0.10926695549956236,2.0,0.00067564618554307,0.00039371399792398164,200.0,0.9688746094703674,0.1402444774555475,1.0
pom3a,20000,0.19965495647739195,0.011379914908262236,30,0.5749251484870911,0.004840079211085801,4,0.19362877574170476,0.01411412574531035,50,0.8182732939720154,0.10012198901960712,4,0.18740392500460362,0.013677324588099816,100,2.176241946220398,0.0942872308812259,3,0.1776315384330281,0.01001545324867026,200,2.9974099516868593,0.30996076197566824,2,0.1716927516377186,0.02391740200079729,30,0.4437871932983398,0.002537925307005068,2,0.16069350023081436,0.020890576757240906,50,0.7883581042289733,0.06135331732188515,1,0.13969763832255735,0.01576164017086675,100.0,1.2422260761260986,0.14186766188109756,1.0,0.12882351936804304,0.01782251826352675,200.0,3.4229961037635803,0.2573321155867059,1.0
pom3b,20000,0.21201380140763204,0.02266750832763828,30,0.5863812446594239,0.012508837325386244,4,0.19865840495883036,0.014803732474000913,50,0.7173430919647217,0.034298418862749015,3,0.18711049329867646,0.018844572108456283,100,1.84563490152359,0.15570138225880054,2,0.17632053953420748,0.014092378067641222,200,4.891194593906403,0.31557498355752056,2,0.181674065862978,0.018379345441815187,30,0.4253139615058899,0.004312810103264738,2,0.16097425295338844,0.017347074359401714,50,0.6517355561256408,0.0846950638666432,1,0.14783121331491678,0.020910087925257767,100.0,1.1211453557014466,0.02442264671023256,1.0,0.13847606290197834,0.020532755622470714,200.0,1.778176200389862,0.32329113998536807,1.0
pom3c,20000,0.34541482775027,0.022318463829187136,30,0.7755085706710816,0.015689395338367152,4,0.3396874749645042,0.01916353733246403,50,1.29116290807724,0.04238939052687607,4,0.32692007792020916,0.019233192216711166,100,2.4073233366012574,0.20346665276870463,3,0.31573570608608936,0.013552024567972892,200,7.970158886909485,0.16446068875139394,2,0.3020037864063046,0.026057232051621918,30,0.4629756689071655,0.024397773546683862,2,0.2830790048471692,0.025073576676107216,50,0.9964879155158997,0.07334674505006199,1,0.2652395248484073,0.024628517535669366,100.0,1.526436412334442,0.13190467896039604,1.0,0.2554734428119256,0.022931918826859736,200.0,2.3434553861618044,0.18010594972146232,1.0
pom3d,500,0.2076866986780313,0.016338572981116847,30,0.5694484114646912,0.033300643403637954,3,0.2028222208598931,0.01633613130372192,50,1.1924344778060914,0.04099953664097452,3,0.19737401372633187,0.015023140431698305,100,3.132240724563599,0.07895703489499914,2,0.19191774375692847,0.012997668267481555,200,5.863816344738007,0.2769785867052124,2,0.2006054118543709,0.021721815588591896,30,0.618312394618988,0.007860699979606638,3,0.19030423665379398,0.02421552331604404,50,0.5090574026107788,0.00213513519560602,2,0.16170150605469957,0.02144878191752044,100.0,1.908095932006836,0.004985883789657982,1.0,0.1478840073881241,0.016113860079961934,200.0,4.219353580474854,0.28160404933983535,1.0
redis,4400,inf,nan,30,5.352497100830078e-06,3.7020396912087775e-06,5,inf,nan,50,4.76837158203125e-06,1.7070363664369495e-06,5,inf,nan,100,4.303455352783203e-06,4.7353176093209476e-07,5,inf,nan,200,5.221366882324218e-06,1.7277664824445008e-06,5,0.4724382595542999,0.02510778874901423,30,0.184548008441925,0.0017590606911519853,4,0.46007539903429684,0.026684667206893237,50,0.26700979471206665,0.015274804804170272,3,0.4406981349203904,0.025128387533042112,100.0,0.4943146824836731,0.003784396836343153,2.0,0.4221715154003217,0.02397158175214984,200.0,1.2666542053222656,0.01989011057033146,1.0
rs-6d-c3_obj1,3840,inf,nan,30,4.363059997558594e-06,1.4054035781471122e-06,5,inf,nan,50,5.233287811279297e-06,2.2157000578365733e-06,5,inf,nan,100,4.673004150390625e-06,1.0097482007063202e-06,5,inf,nan,200,5.578994750976562e-06,1.9267003989981174e-06,5,0.008017699128735269,0.016748882617410088,30,0.19399069547653197,0.0014394079923631044,4,0.0063265592793760915,0.013242869418181927,50,0.27070131301879885,0.010746930791952882,3,0.006174052038409754,0.01323500440548977,100.0,0.541822862625122,0.06777801160252958,2.0,0.006098406162053218,0.013266995133525434,200.0,1.2778124451637267,0.22567734476356843,1.0
rs-6d-c3_obj2,3840,inf,nan,30,6.103515625e-06,1.8311644822380625e-06,3,inf,nan,50,4.780292510986328e-06,2.4674034424748847e-06,3,inf,nan,100,4.673004150390625e-06,1.5381426878428993e-06,3,inf,nan,200,4.5299530029296875e-06,1.6280965494239277e-06,3,0.0002666896090573353,0.000807092370308159,30,0.1327035069465637,0.0005490119279327617,2,0.00013462534250419735,0.0005867988931514853,50,0.3037330389022827,0.004995145864999764,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
sol-6d-c2-obj1,2866,inf,nan,30,5.078315734863281e-06,3.4679779018027226e-07,5,inf,nan,50,6.103515625e-06,2.5764538845838893e-06,5,inf,nan,100,4.13656234741211e-06,4.113197844537619e-07,5,inf,nan,200,4.243850708007813e-06,1.5750449102934044e-06,5,0.014683528706560506,0.0007716130714760466,30,0.16441180706024167,0.0036124742882915136,4,0.0145982816014153,0.0006380913282502224,50,0.28810139894485476,0.002320509334502614,3,0.014520460886273415,0.0006418748539884013,100.0,0.34316856861114503,0.007043996660054066,2.0,0.014435508901996259,0.0006654428035046836,200.0,0.956806230545044,0.0265408863676469,1.0
storm,1557,inf,nan,30,4.863739013671875e-06,1.9938528555517004e-06,5,inf,nan,50,4.506111145019531e-06,1.7190868008871844e-06,5,inf,nan,100,4.851818084716797e-06,1.8095937914945589e-06,5,inf,nan,200,5.1140785217285155e-06,1.608639751363275e-06,5,0.00014055440450150609,0.00013597169794943328,30,0.1913966298103332,0.0013964761778937646,4,0.00013668750108547173,0.0001369250623527483,50,0.3187990427017212,0.00835572942668832,3,0.00012530895784568878,0.00013385684269743144,100.0,0.6502413988113404,0.006066646756108881,2.0,0.00012035250932631379,0.00013244906597013382,200.0,1.3219483852386475,0.01413202649392115,1.0
wc+rs-3d-c4-obj1,196,inf,nan,30,4.0888786315917965e-06,1.6667326464989629e-06,5,inf,nan,50,4.231929779052734e-06,2.557193185537315e-06,5,inf,nan,100,3.790855407714844e-06,4.011940031240609e-07,5,inf,nan,200,5.662441253662109e-06,1.7873025910665044e-06,5,0.05168684417549065,0.0730767840770078,30,0.10313080549240108,0.007564786302500497,4,0.022730248006894625,0.032183956433295566,50,0.14813213348388668,0.024086183615547093,3,0.007814438386385139,0.015968819246130667,100.0,0.31879233121871947,0.10848261666282583,1.0,0.007814438386385139,0.015968819246130667,200.0,0.22006380558013916,0.13011442297915815,2.0
wc+sol-3d-c4-obj1,196,inf,nan,30,2.6464462280273437e-06,4.0119400312406097e-07,5,inf,nan,50,2.9206275939941406e-06,5.624753348758573e-07,5,inf,nan,100,2.9087066650390623e-06,4.805869183697423e-07,5,inf,nan,200,3.24249267578125e-06,5.652608682506593e-07,5,0.08872439004401998,0.1137027622838302,30,0.17575867176055904,0.005638475735669748,4,0.06292292625337481,0.10303572165039857,50,0.21227427721023556,0.02901653352275423,3,0.0525967017048475,0.10553777507640606,100.0,0.347398567199707,0.13063133493103715,2.0,0.04608220604331339,0.10651209528524688,200.0,0.4674718379974365,0.28817531862338447,1.0
wc+wc-3d-c4-obj1,196,inf,nan,30,2.932548522949219e-06,3.380609257206432e-07,5,inf,nan,50,3.957748413085938e-06,4.264961199760036e-07,5,inf,nan,100,3.445148468017578e-06,1.322886752972844e-06,5,inf,nan,200,3.3855438232421873e-06,2.8526451187902396e-07,5,0.07275293505082271,0.08232744618698527,30,0.15357353687286374,0.007970280182141454,4,0.05397000897876921,0.0780915531978173,50,0.5107699394226074,0.09305825840205018,3,0.009114350283438086,0.02406165660683589,100.0,0.274685800075531,0.10065721762763422,2.0,0.0037172212337145045,0.0022061707641210233,200.0,0.3729520201683044,0.16929381630935808,1.0
wc-6d-c1-obj1,2880,inf,nan,30,4.231929779052734e-06,1.3350432042353807e-06,3,inf,nan,50,4.9710273742675785e-06,1.5782233244107075e-06,3,inf,nan,100,4.398822784423828e-06,1.9221531255360877e-06,3,inf,nan,200,5.161762237548828e-06,1.492485872503262e-06,3,0.1054697445824494,0.06657767163097454,30,0.1403271079063415,0.0011886263323195713,2,0.09510886328267312,0.07289981062585725,50,0.2422736406326294,0.021763953634704344,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
x264,53662,inf,nan,30,4.756450653076172e-06,2.3797583881403922e-06,5,inf,nan,50,6.234645843505859e-06,1.695209131435584e-06,5,inf,nan,100,4.804134368896484e-06,2.1786635956066824e-06,5,inf,nan,200,5.257129669189453e-06,1.72182562110101e-06,5,0.1887548076600573,0.029213841448116992,30,0.15172959566116329,0.0009745790248553262,4,0.17346573878242075,0.03082067908096772,50,0.22317098379135128,0.00182458787819679,3,0.1544372496122987,0.03024909462617695,100.0,0.47724491357803345,0.003404710419904292,2.0,0.1497589400165789,0.03237105178403624,200.0,1.009277582168579,0.014352426671276954,1.0
