Dataset,Rows,SPEA2-30_mean,SPEA2-30_std,SPEA2-30_budget,SPEA2-30_runtime_mean,SPEA2-30_runtime_std,SPEA2-30_tier,SPEA2-50_mean,SPEA2-50_std,SPEA2-50_budget,SPEA2-50_runtime_mean,SPEA2-50_runtime_std,SPEA2-50_tier,SPEA2-100_mean,SPEA2-100_std,SPEA2-100_budget,SPEA2-100_runtime_mean,SPEA2-100_runtime_std,SPEA2-100_tier,SPEA2-200_mean,SPEA2-200_std,SPEA2-200_budget,SPEA2-200_runtime_mean,SPEA2-200_runtime_std,SPEA2-200_tier,PSO-30_mean,PSO-30_std,PSO-30_budget,PSO-30_runtime_mean,PSO-30_runtime_std,PSO-30_tier,PSO-50_mean,PSO-50_std,PSO-50_budget,PSO-50_runtime_mean,PSO-50_runtime_std,PSO-50_tier,PSO-100_mean,PSO-100_std,PSO-100_budget,PSO-100_runtime_mean,PSO-100_runtime_std,PSO-100_tier,PSO-200_mean,PSO-200_std,PSO-200_budget,PSO-200_runtime_mean,PSO-200_runtime_std,PSO-200_tier
Health-Commits0006,10000,0.44640484596133634,0.04340479697478419,30,0.3823917269706726,0.03244918008991696,3,0.4445470944710184,0.04274775083847229,50,0.6651100397109986,0.02211698645673837,3,0.4262117613618627,0.05933717410068363,100,1.4707842111587524,0.048536508877962854,3,0.3917596919171903,0.06985987691933564,200.0,2.906553494930267,0.2997761720125817,2.0,0.28440080211303725,0.026140331893990235,30,0.31587847471237185,0.007772255756505773,1,0.2701941210966686,0.03233426657018998,50,0.4883693218231201,0.052386540056994516,1,0.2600385803981879,0.03305103578466362,100.0,1.198129904270172,0.2661271801558045,1.0,0.25274249816350436,0.03242040316049632,200.0,2.7770449995994566,0.8733487077845914,1.0
Health-Commits0007,10000,0.4339195431304178,0.09629175272806098,30,0.3765708327293396,0.03200333848417447,3,0.4115902625116189,0.08256021353269993,50,0.7047147274017334,0.008816250393747664,3,0.3787989896746089,0.05162265509164061,100,2.6018752694129943,0.051705196055794614,2,0.354964944156128,0.03505476045236043,200.0,3.8070785880088804,0.31670456358576865,2.0,0.2016037318926967,0.026359451005439048,30,0.3120866060256958,0.0017344977906114546,1,0.19761766254080604,0.027526784436807707,50,0.9791999816894531,0.05619781246782147,1,0.18537263892820804,0.0260581084744448,100.0,0.9808330655097961,0.05105558638051283,1.0,0.17799935850683474,0.02455747147176098,200.0,1.8934942841529847,0.2545610353280103,1.0
Health-Commits0008,10000,0.534776108515547,0.05412160276275847,30,0.530604076385498,0.03863969451354136,3,0.5206125950109437,0.05015713283935039,50,0.7468769311904907,0.02337141868402975,3,0.4957479393747982,0.03296185392698219,100,1.4859448671340942,0.05262752854590718,2,0.4740387379032643,0.038762418991102804,200.0,2.7410596370697022,0.33971507491473557,2.0,0.3664522893550763,0.033229148147520114,30,0.3030000805854797,0.003246185022038081,1,0.3444769457689582,0.042400071704566736,50,0.5230636477470398,0.031123206237453606,1,0.3313046775013946,0.04374833889067945,100.0,0.9398550391197205,0.11547152403102288,1.0,0.3184044074689435,0.041202338239389145,200.0,1.403092896938324,0.4042564966761775,1.0
Health-Commits0009,10000,0.5466492173850999,0.037517898564983276,30,0.38283601999282835,0.03394473969660747,3,0.52987102654101,0.038565455665316634,50,0.7414909720420837,0.01862222119400644,3,0.5066889924266171,0.029251701480723417,100,2.2190146684646606,0.13556145595148367,2,0.4860564926938843,0.008456614529458548,200.0,5.824881708621978,0.35944169996352127,2.0,0.13704508851471453,0.008234634109645964,30,0.559257197380066,0.004235419606132559,1,0.13465744858259365,0.008516719955308897,50,0.5034944176673889,0.01581997592686401,1,0.1321664244223698,0.009111315824838071,100.0,1.4961316585540771,0.12575097477952968,1.0,0.12852862125496187,0.009227421380728101,200.0,1.6268143892288207,0.2913602989962347,1.0
Health-Commits0010,10000,0.4436596932464747,0.022116633095013497,30,0.5792801260948182,0.04443338428666139,3,0.4376265478320295,0.015313618768140904,50,0.6572245359420776,0.019783510101044254,3,0.4267110976728656,0.01247161249346991,100,1.4522170901298523,0.03781450382725906,2,0.4166958208617757,0.01211147458824338,200.0,6.34710910320282,0.1652625370050354,2.0,0.29721975925386374,0.01724580322755924,30,0.4409435987472534,0.00582331429839353,1,0.2925061545428026,0.016410364356402994,50,0.8551729559898377,0.05396921511004148,1,0.28599970416320275,0.01571520896862741,100.0,1.240376055240631,0.173962879971582,1.0,0.27820717176613863,0.013785696834233007,200.0,3.861059617996216,0.04003460334099654,1.0
Health-Commits0011,10000,0.5660110611086707,0.012771104038082206,30,0.5463843822479248,0.037234879350165166,4,0.564691459877939,0.0137258700719278,50,0.7267006635665894,0.027146926906008582,4,0.5560943642006528,0.018879035518292113,100,1.99859060049057,0.1853862708686116,3,0.5380183179916834,0.01801543308554794,200.0,2.740922689437866,0.3104466171158462,2.0,0.045710511946630686,0.060989078182830045,30,0.30682973861694335,0.003311791792044737,1,0.025122900894642447,0.043815799493095914,50,0.7664007306098938,0.032557338380619236,1,0.013442886710157375,0.035378422559543356,100.0,1.2660699963569642,0.17241089004763313,1.0,0.01280114715334148,0.035521179387852556,200.0,2.587787628173828,0.24566938149098394,1.0
LLVM,1024,0.10207183849633414,0.020280747694533637,30,0.2011632919311523,0.022221855398739797,1,0.08821203872457518,0.011461523136512462,50,0.4914110779762268,0.035143456058888654,1,0.07845468055183134,0.006047932578016602,100,1.0886648774147034,0.1488682746342948,1,0.07451090248701536,0.0055312502942788735,200.0,3.231625771522522,0.34723185500575027,1.0,0.08724271729242515,0.08311871309505724,30,0.0888158559799194,0.011762617497090497,1,0.08684892764244426,0.08333393762026181,50,0.10837683677673338,0.01622821099715742,1,0.08432024634248222,0.08419616130392439,100.0,0.0968703746795654,0.013069708042347873,1.0,0.08292300727513642,0.08270229229517777,200.0,0.077540111541748,0.010488842060635134,1.0
SQL_AllMeasurements,4653,0.3456242226676882,0.03587821364618983,30,0.564399266242981,0.0418873076670644,4,0.3155741692254331,0.024647694533649622,50,1.1731654167175294,0.06778129437170052,3,0.2754718567160238,0.03551895050384176,100,4.013351333141327,0.07589850154469373,2,0.2333691066965649,0.02629755707318433,200.0,10.412706065177918,0.3931213705735724,1.0,0.30378800152905494,0.03429022655061545,30,0.13727984428405757,0.007987348813701006,2,0.2926306325927931,0.042848430970379305,50,0.19808282852172848,0.035950506479645476,2,0.2913850443838787,0.043279180152405575,100.0,0.1461544871330261,0.03083421106202011,2.0,0.29003777252235213,0.04215834259023864,200.0,0.213578450679779,0.04486656481898777,2.0
SS-A,1343,0.1342592755064584,0.010402333545510069,30,0.2571387529373169,0.017241924835783434,1,0.13395006518875638,0.010397375834511557,50,0.8827475905418396,0.004660663811721027,1,0.1266739348886414,0.0031729783372318296,100,1.0848524212837218,0.0501800825433191,1,0.12604362242255013,0.0027664038379904407,200.0,8.063601791858673,0.1660858757906211,1.0,0.20791272999885146,0.21106201676423203,30,0.28525055646896363,0.014116901873923655,1,0.13828896390928028,0.1644570000236387,50,0.5179955959320068,0.09245645322839716,1,0.09364485040799375,0.1263278553890467,100.0,0.38140482902526857,0.11938375110782354,1.0,0.08224372084281623,0.13001267517492068,200.0,0.6716776847839355,0.3085292171098758,1.0
SS-B,206,0.07897997670720797,0.015437420710048298,30,0.338641083240509,0.012252765330729524,1,0.07392740721686127,0.005431338140289958,50,0.6450972318649292,0.014811550676546303,1,0.07186490103318612,0.0037917530062734953,100,1.979682743549347,0.04824662162120394,1,0.07069436273996844,0.001752956533618406,200.0,4.276250207424164,0.15772487561938375,1.0,0.1642963253459615,0.07486366440403745,30,0.24277054071426388,0.02684043007412803,3,0.1477547496581419,0.03309930871153988,50,0.3728524804115295,0.06547388224603291,2,0.14074529823304904,0.004695592874377442,100.0,0.3674253344535828,0.08101468564568114,2.0,0.14055136168281696,0.004416595865941177,200.0,0.27351127862930297,0.06150861006283956,2.0
SS-C,1512,0.11502377674884119,0.016867072234455275,30,0.38764033317565916,0.0104661692561704,1,0.11091530107848699,0.016135135709836518,50,0.7873246192932128,0.009817947806467187,1,0.1044797070746609,0.005865671930125055,100,1.1606614351272584,0.1427451642943942,1,0.10213945449009451,0.00565774466318018,200.0,3.498544704914093,0.2088638752994262,1.0,0.1892135256617813,0.18247487360684114,30,0.19138047695159907,0.011649544978992217,2,0.12673770657767305,0.13415986230000929,50,0.2527116060256958,0.046431375829837,1,0.12532443133098567,0.1344575440928097,100.0,0.5559846878051757,0.20146926253355327,1.0,0.09474159019336043,0.006019850020593988,200.0,0.4791535496711731,0.3106696940423992,1.0
SS-D,196,0.4482140992885849,0.05058808885149846,30,0.3738629102706909,0.012584425485496145,2,0.4382617605159572,0.04668152943900887,50,0.6326417565345764,0.011723683263397943,2,0.4081610319120941,0.01347495501092616,100,1.3918283462524415,0.04672697319022737,1,0.4057164483288219,0.007639334849611068,200.0,3.522453474998474,0.21121309566458876,1.0,0.43819332914328096,0.02609791317372287,30,0.268330442905426,0.008070212186577774,2,0.4298921085876328,0.031365263518976866,50,0.43746224641799925,0.02005844515455235,2,0.4227935493699168,0.03350234202478282,100.0,0.9859947443008423,0.05150292557292022,1.0,0.4226485223276845,0.03365981518354713,200.0,1.1347895622253419,0.16825560134383957,1.0
SS-E,756,0.5432523281750139,0.14056673188934626,30,0.29134607315063477,0.022424955511966792,3,0.47001580641209123,0.10016478157488706,50,0.6174376487731934,0.012279423592839926,3,0.3928816538743008,0.032089194262207466,100,1.5496447443962098,0.12562675848909427,2,0.37192384133917544,0.011909365630047783,200.0,3.3721601486206056,0.12621202794364997,2.0,0.15953507007834597,0.014058305679611914,30,0.31828410625457765,0.01080210487455671,1,0.1533634004962249,0.007404003216726883,50,0.4133306384086609,0.029121835407513216,1,0.1505240129096112,0.003430967691338548,100.0,0.9478476166725158,0.07361229666314231,1.0,0.15001959251797417,0.003049737502506603,200.0,1.6817307710647582,0.11125958158919025,1.0
SS-F,196,0.38060489274142706,0.04950810823759248,30,0.3301175832748413,0.00973526172471474,1,0.3652417162219247,0.04524025422786227,50,0.7877581357955933,0.007888730474006287,1,0.3492642739731868,0.037029654304048365,100,1.405999732017517,0.047552251443682754,1,0.3330964921373567,0.008787694338266483,200.0,3.315700078010559,0.08482476774874206,1.0,0.44322289800336295,0.017056578541643334,30,0.27669516801834104,0.006971620393232812,2,0.44243376218104424,0.018581903757298818,50,0.33353534936904905,0.020969338597274238,2,0.44105009644041154,0.019283624956624917,100.0,0.6419357419013977,0.0754614425428181,2.0,0.44061532765133116,0.020416750814901123,200.0,1.6579102158546448,0.3027251436058966,2.0
SS-G,196,0.3492112262875958,0.053163977436629276,30,0.33676120042800906,0.008464610382239869,1,0.333360584460618,0.045649556736916445,50,0.774238669872284,0.013208720732504139,1,0.3093047821168405,0.028801763920844166,100,1.195554518699646,0.1535298271629707,1,0.2975155628482107,0.005680242743792103,200.0,3.176652991771698,0.1261188747037387,1.0,0.4440734734689983,0.013614251840541405,30,0.30075708627700803,0.009004002660428924,2,0.4424709282456881,0.01614074136842018,50,0.6029233336448669,0.02906654041510681,2,0.44209681651098565,0.01724340609157805,100.0,1.1463033437728882,0.060367155748799306,2.0,0.44161470774356804,0.018693483545886073,200.0,2.227419376373291,0.16942875211697112,2.0
SS-H,259,0.03943994729739005,0.004654442499932355,30,0.36207692623138427,0.01248390077266245,1,0.03654655617783477,0.0019095310425338242,50,0.7870354294776917,0.10056576357244751,1,0.03555427572979818,0.0006458532629632903,100,1.237980306148529,0.15099937088548754,1,0.035420888390223955,0.00045479069584839356,200.0,3.3166852831840514,0.11398975477604811,1.0,0.32257634336891294,0.15493580630018175,30,0.1760407447814941,0.01841084689416511,2,0.29078423064729136,0.08631777406838793,50,0.32495492696762085,0.06944758072470764,2,0.27212465164497207,0.06564886265917362,100.0,0.18940637111663813,0.04208032788921088,2.0,0.27212465164497207,0.06564886265917362,200.0,0.18620157241821284,0.04093531352999208,2.0
SS-I,1080,0.35239582421652804,0.11229965171991742,30,0.3739899158477783,0.021354119855041823,3,0.302606147882598,0.10407883463583495,50,0.883639907836914,0.008723716055826745,3,0.263632467403205,0.07679676113138753,100,1.0987494230270385,0.04616843133169384,2,0.24618567822764606,0.06596388026954672,200.0,3.3481989026069643,0.3545056561642957,2.0,0.05012624940174658,0.07533159448645532,30,0.21039954423904414,0.010866038515123898,1,0.04068945424189062,0.07305544288445909,50,0.4851135969161987,0.02296501536448714,1,0.03748678294183846,0.0736484160770869,100.0,0.6075603723526001,0.08837711271683585,1.0,0.03733066126650515,0.07370587403642387,200.0,1.027468490600586,0.2899624644187748,1.0
SS-J,3840,0.2635330695671511,0.2418252102372604,30,0.4360523819923401,0.04521217992295218,2,0.18102544697234255,0.20383430126459334,50,0.5201039671897888,0.027908486907054986,2,0.14301906244328794,0.19834659969570456,100,1.484088933467865,0.1808316312966032,1,0.13013298683885272,0.20079239807076216,200.0,4.663422167301178,0.26623667023647285,1.0,0.07450786084772068,0.0054740944298338505,30,0.2026346087455749,0.001466978877234141,1,0.07296568524747397,0.004342657964098993,50,0.3303364634513855,0.006467979507880438,1,0.07154650963676025,0.0046777852428067,100.0,0.9335926413536072,0.020485453118723043,1.0,0.07001029715655496,0.0038698955271814694,200.0,1.3492746591567992,0.025160794420986957,1.0
SS-K,2880,0.23706636175297696,0.07129251374539904,30,0.38524826765060427,0.013291373866131776,3,0.20736733889036968,0.029541029635353877,50,0.4884746551513672,0.022002661333080924,3,0.1862470054965314,0.017839364331410305,100,1.1292858004570008,0.04165995799456437,2,0.1697304291743433,0.006387305063023406,200.0,3.2905933976173403,0.2567875245489214,2.0,0.09533074642853541,0.03413111819880412,30,0.2851506948471069,0.0034113653662703348,1,0.08600837646569001,0.031095049863095466,50,0.4947499632835388,0.005793160871532379,1,0.08176501779677606,0.027230596699061926,100.0,0.740417230129242,0.041753520298020916,1.0,0.08072132405802487,0.027420706528604396,200.0,1.3461057782173156,0.007243178795923662,1.0
SS-N,53662,0.6230494191627792,0.04063110664736307,30,0.3909865260124207,0.03976107505419126,3,0.5982261451390432,0.04051562195570451,50,0.6371939182281494,0.039312780055835904,3,0.5657181404159619,0.04179530181310965,100,1.1889112830162047,0.16951421619253548,2,0.5280590790522195,0.037851513989997594,200.0,4.842557370662689,0.36296463002180995,2.0,0.15470570470680753,0.024857705706203253,30,0.30912964344024657,0.005484701232100375,1,0.13697574658624417,0.028314147901703054,50,0.5109193682670593,0.004154984189628188,1,0.12120919192093285,0.02258631970102293,100.0,0.9983429789543152,0.012142194845756174,1.0,0.1155667862095946,0.01733563653417125,200.0,1.9355695962905883,0.16600321019671072,1.0
SS-S,3840,0.6878082142017216,0.0035272519472776234,30,0.4023009896278381,0.02769023562336489,3,0.6865421675746749,0.0009294586613856599,50,0.8677551746368408,0.042232468996253714,2,0.6856580409105546,0.0006619403543759293,100,1.1339288234710694,0.038604676375207744,2,0.6852843838771338,0.0003430966586893907,200.0,2.668458569049835,0.2650175164318307,2.0,0.03722458885095921,0.027638454623768918,30,0.21147031784057613,0.006149599143434707,1,0.02792365752877572,0.027573617241456575,50,0.3614321112632751,0.0263282469592113,1,0.02789201229581826,0.027578231377773117,100.0,0.9059292078018188,0.21827583884921054,1.0,0.022717955319106885,0.021268233218471065,200.0,1.18394775390625,0.3590919247301662,1.0
SS-T,5184,0.2930640428479286,0.1473184759076381,30,0.46489070653915404,0.04180447465752289,2,0.21731923521962337,0.14879106623673113,50,1.1264511585235595,0.04572678305236469,2,0.10663938181915833,0.0766812964435564,100,2.1432101249694826,0.2244014865819077,1,0.07533113454476195,0.010599628585518966,200.0,3.286539590358734,0.3597553861297587,1.0,0.0836908470866879,0.0614380730442907,30,0.18187046051025385,0.011054459894334874,1,0.06607381016224585,0.032524049491989546,50,0.40149749517440797,0.056847423198649265,1,0.06361440796701023,0.03485695336011161,100.0,0.6256665229797364,0.11652706040729714,1.0,0.06303913898999866,0.03523970288220016,200.0,0.5727070212364197,0.15558002054456826,1.0
SS-V,6840,0.3003605036179716,0.05810015443698012,30,0.46819794178009033,0.01361789518075081,3,0.27920461698757926,0.06783739765922812,50,1.1340165376663207,0.041894030734507516,3,0.24872301501745991,0.0689809490441722,100,2.141711413860321,0.11189420557713932,2,0.1951753229311024,0.07395911719976031,200.0,6.621159684658051,0.07549404627928862,1.0,0.15414651771869162,0.07964201260242439,30,0.32612783908843995,0.02990151635797541,1,0.15189011887518042,0.08003945095870524,50,0.7915211319923401,0.05198604762098248,1,0.15118633825404892,0.08031615033454315,100.0,0.6874565482139587,0.08080110091131079,1.0,0.15086636891373945,0.08048173159446907,200.0,2.3974653363227842,0.216762742070495,1.0
SS-W,65536,0.314614508510905,0.04195162982436826,30,0.4360004305839539,0.057130491701060444,2,0.2975211243785972,0.030924467253421902,50,1.087689507007599,0.05944191329281176,2,0.267564391532193,0.020193487362494857,100,2.285738980770111,0.07814337480813284,1,0.23906298069335277,0.01651479383383211,200.0,8.973881554603576,0.1126110801149308,1.0,0.3422788903898169,0.03322763512770236,30,0.3285938024520874,0.0299217490213231,3,0.33629195668488715,0.031812914941431555,50,0.1922632217407226,0.024555477682656982,3,0.3269806414186843,0.03719388734752921,100.0,0.39036872386932375,0.060936842707819454,3.0,0.3257207667273182,0.037899370851116984,200.0,0.299708890914917,0.047491974749768295,3.0
SS-X,86058,0.09107477740083084,0.045855873875000355,30,0.5990373134613037,0.0172899502008359,1,0.08011816215663872,0.043908940050550786,50,0.9681552767753601,0.015164495554779821,1,0.04915909407676455,0.01823288156652901,100,1.4648390293121338,0.1237366874286288,1,0.02775310713832469,0.0033035952108994753,200.0,6.7471493005752565,0.17219511220113085,1.0,0.30240142116526025,0.09655735478510469,30,0.2174358963966369,0.004984541903841737,2,0.2679834581652095,0.08896665799906389,50,0.47829408645629884,0.05676263884025446,2,0.2565214366610399,0.08797263905282521,100.0,1.176229178905487,0.1937657814627883,2.0,0.25503961478431053,0.087599527780702,200.0,1.7398100018501281,0.593915999493499,2.0
coc1000,1000,0.5704590826616556,0.016766575323248906,30,1.1698456048965453,0.04359028273965828,3,0.5626448479044086,0.01674549550509561,50,1.622149395942688,0.05143477988981916,3,0.5434641962668465,0.013884061265213531,100,4.00415815114975,0.3447198905572158,2,0.523194211759838,0.017512974552449937,200.0,11.66532188653946,0.864440716763779,2.0,0.35071916421769145,0.012941794024843238,30,0.7117596745491028,0.014594369181685099,1,0.34069401171626446,0.011274905183520362,50,2.9823330521583555,0.0835814532022131,1,0.32815730586012215,0.013748105635934947,100.0,2.6291917681694033,0.23132074122799592,1.0,0.31606959746019625,0.015137030602370035,200.0,5.165818619728088,0.8719716910360339,1.0
dataset120,5160,0.17121804837319538,0.043558715619930924,30,5.608224010467529,0.2848631536325932,1,0.15107885205072696,0.0483790693064162,50,15.25173224210739,1.1696940434355476,1,0.09980137778887772,0.04087612989331744,100,54.076257944107056,2.2017828207996706,1,nan,nan,nan,nan,nan,nan,0.2844209906289532,0.039891018577083555,30,0.191592526435852,0.0016772109899904286,3,0.2611358547476776,0.03405597788997273,50,0.24805805683135987,0.0028275510771607624,3,0.23462550209186248,0.04254697284860257,100.0,0.5981421709060669,0.019534931366328053,2.0,0.19702611202114884,0.03315504675426941,200.0,1.1049420475959777,0.019454629133270066,1.0
dataset600,5160,0.2184340988056061,0.05942964051633921,30,5.6199790120124815,0.4446248183568248,2,0.1856378261648482,0.05242143086830267,50,15.187310004234314,1.1169025226746119,1,0.1302884102825279,0.041090119932632035,100,49.43802796602249,2.1509916313694895,1,nan,nan,nan,nan,nan,nan,0.2750188042038371,0.034072752690590465,30,0.1394891500473022,0.0018901533508518056,4,0.2459356461649805,0.03980588842658781,50,0.23543510437011714,0.002364721424795848,3,0.20708707449563674,0.037078821128871974,100.0,0.4868077039718628,0.005380635017250223,2.0,0.16868813946416494,0.03897779295420249,200.0,0.9461963057518006,0.009888217926622275,1.0
dconvert,6764,0.12511316016462437,0.05053288424880954,30,0.33876131772994994,0.007219827533398095,3,0.09508003778507207,0.02455142424907895,50,0.643929123878479,0.03621306403311122,2,0.07527363111946128,0.009548423064470627,100,1.6832770705223083,0.06726260014156245,2,0.06681950632080633,0.006477325049247991,200.0,5.9695383429527284,0.5120213906302342,2.0,0.01747476926664463,0.011198576744234521,30,0.1307533502578735,0.007417603271145817,1,0.015200540860228939,0.002802204978905305,50,0.17886068820953366,0.03039180854380434,1,0.01482933428932138,0.0031074926731264134,100.0,0.2627363920211792,0.06613254255713674,1.0,0.014787515184946181,0.0030626619723898387,200.0,0.3411950945854187,0.09313709377865151,1.0
deeparch,4096,0.13100705364027848,0.1439141615406375,30,0.2841650128364563,0.006917074453665744,2,0.060950919715893184,0.09786201943037617,50,0.5301778316497803,0.03591982408786048,1,0.014771440799946283,0.011383805361027054,100,1.7961255431175231,0.07198682103603472,1,0.01015644431464737,0.0011505586017756387,200.0,5.47590172290802,0.14358979299025412,1.0,0.027863807588287208,0.045041064553327445,30,0.09263876676559446,0.010996630044777175,1,0.019041883234952962,0.029469888506391324,50,0.11493207216262816,0.017981303434314103,1,0.01862420394376643,0.029679575952424195,100.0,0.09978697299957272,0.014601726037982439,1.0,0.01862420394376643,0.029679575952424195,200.0,0.11030226945877072,0.01598203869404357,1.0
javagc,166975,0.8885366238720845,0.035752728694437526,30,0.36929128170013426,0.07288716989984323,4,0.8572857619776446,0.07908905636760571,50,1.0409343719482422,0.18937010959834574,4,0.8032859297182517,0.1186234847172314,100,2.224416422843933,0.08139827506093558,3,0.7228369569026707,0.1523498915678563,200.0,12.667748141288758,0.29612915890114005,2.0,0.0008749200372416999,0.0005495299255380459,30,0.14654576778411862,0.014249997532980693,1,0.000718192361355245,0.0004057151909823574,50,0.2623612642288208,0.024406315734963723,1,0.000684135061589765,0.0004050982230673291,100.0,0.5651256918907166,0.10926695549956236,1.0,0.00067564618554307,0.00039371399792398164,200.0,0.9688746094703674,0.1402444774555475,1.0
pom3a,20000,0.5866027701841481,0.04603025082807977,30,0.5514714241027832,0.0219905894443082,3,0.5626516008207803,0.03666192243565951,50,0.8198970556259155,0.11088793949743324,3,0.5214096912715556,0.03924714040881405,100,1.7288012385368348,0.055613949897326764,2,0.4649088825089547,0.02760532824267528,200.0,5.928229129314422,0.370373125870046,2.0,0.1716927516377186,0.02391740200079729,30,0.4437871932983398,0.002537925307005068,1,0.16069350023081436,0.020890576757240906,50,0.7883581042289733,0.06135331732188515,1,0.13969763832255735,0.01576164017086675,100.0,1.2422260761260986,0.14186766188109756,1.0,0.12882351936804304,0.01782251826352675,200.0,3.4229961037635803,0.2573321155867059,1.0
pom3b,20000,0.5764427535545315,0.03131271695069629,30,0.8445691227912903,0.016775750982109407,3,0.5568931555096145,0.035312114256225956,50,0.82367924451828,0.1055203423287411,3,0.5173116681974449,0.014376694938851535,100,2.3125125050544737,0.16652572642477928,2,0.4905955152521847,0.014842746060691352,200.0,4.656789481639862,0.26983793832019776,2.0,0.181674065862978,0.018379345441815187,30,0.4253139615058899,0.004312810103264738,1,0.16097425295338844,0.017347074359401714,50,0.6517355561256408,0.0846950638666432,1,0.14783121331491678,0.020910087925257767,100.0,1.1211453557014466,0.02442264671023256,1.0,0.13847606290197834,0.020532755622470714,200.0,1.778176200389862,0.32329113998536807,1.0
pom3c,20000,0.48451951235924084,0.03395226409408371,30,0.5484086394309997,0.01839857549058446,3,0.4677147056125735,0.033170536285064105,50,0.9744756698608399,0.0811342893156183,3,0.41701662328328704,0.033740146302901924,100,2.4627577543258665,0.21884552535519075,2,0.37842130104117183,0.025460610377121558,200.0,4.8087055563926695,0.3826442907026809,2.0,0.3020037864063046,0.026057232051621918,30,0.4629756689071655,0.024397773546683862,1,0.2830790048471692,0.025073576676107216,50,0.9964879155158997,0.07334674505006199,1,0.2652395248484073,0.024628517535669366,100.0,1.526436412334442,0.13190467896039604,1.0,0.2554734428119256,0.022931918826859736,200.0,2.3434553861618044,0.18010594972146232,1.0
pom3d,500,0.645030020778864,0.024126539575651574,30,0.5791367411613464,0.026738150271311968,3,0.6366527402419584,0.021887681707976055,50,1.2645544052124023,0.041451426073909656,3,0.6055225921037646,0.021057293896122622,100,2.817523181438446,0.06134488278178157,2,0.5789032298666799,0.019589849187418868,200.0,4.660917592048645,0.3752909503151217,2.0,0.2006054118543709,0.021721815588591896,30,0.618312394618988,0.007860699979606638,1,0.19030423665379398,0.02421552331604404,50,0.5090574026107788,0.00213513519560602,1,0.16170150605469957,0.02144878191752044,100.0,1.908095932006836,0.004985883789657982,1.0,0.1478840073881241,0.016113860079961934,200.0,4.219353580474854,0.28160404933983535,1.0
redis,4400,0.39418456028991083,0.00986894458048903,30,0.3233965277671814,0.012216361102212234,1,0.3807028476809474,0.014722276785186516,50,0.6135755896568298,0.038124297106945065,1,0.36658950519529004,0.011028516372155916,100,0.9244099259376526,0.042768900182149606,1,0.34739995592205536,0.014254321773746402,200.0,4.864046359062195,0.05801455569076768,1.0,0.4724382595542999,0.02510778874901423,30,0.184548008441925,0.0017590606911519853,3,0.46007539903429684,0.026684667206893237,50,0.26700979471206665,0.015274804804170272,3,0.4406981349203904,0.025128387533042112,100.0,0.4943146824836731,0.003784396836343153,2.0,0.4221715154003217,0.02397158175214984,200.0,1.2666542053222656,0.01989011057033146,2.0
rs-6d-c3_obj1,3840,0.11304312462629713,0.04342005141123032,30,0.2971073746681213,0.00849991025838842,3,0.09942769467493288,0.006830856444877973,50,0.5538035988807678,0.008506870936488466,2,0.09375421032060598,0.004708627911594661,100,1.3614738821983337,0.05851538266812078,2,0.0922505983818569,0.004822787730153965,200.0,3.824694514274597,0.15457173480494493,2.0,0.008017699128735269,0.016748882617410088,30,0.19399069547653197,0.0014394079923631044,1,0.0063265592793760915,0.013242869418181927,50,0.27070131301879885,0.010746930791952882,1,0.006174052038409754,0.01323500440548977,100.0,0.541822862625122,0.06777801160252958,1.0,0.006098406162053218,0.013266995133525434,200.0,1.2778124451637267,0.22567734476356843,1.0
rs-6d-c3_obj2,3840,0.31072292151125896,0.31510553517849477,30,0.28028005361557007,0.0054695117179162644,2,0.21026298424671555,0.2595258362262129,50,0.49705411195755006,0.01326610792859908,2,0.18820934860310978,0.26551548879110626,100,0.7800573945045471,0.03685000141057081,2,0.1734491511726936,0.2668424024801616,200.0,3.6233478307724,0.201638521172761,2.0,0.0002666896090573353,0.000807092370308159,30,0.1327035069465637,0.0005490119279327617,1,0.00013462534250419735,0.0005867988931514853,50,0.3037330389022827,0.004995145864999764,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
sol-6d-c2-obj1,2866,0.6564045017274477,0.1718706790308004,30,0.27424585819244385,0.01212441907270892,3,0.5713603577960968,0.18297349422801665,50,0.5025744915008545,0.016047007596488746,3,0.4569869284486024,0.20747369736718638,100,1.231471061706543,0.0748308633301204,2,0.38381664434025653,0.198054475343263,200.0,3.2409969568252563,0.25226435856086044,2.0,0.014683528706560506,0.0007716130714760466,30,0.16441180706024167,0.0036124742882915136,1,0.0145982816014153,0.0006380913282502224,50,0.28810139894485476,0.002320509334502614,1,0.014520460886273415,0.0006418748539884013,100.0,0.34316856861114503,0.007043996660054066,1.0,0.014435508901996259,0.0006654428035046836,200.0,0.956806230545044,0.0265408863676469,1.0
