Dataset,Rows,NSGA2-30_mean,NSGA2-30_std,NSGA2-30_budget,NSGA2-30_runtime_mean,NSGA2-30_runtime_std,NSGA2-30_tier,NSGA2-50_mean,NSGA2-50_std,NSGA2-50_budget,NSGA2-50_runtime_mean,NSGA2-50_runtime_std,NSGA2-50_tier,NSGA2-100_mean,NSGA2-100_std,NSGA2-100_budget,NSGA2-100_runtime_mean,NSGA2-100_runtime_std,NSGA2-100_tier,NSGA2-200_mean,NSGA2-200_std,NSGA2-200_budget,NSGA2-200_runtime_mean,NSGA2-200_runtime_std,NSGA2-200_tier,MOEAD-30_mean,MOEAD-30_std,MOEAD-30_budget,MOEAD-30_runtime_mean,MOEAD-30_runtime_std,MOEAD-30_tier,MOEAD-50_mean,MOEAD-50_std,MOEAD-50_budget,MOEAD-50_runtime_mean,MOEAD-50_runtime_std,MOEAD-50_tier,MOEAD-100_mean,MOEAD-100_std,MOEAD-100_budget,MOEAD-100_runtime_mean,MOEAD-100_runtime_std,MOEAD-100_tier,MOEAD-200_mean,MOEAD-200_std,MOEAD-200_budget,MOEAD-200_runtime_mean,MOEAD-200_runtime_std,MOEAD-200_tier
Health-Commits0004,10000,0.22543534421884764,0.0022099899363566392,30,0.4356468081474304,0.017007497620104905,4,0.22497941318730516,0.002854064787828134,50,0.6653167247772217,0.033713951645458075,3,0.22301427287780534,0.005447528133370631,100,1.4979013442993163,0.04434906347617761,2,0.22249450689546085,0.005268113994278602,200,2.5429794073104857,0.3027336675437676,1,inf,nan,30,130.7957895040512,0.32155112033064903,5,inf,nan,50,130.77493147850038,0.4168851468413,5,inf,nan,100,130.93392087221144,0.28898765837866697,5,inf,nan,200,130.80053157806395,0.3946506234876331,5
Health-Commits0005,10000,0.208725716327814,0.021555341212820357,30,0.3700156569480896,0.0019280661971561972,4,0.19470476755925584,0.018186086612380768,50,0.6426334261894227,0.02495095381444366,3,0.18718379103278432,0.012987188447460933,100,1.7139230847358704,0.2073520082578716,2,0.1796891837916513,0.012737177428199105,200,2.9368244886398314,0.28976458595054766,1,inf,nan,30,130.76480981111527,0.33057589416768896,5,inf,nan,50,130.89953656196593,0.2364040891313395,5,inf,nan,100,130.7548962712288,0.30670476436362343,5,inf,nan,200,130.95569338798524,0.4003636962464783,5
Health-Commits0006,10000,0.30017920992280356,0.01281400559968776,30,0.5383723855018616,0.0065803486842913594,4,0.29820028017358907,0.0126862337315933,50,0.6562366127967835,0.025006814858741233,3,0.2884808234613599,0.015017235192599045,100,1.5279850363731384,0.05327230045832838,2,0.27674596584873057,0.015269706594491627,200,2.5649174571037294,0.2990164491920413,1,inf,nan,30,130.79126056432725,0.30540953441456126,5,inf,nan,50,130.81267642974854,0.2846857917836734,5,inf,nan,100,130.8043270111084,0.22848745940967877,5,inf,nan,200,130.78163522481918,0.24282301484667615,5
Health-Commits0007,10000,0.23115860683853873,0.026616379308362494,30,0.6691062211990356,0.01733532258709313,4,0.22081030612760064,0.026567017461846303,50,0.6910172462463379,0.03886069516728558,3,0.2027531979157715,0.01514059125649795,100,1.6379388213157653,0.05989802181674057,2,0.19756694711008183,0.013482266789721635,200,5.516684556007386,0.43411704995909617,1,inf,nan,30,130.7315134048462,0.3119120067682764,5,inf,nan,50,130.78030759096146,0.35175745586709756,5,inf,nan,100,130.86841814517976,0.06029886188626401,5,inf,nan,200,130.90208797454835,0.18198564954167337,5
Health-Commits0008,10000,0.3899038416412234,0.02532761378934381,30,0.682447612285614,0.016782800643660032,4,0.37957343450016073,0.025025347740704394,50,0.6527822375297546,0.02426134452626358,3,0.36129719729974485,0.018999974810176064,100,1.5039117813110352,0.042223972036635984,2,0.3474980631568897,0.021973855150398416,200,3.1635182380676268,0.2895332231886718,1,inf,nan,30,130.74687784910202,0.45491139645830286,5,inf,nan,50,131.05463573932647,0.9179877682173841,5,inf,nan,100,130.85449746847152,0.046988601006359085,5,inf,nan,200,130.8033600330353,0.18992305227519501,5
Health-Commits0009,10000,0.13994713774822973,0.005118362680112246,30,0.407909619808197,0.005462593069560298,4,0.13840227026187882,0.005259649931268638,50,0.6517923712730408,0.025550153796998203,3,0.1355009552726139,0.005317917043591762,100,2.2751054644584654,0.12019923331870526,2,0.13195084481956193,0.006016764782376736,200,4.203132319450378,0.33326658086984323,1,inf,nan,30,130.93457617759705,0.3382886193128322,5,inf,nan,50,130.8319810628891,0.09670360909568987,5,inf,nan,100,130.8081182718277,0.2008083258995811,5,inf,nan,200,130.84575731754302,0.1722642884251625,5
Health-Commits0010,10000,0.3029837329382225,0.016479194815365958,30,0.42367494106292725,0.016280614747655298,4,0.298294455158775,0.013291033916631964,50,1.1931712746620178,0.05938148814195984,3,0.2900942009487451,0.008024497064601776,100,1.4934849381446837,0.042528502480925254,2,0.286117744487492,0.007967679994317961,200,3.0022534132003784,0.2890700392422705,1,inf,nan,30,130.7746578335762,0.2988597174321843,5,inf,nan,50,130.75918159484863,0.40887587716301343,5,inf,nan,100,130.9035048365593,0.24409526834836703,5,inf,nan,200,130.82809332609176,0.14165583635748435,5
Health-Commits0011,10000,0.042710024895647625,0.05156914900816923,30,0.406006908416748,0.004706333328520117,4,0.025238950955645538,0.019714355059324517,50,1.080964159965515,0.08096385325145095,3,0.012186903572664543,0.012322101531001805,100,2.664109539985657,0.06643451706393474,2,0.00800720449174967,0.006398518716900408,200,2.8723323702812196,0.28841070135041685,1,inf,nan,30,130.68374700546264,0.5039864918354457,5,inf,nan,50,130.78567348718644,0.3620490248547559,5,inf,nan,100,130.82737534046174,0.22433863850610095,5,inf,nan,200,130.89368345737458,0.16999486147181558,5
LLVM,1024,inf,nan,30,3.337860107421875e-06,3.544769008994237e-07,1,inf,nan,50,5.9247016906738285e-06,8.12300697167302e-07,1,inf,nan,100,3.564357757568359e-06,1.8181705042830076e-06,1,inf,nan,200,3.516674041748047e-06,6.557936718704472e-07,1,inf,nan,30,130.94630477428436,0.3130838204157345,1,inf,nan,50,131.02887551784517,0.06835222629966432,1,inf,nan,100,131.06637704372406,0.2103185468378491,1,inf,nan,200,130.8871141910553,0.4488997408576306,1
PostgreSQL,19008,inf,nan,30,6.99758529663086e-06,3.0061199755447456e-06,1,inf,nan,50,5.567073822021485e-06,1.996664294622273e-06,1,inf,nan,100,5.125999450683594e-06,1.9096999983646505e-06,1,inf,nan,200,5.602836608886719e-06,2.738674776372552e-06,1,inf,nan,30,130.9398070335388,0.1768193524457894,1,inf,nan,50,130.89795664548873,0.035952411324540016,1,inf,nan,100,130.75228408575057,0.5279016083564958,1,inf,nan,200,130.82649071216582,0.3494544062134508,1
SQL_AllMeasurements,4653,inf,nan,30,4.0888786315917965e-06,9.607846817631138e-07,1,inf,nan,50,5.197525024414063e-06,1.7376084337891345e-06,1,inf,nan,100,5.221366882324218e-06,2.6738933017483486e-06,1,inf,nan,200,4.994869232177734e-06,2.955130217842893e-06,1,inf,nan,30,130.99000667333604,0.23870631246497237,1,inf,nan,50,130.92024151086807,0.17722815027818387,1,inf,nan,100,130.78452122211456,0.4605920643530183,1,inf,nan,200,130.88717867136,0.3492960030829989,1
SS-A,1343,0.2683921275797687,0.2441535302681266,30,0.3790465235710144,0.007436568609742124,4,0.15305953089869506,0.17416329487911678,50,0.9632568955421448,0.03960192672559131,3,0.0780069767353714,0.05143276416788394,100,1.040799582004547,0.03726993799573243,2,0.06099008473028287,0.02729291669888399,200,2.0611549019813538,0.2935253871616769,1,inf,nan,30,130.97035491466522,0.14851826888519665,5,inf,nan,50,130.9912936925888,0.1228757236641158,5,inf,nan,100,131.00194770097733,0.0598398231265291,5,inf,nan,200,130.99903724193572,0.12962783338930398,5
SS-B,206,0.22822631121460235,0.0808815226959276,30,0.36896164417266847,0.004294692524869595,4,0.19478744345962512,0.05727945015702542,50,0.7268393754959106,0.04522933557831565,3,0.1605072836462455,0.025632829659870238,100,1.1999996662139893,0.1459030890423638,2,0.15691464384834614,0.023994519986039464,200,2.6206478118896483,0.20312990751153698,1,inf,nan,30,131.00506018400193,0.09718438020049477,5,inf,nan,50,130.87366399765014,0.3951508238705223,5,inf,nan,100,131.05889323949813,0.3431662983462697,5,inf,nan,200,130.94700566530227,0.14297490822836068,5
SS-C,1512,0.4882238932496814,0.11859611966098518,30,0.33527623414993285,0.005008523687230741,4,0.44893023918265335,0.13070592776601173,50,0.6267029047012329,0.008620112290416907,3,0.40584440628569096,0.13887321573776965,100,1.8545941472053529,0.053851913335895556,2,0.32574024196203133,0.10441577485595435,200,2.096332061290741,0.3452813432766748,1,inf,nan,30,131.02742751836777,0.3483177779788817,5,inf,nan,50,130.9843062400818,0.10827220425956456,5,inf,nan,100,130.93514333963395,0.03679356611429052,5,inf,nan,200,130.9990883946419,0.20355402960668256,5
SS-D,196,0.44287036407575187,0.020307235543293323,30,0.37500089406967163,0.009292325780377064,4,0.4390759362914653,0.023388462824953327,50,0.8280874252319336,0.005285891505321408,3,0.4259616245978929,0.02696023392095814,100,1.4756062746047973,0.04823027984638833,2,0.4053510723565875,0.019833969193844656,200,3.734482932090759,0.2687705819145167,1,inf,nan,30,130.99412043094634,0.06917587054161892,5,inf,nan,50,130.91800752878189,0.2113982256055899,5,inf,nan,100,131.01759712696077,0.17120944998218637,5,inf,nan,200,130.93176113367082,0.2165767137942371,5
SS-E,756,0.17108287205026756,0.026685110558556102,30,0.3771378517150879,0.0034367560719826638,4,0.16193339197536694,0.014565586952014627,50,0.8284128069877624,0.00289890679017772,3,0.15459488995477838,0.004903378524374735,100,1.4551815867424012,0.055838808464757354,2,0.15223225729341827,0.002151090967461036,200,2.712786889076233,0.2382779574400436,1,inf,nan,30,130.98401153087616,0.13972387445589546,5,inf,nan,50,130.96435042619706,0.026271570838047813,5,inf,nan,100,130.89223231077193,0.2349171970461143,5,inf,nan,200,130.99206610918046,0.11558089656297725,5
SS-F,196,0.44376178650774734,0.021110606581908734,30,0.40946767330169676,0.007053150321245616,4,0.4382271513372128,0.02193594653094581,50,0.5840568900108337,0.0035025183638335714,3,0.42521714880729755,0.023778690853787803,100,1.421950387954712,0.04830769505827749,2,0.4083144241681283,0.02054560861330747,200,4.913775408267975,0.09277163069591672,1,inf,nan,30,130.90860871076583,0.4020647050887896,5,inf,nan,50,131.05184540748596,0.2850345547993875,5,inf,nan,100,130.89946147203446,0.35115204401946903,5,inf,nan,200,130.85600477457047,0.518256967465911,5
SS-G,196,0.4413742493203462,0.017853383219226544,30,0.32954044342041017,0.0025420089119426864,4,0.43834349659011274,0.019973488769408604,50,0.6370166420936585,0.0033181676752212855,3,0.42759787700927154,0.025311515824763906,100,1.0346974730491638,0.03328360763116217,2,0.4106590481940035,0.023504089888356672,200,3.2413654685020448,0.09393984664419532,1,inf,nan,30,130.89154076576233,0.45658846546027104,5,inf,nan,50,130.9977656006813,0.00916371429224466,5,inf,nan,100,130.92820135354995,0.2447424084743435,5,inf,nan,200,130.93377252817154,0.27454536493209136,5
SS-H,259,0.5716667981940897,0.1297222687925328,30,0.40909950733184813,0.03671362362234267,4,0.5328668195616132,0.12109090712601867,50,0.6850059032440186,0.02770684795232577,3,0.47735767936784307,0.10514968150588509,100,1.8015741109848022,0.132486730928591,2,0.4384933274457746,0.08220744026156293,200,3.6000152945518495,0.26918549571388806,1,inf,nan,30,130.83913326263428,0.5507604275421012,5,inf,nan,50,131.06954483985902,0.30920316969518935,5,inf,nan,100,130.99697914123536,0.012726366547269658,5,inf,nan,200,131.0721776366234,0.3507325703726644,5
SS-I,1080,0.13366608400728713,0.10271419787357407,30,0.25821971893310547,0.0017265915688489135,4,0.08600296918492684,0.08110194605801017,50,0.7608461856842041,0.03784838375925649,3,0.039823069226514164,0.04350898681953737,100,1.4877380728721619,0.1735107691633814,2,0.028338963788819126,0.03756417348249644,200,3.7841302275657656,0.39935104954447337,1,inf,nan,30,130.90025589466094,0.3771659905104071,5,inf,nan,50,130.90775017738343,0.3660655900864037,5,inf,nan,100,130.82099624872208,0.5512063262701243,5,inf,nan,200,130.93531897068024,0.23983363465673052,5
SS-J,3840,0.07894919951129688,0.0064984847266790725,30,0.2689831376075745,0.004569097803625866,4,0.07650293256680443,0.006104813449739672,50,0.5458094239234924,0.03178753727286562,3,0.07229191122737755,0.0034033697683853964,100,1.3422385454177856,0.17102418908995473,2,0.07048095649690753,0.003469862055740918,200,3.2249155044555664,0.24862333882800317,1,inf,nan,30,130.8463534116745,0.4667303551103079,5,inf,nan,50,130.96587088108063,0.06793097275158533,5,inf,nan,100,130.88095380067824,0.13788935701559865,5,inf,nan,200,130.9233660697937,0.1335125297689291,5
SS-K,2880,0.08617487341583427,0.02004448996934231,30,0.30291311740875243,0.008944796276868202,4,0.07711012898361748,0.015873475342972218,50,0.4904020428657532,0.02422445642418673,3,0.07163212978423365,0.009455658045316619,100,1.0876863479614258,0.1970846371292166,2,0.0691138628412086,0.007226963149674851,200,5.331217253208161,0.09429761909440837,1,inf,nan,30,131.02805470228196,0.26060337393510147,5,inf,nan,50,130.8810494542122,0.388273340091195,5,inf,nan,100,130.82214480638504,0.41821554087295687,5,inf,nan,200,130.88047137260438,0.3798991867045798,5
SS-L,1023,0.23951911117232805,0.09071262476209946,30,0.31291555166244506,0.004547207977913586,4,0.1864572406894793,0.008899256188664748,50,0.5301846742630005,0.02510436320654097,3,0.18021691389779618,0.007700557405020689,100,1.4034692764282226,0.18235506671992305,2,0.17461484820604617,0.004301690327751718,200,2.6416006684303284,0.3628006363067001,1,inf,nan,30,130.99697561264037,0.1119723262813095,5,inf,nan,50,130.9438357591629,0.20879085642645312,5,inf,nan,100,131.0458014369011,0.2542346993244334,5,inf,nan,200,131.03578400611877,0.20225660486284072,5
SS-M,864,0.006999352919758339,0.0030913591902327958,30,0.4211602330207825,0.02477841585809733,4,0.006142010774642975,0.003004463480572035,50,0.8092981457710267,0.04909643177579256,3,0.004903540541610971,0.0017689546112412858,100,1.47592796087265,0.28250125291723205,2,0.00425128069615052,0.00043084461485331144,200,3.7392643690109253,0.3750583334871093,1,inf,nan,30,131.00300563573836,0.1670238804930422,5,inf,nan,50,130.94679729938508,0.11292344552350973,5,inf,nan,100,130.90069555044175,0.2941536344098487,5,inf,nan,200,130.83180224895477,0.46230315859840604,5
SS-N,53662,0.15955840496646895,0.012435085642560169,30,0.3560522794723511,0.03962733214087213,4,0.15533131373809855,0.009837555466692408,50,0.6383454084396363,0.03377372136243696,3,0.152621294359031,0.007671389585180896,100,1.6872274994850158,0.14895801407414674,2,0.14815011822791427,0.005444565270449779,200,3.523787486553192,0.24975977810450004,1,inf,nan,30,130.11313341856004,0.21152020083947315,5,inf,nan,50,130.24794842004775,0.1886724059752194,5,inf,nan,100,130.21991629600524,0.28367360777748063,5,inf,nan,200,130.2001075387001,0.2620866718695677,5
SS-O,972,0.19320658482554195,0.009716982380312128,30,0.44062368869781493,0.003526279724716859,4,0.19036957867855636,0.007992121310508176,50,0.7689372777938843,0.03138710612886367,3,0.18640233480613416,0.006355546536522311,100,1.1785688996315002,0.2225562719426229,2,0.1820907451670557,0.002711948822582721,200,3.316296064853668,0.3083323420700089,1,inf,nan,30,131.03755323886872,0.19687928969161314,5,inf,nan,50,130.99556422233582,0.008054437556515439,5,inf,nan,100,131.0399627685547,0.21430474216435963,5,inf,nan,200,130.9101037979126,0.21520990391056205,5
SS-P,1023,0.23951911117232805,0.09071262476209946,30,0.3143002033233643,0.006473331734485415,4,0.1864572406894793,0.008899256188664748,50,0.5259345173835754,0.02496224843444194,3,0.18021691389779618,0.007700557405020689,100,2.2532287716865538,0.3011760335829083,2,0.17461484820604617,0.004301690327751718,200,6.792751288414001,0.17686068891356127,1,inf,nan,30,130.94302566051482,0.22107489643734837,5,inf,nan,50,131.04867955446244,0.23796260889572518,5,inf,nan,100,131.05435318946837,0.27662245273092523,5,inf,nan,200,130.86150636672974,0.4473514663999041,5
SS-Q,2736,0.06553146780915102,0.016349887378382666,30,0.40871357917785645,0.02361047206364458,4,0.06133596825796941,0.001983324622832447,50,0.7348748326301575,0.005737771492372773,3,0.06032341729525507,0.0010457414632843696,100,1.7071547269821168,0.24094528674176746,2,0.059470544488192625,0.0010063615185295538,200,10.077076077461243,0.13133573117872302,1,inf,nan,30,130.7743961572647,0.49776830399577965,5,inf,nan,50,130.81092270612717,0.4088747872457682,5,inf,nan,100,130.82631628513337,0.2118997295757145,5,inf,nan,200,130.8361114025116,0.43174704905081285,5
SS-R,3008,0.18792468295609027,0.02207376063704399,30,0.44974571466445923,0.029977106280918767,4,0.18490170562671596,0.01855049291761344,50,0.6565920114517212,0.03477534398824309,3,0.17831459886450665,0.007977825328980632,100,2.3373775243759156,0.22056110563669445,2,0.17406588675186813,0.00843075314826626,200,5.155983579158783,0.5539754483344804,1,inf,nan,30,130.98482201099395,0.14033428587748215,5,inf,nan,50,130.90982981920243,0.19642808880962354,5,inf,nan,100,130.90967156887055,0.14136398719776833,5,inf,nan,200,130.82615879774093,0.3551473066918631,5
SS-S,3840,0.10274549547816618,0.05370727331042238,30,0.2667119145393372,0.0012253138173825054,4,0.08354922161562993,0.0387141015133284,50,0.8177111744880676,0.06827142823631763,3,0.05181474638880192,0.03596791431547965,100,1.3286443829536438,0.046212251003586086,2,0.026573900778219008,0.014287240166987491,200,2.4550001502037047,0.3081661816221572,1,inf,nan,30,130.92122086286545,0.12354240892281214,5,inf,nan,50,130.85384818315507,0.4205903600728696,5,inf,nan,100,130.8055740714073,0.44058346218553135,5,inf,nan,200,130.9081463932991,0.16527193663459291,5
SS-T,5184,0.0585587227853143,0.021912774344828252,30,0.4145176649093628,0.0024178855488983814,4,0.05317353513375452,0.02126000663268976,50,1.0406882405281066,0.04223996526006409,3,0.040625836786425874,0.015820501607032165,100,2.0831648826599123,0.06688233431427483,2,0.02995785649776588,0.011134536928060759,200,5.931638073921204,0.06502931476570158,1,inf,nan,30,130.98683267831802,0.2897934400267272,5,inf,nan,50,130.907412981987,0.0859420986179777,5,inf,nan,100,130.99869385957717,0.3628513206164868,5,inf,nan,200,130.79966101646423,0.36742611434113165,5
SS-U,4608,0.2652660596080249,0.025427167654510113,30,0.6128514409065247,0.04188698037325119,4,0.25690269266329707,0.02247738337474947,50,1.241264283657074,0.06369304177313405,3,0.24586449697727306,0.012574675125129274,100,1.8240284085273744,0.18552086074732968,2,0.24000467747290655,0.0091165518436406,200,6.287765431404114,0.13510809166134807,1,inf,nan,30,130.89675668478012,0.09239582781964426,5,inf,nan,50,130.82979637384415,0.41255879993489003,5,inf,nan,100,130.9634754061699,0.2312974747876302,5,inf,nan,200,130.83801423311235,0.3332171526765907,5
SS-V,6840,0.15379871087948216,0.05209622435521021,30,0.695443081855774,0.04633397486679054,4,0.1524345372674689,0.05124217324293542,50,1.1267190456390381,0.05706917473128263,3,0.13071389936992206,0.06553813414864333,100,2.9753950476646422,0.1025532433674386,2,0.09377048308694606,0.07010086964351232,200,8.709676086902618,0.09687415380084619,1,inf,nan,30,130.88525213003157,0.08224300514479092,5,inf,nan,50,130.831440448761,0.1685661688804901,5,inf,nan,100,130.97202444076538,0.30067158057271015,5,inf,nan,200,130.77233724594117,0.5325754850350687,5
SS-W,65536,0.34119105177329356,0.02459499000231897,30,0.5649993062019348,0.05390898971587187,4,0.3290674576233288,0.025278814974577353,50,0.6734475135803223,0.06438497937996152,3,0.317833592928233,0.021174026258973872,100,2.9933541774749757,0.10690206695238642,2,0.3081866897895603,0.01866755200573143,200,6.112765669822693,0.09561742959668239,1,inf,nan,30,130.2838779091835,0.5057613770686528,5,inf,nan,50,130.40408260822295,0.20828015728688482,5,inf,nan,100,130.40169075727462,0.46760343594014414,5,inf,nan,200,130.46669912338257,0.4806887955446946,5
SS-X,86058,0.313612532301593,0.09304731665367064,30,0.5367896676063537,0.004348565848238385,4,0.2628921220050585,0.07003803514844353,50,0.8393243670463562,0.06080946692664687,3,0.2352280143113426,0.03794576858655767,100,2.573560047149658,0.08948367671264701,2,0.22250453746903714,0.012497141587204419,200,3.277202534675598,0.1304029041524528,1,inf,nan,30,130.00777997970582,0.10542216215467887,5,inf,nan,50,130.01819403171538,0.2631712022873,5,inf,nan,100,130.13495512008666,0.370972544062196,5,inf,nan,200,130.03543561697006,0.04152439467659129,5
Scrum100k,100000,0.3975751586674451,0.03069815062151051,30,0.6536888957023621,0.12672341583869534,4,0.3826807453580922,0.02627602014755677,50,1.359353506565094,0.19918520841330684,3,0.3705424713095016,0.022637195067460127,100,2.177968418598175,0.20177841345584419,2,0.3580041235041781,0.021592013170030292,200,10.800811648368835,0.7789955555151771,1,inf,nan,30,130.85057487487794,0.577824584045964,5,inf,nan,50,130.85343012809753,0.2695604230488583,5,inf,nan,100,131.31151498556136,0.7014391403415647,5,inf,nan,200,131.26333712339402,0.6548528767002445,5
Scrum10k,10000,0.3666410417131294,0.0295487892033517,30,0.64258291721344,0.05017606160318632,4,0.35892720736623296,0.031415968589845945,50,1.2792486548423767,0.08507998442398407,3,0.33433862705449807,0.025315202647772345,100,1.5864215731620788,0.2504468093764933,2,0.3202012511482227,0.01694395474446455,200,4.33412150144577,0.3114272294707429,1,inf,nan,30,130.36827512979508,0.4375395234170029,5,inf,nan,50,130.4942380666733,0.47060808498956824,5,inf,nan,100,130.60940561294555,0.3611248476272983,5,inf,nan,200,130.55552674531936,0.03826564276790194,5
Scrum1k,1000,0.33522312479779676,0.03540387714866313,30,0.6107490658760071,0.014187025035474752,4,0.31962593324618116,0.028940880132389064,50,1.3616183042526244,0.05837099186969585,3,0.3100377354635372,0.024855826987337452,100,2.609231507778168,0.2701032651822531,2,0.2982656031522944,0.02152619423520965,200,3.881065106391907,0.3673192257064982,1,inf,nan,30,130.8154766201973,0.30958359436298427,5,inf,nan,50,130.83423206806182,0.3781136381789274,5,inf,nan,100,130.97250612974167,0.22970778456426924,5,inf,nan,200,130.98724114894867,0.2884880847588213,5
X264_AllMeasurements,1152,inf,nan,30,3.886222839355469e-06,1.4202266867977314e-06,1,inf,nan,50,2.968311309814453e-06,5.10032778613671e-07,1,inf,nan,100,4.5299530029296875e-06,1.5315152522029232e-06,1,inf,nan,200,3.4332275390625e-06,1.9568984071448405e-07,1,inf,nan,30,131.077481508255,0.29977774713043553,1,inf,nan,50,131.07608476877212,0.3317355631372469,1,inf,nan,100,131.0015831232071,0.0579118225440474,1,inf,nan,200,130.91692554950714,0.29328319424293414,1
billing10k,10000,0.41300710683806097,0.021833777962196446,30,0.6295977234840393,0.06971740412701907,4,0.4020300885620286,0.018046503201050276,50,1.4186542630195618,0.07117465978228255,3,0.3921598283059703,0.012542743089268175,100,3.1076473593711853,0.22534661451342336,2,0.3835858378702097,0.010914900104662272,200,16.618065333366395,0.11998389634578523,1,inf,nan,30,130.41152988672258,0.24445993345533404,5,inf,nan,50,130.51105870008467,0.05143890550306647,5,inf,nan,100,130.45744178295135,0.0813984493392047,5,inf,nan,200,130.4491784930229,0.14775765123230378,5
coc1000,1000,0.35818498359109835,0.011156087370529814,30,1.0614098906517029,0.056057403438213235,4,0.352640663319512,0.009491487290893365,50,1.7091225743293763,0.1341025445538482,3,0.3506012291579105,0.007946807521814208,100,4.494173324108123,0.29472723365939824,2,0.3441660323868514,0.006715221619677254,200,11.315977013111114,1.3229695326175537,1,inf,nan,30,130.74772744178773,0.10586591949838588,5,inf,nan,50,130.88845812082292,0.07496125903480697,5,inf,nan,100,130.91000998020172,0.22833639046105533,5,inf,nan,200,130.95524218082429,0.29240748082482376,5
dataset120,5160,inf,nan,30,4.601478576660156e-06,2.469372990117328e-06,1,inf,nan,50,4.661083221435547e-06,2.8615196114825764e-06,1,inf,nan,100,3.910064697265625e-06,1.7042298929130862e-06,1,inf,nan,200,5.280971527099609e-06,2.044050115387037e-06,1,inf,nan,30,130.92616428136824,0.033415186316625,1,inf,nan,50,130.86052334308624,0.26038344151920817,1,inf,nan,100,130.8442735671997,0.3162415371204384,1,inf,nan,200,130.7586609363556,0.5166512494585042,1
dataset600,5160,inf,nan,30,4.13656234741211e-06,1.8472278146012623e-06,1,inf,nan,50,4.255771636962891e-06,1.8856974904878785e-06,1,inf,nan,100,4.541873931884766e-06,3.4898855056728716e-06,1,inf,nan,200,3.933906555175781e-06,2.1275646163284363e-06,1,inf,nan,30,130.93878232240678,0.09716076585018052,1,inf,nan,50,130.91845401525498,0.014284721332919312,1,inf,nan,100,130.76961143016814,0.49942543998029487,1,inf,nan,200,130.99935512542726,0.36334355746704816,1
dconvert,6764,inf,nan,30,4.458427429199219e-06,2.231341556200955e-06,1,inf,nan,50,4.684925079345703e-06,2.512818481272608e-06,1,inf,nan,100,4.613399505615235e-06,2.236932347465873e-06,1,inf,nan,200,3.9458274841308595e-06,1.5729065490182446e-06,1,inf,nan,30,130.83362219333648,0.3038324548968846,1,inf,nan,50,130.92845985889434,0.020077604416467824,1,inf,nan,100,130.89485338926315,0.19000873282128514,1,inf,nan,200,130.98575474023818,0.17135926096783954,1
deeparch,4096,inf,nan,30,4.374980926513672e-06,2.2113750223373613e-06,1,inf,nan,50,4.434585571289063e-06,1.406042059399773e-06,1,inf,nan,100,4.220008850097656e-06,2.1100558230162947e-06,1,inf,nan,200,4.267692565917968e-06,2.7770768912595743e-06,1,inf,nan,30,130.88039444684983,0.46152427062123813,1,inf,nan,50,131.00335260629654,0.07391806236580753,1,inf,nan,100,131.05998225212096,0.3515027406270073,1,inf,nan,200,130.92330392599106,0.1416402007568445,1
exastencils,86058,inf,nan,30,4.339218139648437e-06,3.0014637032241195e-06,1,inf,nan,50,4.267692565917968e-06,2.2853911406238607e-06,1,inf,nan,100,4.4941902160644535e-06,2.4292784923434504e-06,1,inf,nan,200,4.339218139648437e-06,2.3110361238643643e-06,1,inf,nan,30,130.2782781124115,0.3098476282334669,1,inf,nan,50,130.32121939659118,0.15754034433128566,1,inf,nan,100,130.1936379790306,0.2404332201970645,1,inf,nan,200,130.40211021900177,0.21151636146016198,1
javagc,166975,inf,nan,30,5.745887756347657e-06,2.941354849489429e-06,1,inf,nan,50,3.588199615478516e-06,1.179414386338288e-06,1,inf,nan,100,3.731250762939453e-06,1.5320523604362413e-06,1,inf,nan,200,7.772445678710938e-06,3.755734921738372e-06,1,inf,nan,30,131.7430661559105,0.22733495171775667,1,inf,nan,50,131.6022915959358,0.07860368354313158,1,inf,nan,100,131.59210127592087,0.6404133274392874,1,inf,nan,200,131.50580689907073,0.15110997079663144,1
nasa93dem,93,0.47047880859227975,0.007214414514796246,30,0.5873443245887756,0.02686611606703837,4,0.46625427915275947,0.003665921435263521,50,0.9362945795059204,0.12556273666794548,3,0.4639936756514139,0.005116754901813034,100,3.5682573437690737,0.12470519119261726,2,0.4591457915157318,0.008033914161897205,200,9.209213626384734,0.2298427244974575,1,inf,nan,30,131.0009351015091,0.12708046645033472,5,inf,nan,50,131.05319374799728,0.3029072927759759,5,inf,nan,100,130.87144845724106,0.3439289944631013,5,inf,nan,200,131.03036824464797,0.2219452353313205,5
pom3a,20000,0.19965495647739195,0.011379914908262236,30,0.5749251484870911,0.004840079211085801,4,0.19362877574170476,0.01411412574531035,50,0.8182732939720154,0.10012198901960712,3,0.18740392500460362,0.013677324588099816,100,2.176241946220398,0.0942872308812259,2,0.1776315384330281,0.01001545324867026,200,2.9974099516868593,0.30996076197566824,1,inf,nan,30,130.37171725034713,0.42078253811231464,5,inf,nan,50,130.46069489717485,0.37838593282778143,5,inf,nan,100,130.61043001413344,0.20382266371493624,5,inf,nan,200,130.45728653669357,0.385414750962957,5
