Dataset,Rows,SMSEMOA-30_mean,SMSEMOA-30_std,SMSEMOA-30_budget,SMSEMOA-30_runtime_mean,SMSEMOA-30_runtime_std,SMSEMOA-30_tier,SMSEMOA-50_mean,SMSEMOA-50_std,SMSEMOA-50_budget,SMSEMOA-50_runtime_mean,SMSEMOA-50_runtime_std,SMSEMOA-50_tier,SMSEMOA-100_mean,SMSEMOA-100_std,SMSEMOA-100_budget,SMSEMOA-100_runtime_mean,SMSEMOA-100_runtime_std,SMSEMOA-100_tier,SMSEMOA-200_mean,SMSEMOA-200_std,SMSEMOA-200_budget,SMSEMOA-200_runtime_mean,SMSEMOA-200_runtime_std,SMSEMOA-200_tier,SPEA2-30_mean,SPEA2-30_std,SPEA2-30_budget,SPEA2-30_runtime_mean,SPEA2-30_runtime_std,SPEA2-30_tier,SPEA2-50_mean,SPEA2-50_std,SPEA2-50_budget,SPEA2-50_runtime_mean,SPEA2-50_runtime_std,SPEA2-50_tier,SPEA2-100_mean,SPEA2-100_std,SPEA2-100_budget,SPEA2-100_runtime_mean,SPEA2-100_runtime_std,SPEA2-100_tier,SPEA2-200_mean,SPEA2-200_std,SPEA2-200_budget,SPEA2-200_runtime_mean,SPEA2-200_runtime_std,SPEA2-200_tier
FM-500-100-1.00-SAT-1,10000,0.38214864397115944,0.03956747041933074,30,0.15221862792968746,0.015946712454773998,2,0.36574998225497213,0.0353970613421239,50.0,0.32276291847229005,0.015838399605628176,2.0,0.33503993134864063,0.021932468873944,100,0.7338401317596436,0.019712850509269443,1,nan,nan,nan,nan,nan,nan,0.3712783273243816,0.028796651016735744,30,0.3575023651123047,0.02364286665104325,2,0.3622180980243441,0.025909399166684974,50,0.6636637091636658,0.07125418513632042,2,0.328820545927011,0.014910903965295033,100,1.3928254008293153,0.08955969979061314,1,0.31113085336883056,0.006660371212804058,200.0,3.8350616812705995,0.08491947010225079,1.0
HSMGP_num,3456,inf,nan,30,0.10128240585327145,0.00677080311099605,5,inf,nan,50.0,0.14650013446807858,0.01638791451138747,5.0,inf,nan,100,0.6908367156982422,0.014986705688583924,5,inf,nan,200.0,0.8708854436874389,0.11888257515968545,5.0,0.18032338859005778,0.06897186188257533,30,0.3663637042045593,0.008811182871249866,4,0.15606863690735268,0.07160760555301963,50,0.3918822169303894,0.03288791607144313,3,0.11523302361753807,0.044807602916720285,100,1.6840409755706787,0.17507896912032017,2,0.0666483020681304,0.05526242106826809,200.0,5.157751882076264,0.3041031067789627,1.0
HSQLDB,864,inf,nan,30,0.07326920032501219,0.016120743812071882,5,inf,nan,50.0,0.14523425102233883,0.018498112952789487,5.0,inf,nan,100,0.4964571237564087,0.016737571131816186,5,inf,nan,200.0,0.6807505369186402,0.020325964359986518,5.0,0.035249551945375476,0.04482334470494042,30,0.2976810336112976,0.02386480777757199,4,0.016297454175713686,0.023702708521761366,50,0.6101024270057678,0.0317049794159196,3,0.004507978423398675,0.0070657424765289256,100,1.6860870242118835,0.06604240504731428,2,0.0019179890535676951,0.0005429052343276242,200.0,6.416360485553741,0.2069370371774839,1.0
Health-ClosedIssues0000,10000,0.23954526648241084,0.001539569845887553,30,0.21780059337615962,0.013459284330429309,3,0.2388135059367536,0.0014501733525034912,50.0,0.4113286256790161,0.030156761397449255,2.0,0.23704211551066862,0.0028132024259390144,100,1.0554057836532593,0.027110596115389275,1,0.23583511156753448,0.003172666804931855,200.0,1.6828529357910156,0.2910358962807008,1.0,0.24047491647568683,0.0014520098526639897,30,0.4184200167655945,0.03267389909250329,4,0.239710212471037,0.0015203097579846727,50,0.6559542536735534,0.017888111984285655,3,0.23888088893580547,0.0012886626812039217,100,1.677912664413452,0.06288145648655802,2,0.2369826221100229,0.0021572186604180876,200.0,2.5681016087532043,0.3089224526595761,1.0
Health-ClosedIssues0001,10000,0.33087228082718373,0.04204216908453921,30,0.2066059589385986,0.014044696390655028,3,0.31426324849173987,0.04037261046187148,50.0,0.4395238995552063,0.020177490954453498,2.0,0.27416557422592375,0.043215586210969104,100,1.0869234085083008,0.020330932085730773,1,0.25345962299224895,0.032643553098323744,200.0,1.5763314366340637,0.26236635670353975,1.0,0.3577461066099232,0.04867172107272433,30,0.6290491104125977,0.054437519362582044,3,0.33741685648885605,0.04834538117478056,50,2.2443997144699095,0.037095745497725374,3,0.3007095834489842,0.04175391760052057,100,1.453367030620575,0.035795632812065034,2,0.25876019219961616,0.03611724935191609,200.0,2.9731041550636292,0.3173004212533265,1.0
Health-ClosedIssues0002,10000,0.8955050925859496,0.04771206425237136,30,0.2727117300033569,0.005464396409710643,4,0.881173616083208,0.07753184013199656,50.0,0.5366861581802368,0.006610534226945189,4.0,0.8217208951268411,0.1465452570305641,100,1.0248132705688477,0.024438805845133343,3,0.7366257860504446,0.17607610254593994,200.0,1.5572693824768067,0.26784181078460517,2.0,0.36574890971741586,0.00022880711888540676,30,0.49791414737701417,0.03255188432461184,1,0.36555227608029633,0.00040391664391596795,50,0.8733197689056397,0.006031759006197159,1,0.36540361742311855,0.0004273902670714896,100,1.372188103199005,0.23373750655874623,1,0.36507544372629647,0.000538968067801077,200.0,2.521312582492828,0.37429524823778354,1.0
Health-ClosedIssues0003,10000,0.5539611166292814,0.03282874204530037,30,0.3015334248542786,0.011601683120872931,3,0.5484733172534946,0.03301486824462557,50.0,0.6093148946762085,0.015346609308310048,3.0,0.5144454214757398,0.0707453967427012,100,1.2549143791198731,0.15835708327999545,2,0.4934141242543625,0.07793512550725237,200.0,2.4178121209144594,0.2062346334942793,2.0,0.4850949626558555,0.10856779671275678,30,0.5313317775726318,0.03076658461956146,2,0.46097462546590984,0.11502557693010897,50,0.7938970923423767,0.1063272952322243,2,0.4013290065629194,0.11860238034940482,100,1.6375934720039367,0.16660628341814848,1,0.354482275225854,0.10151635905811615,200.0,3.788138484954834,0.26925617650246914,1.0
Health-ClosedIssues0004,10000,0.6701778337449029,0.03142649935430096,30,0.2986027240753174,0.011675663121590761,3,0.6592630864061039,0.03440582157613298,50.0,0.6217313766479492,0.01674070506990909,3.0,0.6263089134118662,0.04930522710298389,100,1.4534895420074463,0.16846653697042066,2,0.5934002118891619,0.05501159354027181,200.0,2.47224303483963,0.25388021238835573,1.0,0.5876087249201083,0.0310685246402698,30,0.5352146744728088,0.02949538129101995,1,0.5790654968486995,0.028350218361302817,50,0.8081219911575317,0.10956028414054884,1,0.5616053358429385,0.021034501422845762,100,1.6539684176445006,0.17787792130581329,1,0.5445682257047265,0.015043023958145945,200.0,4.118770742416382,0.3775279098391766,1.0
Health-ClosedIssues0005,10000,0.7870073371867651,0.034318060018481616,30,0.3182700514793396,0.025278233732547853,3,0.7772009085718503,0.04381714813784871,50.0,0.6454601526260376,0.02105833170986845,3.0,0.7176116699913571,0.05805143370471606,100,1.2583614706993103,0.16174628320803017,2,0.6601973078197976,0.05694707791186963,200.0,2.4775142312049865,0.21266883450405946,2.0,0.4282606309612974,0.0027527635920085634,30,0.6273374438285828,0.043480654785628084,1,0.4276541905913792,0.002735583626426669,50,1.2225724577903747,0.010301697960512087,1,0.4221221602324164,0.010910733430147401,100,1.6662638545036317,0.1732602456722099,1,0.4187227909211398,0.011600714978161043,200.0,3.86499764919281,0.258171370918078,1.0
Health-ClosedIssues0006,10000,0.7379042388148764,0.045282817054837866,30,0.3361475825309753,0.021307413937996875,3,0.7243001055378494,0.043889579285746515,50.0,0.6149840950965881,0.022185291120496206,3.0,0.6890027180129435,0.031592097454215026,100,1.3342402458190918,0.17778874880673662,2,0.6733543069365185,0.02652118339018087,200.0,2.5567076325416567,0.2652691994657757,2.0,0.5688747509308671,0.03279253123563739,30,0.5692942380905152,0.03586955581218813,1,0.5582717207844997,0.023831084000520357,50,1.025911271572113,0.059117384083589394,1,0.5287743799938583,0.03730174671519318,100,1.6506444811820984,0.17077282816270933,1,0.4980529977310299,0.04420689793216065,200.0,3.784537208080292,0.254820323072144,1.0
Health-ClosedIssues0007,10000,0.6051320342354672,0.07165720662793289,30,0.3571645379066467,0.025605999637841888,2,0.587513368807915,0.07795683324810443,50.0,0.6997788548469543,0.04319350768563052,2.0,0.5241484054374077,0.08087435468900259,100,1.6334901571273803,0.23055203841135907,1,0.4731871707640131,0.06114993541730671,200.0,4.033711957931518,0.08585267002054084,1.0,0.5196340067032178,0.05158951867504346,30,0.5708284258842469,0.037574817870685936,1,0.5059868029052188,0.0463882423468707,50,0.8827678322792053,0.11383549542912084,1,0.4780071086953542,0.039119014705123904,100,1.8114818692207337,0.2420681714626349,1,0.44544159932130223,0.01667490792925468,200.0,5.110261523723603,0.32755448576740287,1.0
Health-ClosedIssues0008,10000,0.3367476558966904,0.008320756919375881,30,0.40481091737747193,0.010516167633080678,2,0.33173857765971654,0.008204210912393907,50.0,0.702258574962616,0.04773247809332498,2.0,0.3229721398216866,0.007260776795335074,100,1.753237783908844,0.0682244863675369,1,0.31816244727102244,0.010689943697099311,200.0,3.35784729719162,0.29376902418144835,1.0,0.34454118252004556,0.011373581925684318,30,0.5559445738792419,0.035101524959706996,3,0.3394945162464962,0.009067644057475012,50,1.2072187423706056,0.04024954338107375,3,0.3328312367801059,0.004461753282914461,100,1.9833566188812255,0.044095980245149456,2,0.3232542556995409,0.010987738672953365,200.0,4.101150691509247,0.33015079337912095,1.0
Health-ClosedIssues0009,10000,0.6597342572687828,0.03368812213622651,30,0.2885953187942505,0.010382505402660436,3,0.6523674099610429,0.03652368615639929,50.0,0.7000197410583496,0.051828009340984235,3.0,0.5860439898012262,0.04862849089093683,100,2.264110231399536,0.07991437951960793,2,0.5425287519419915,0.040183878689947584,200.0,3.4158562660217284,0.2872278559326275,2.0,0.4778519148820857,0.0937671217103939,30,0.6045840978622437,0.043938240070952164,1,0.438831398299062,0.07324394510447067,50,1.215341901779175,0.014412624914574752,1,0.4163892957041412,0.04784968075677726,100,2.8907687425613404,0.0930099893571237,1,0.3833099238105831,0.03355491946726685,200.0,6.5762410998344425,0.14823255699698135,1.0
Health-ClosedIssues0010,10000,0.5073382413740014,0.015906686752356562,30,0.40548346042633054,0.008759728278089787,4,0.503294102454942,0.016460586555554012,50.0,0.7752171754837036,0.00836158253564461,4.0,0.49112810322204925,0.01943606532032976,100,1.9452916145324708,0.012456038332067569,3,0.4744365318525049,0.017078746517753658,200.0,3.9642351984977724,0.044762301984580304,2.0,0.4446346755757255,0.029835754576523862,30,0.5621203541755676,0.0460867044311678,1,0.4391114950300688,0.027095665328385036,50,1.1286763429641724,0.009954602660015232,1,0.4188801636614533,0.022631506540103923,100,2.8814393639564515,0.0937818565126035,1,0.40276935754426396,0.012325118340209858,200.0,6.423616337776184,0.08870927064770398,1.0
Health-ClosedIssues0011,10000,0.6475499933212219,0.02867191513855399,30,0.38277478218078614,0.007134425900674889,3,0.6329278611257251,0.02317652641302071,50.0,0.7815995693206788,0.016448998062681616,3.0,0.5837545926009556,0.08537427808050514,100,1.916261625289917,0.013580310900202307,2,0.5546421256494657,0.10566203708248685,200.0,3.9191234588623045,0.07347270089812327,2.0,0.16324547118966679,0.026783718238958906,30,0.5870454430580139,0.03969050368863426,1,0.1623397178870258,0.02651378269833864,50,1.4368281841278077,0.01484266876491254,1,0.155037694370802,0.03243262282806059,100,1.7982817888259888,0.04250940455274528,1,0.1380141680323578,0.040362359595853894,200.0,6.793351840972901,0.09127485579205295,1.0
Health-ClosedPRs0000,10000,0.9999999988221348,4.0495941179076685e-10,30,0.22973275184631348,0.011571983768331018,3,0.9999999986556876,3.4248612885982577e-10,50.0,0.4160584568977356,0.03862656051588503,3.0,0.999999998269336,3.283344116608249e-10,100,1.1798603177070617,0.008396912163084504,2,0.9999999980865187,2.6044836238160694e-10,200.0,2.2277876853942873,0.1444217588403887,2.0,0.0,0.0,30,0.4677610397338867,0.009712533039517421,1,0.0,0.0,50,0.8122807383537293,0.010005006767919506,1,0.0,0.0,100,2.023205578327179,0.0710376227007621,1,0.0,0.0,200.0,5.066832053661346,0.15664601906698827,1.0
