Dataset,Rows,NSGA2-30_mean,NSGA2-30_std,NSGA2-30_budget,NSGA2-30_runtime_mean,NSGA2-30_runtime_std,NSGA2-30_tier,NSGA2-50_mean,NSGA2-50_std,NSGA2-50_budget,NSGA2-50_runtime_mean,NSGA2-50_runtime_std,NSGA2-50_tier,NSGA2-100_mean,NSGA2-100_std,NSGA2-100_budget,NSGA2-100_runtime_mean,NSGA2-100_runtime_std,NSGA2-100_tier,NSGA2-200_mean,NSGA2-200_std,NSGA2-200_budget,NSGA2-200_runtime_mean,NSGA2-200_runtime_std,NSGA2-200_tier,SPEA2-30_mean,SPEA2-30_std,SPEA2-30_budget,SPEA2-30_runtime_mean,SPEA2-30_runtime_std,SPEA2-30_tier,SPEA2-50_mean,SPEA2-50_std,SPEA2-50_budget,SPEA2-50_runtime_mean,SPEA2-50_runtime_std,SPEA2-50_tier,SPEA2-100_mean,SPEA2-100_std,SPEA2-100_budget,SPEA2-100_runtime_mean,SPEA2-100_runtime_std,SPEA2-100_tier,SPEA2-200_mean,SPEA2-200_std,SPEA2-200_budget,SPEA2-200_runtime_mean,SPEA2-200_runtime_std,SPEA2-200_tier
Health-ClosedIssues0009,10000,0.3550860212074426,0.06305129452431595,30,0.6669129967689514,0.003806395405860938,1,0.3175570330270153,0.06320574925924333,50,1.1292635560035706,0.062287526014763346,1,0.27429498680933195,0.024564860860867763,100,2.5778225898742675,0.14598177426153008,1,0.264062573127354,0.015093308186114877,200,5.6974460005760195,0.2831682103062671,1,0.4778519148820857,0.0937671217103939,30,0.6045840978622437,0.043938240070952164,3,0.438831398299062,0.07324394510447067,50,1.215341901779175,0.014412624914574752,3,0.4163892957041412,0.04784968075677726,100,2.8907687425613404,0.0930099893571237,2,0.3833099238105831,0.03355491946726685,200.0,6.5762410998344425,0.14823255699698135,2.0
Health-ClosedIssues0010,10000,0.4865438420362532,0.006426380020759076,30,0.47500325441360475,0.0023673353650825266,3,0.4851347578195499,0.006368800136768565,50,1.2330018997192382,0.04117771367349637,3,0.4813195469883489,0.005197299640310448,100,2.184535837173462,0.19286070322055715,2,0.47712963113658724,0.007886054033525804,200,6.6225444912910465,0.0988630444797725,2,0.4446346755757255,0.029835754576523862,30,0.5621203541755676,0.0460867044311678,1,0.4391114950300688,0.027095665328385036,50,1.1286763429641724,0.009954602660015232,1,0.4188801636614533,0.022631506540103923,100,2.8814393639564515,0.0937818565126035,1,0.40276935754426396,0.012325118340209858,200.0,6.423616337776184,0.08870927064770398,1.0
Health-ClosedIssues0011,10000,0.0546849844588147,0.04890080152874415,30,0.6454548001289367,0.008650863896359384,1,0.039720246906527326,0.049904450010927255,50,1.1927508950233459,0.04130260286790515,1,0.011266215385732956,0.00907658459076706,100,3.048811340332031,0.07719392124081477,1,0.006943363234514775,0.006898923424070436,200,6.6486353278160095,0.11029180464787897,1,0.16324547118966679,0.026783718238958906,30,0.5870454430580139,0.03969050368863426,3,0.1623397178870258,0.02651378269833864,50,1.4368281841278077,0.01484266876491254,3,0.155037694370802,0.03243262282806059,100,1.7982817888259888,0.04250940455274528,3,0.1380141680323578,0.040362359595853894,200.0,6.793351840972901,0.09127485579205295,2.0
Health-ClosedPRs0000,10000,0.0,0.0,30,0.46215890645980834,0.004824202065276482,1,0.0,0.0,50,0.8447694659233094,0.03848219351389702,1,0.0,0.0,100,2.0734655022621156,0.059795693791413015,1,0.0,0.0,200,3.683669900894165,0.07119993406332038,1,0.0,0.0,30,0.4677610397338867,0.009712533039517421,1,0.0,0.0,50,0.8122807383537293,0.010005006767919506,1,0.0,0.0,100,2.023205578327179,0.0710376227007621,1,0.0,0.0,200.0,5.066832053661346,0.15664601906698827,1.0
Health-ClosedPRs0002,10000,0.021121308675497823,1.3059866396360008e-05,30,0.616646146774292,0.004952737918321414,1,0.021115254095207456,2.9436299366661747e-05,50,1.022990608215332,0.045517048978962055,1,0.021112333820303468,3.133494686674677e-05,100,1.9531679153442383,0.0585681906833034,1,0.020850581890689796,0.0006094299964176041,200,5.888925695419312,0.24360848497937831,1,0.551618925807876,0.00010547081133442772,30,0.5984723329544067,0.05203920631120033,3,0.5516025802413138,0.00010038539005945228,50,1.1512587070465088,0.022083230712236494,3,0.5515172676742182,0.0001263976306386548,100,2.5089233756065368,0.08905561490289429,2,0.5514380156674724,0.00011504033008602343,200.0,6.176023817062378,0.1646836441289273,2.0
Health-ClosedPRs0003,10000,0.08309179389350554,7.25444128273518e-06,30,0.5614565014839172,0.007056545854947355,1,0.08309179389350554,7.25444128273518e-06,50,0.9863279461860657,0.07212921830581952,1,0.08309179389350554,7.25444128273518e-06,100,2.6366385221481323,0.13578735869337624,1,0.083081948813231,3.142680310118769e-05,200,5.7904973983764645,0.32929762267812485,1,0.42149013315288225,0.020327000668255223,30,0.5032273173332215,0.03302493431132005,3,0.4138077876314906,0.02786085065858322,50,1.0212213397026062,0.05965069182029719,3,0.4060180512362758,0.029473765323150092,100,2.2643900752067565,0.12650945217472925,3,0.380109225181521,0.0653360752306332,200.0,5.388692140579224,0.32694190650880584,2.0
Health-ClosedPRs0004,10000,0.4155424762039079,0.10761285133012603,30,0.4722526431083679,0.0038872991246242444,3,0.3554308863101666,0.06533487151839291,50,0.9819209337234497,0.03412566407370391,2,0.33611120885282525,0.04162916165656231,100,2.7792784214019775,0.09911536364781058,2,0.3183911096567654,0.032902090830117255,200,5.180842101573944,0.23861678447396284,2,0.1178105694846735,0.0019672101999493163,30,0.5433617830276489,0.037823190467801235,1,0.11744694645884753,0.0018371799617209472,50,0.878281044960022,0.00711721107782115,1,0.11590927933324509,0.002233271316731229,100,2.199527955055237,0.16225497408642559,1,0.11424508919084184,0.0022220503527792283,200.0,5.746536588668823,0.33178448943335576,1.0
Health-ClosedPRs0005,10000,0.002297823370419472,0.0028698827932502153,30,0.4861578464508057,0.006248648313441166,1,0.0006820740688842569,0.0008614834628515406,50,0.8276688575744628,0.031218529373787593,1,0.0002073370959672844,0.0004848815383960307,100,2.1678108096122743,0.17022416382537692,1,4.527621103070348e-06,1.3961610562883052e-05,200,4.934553551673889,0.31717639504341394,1,0.4804632851638663,0.025366037282239483,30,0.6802088856697083,0.04417308671243267,3,0.4801405132326904,0.025282597263579953,50,1.0518090724945068,0.014153538710456487,3,0.4699176686696401,0.04311383970619782,100,2.0784619569778444,0.04867397565303201,3,0.4510204203411529,0.05928559134994277,200.0,5.609714412689209,0.32248450158874986,2.0
Health-ClosedPRs0006,10000,0.37100729034632846,0.12058042679623816,30,0.5552054405212402,0.008063728541694876,2,0.2798952097863339,0.10605884540343133,50,0.966616153717041,0.037637307654773015,1,0.22478321386588712,0.08542340304471044,100,2.766181492805481,0.07366077943493829,1,0.18920315499374132,0.07765140192503076,200,5.347454035282135,0.4394925782532707,1,0.5078503600614279,0.043545652710954695,30,0.5276223421096802,0.034901070205171816,4,0.49224411549963365,0.048334048548220904,50,1.1707672715187072,0.01422642866418487,4,0.46674276641061957,0.0330360797241705,100,1.9880208492279052,0.06885331439101953,3,0.44875461804285033,0.022914832468564197,200.0,5.819071519374847,0.26908548780978564,3.0
Health-ClosedPRs0007,10000,0.12517115086015979,0.06986684822940038,30,0.6561476707458496,0.003462272977477455,1,0.09205785052676382,0.03905860177154526,50,0.9007498621940613,0.04866126465965866,1,0.06467082196091065,0.025948984789225363,100,2.097175407409668,0.09149003485985308,1,0.050784979824020804,0.0163811988942312,200,5.122134578227997,0.44992501710175414,1,0.5591028266796878,0.1186109967314939,30,0.6351800084114074,0.04303908171410077,3,0.5264602426098535,0.134387340094304,50,0.9264420390129089,0.01258334612816238,3,0.47189338701845907,0.1687854164687941,100,2.194173741340637,0.11331244541330918,3,0.34646505825517665,0.14970283714130952,200.0,4.886265909671783,0.1015526289593686,2.0
Health-ClosedPRs0008,10000,0.6656898869329861,0.08978477018113905,30,0.7198309779167176,0.008543045070173528,3,0.6193870780140072,0.056388162127454275,50,1.4348556280136109,0.043646939021845355,2,0.6013804982015969,0.031337707838986886,100,2.107730448246002,0.09636811992560465,2,0.5775668025630234,0.0163463532178252,200,6.660654413700104,0.1491592321545887,2,0.18253508688158365,0.00028514743010002577,30,0.5275827169418335,0.03974346859720507,1,0.1822551718884987,0.0004021162680395523,50,0.9934776663780213,0.014781991875638782,1,0.181939479998089,0.0004142834313258787,100,2.019154405593872,0.05355254810555231,1,0.18161254220529027,0.0004185736152067485,200.0,5.839533364772796,0.40949649810177163,1.0
Health-ClosedPRs0009,10000,0.5636417330908162,0.11994995874913522,30,0.6410507082939148,0.004290091564463848,3,0.5414945790497884,0.11634740515108814,50,0.9712330222129821,0.03965857169535011,3,0.4992604553848087,0.11575221622996715,100,2.356380808353424,0.18267018037769864,3,0.4169716976940002,0.08408622761272408,200,5.635240161418915,0.4647415236179777,2,0.29683987278404994,0.0053300877125620535,30,0.6814938426017761,0.03987961220212283,1,0.29553632943662445,0.006438692358716034,50,0.9034361720085144,0.007303854442241775,1,0.2914966527267665,0.008243076872076715,100,1.667624831199646,0.04801190983558194,1,0.27831679272696064,0.01730992680308681,200.0,5.286033570766449,0.35266374121455113,1.0
Health-ClosedPRs0010,10000,0.4727297011511363,0.061374856842373635,30,0.5163657069206238,0.007847635743571642,2,0.4549404365281002,0.061613758722262525,50,0.9445401906967164,0.041554785755955545,2,0.41895579051129184,0.04905009657334587,100,2.059606683254242,0.0623636565121121,1,0.3681171651992586,0.05870641036444237,200,5.098499059677124,0.30537802501145134,1,0.4305991690924767,0.015584285084742843,30,0.5009183883666992,0.03490831390519696,1,0.41954548051813123,0.026725118891064666,50,1.1532632112503052,0.020660269916503382,1,0.40900606556961366,0.025869011538295468,100,2.031173014640808,0.07628180284213652,1,0.3957125832859477,0.022776632507985065,200.0,5.037536263465881,0.25887899358562527,1.0
