Dataset,Rows,SMAC-30_mean,SMAC-30_std,SMAC-30_budget,SMAC-30_runtime_mean,SMAC-30_runtime_std,SMAC-30_tier,SMAC-50_mean,SMAC-50_std,SMAC-50_budget,SMAC-50_runtime_mean,SMAC-50_runtime_std,SMAC-50_tier,SMAC-100_mean,SMAC-100_std,SMAC-100_budget,SMAC-100_runtime_mean,SMAC-100_runtime_std,SMAC-100_tier,SMAC-200_mean,SMAC-200_std,SMAC-200_budget,SMAC-200_runtime_mean,SMAC-200_runtime_std,SMAC-200_tier,PSO-30_mean,PSO-30_std,PSO-30_budget,PSO-30_runtime_mean,PSO-30_runtime_std,PSO-30_tier,PSO-50_mean,PSO-50_std,PSO-50_budget,PSO-50_runtime_mean,PSO-50_runtime_std,PSO-50_tier,PSO-100_mean,PSO-100_std,PSO-100_budget,PSO-100_runtime_mean,PSO-100_runtime_std,PSO-100_tier,PSO-200_mean,PSO-200_std,PSO-200_budget,PSO-200_runtime_mean,PSO-200_runtime_std,PSO-200_tier
Health-Commits0006,10000,0.2779651707079472,0.02731006770776079,30,5.418460893630981,0.9554469669129133,2,0.26935418804724753,0.026849665702299096,50,9.445990943908692,1.1836803209374094,2,0.25398553656557954,0.0206656255514391,100,18.232949030399322,3.668240166136461,1,0.24238643049865366,0.01888051905054625,200,33.93084124326706,7.390922091069992,1,0.28440080211303725,0.026140331893990235,30,0.31587847471237185,0.007772255756505773,2,0.2701941210966686,0.03233426657018998,50,0.4883693218231201,0.052386540056994516,2,0.2600385803981879,0.03305103578466362,100.0,1.198129904270172,0.2661271801558045,1.0,0.25274249816350436,0.03242040316049632,200.0,2.7770449995994566,0.8733487077845914,1.0
Health-Commits0007,10000,0.21617859150676028,0.02551013611646982,30,6.216485166549683,0.7642863895414959,3,0.20374594310184135,0.01887184848894726,50,10.25214124917984,0.7099779308348473,2,0.20617699373750886,0.02645669798882507,100,21.620715844631196,2.5963176853291836,2,0.19148664431908094,0.01565394766169324,200,44.88661361932755,3.924661035393601,1,0.2016037318926967,0.026359451005439048,30,0.3120866060256958,0.0017344977906114546,2,0.19761766254080604,0.027526784436807707,50,0.9791999816894531,0.05619781246782147,2,0.18537263892820804,0.0260581084744448,100.0,0.9808330655097961,0.05105558638051283,1.0,0.17799935850683474,0.02455747147176098,200.0,1.8934942841529847,0.2545610353280103,1.0
Health-Commits0008,10000,0.387842947634886,0.019026511950321755,30,6.8479550123214725,0.5873841993737902,3,0.37292822576276535,0.029898046369642294,50,10.559098839759827,1.0060958462991505,2,0.3319673877919784,0.03619183822414158,100,23.175931906700136,2.2044590721471513,1,0.3195691897157808,0.04069643725447329,200,48.100124990940095,3.3484852434680277,1,0.3664522893550763,0.033229148147520114,30,0.3030000805854797,0.003246185022038081,2,0.3444769457689582,0.042400071704566736,50,0.5230636477470398,0.031123206237453606,1,0.3313046775013946,0.04374833889067945,100.0,0.9398550391197205,0.11547152403102288,1.0,0.3184044074689435,0.041202338239389145,200.0,1.403092896938324,0.4042564966761775,1.0
Health-Commits0009,10000,0.13604812952879802,0.007800677790053246,30,6.078211390972138,0.6936484312049453,2,0.1334449144972396,0.007185852342289675,50,10.239479637145996,0.8631780372387401,2,0.1284676000342299,0.0071356580582651674,100,22.878776466846467,2.234245551755078,1,0.12739664204955964,0.008410061828305077,200,42.41363000869751,4.707485731866429,1,0.13704508851471453,0.008234634109645964,30,0.559257197380066,0.004235419606132559,2,0.13465744858259365,0.008516719955308897,50,0.5034944176673889,0.01581997592686401,2,0.1321664244223698,0.009111315824838071,100.0,1.4961316585540771,0.12575097477952968,2.0,0.12852862125496187,0.009227421380728101,200.0,1.6268143892288207,0.2913602989962347,1.0
Health-Commits0010,10000,0.29711057648332756,0.01977353219736631,30,5.601269376277924,0.6094894977039642,3,0.28909507288591396,0.013933743712969057,50,9.347694754600525,1.0033500593915587,2,0.27954694513054024,0.007959408720631098,100,21.365057837963104,2.5586892089856357,1,0.2730968684352202,0.010414595616695204,200,41.63389362096787,5.482868531135291,1,0.29721975925386374,0.01724580322755924,30,0.4409435987472534,0.00582331429839353,3,0.2925061545428026,0.016410364356402994,50,0.8551729559898377,0.05396921511004148,3,0.28599970416320275,0.01571520896862741,100.0,1.240376055240631,0.173962879971582,2.0,0.27820717176613863,0.013785696834233007,200.0,3.861059617996216,0.04003460334099654,1.0
Health-Commits0011,10000,0.015196096199374662,0.014626049971271853,30,5.6304569959640505,0.718478915393004,1,0.005642481930609825,0.008466875734682739,50,8.511163473129272,0.8629050325629698,1,0.0030381226576132354,0.00576921486007762,100,21.787624752521516,2.39331520913112,1,0.00203331124257247,0.0038122280630096543,200,39.18787717819214,5.26680271730222,1,0.045710511946630686,0.060989078182830045,30,0.30682973861694335,0.003311791792044737,2,0.025122900894642447,0.043815799493095914,50,0.7664007306098938,0.032557338380619236,2,0.013442886710157375,0.035378422559543356,100.0,1.2660699963569642,0.17241089004763313,1.0,0.01280114715334148,0.035521179387852556,200.0,2.587787628173828,0.24566938149098394,1.0
LLVM,1024,0.04714651249789399,0.005787928184248511,30,4.1049619793891905,0.43650146188909494,1,0.04553632266769728,0.003723802707321645,50,5.9261863231658936,0.8641480437399133,1,0.04321689253632792,0.003029474691319947,100,15.189312744140626,1.8306118303743537,1,0.04209809711181233,0.0023427163496213916,200,21.541530823707582,5.941062728606823,1,0.08724271729242515,0.08311871309505724,30,0.0888158559799194,0.011762617497090497,2,0.08684892764244426,0.08333393762026181,50,0.10837683677673338,0.01622821099715742,2,0.08432024634248222,0.08419616130392439,100.0,0.0968703746795654,0.013069708042347873,2.0,0.08292300727513642,0.08270229229517777,200.0,0.077540111541748,0.010488842060635134,2.0
SQL_AllMeasurements,4653,0.29225310019080925,0.03829757271578506,30,8.335066437721252,0.8504330166831643,3,0.2671367516306352,0.04658013436804482,50,13.462813532352447,1.8379411973760418,2,0.233507363014281,0.030621074594845248,100,26.05755046606064,5.146470781067564,1,0.20780650444493642,0.019654214269652772,200,55.65424255132675,8.668130522290072,1,0.30378800152905494,0.03429022655061545,30,0.13727984428405757,0.007987348813701006,3,0.2926306325927931,0.042848430970379305,50,0.19808282852172848,0.035950506479645476,3,0.2913850443838787,0.043279180152405575,100.0,0.1461544871330261,0.03083421106202011,3.0,0.29003777252235213,0.04215834259023864,200.0,0.213578450679779,0.04486656481898777,3.0
SS-A,1343,0.2823193694881692,0.2672669498761672,30,4.172342669963837,0.7071539871429628,2,0.16762771816656066,0.2320200947654102,50,6.754123938083649,0.8962922476131423,2,0.040805459394607675,0.020725251213033088,100,13.631473958492279,2.6161472630604528,1,0.027735316637163398,0.0034520515720957686,200,23.838323426246642,5.6970745137483965,1,0.20791272999885146,0.21106201676423203,30,0.28525055646896363,0.014116901873923655,2,0.13828896390928028,0.1644570000236387,50,0.5179955959320068,0.09245645322839716,1,0.09364485040799375,0.1263278553890467,100.0,0.38140482902526857,0.11938375110782354,1.0,0.08224372084281623,0.13001267517492068,200.0,0.6716776847839355,0.3085292171098758,1.0
SS-B,206,0.1561190509629957,0.038531070527566394,30,4.375009369850159,0.8722098067965026,2,0.14337986501043565,0.01113524122353151,50,6.8372165083885195,1.087280559617818,1,0.1394552357159732,0.004588174697622775,100,12.405870819091797,2.3077056259001125,1,0.13962720065168804,0.004635600954451888,200,24.222676753997803,5.736845461319824,1,0.1642963253459615,0.07486366440403745,30,0.24277054071426388,0.02684043007412803,2,0.1477547496581419,0.03309930871153988,50,0.3728524804115295,0.06547388224603291,1,0.14074529823304904,0.004695592874377442,100.0,0.3674253344535828,0.08101468564568114,1.0,0.14055136168281696,0.004416595865941177,200.0,0.27351127862930297,0.06150861006283956,1.0
SS-C,1512,0.4923217002342583,0.18557743683068495,30,4.81059467792511,0.5725037096994584,3,0.39119725721263005,0.20493841267049123,50,7.485076093673706,1.4848718839696085,3,0.2861039564913286,0.19246462790912722,100,14.47755229473114,3.025574351699546,2,0.10915008040605396,0.07424341732090595,200,24.66551580429077,7.159092947579252,1,0.1892135256617813,0.18247487360684114,30,0.19138047695159907,0.011649544978992217,1,0.12673770657767305,0.13415986230000929,50,0.2527116060256958,0.046431375829837,1,0.12532443133098567,0.1344575440928097,100.0,0.5559846878051757,0.20146926253355327,1.0,0.09474159019336043,0.006019850020593988,200.0,0.4791535496711731,0.3106696940423992,1.0
SS-D,196,0.4503602873540803,0.008807313424855715,30,5.406281352043152,0.8048172304341337,2,0.4410471096775823,0.024033409308328334,50,8.031020390987397,0.9049168815540152,2,0.4249263740003338,0.032479050979363815,100,14.882004451751708,1.953139566325823,1,0.4151211227221161,0.03216980342575142,200,36.03054665327072,3.2760033105262236,1,0.43819332914328096,0.02609791317372287,30,0.268330442905426,0.008070212186577774,2,0.4298921085876328,0.031365263518976866,50,0.43746224641799925,0.02005844515455235,1,0.4227935493699168,0.03350234202478282,100.0,0.9859947443008423,0.05150292557292022,1.0,0.4226485223276845,0.03365981518354713,200.0,1.1347895622253419,0.16825560134383957,1.0
SS-E,756,0.16618947089035252,0.02391910420523378,30,4.752271747589111,0.6032819790667243,2,0.16282957817640797,0.019387779376347898,50,7.623577618598938,0.8983773317916915,2,0.152717057994203,0.005406833515606733,100,14.444167041778565,2.4098287631207795,1,0.1496812371942819,0.0025685722560017,200,34.324292230606076,3.8715882084767332,1,0.15953507007834597,0.014058305679611914,30,0.31828410625457765,0.01080210487455671,2,0.1533634004962249,0.007404003216726883,50,0.4133306384086609,0.029121835407513216,1,0.1505240129096112,0.003430967691338548,100.0,0.9478476166725158,0.07361229666314231,1.0,0.15001959251797417,0.003049737502506603,200.0,1.6817307710647582,0.11125958158919025,1.0
SS-F,196,0.4474569859135341,0.01362400099228469,30,4.582948434352875,0.5743861072838358,1,0.4452704668076515,0.015039204065715246,50,7.762075388431549,1.1009586877892479,1,0.44178639213086324,0.013166870640149313,100,15.679435086250304,2.179643906061375,1,0.4377630235832727,0.018418980106316953,200,32.33774030208588,3.9093244270127623,1,0.44322289800336295,0.017056578541643334,30,0.27669516801834104,0.006971620393232812,1,0.44243376218104424,0.018581903757298818,50,0.33353534936904905,0.020969338597274238,1,0.44105009644041154,0.019283624956624917,100.0,0.6419357419013977,0.0754614425428181,1.0,0.44061532765133116,0.020416750814901123,200.0,1.6579102158546448,0.3027251436058966,1.0
SS-G,196,0.4461416874043911,0.011603952651078987,30,4.474402487277985,0.5087264824020028,1,0.4447634315451513,0.012268758283671324,50,7.704847347736359,0.952868778406491,1,0.44463370935309465,0.01176027891350591,100,16.28221490383148,2.0654314608053332,1,0.43796373789642395,0.020434907694331057,200,30.462855315208436,4.3709010368352255,1,0.4440734734689983,0.013614251840541405,30,0.30075708627700803,0.009004002660428924,1,0.4424709282456881,0.01614074136842018,50,0.6029233336448669,0.02906654041510681,1,0.44209681651098565,0.01724340609157805,100.0,1.1463033437728882,0.060367155748799306,1.0,0.44161470774356804,0.018693483545886073,200.0,2.227419376373291,0.16942875211697112,1.0
SS-H,259,0.391492088626484,0.17291690339800483,30,4.611262488365173,0.738288983011835,2,0.2921161798141558,0.07546000973581861,50,5.634272861480713,1.1286297521942699,1,0.2411109066529203,0.0028836627023392674,100,15.146133029460907,2.127921006921491,1,0.24102563517214123,0.002736447042339975,200,27.34728925228119,4.207156524541057,1,0.32257634336891294,0.15493580630018175,30,0.1760407447814941,0.01841084689416511,2,0.29078423064729136,0.08631777406838793,50,0.32495492696762085,0.06944758072470764,1,0.27212465164497207,0.06564886265917362,100.0,0.18940637111663813,0.04208032788921088,1.0,0.27212465164497207,0.06564886265917362,200.0,0.18620157241821284,0.04093531352999208,1.0
SS-I,1080,0.07910408932978111,0.09792439594079466,30,5.129808712005615,0.6887329368674212,2,0.07879253836438632,0.09513959658774121,50,8.47120326757431,1.3702185919950596,2,0.024221999358476146,0.05218662010156466,100,16.636122274398804,2.5710117599960207,1,0.01201953160569193,0.001161410700322552,200,33.366911351680756,4.75797900008599,1,0.05012624940174658,0.07533159448645532,30,0.21039954423904414,0.010866038515123898,1,0.04068945424189062,0.07305544288445909,50,0.4851135969161987,0.02296501536448714,1,0.03748678294183846,0.0736484160770869,100.0,0.6075603723526001,0.08837711271683585,1.0,0.03733066126650515,0.07370587403642387,200.0,1.027468490600586,0.2899624644187748,1.0
SS-J,3840,0.07220367348703417,0.003892655405749791,30,5.436482405662536,0.6128705321537721,2,0.07258428027330308,0.00397302051026441,50,8.5888756275177,1.1011628055150762,2,0.06973950863752389,0.003367828411403825,100,19.233571350574493,2.7873616551283984,1,0.0681414970563464,0.003595404700712736,200,40.29015440940857,4.964988300415748,1,0.07450786084772068,0.0054740944298338505,30,0.2026346087455749,0.001466978877234141,2,0.07296568524747397,0.004342657964098993,50,0.3303364634513855,0.006467979507880438,2,0.07154650963676025,0.0046777852428067,100.0,0.9335926413536072,0.020485453118723043,2.0,0.07001029715655496,0.0038698955271814694,200.0,1.3492746591567992,0.025160794420986957,1.0
SS-K,2880,0.09317841909808515,0.03567303463400198,30,5.95401177406311,0.6767662915337168,3,0.079996437749659,0.026410073864618137,50,8.796830034255981,1.1209279460671464,2,0.07156931823578669,0.017262480938275013,100,17.91027612686157,2.5035372375093745,1,0.06507369210518509,0.002835355683641,200,37.46666238307953,4.187581308396374,1,0.09533074642853541,0.03413111819880412,30,0.2851506948471069,0.0034113653662703348,3,0.08600837646569001,0.031095049863095466,50,0.4947499632835388,0.005793160871532379,2,0.08176501779677606,0.027230596699061926,100.0,0.740417230129242,0.041753520298020916,2.0,0.08072132405802487,0.027420706528604396,200.0,1.3461057782173156,0.007243178795923662,2.0
SS-N,53662,0.14955924170220844,0.0129254395645691,30,8.74712837934494,1.1008367174447944,3,0.13855531755090084,0.01243039924738222,50,13.986693954467773,1.4250606234355663,2,0.12034916057135887,0.015204038956813985,100,32.58939249515534,3.4171577941083173,1,0.11808439313690862,0.01596543429954265,200,73.48081003427505,4.465395379870693,1,0.15470570470680753,0.024857705706203253,30,0.30912964344024657,0.005484701232100375,3,0.13697574658624417,0.028314147901703054,50,0.5109193682670593,0.004154984189628188,2,0.12120919192093285,0.02258631970102293,100.0,0.9983429789543152,0.012142194845756174,1.0,0.1155667862095946,0.01733563653417125,200.0,1.9355695962905883,0.16600321019671072,1.0
SS-S,3840,0.061939526127754205,0.03720359532816267,30,4.239006149768829,0.7085047831793105,2,0.03759006725047831,0.02849296244781814,50,6.667358756065369,0.897770768920995,1,0.018830118866310426,0.019224124316384938,100,12.885828578472138,3.1429954616927596,1,0.01939175022410458,0.02190172540578605,200,22.47727781534195,6.34503340606142,1,0.03722458885095921,0.027638454623768918,30,0.21147031784057613,0.006149599143434707,1,0.02792365752877572,0.027573617241456575,50,0.3614321112632751,0.0263282469592113,1,0.02789201229581826,0.027578231377773117,100.0,0.9059292078018188,0.21827583884921054,1.0,0.022717955319106885,0.021268233218471065,200.0,1.18394775390625,0.3590919247301662,1.0
SS-T,5184,0.04210755435153585,0.021564185623897898,30,6.028405869007111,0.7211465919592891,1,0.03561226686038217,0.02149770958423472,50,10.283178639411926,0.8671644083673207,1,0.024922575037345324,0.016283225782970798,100,12.41329300403595,3.24404836002892,1,0.017075558090012148,0.0034044032266112895,200,23.640232849121094,6.29788308524228,1,0.0836908470866879,0.0614380730442907,30,0.18187046051025385,0.011054459894334874,2,0.06607381016224585,0.032524049491989546,50,0.40149749517440797,0.056847423198649265,2,0.06361440796701023,0.03485695336011161,100.0,0.6256665229797364,0.11652706040729714,2.0,0.06303913898999866,0.03523970288220016,200.0,0.5727070212364197,0.15558002054456826,2.0
SS-V,6840,0.14978473511456641,0.05985389512286911,30,6.565992927551269,0.49165225870488954,2,0.14513628991183697,0.05731513909839472,50,9.817324256896972,1.0724735696910883,2,0.13470152106504502,0.06619333054045817,100,23.7166516661644,2.946233586187677,2,0.09406954256883353,0.07729570141182694,200,52.49680072069168,3.369381805394635,1,0.15414651771869162,0.07964201260242439,30,0.32612783908843995,0.02990151635797541,2,0.15189011887518042,0.08003945095870524,50,0.7915211319923401,0.05198604762098248,2,0.15118633825404892,0.08031615033454315,100.0,0.6874565482139587,0.08080110091131079,2.0,0.15086636891373945,0.08048173159446907,200.0,2.3974653363227842,0.216762742070495,2.0
SS-W,65536,0.3409695061345805,0.024756744789838962,30,5.168749630451202,0.8088749566707762,3,0.3100813340902594,0.021692468738154752,50,9.671816730499268,0.9902690223080636,1,0.29531404246858667,0.018458734019288277,100,20.868417775630952,2.165793715968736,1,0.2823449808199986,0.01613990566865687,200,34.141833221912385,5.155324217669283,1,0.3422788903898169,0.03322763512770236,30,0.3285938024520874,0.0299217490213231,3,0.33629195668488715,0.031812914941431555,50,0.1922632217407226,0.024555477682656982,3,0.3269806414186843,0.03719388734752921,100.0,0.39036872386932375,0.060936842707819454,2.0,0.3257207667273182,0.037899370851116984,200.0,0.299708890914917,0.047491974749768295,2.0
SS-X,86058,0.2886697377885267,0.09637486561814307,30,5.13742059469223,0.8339734316966249,2,0.23544679976714927,0.04930751202681255,50,9.473010122776031,1.1593689925341304,1,0.19869458410331134,0.029326667700627525,100,19.379330945014953,1.9956295775089248,1,0.1904347759000104,0.024484779370016547,200,42.240883874893186,3.2632884818524794,1,0.30240142116526025,0.09655735478510469,30,0.2174358963966369,0.004984541903841737,2,0.2679834581652095,0.08896665799906389,50,0.47829408645629884,0.05676263884025446,2,0.2565214366610399,0.08797263905282521,100.0,1.176229178905487,0.1937657814627883,2.0,0.25503961478431053,0.087599527780702,200.0,1.7398100018501281,0.593915999493499,2.0
coc1000,1000,0.3547578994395967,0.01206816189296807,30,7.7588622093200685,0.7088706931439746,3,0.3444012172579073,0.013981882435527625,50,31.73606022596359,1.1672389515716886,2,0.3288776062868163,0.011203151211250465,100,34.720308768749234,4.060813185774705,1,0.31195424252703224,0.010166982638717188,200,76.83625409603118,3.5822361273224046,1,0.35071916421769145,0.012941794024843238,30,0.7117596745491028,0.014594369181685099,3,0.34069401171626446,0.011274905183520362,50,2.9823330521583555,0.0835814532022131,2,0.32815730586012215,0.013748105635934947,100.0,2.6291917681694033,0.23132074122799592,1.0,0.31606959746019625,0.015137030602370035,200.0,5.165818619728088,0.8719716910360339,1.0
dconvert,6764,0.014628773547998148,0.002258525076959588,30,4.951956772804261,0.3342326370788813,2,0.01305859927199722,0.002293199126157521,50,8.921665978431701,1.0277933806797435,1,0.011417409962210549,0.0012155416256697383,100,22.222085320949553,2.9171438156356175,1,0.010962107623378322,0.0010895915154802822,200,44.257138311862946,6.128333417362898,1,0.01747476926664463,0.011198576744234521,30,0.1307533502578735,0.007417603271145817,2,0.015200540860228939,0.002802204978905305,50,0.17886068820953366,0.03039180854380434,2,0.01482933428932138,0.0031074926731264134,100.0,0.2627363920211792,0.06613254255713674,2.0,0.014787515184946181,0.0030626619723898387,200.0,0.3411950945854187,0.09313709377865151,2.0
deeparch,4096,0.014019229055221035,0.028209818296182066,30,3.9144127130508424,0.3037065402195279,2,0.001033797807689642,0.002715895227256324,50,6.0967326879501345,0.7764265970045479,1,5.8317599106904085e-05,1.6212106135872355e-05,100,16.881591820716856,2.3565569232659764,1,5.1908076637174896e-05,3.7094456894588742e-06,200,35.40953475236893,5.292360259604469,1,0.027863807588287208,0.045041064553327445,30,0.09263876676559446,0.010996630044777175,2,0.019041883234952962,0.029469888506391324,50,0.11493207216262816,0.017981303434314103,2,0.01862420394376643,0.029679575952424195,100.0,0.09978697299957272,0.014601726037982439,2.0,0.01862420394376643,0.029679575952424195,200.0,0.11030226945877072,0.01598203869404357,2.0
javagc,166975,0.0009487002928182302,0.0003775782541665547,30,12.033056640625,1.3255770991578792,3,0.0006588711462880398,0.00028873956214643404,50,23.412660813331605,1.9941043532317013,2,0.00041999711433793,2.815543635579439e-05,100,58.90653086900711,5.214206046782246,1,0.000388490583885045,5.538349386213319e-06,200,96.3225954413414,5.956237959902372,1,0.0008749200372416999,0.0005495299255380459,30,0.14654576778411862,0.014249997532980693,3,0.000718192361355245,0.0004057151909823574,50,0.2623612642288208,0.024406315734963723,2,0.000684135061589765,0.0004050982230673291,100.0,0.5651256918907166,0.10926695549956236,2.0,0.00067564618554307,0.00039371399792398164,200.0,0.9688746094703674,0.1402444774555475,2.0
pom3a,20000,0.17606699342789028,0.02373227394697259,30,7.102701544761658,0.5978803674083703,3,0.16202013176227165,0.02093837999873926,50,11.873443818092346,1.280950676045599,2,0.13923208835619807,0.015138886155658077,100,26.80870404243469,3.5790686127348845,1,0.11375125028215871,0.013238819824495745,200,64.10343831777573,4.8740771199465245,1,0.1716927516377186,0.02391740200079729,30,0.4437871932983398,0.002537925307005068,3,0.16069350023081436,0.020890576757240906,50,0.7883581042289733,0.06135331732188515,2,0.13969763832255735,0.01576164017086675,100.0,1.2422260761260986,0.14186766188109756,1.0,0.12882351936804304,0.01782251826352675,200.0,3.4229961037635803,0.2573321155867059,1.0
pom3b,20000,0.18483841446832927,0.024917859514881097,30,7.085191464424133,0.7678040563680149,3,0.163394710615431,0.025604490211586756,50,11.444038808345795,1.1131546908803485,2,0.13734139106527773,0.014901933333396851,100,25.133128809928895,2.9236176375294702,1,0.12255323406289734,0.016739203337577734,200,50.40756845474243,5.705736722139,1,0.181674065862978,0.018379345441815187,30,0.4253139615058899,0.004312810103264738,3,0.16097425295338844,0.017347074359401714,50,0.6517355561256408,0.0846950638666432,2,0.14783121331491678,0.020910087925257767,100.0,1.1211453557014466,0.02442264671023256,1.0,0.13847606290197834,0.020532755622470714,200.0,1.778176200389862,0.32329113998536807,1.0
pom3c,20000,0.32109224486372484,0.02186913646395918,30,7.118179535865783,0.8745904183251481,3,0.29710053957353744,0.020868965521991693,50,11.433707308769225,1.228461213666114,2,0.26593005691094607,0.017557433709310143,100,25.855080795288085,3.0751313711294985,1,0.24062175036315608,0.018008503125387532,200,50.6032091498375,5.487059063456086,1,0.3020037864063046,0.026057232051621918,30,0.4629756689071655,0.024397773546683862,2,0.2830790048471692,0.025073576676107216,50,0.9964879155158997,0.07334674505006199,2,0.2652395248484073,0.024628517535669366,100.0,1.526436412334442,0.13190467896039604,1.0,0.2554734428119256,0.022931918826859736,200.0,2.3434553861618044,0.18010594972146232,1.0
pom3d,500,0.2017332211726847,0.018107883465427,30,7.052054619789123,0.7800597696713039,3,0.1800646394523717,0.015833059110137507,50,11.689525520801544,1.1042180301789435,2,0.15874015418229107,0.018637069840763534,100,31.959035956859587,2.6513260007061947,1,0.13966710811952526,0.014231161648618875,200,49.6397903084755,5.1746844348166645,1,0.2006054118543709,0.021721815588591896,30,0.618312394618988,0.007860699979606638,3,0.19030423665379398,0.02421552331604404,50,0.5090574026107788,0.00213513519560602,2,0.16170150605469957,0.02144878191752044,100.0,1.908095932006836,0.004985883789657982,1.0,0.1478840073881241,0.016113860079961934,200.0,4.219353580474854,0.28160404933983535,1.0
redis,4400,0.47141903719218076,0.020109232697943943,30,5.426997244358063,0.6610215861142572,3,0.46115756778611444,0.026272856747124325,50,10.547636580467223,1.4960692619246023,2,0.43539182477569194,0.025551878049019698,100,17.992240214347838,4.154071988327857,1,0.4112803032204025,0.021645855188260104,200,28.611922883987425,8.789968479115723,1,0.4724382595542999,0.02510778874901423,30,0.184548008441925,0.0017590606911519853,3,0.46007539903429684,0.026684667206893237,50,0.26700979471206665,0.015274804804170272,2,0.4406981349203904,0.025128387533042112,100.0,0.4943146824836731,0.003784396836343153,1.0,0.4221715154003217,0.02397158175214984,200.0,1.2666542053222656,0.01989011057033146,1.0
rs-6d-c3_obj1,3840,0.03295353100319191,0.07786927809457844,30,4.308654356002807,0.8851795725475033,2,0.005221595812509298,0.018023923874449618,50,7.112179327011108,1.0622247428435998,1,0.003457393687248892,0.010052134433552283,100,14.04855511188507,3.2310169225593905,1,0.000990839650174657,0.0007049039493338895,200,25.626148450374604,7.547654577544069,1,0.008017699128735269,0.016748882617410088,30,0.19399069547653197,0.0014394079923631044,1,0.0063265592793760915,0.013242869418181927,50,0.27070131301879885,0.010746930791952882,1,0.006174052038409754,0.01323500440548977,100.0,0.541822862625122,0.06777801160252958,1.0,0.006098406162053218,0.013266995133525434,200.0,1.2778124451637267,0.22567734476356843,1.0
rs-6d-c3_obj2,3840,0.0008145367096708932,0.0010017780175166349,30,5.047165405750275,0.7495631808614681,2,0.000582966763507529,0.0009099126403512301,50,7.1236055254936215,0.9494110269724927,2,0.0005147563178294237,0.000925334319245732,100,14.518564808368684,2.9203273942088743,2,0.00011920959065284535,0.00042336253625948516,200,25.446266651153564,7.945949909471668,1,0.0002666896090573353,0.000807092370308159,30,0.1327035069465637,0.0005490119279327617,1,0.00013462534250419735,0.0005867988931514853,50,0.3037330389022827,0.004995145864999764,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
sol-6d-c2-obj1,2866,0.01437500162677346,0.000286876471744366,30,4.051814484596252,0.6295618840216494,2,0.014255593150633272,0.00023222704930838165,50,7.643030989170074,0.9759527037640238,1,0.014215443361220109,0.0002156406559495198,100,14.239573514461517,2.3783599685764067,1,0.014078982306334828,9.879844746793026e-05,200,30.470089721679688,3.4763267262953774,1,0.014683528706560506,0.0007716130714760466,30,0.16441180706024167,0.0036124742882915136,2,0.0145982816014153,0.0006380913282502224,50,0.28810139894485476,0.002320509334502614,2,0.014520460886273415,0.0006418748539884013,100.0,0.34316856861114503,0.007043996660054066,2.0,0.014435508901996259,0.0006654428035046836,200.0,0.956806230545044,0.0265408863676469,2.0
storm,1557,9.29499953181574e-05,3.52152732880009e-05,30,6.521813833713532,0.7420480401862929,1,6.909189196686318e-05,2.0920588423756395e-05,50,12.113240683078766,1.2148372633734423,1,6.373680734147074e-05,1.8136138367783333e-05,100,31.16684470176697,1.9432700856374905,1,6.332147647495682e-05,3.3789964645122385e-05,200,55.576305341720584,4.917134532257311,1,0.00014055440450150609,0.00013597169794943328,30,0.1913966298103332,0.0013964761778937646,2,0.00013668750108547173,0.0001369250623527483,50,0.3187990427017212,0.00835572942668832,2,0.00012530895784568878,0.00013385684269743144,100.0,0.6502413988113404,0.006066646756108881,2.0,0.00012035250932631379,0.00013244906597013382,200.0,1.3219483852386475,0.01413202649392115,2.0
wc+rs-3d-c4-obj1,196,0.08418922273112235,0.035377483874992774,30,4.345345580577851,0.6152252847214805,4,0.07476122204370612,0.0018377444002120888,50,5.681039083003998,0.9835489307934974,3,0.08208727268020603,0.03583185305510243,100,12.731974875926971,1.7114723215234502,4,0.07044917586338087,0.015865380034680833,200,27.31188784837723,2.452076831742231,3,0.05168684417549065,0.0730767840770078,30,0.10313080549240108,0.007564786302500497,2,0.022730248006894625,0.032183956433295566,50,0.14813213348388668,0.024086183615547093,1,0.007814438386385139,0.015968819246130667,100.0,0.31879233121871947,0.10848261666282583,1.0,0.007814438386385139,0.015968819246130667,200.0,0.22006380558013916,0.13011442297915815,1.0
wc+sol-3d-c4-obj1,196,0.09397611062786693,0.06656530181154305,30,3.6723751425743103,0.6393213164916112,2,0.0807703332637336,0.06035237143360749,50,6.165556991100312,0.8361495432942168,2,0.06460036565911134,0.002288852906706229,100,13.149799978733062,1.6182781380080205,1,0.060984250082948145,0.013984759574280603,200,25.561976528167726,2.4439879257893193,1,0.08872439004401998,0.1137027622838302,30,0.17575867176055904,0.005638475735669748,2,0.06292292625337481,0.10303572165039857,50,0.21227427721023556,0.02901653352275423,1,0.0525967017048475,0.10553777507640606,100.0,0.347398567199707,0.13063133493103715,1.0,0.04608220604331339,0.10651209528524688,200.0,0.4674718379974365,0.28817531862338447,1.0
