Dataset,Rows,DE-30_mean,DE-30_std,DE-30_budget,DE-30_runtime_mean,DE-30_runtime_std,DE-30_tier,DE-50_mean,DE-50_std,DE-50_budget,DE-50_runtime_mean,DE-50_runtime_std,DE-50_tier,DE-100_mean,DE-100_std,DE-100_budget,DE-100_runtime_mean,DE-100_runtime_std,DE-100_tier,DE-200_mean,DE-200_std,DE-200_budget,DE-200_runtime_mean,DE-200_runtime_std,DE-200_tier,PSO-30_mean,PSO-30_std,PSO-30_budget,PSO-30_runtime_mean,PSO-30_runtime_std,PSO-30_tier,PSO-50_mean,PSO-50_std,PSO-50_budget,PSO-50_runtime_mean,PSO-50_runtime_std,PSO-50_tier,PSO-100_mean,PSO-100_std,PSO-100_budget,PSO-100_runtime_mean,PSO-100_runtime_std,PSO-100_tier,PSO-200_mean,PSO-200_std,PSO-200_budget,PSO-200_runtime_mean,PSO-200_runtime_std,PSO-200_tier
Health-ClosedPRs0008,10000,0.5469176819006406,0.12519833199394326,30,0.4574743151664734,0.007113412167560788,2,0.5044193675063948,0.13052996241596282,50,0.6784994602203369,0.014494580546170137,2,0.37733080970147526,0.17717405735920766,100,1.372547972202301,0.0722626513202887,1,0.291447326571089,0.1721635622295174,200,2.063356614112854,0.3712007076609933,1,0.5576964136362242,0.12627331232457079,30,0.30874587297439576,0.004923288466971367,2,0.4507049359345726,0.17394344733742115,50,0.523919141292572,0.041166032643355575,1,0.41551516594012694,0.19070314132406876,100.0,0.8853743314743042,0.22077849031838748,1.0,0.4139035651532866,0.19156863527327325,200.0,2.4730019211769103,1.1422557951300678,1.0
Health-ClosedPRs0009,10000,0.5124494234944426,0.13000196689989438,30,0.4528533101081848,0.005820411685416078,2,0.4558409123203873,0.12357373101517632,50,0.7931180238723755,0.02334244743507359,1,0.40359976835081285,0.11952460241794763,100,1.3848880410194397,0.08778110393737483,1,0.37101997078143295,0.10515052881204094,200,1.7022845149040222,0.2945264049644021,1,0.5855812691741719,0.139434069840827,30,0.32018495798110963,0.004663338685126694,3,0.5308717370911491,0.16271748261077654,50,0.7274855136871338,0.07021881223611702,2,0.4850391701888855,0.17486939197552107,100.0,1.2872346758842468,0.17402231297027676,2.0,0.4810666145335879,0.17655447388116743,200.0,2.339808797836304,0.5457193294440273,2.0
Health-ClosedPRs0010,10000,0.4107266229057148,0.12606575055704403,30,0.5660954594612122,0.014934921594606023,2,0.3623489829725134,0.1235311239275829,50,0.7448405742645263,0.024049080850081284,2,0.31070764035409987,0.11311559159912589,100,1.2732905387878417,0.09069617032426688,1,0.2784310037759935,0.10117689713886244,200,3.3777072429656982,0.43585934437329327,1,0.36398041623889565,0.13597995634200835,30,0.4071220397949219,0.0054274977430695225,2,0.326472973056087,0.13322522860351765,50,0.6599358081817627,0.03468860968301057,1,0.294569167761235,0.11544673483245267,100.0,0.958400285243988,0.1096047920840588,1.0,0.27184337681707654,0.10128558175406059,200.0,2.573913264274597,0.4592781897225819,1.0
Health-ClosedPRs0011,10000,0.0,0.0,30,0.4540883660316467,0.008030255086320184,1,0.0,0.0,50,0.7724182963371277,0.031627831818375536,1,0.0,0.0,100,1.4316469430923462,0.03615705636955812,1,0.0,0.0,200,3.157138633728027,0.18786049987006015,1,0.0,0.0,30,0.39955190420150755,0.00528019731175252,1,0.0,0.0,50,0.667655861377716,0.008183934121452003,1,0.0,0.0,100.0,1.3363574028015137,0.014617375905288846,1.0,0.0,0.0,200.0,3.593744623661041,0.18335815907904854,1.0
Health-Commits0000,10000,0.20386668178433687,0.06645487465644093,30,0.4400510549545288,0.010918182645273682,2,0.1864676748862859,0.0608126667408499,50,0.709671151638031,0.012386522995434142,2,0.13671467535581058,0.04725582596262635,100,1.518979549407959,0.07086735448168745,1,0.12108991241701657,0.04721507395863368,200,2.7658020496368407,0.3759835455334362,1,0.17019238556494468,0.06337471026556862,30,0.46382339000701905,0.003996519295391594,2,0.15915321296579843,0.05639204126947618,50,0.7400190472602844,0.013816652230993057,1,0.14932119734776061,0.06102243984208811,100.0,1.3213041782379151,0.08721442548218393,1.0,0.14568263438256965,0.06052661430016248,200.0,2.5513930201530455,0.3734482794393718,1.0
Health-Commits0001,10000,0.16428492331101388,0.0014286441808037318,30,0.43192259073257444,0.006403836998626645,2,0.16388621934613828,0.0016722047052861989,50,0.7036095142364502,0.016702440702288917,2,0.16339913606517015,0.0018469801087298385,100,1.4235482215881348,0.030414340317746903,1,0.16257418782756128,0.0020410858634259416,200,3.0320223331451417,0.2662785727498511,1,0.16496231242538753,2.150984823944601e-05,30,0.4549585223197937,0.003979832815802519,2,0.16461133773401088,0.0010553807090559575,50,0.5514799952507019,0.006650237317852451,2,0.16458801189401032,0.001119241463482195,100.0,1.020308291912079,0.03604790321898038,2.0,0.1645795384544153,0.0011194678076791329,200.0,2.3285526633262634,0.28830017180083545,2.0
Health-Commits0002,10000,0.4134378357939569,0.10907218824078671,30,0.46062841415405276,0.006840111282948023,2,0.35728652156773555,0.10123349346305599,50,0.7482970595359802,0.013929089293098329,1,0.31198100593149986,0.083252559044992,100,1.7045824646949768,0.07222233657949763,1,0.2833153008817805,0.041925613834294106,200,2.202663815021515,0.3830726013300587,1,0.4776509133659953,0.07615985575983444,30,0.29866847991943357,0.004580888516926551,3,0.4590704961816165,0.09027058791003202,50,0.5305930852890015,0.024816472162437916,3,0.4008791701307864,0.12425127202762289,100.0,0.982473886013031,0.09200311283444176,2.0,0.33276368636787124,0.13795684115807394,200.0,1.4389159440994264,0.4320075503006589,1.0
Health-Commits0003,10000,0.36505541240081973,0.043436050359357534,30,0.3111307144165039,0.009913475310005308,3,0.33666716829436866,0.037676000652073646,50,0.7367551684379577,0.006776045351631756,2,0.3024545100824293,0.026571467814445814,100,1.4541821122169494,0.155933871624523,1,0.27162387126663967,0.02410858052045783,200,3.126642847061157,0.33734893958792084,1,0.3494359881619529,0.04202698480502926,30,0.3025655150413513,0.002547747129272863,3,0.32908802082510136,0.045024321320022646,50,0.7887949466705322,0.02021963386078806,2,0.3061463183717793,0.05375916649663952,100.0,1.4854283690452577,0.20009426253392698,1.0,0.28965500109020037,0.05717700034542899,200.0,1.532661497592926,0.3909555801158654,1.0
Health-Commits0004,10000,0.22112614124337035,0.008217533097918487,30,0.4626626014709473,0.00553819747876402,3,0.21797839746113423,0.009465211338863676,50,0.5130584478378296,0.0095920457181338,2,0.20978969980388512,0.00972964240864257,100,1.0571079969406127,0.060379398564964916,1,0.20400743112473604,0.010308693454430602,200,1.4296564936637879,0.35551116887200107,1,0.22460184275750344,0.0033935987360933606,30,0.4246274471282959,0.008502098626327313,3,0.22017930273334688,0.009633185481665389,50,0.4898570656776428,0.02196348998675245,3,0.2181715672322952,0.010478871196585112,100.0,1.2421025395393372,0.23884679050410484,2.0,0.21640023695465813,0.011682953100507192,200.0,2.995241606235504,0.6101852181308866,2.0
Health-Commits0005,10000,0.2190158745611265,0.04432930196216705,30,0.3189286947250366,0.004619970324984303,2,0.20533203664981664,0.0382310316332634,50,0.5499460816383361,0.012419749253321356,2,0.18234747766547427,0.014582029553089487,100,1.0078617572784423,0.030221250606015732,1,0.17108970570169213,0.013017652064458644,200,3.5101088881492615,0.28416212635481436,1,0.20576694471885154,0.0247645194151659,30,0.31463404893875124,0.0030906777307793377,2,0.1944819146758576,0.02446348987674934,50,0.5193217635154724,0.003920142439297934,2,0.18303140283810893,0.026074750993425825,100.0,1.0573839664459228,0.05609746020327474,1.0,0.17752703155629562,0.024201864282403854,200.0,2.4734131574630736,0.24569093061768923,1.0
Health-Commits0006,10000,0.29026940163410697,0.019578790694086946,30,0.5805882930755615,0.006723053922634578,3,0.2763360993639005,0.021912031748263876,50,0.739952540397644,0.02090471924501808,2,0.2535914844767813,0.012887313540963792,100,0.9756303668022156,0.12353197522092668,1,0.24014727919676176,0.008980394330611008,200,1.6038720726966857,0.4143735452005361,1,0.28440080211303725,0.026140331893990235,30,0.31587847471237185,0.007772255756505773,3,0.2701941210966686,0.03233426657018998,50,0.4883693218231201,0.052386540056994516,2,0.2600385803981879,0.03305103578466362,100.0,1.198129904270172,0.2661271801558045,1.0,0.25274249816350436,0.03242040316049632,200.0,2.7770449995994566,0.8733487077845914,1.0
Health-Commits0007,10000,0.233415406692237,0.03167459809433678,30,0.30617724657058715,0.003817761948064182,2,0.21785171684286606,0.0213271480649434,50,0.7986770749092102,0.058495698678677405,2,0.1883655957938987,0.023799257000100514,100,1.7729026913642882,0.11096626285359598,1,0.18132049253677426,0.02419118325765289,200,1.5828513622283935,0.2966665258963114,1,0.2016037318926967,0.026359451005439048,30,0.3120866060256958,0.0017344977906114546,1,0.19761766254080604,0.027526784436807707,50,0.9791999816894531,0.05619781246782147,1,0.18537263892820804,0.0260581084744448,100.0,0.9808330655097961,0.05105558638051283,1.0,0.17799935850683474,0.02455747147176098,200.0,1.8934942841529847,0.2545610353280103,1.0
Health-Commits0008,10000,0.3704117255064799,0.03714953701604122,30,0.3109984636306763,0.002937550039968896,3,0.3435524901711514,0.03239374109684599,50,0.9480696558952332,0.024760861827413754,2,0.3175964006227344,0.027608811517198215,100,1.7665157198905945,0.13946724581501538,1,0.30588353487732134,0.0259912038637121,200,1.7459195613861085,0.25829125150590554,1,0.3664522893550763,0.033229148147520114,30,0.3030000805854797,0.003246185022038081,3,0.3444769457689582,0.042400071704566736,50,0.5230636477470398,0.031123206237453606,2,0.3313046775013946,0.04374833889067945,100.0,0.9398550391197205,0.11547152403102288,1.0,0.3184044074689435,0.041202338239389145,200.0,1.403092896938324,0.4042564966761775,1.0
Health-Commits0009,10000,0.13989824258527545,0.0046737216829002785,30,0.3022851586341858,0.002788132860918528,3,0.135394089174629,0.006871522373023628,50,0.5491379618644714,0.0067942766748079015,2,0.1292029882304658,0.007814634319464843,100,1.4132856249809265,0.17319188060012145,1,0.12393074481894421,0.007771582371590314,200,3.4756314873695375,0.19339534435584416,1,0.13704508851471453,0.008234634109645964,30,0.559257197380066,0.004235419606132559,3,0.13465744858259365,0.008516719955308897,50,0.5034944176673889,0.01581997592686401,2,0.1321664244223698,0.009111315824838071,100.0,1.4961316585540771,0.12575097477952968,2.0,0.12852862125496187,0.009227421380728101,200.0,1.6268143892288207,0.2913602989962347,1.0
Health-Commits0010,10000,0.30862053226390757,0.014831564433955932,30,0.3176675200462341,0.003358767238989742,3,0.30340685795822503,0.013927490010318793,50,0.8448262929916381,0.06253211032522794,3,0.29467686376577945,0.012866692677684689,100,0.9940532922744751,0.03833099283942572,2,0.27880451628930436,0.007721400097895503,200,3.513602077960968,0.1760299215238902,1,0.29721975925386374,0.01724580322755924,30,0.4409435987472534,0.00582331429839353,2,0.2925061545428026,0.016410364356402994,50,0.8551729559898377,0.05396921511004148,2,0.28599970416320275,0.01571520896862741,100.0,1.240376055240631,0.173962879971582,1.0,0.27820717176613863,0.013785696834233007,200.0,3.861059617996216,0.04003460334099654,1.0
Health-Commits0011,10000,0.056866819896144206,0.07340991199146708,30,0.3412708878517151,0.006741615337204039,2,0.02918335495330112,0.04170213552649278,50,0.7487588167190552,0.01383950707291903,1,0.00574764761163739,0.010435990376448209,100,1.4960717797279357,0.06174148946292666,1,0.000482501087451565,0.001009438352772047,200,3.1390639781951903,0.2675200118461283,1,0.045710511946630686,0.060989078182830045,30,0.30682973861694335,0.003311791792044737,2,0.025122900894642447,0.043815799493095914,50,0.7664007306098938,0.032557338380619236,1,0.013442886710157375,0.035378422559543356,100.0,1.2660699963569642,0.17241089004763313,1.0,0.01280114715334148,0.035521179387852556,200.0,2.587787628173828,0.24566938149098394,1.0
LLVM,1024,0.09403804890835613,0.07807271394906115,30,0.14013488292694087,0.005764628398873014,2,0.07427514755978301,0.06087545006394651,50,0.27858824729919435,0.015320550244651069,2,0.05239801001888413,0.0414876270958059,100,0.29877684116363523,0.05384208930022908,1,0.05191403545071662,0.04154639803421657,200,0.3537882328033447,0.07731391812457877,1,0.08724271729242515,0.08311871309505724,30,0.0888158559799194,0.011762617497090497,2,0.08684892764244426,0.08333393762026181,50,0.10837683677673338,0.01622821099715742,2,0.08432024634248222,0.08419616130392439,100.0,0.0968703746795654,0.013069708042347873,2.0,0.08292300727513642,0.08270229229517777,200.0,0.077540111541748,0.010488842060635134,2.0
SQL_AllMeasurements,4653,0.3044247190321862,0.054342169781235516,30,0.1396488070487976,0.003287488094517243,2,0.2886596550648426,0.04509661448561044,50,0.25829888582229615,0.0015847822084206846,2,0.2472539049848455,0.038189679674167365,100,0.5186029672622681,0.005821157180098764,1,0.22252889428189265,0.027943331097130982,200,1.0367157459259033,0.023679396688465117,1,0.30378800152905494,0.03429022655061545,30,0.13727984428405757,0.007987348813701006,2,0.2926306325927931,0.042848430970379305,50,0.19808282852172848,0.035950506479645476,2,0.2913850443838787,0.043279180152405575,100.0,0.1461544871330261,0.03083421106202011,2.0,0.29003777252235213,0.04215834259023864,200.0,0.213578450679779,0.04486656481898777,2.0
SS-A,1343,0.14729787074489484,0.12475550203911474,30,0.29222058057785033,0.004879723180749905,2,0.10093078925935497,0.054811023978060806,50,0.3469529628753662,0.02204347787694694,1,0.06983611940315704,0.03754790920554391,100,0.8595560431480408,0.12411288566760302,1,0.051080228763704896,0.029373648726499276,200,1.5078488349914552,0.4306127417669738,1,0.20791272999885146,0.21106201676423203,30,0.28525055646896363,0.014116901873923655,2,0.13828896390928028,0.1644570000236387,50,0.5179955959320068,0.09245645322839716,2,0.09364485040799375,0.1263278553890467,100.0,0.38140482902526857,0.11938375110782354,1.0,0.08224372084281623,0.13001267517492068,200.0,0.6716776847839355,0.3085292171098758,1.0
SS-B,206,0.1952570971940874,0.09025900416185349,30,0.28948746919631957,0.010798477970705312,2,0.1527954266086062,0.024218353744757743,50,0.44697158336639403,0.03828733249719081,1,0.1409136108253235,0.0045572444439761,100,0.7601062536239624,0.16112392138389126,1,0.14007354893310012,0.004727668229462474,200,0.6379922151565551,0.1490277475485066,1,0.1642963253459615,0.07486366440403745,30,0.24277054071426388,0.02684043007412803,1,0.1477547496581419,0.03309930871153988,50,0.3728524804115295,0.06547388224603291,1,0.14074529823304904,0.004695592874377442,100.0,0.3674253344535828,0.08101468564568114,1.0,0.14055136168281696,0.004416595865941177,200.0,0.27351127862930297,0.06150861006283956,1.0
SS-C,1512,0.16676789906432996,0.14047271995333574,30,0.26163501739501954,0.005435434730276641,2,0.10866278604242494,0.02425349635209819,50,0.5851726293563843,0.05216408550164784,1,0.09581559309357186,0.006638020160713809,100,0.8702272415161133,0.19085167696959313,1,0.09545506263621492,0.006792742143302481,200,0.8625864505767822,0.21756428437098632,1,0.1892135256617813,0.18247487360684114,30,0.19138047695159907,0.011649544978992217,2,0.12673770657767305,0.13415986230000929,50,0.2527116060256958,0.046431375829837,1,0.12532443133098567,0.1344575440928097,100.0,0.5559846878051757,0.20146926253355327,1.0,0.09474159019336043,0.006019850020593988,200.0,0.4791535496711731,0.3106696940423992,1.0
SS-D,196,0.44762207851499697,0.016134945330882805,30,0.20183398723602292,0.005124085747826332,3,0.4447986484955351,0.01764707335717496,50,0.4875245690345764,0.015876597687221713,3,0.43520287051002954,0.028046118398216326,100,0.9330583214759827,0.05211211638850847,2,0.42531796700405183,0.03213248547631301,200,2.0800188541412354,0.254495768797674,1,0.43819332914328096,0.02609791317372287,30,0.268330442905426,0.008070212186577774,2,0.4298921085876328,0.031365263518976866,50,0.43746224641799925,0.02005844515455235,1,0.4227935493699168,0.03350234202478282,100.0,0.9859947443008423,0.05150292557292022,1.0,0.4226485223276845,0.03365981518354713,200.0,1.1347895622253419,0.16825560134383957,1.0
SS-E,756,0.18586663999137845,0.03655086424261105,30,0.38082419633865355,0.005332057129550153,2,0.17799479967361245,0.033982874381723156,50,0.3208102107048035,0.007571599678564436,2,0.15795594251250664,0.010782906475352296,100,1.0691329479217528,0.055472018329669574,1,0.15088245581922796,0.003201273001140705,200,2.5409841299057008,0.09862988432014928,1,0.15953507007834597,0.014058305679611914,30,0.31828410625457765,0.01080210487455671,1,0.1533634004962249,0.007404003216726883,50,0.4133306384086609,0.029121835407513216,1,0.1505240129096112,0.003430967691338548,100.0,0.9478476166725158,0.07361229666314231,1.0,0.15001959251797417,0.003049737502506603,200.0,1.6817307710647582,0.11125958158919025,1.0
SS-F,196,0.4464310057122939,0.017798233589450194,30,0.28265167474746705,0.007657458732130374,2,0.4394453637928235,0.020455233234819042,50,0.4789125919342041,0.01248259792541501,2,0.43463780564694865,0.017147455281512416,100,0.8770580649375915,0.057176231634119876,1,0.43401622353286273,0.01832632699348696,200,1.3562538981437684,0.18184869822904476,1,0.44322289800336295,0.017056578541643334,30,0.27669516801834104,0.006971620393232812,2,0.44243376218104424,0.018581903757298818,50,0.33353534936904905,0.020969338597274238,2,0.44105009644041154,0.019283624956624917,100.0,0.6419357419013977,0.0754614425428181,2.0,0.44061532765133116,0.020416750814901123,200.0,1.6579102158546448,0.3027251436058966,2.0
SS-G,196,0.4442563156098037,0.012794767773641889,30,0.3513636589050293,0.008247495613009647,1,0.4423766024866131,0.014483223678466635,50,0.461488401889801,0.010981393652289,1,0.44136218304129554,0.014199101750320669,100,1.1276968240737915,0.07216575971938231,1,0.44136218304129554,0.014199101750320669,200,1.663576078414917,0.15683221883353238,1,0.4440734734689983,0.013614251840541405,30,0.30075708627700803,0.009004002660428924,1,0.4424709282456881,0.01614074136842018,50,0.6029233336448669,0.02906654041510681,1,0.44209681651098565,0.01724340609157805,100.0,1.1463033437728882,0.060367155748799306,1.0,0.44161470774356804,0.018693483545886073,200.0,2.227419376373291,0.16942875211697112,1.0
SS-H,259,0.3728796517839038,0.15778568490322037,30,0.2742528557777405,0.008705560970980563,2,0.31717620469614694,0.09451526578275987,50,0.46017454862594603,0.03158897172663034,2,0.25466854071980527,0.03328624594906995,100,0.607215404510498,0.11021342027735584,1,0.25466854071980527,0.03328624594906995,200,0.571372127532959,0.1250841432702609,1,0.32257634336891294,0.15493580630018175,30,0.1760407447814941,0.01841084689416511,2,0.29078423064729136,0.08631777406838793,50,0.32495492696762085,0.06944758072470764,1,0.27212465164497207,0.06564886265917362,100.0,0.18940637111663813,0.04208032788921088,1.0,0.27212465164497207,0.06564886265917362,200.0,0.18620157241821284,0.04093531352999208,1.0
SS-I,1080,0.1140366436550436,0.10289364623988663,30,0.31237260103225706,0.005095011137683369,2,0.08244810191229138,0.0938684178309994,50,0.32927892208099363,0.004359466057407784,2,0.03801236222660294,0.06844836274660783,100,0.6494557738304139,0.013908541191975307,1,0.03432528790627829,0.06870454738473628,200,1.689146089553833,0.20911883948299767,1,0.05012624940174658,0.07533159448645532,30,0.21039954423904414,0.010866038515123898,1,0.04068945424189062,0.07305544288445909,50,0.4851135969161987,0.02296501536448714,1,0.03748678294183846,0.0736484160770869,100.0,0.6075603723526001,0.08837711271683585,1.0,0.03733066126650515,0.07370587403642387,200.0,1.027468490600586,0.2899624644187748,1.0
SS-J,3840,0.10203206082355054,0.0526953553763622,30,0.35034765005111695,0.004916930889381817,2,0.09551740516236082,0.0520983509578232,50,0.3696723222732544,0.008507221719670464,2,0.0919545270189981,0.05265996991213678,100,0.8712674617767334,0.11430272273152707,2,0.08932310059531957,0.049834069946405525,200,1.3376333355903625,0.026767342926065876,2,0.07450786084772068,0.0054740944298338505,30,0.2026346087455749,0.001466978877234141,1,0.07296568524747397,0.004342657964098993,50,0.3303364634513855,0.006467979507880438,1,0.07154650963676025,0.0046777852428067,100.0,0.9335926413536072,0.020485453118723043,1.0,0.07001029715655496,0.0038698955271814694,200.0,1.3492746591567992,0.025160794420986957,1.0
SS-K,2880,0.10348126569072055,0.029266780318830277,30,0.31520795822143555,0.003448107124082898,2,0.08963806054058537,0.02761977549445047,50,0.34098995923995973,0.009892453287649811,1,0.08061392808468595,0.02480200869641808,100,0.7828311204910279,0.027244028486622437,1,0.07677451735045024,0.02445037225066586,200,1.2076585054397584,0.19338617940001876,1,0.09533074642853541,0.03413111819880412,30,0.2851506948471069,0.0034113653662703348,2,0.08600837646569001,0.031095049863095466,50,0.4947499632835388,0.005793160871532379,1,0.08176501779677606,0.027230596699061926,100.0,0.740417230129242,0.041753520298020916,1.0,0.08072132405802487,0.027420706528604396,200.0,1.3461057782173156,0.007243178795923662,1.0
SS-N,53662,0.15327233935278478,0.01886672435700025,30,0.33642399311065674,0.0247446328249019,3,0.1383108895288529,0.013456851686645146,50,0.36359856128692625,0.004013256257312598,2,0.12485030894799372,0.014760176251708078,100,0.899759030342102,0.10200629629620826,1,0.10708195962791778,0.01759205196260544,200,1.3897933840751648,0.005635704383910732,1,0.15470570470680753,0.024857705706203253,30,0.30912964344024657,0.005484701232100375,3,0.13697574658624417,0.028314147901703054,50,0.5109193682670593,0.004154984189628188,2,0.12120919192093285,0.02258631970102293,100.0,0.9983429789543152,0.012142194845756174,1.0,0.1155667862095946,0.01733563653417125,200.0,1.9355695962905883,0.16600321019671072,1.0
SS-S,3840,0.059039981208103186,0.049739313312702774,30,0.20283453464508053,0.0015046063239775127,3,0.03723786546846057,0.02557848716190335,50,0.5154407978057861,0.012010878548028913,2,0.009581322788118653,0.012102632790924427,100,0.9267365336418152,0.02381588742987141,1,0.007099848819670825,0.010389220205934238,200,2.0531516671180725,0.1749991603438196,1,0.03722458885095921,0.027638454623768918,30,0.21147031784057613,0.006149599143434707,2,0.02792365752877572,0.027573617241456575,50,0.3614321112632751,0.0263282469592113,1,0.02789201229581826,0.027578231377773117,100.0,0.9059292078018188,0.21827583884921054,1.0,0.022717955319106885,0.021268233218471065,200.0,1.18394775390625,0.3590919247301662,1.0
SS-T,5184,0.05034504065602772,0.027193778861205442,30,0.3833680748939514,0.004525354615190531,2,0.03769304952780659,0.02001319048448924,50,0.7250889301300049,0.028716995772908607,1,0.025511687530283888,0.010749419595288438,100,1.2183132410049438,0.10769614121056925,1,0.0194932517651615,0.00731218886673108,200,1.8891658425331115,0.44699070926618034,1,0.0836908470866879,0.0614380730442907,30,0.18187046051025385,0.011054459894334874,3,0.06607381016224585,0.032524049491989546,50,0.40149749517440797,0.056847423198649265,2,0.06361440796701023,0.03485695336011161,100.0,0.6256665229797364,0.11652706040729714,2.0,0.06303913898999866,0.03523970288220016,200.0,0.5727070212364197,0.15558002054456826,2.0
SS-V,6840,0.16990323029559168,0.04057507484069649,30,0.3615748405456543,0.001872062222210976,2,0.12366955373202851,0.06579936851033649,50,0.3676739692687988,0.007762516031872109,2,0.06181625546356686,0.06076451019428623,100,1.213598895072937,0.023745447404068986,1,0.0493180516883454,0.06071507906856258,200,2.297900891304016,0.32134396840050533,1,0.15414651771869162,0.07964201260242439,30,0.32612783908843995,0.02990151635797541,2,0.15189011887518042,0.08003945095870524,50,0.7915211319923401,0.05198604762098248,2,0.15118633825404892,0.08031615033454315,100.0,0.6874565482139587,0.08080110091131079,2.0,0.15086636891373945,0.08048173159446907,200.0,2.3974653363227842,0.216762742070495,2.0
SS-W,65536,0.3573822175337153,0.019153737356882458,30,0.34652525186538696,0.029911491369876024,3,0.3390926343127072,0.02021960353704328,50,0.3493678689002991,0.010050592559600382,2,0.3093748248232387,0.021247371985054598,100,1.146306574344635,0.0611573084084152,1,0.2820241643261908,0.015020241397481664,200,1.659033977985382,0.3395822398111666,1,0.3422788903898169,0.03322763512770236,30,0.3285938024520874,0.0299217490213231,2,0.33629195668488715,0.031812914941431555,50,0.1922632217407226,0.024555477682656982,2,0.3269806414186843,0.03719388734752921,100.0,0.39036872386932375,0.060936842707819454,2.0,0.3257207667273182,0.037899370851116984,200.0,0.299708890914917,0.047491974749768295,2.0
SS-X,86058,0.31107732465553195,0.09679149826754121,30,0.21776478290557857,0.0036025411601900187,3,0.21351611120743325,0.04960568642088538,50,0.4830974340438843,0.024732982653892427,1,0.19571019404487827,0.048166257332907,100,1.0423086166381836,0.03400585024062637,1,0.17322318211052448,0.030626935951971874,200,2.0148890733718874,0.3054824097341197,1,0.30240142116526025,0.09655735478510469,30,0.2174358963966369,0.004984541903841737,3,0.2679834581652095,0.08896665799906389,50,0.47829408645629884,0.05676263884025446,2,0.2565214366610399,0.08797263905282521,100.0,1.176229178905487,0.1937657814627883,2.0,0.25503961478431053,0.087599527780702,200.0,1.7398100018501281,0.593915999493499,2.0
coc1000,1000,0.36156272441426485,0.015496205202091336,30,0.8274638295173645,0.023207657367233916,4,0.35065044029597964,0.015747020137552543,50,1.184372854232788,0.03419954744642718,3,0.3419792191715926,0.012687206945563422,100,2.6343485593795775,0.22012459625376332,2,0.3201627729574822,0.015152942102694977,200,5.7558483481407166,0.38653522093562304,1,0.35071916421769145,0.012941794024843238,30,0.7117596745491028,0.014594369181685099,3,0.34069401171626446,0.011274905183520362,50,2.9823330521583555,0.0835814532022131,2,0.32815730586012215,0.013748105635934947,100.0,2.6291917681694033,0.23132074122799592,1.0,0.31606959746019625,0.015137030602370035,200.0,5.165818619728088,0.8719716910360339,1.0
dataset120,5160,0.3092679605729237,0.04124035914376839,30,0.14271435737609858,0.0016839466504477356,3,0.29063996216202104,0.039268497923983896,50,0.2696035385131836,0.005784387842758206,3,0.2598288444087303,0.0339829997508133,100,0.477390193939209,0.006857909734220968,2,0.23262825219049105,0.03504196672291457,200,0.956259024143219,0.052555574691419964,1,0.2844209906289532,0.039891018577083555,30,0.191592526435852,0.0016772109899904286,3,0.2611358547476776,0.03405597788997273,50,0.24805805683135987,0.0028275510771607624,2,0.23462550209186248,0.04254697284860257,100.0,0.5981421709060669,0.019534931366328053,1.0,0.19702611202114884,0.03315504675426941,200.0,1.1049420475959777,0.019454629133270066,1.0
dataset600,5160,0.2946975375523169,0.03447692477277219,30,0.15867300033569331,0.0033551778451902732,3,0.27608231562147006,0.03943379599341283,50,0.28501808643341064,0.010005081353508154,3,0.24633525671095335,0.03339234548334574,100,1.197997784614563,0.024359271046346085,2,0.22835594377028207,0.03540933841264869,200,0.9498623371124267,0.020914250682840127,1,0.2750188042038371,0.034072752690590465,30,0.1394891500473022,0.0018901533508518056,3,0.2459356461649805,0.03980588842658781,50,0.23543510437011714,0.002364721424795848,2,0.20708707449563674,0.037078821128871974,100.0,0.4868077039718628,0.005380635017250223,1.0,0.16868813946416494,0.03897779295420249,200.0,0.9461963057518006,0.009888217926622275,1.0
dconvert,6764,0.01774338748012647,0.00901343421492596,30,0.13878331184387202,0.0018179406221203976,3,0.014722103716164813,0.002468196760803542,50,0.2536114454269409,0.003374318273697475,2,0.01267153461920347,0.001764375027912361,100,0.46048641204833984,0.015806899527129402,1,0.011400341713215785,0.001093873900450338,200,0.932565426826477,0.09281875686383093,1,0.01747476926664463,0.011198576744234521,30,0.1307533502578735,0.007417603271145817,3,0.015200540860228939,0.002802204978905305,50,0.17886068820953366,0.03039180854380434,2,0.01482933428932138,0.0031074926731264134,100.0,0.2627363920211792,0.06613254255713674,2.0,0.014787515184946181,0.0030626619723898387,200.0,0.3411950945854187,0.09313709377865151,2.0
deeparch,4096,0.023882726059417565,0.031862168218532584,30,0.1891835570335388,0.010022934864196103,2,0.014701075853603907,0.027488230540921414,50,0.23791275024414063,0.01455411546458178,2,0.006932650036359079,0.02066901145566428,100,0.4081199526786804,0.04179775096863202,1,0.00686918753255224,0.020689669349408597,200,0.5775828719139099,0.11447591668579712,1,0.027863807588287208,0.045041064553327445,30,0.09263876676559446,0.010996630044777175,2,0.019041883234952962,0.029469888506391324,50,0.11493207216262816,0.017981303434314103,2,0.01862420394376643,0.029679575952424195,100.0,0.09978697299957272,0.014601726037982439,2.0,0.01862420394376643,0.029679575952424195,200.0,0.11030226945877072,0.01598203869404357,2.0
