Dataset,Rows,DE-30_mean,DE-30_std,DE-30_budget,DE-30_runtime_mean,DE-30_runtime_std,DE-30_tier,DE-50_mean,DE-50_std,DE-50_budget,DE-50_runtime_mean,DE-50_runtime_std,DE-50_tier,DE-100_mean,DE-100_std,DE-100_budget,DE-100_runtime_mean,DE-100_runtime_std,DE-100_tier,DE-200_mean,DE-200_std,DE-200_budget,DE-200_runtime_mean,DE-200_runtime_std,DE-200_tier,EZR-30_mean,EZR-30_std,EZR-30_budget,EZR-30_runtime_mean,EZR-30_runtime_std,EZR-30_tier,EZR-50_mean,EZR-50_std,EZR-50_budget,EZR-50_runtime_mean,EZR-50_runtime_std,EZR-50_tier,EZR-100_mean,EZR-100_std,EZR-100_budget,EZR-100_runtime_mean,EZR-100_runtime_std,EZR-100_tier,EZR-200_mean,EZR-200_std,EZR-200_budget,EZR-200_runtime_mean,EZR-200_runtime_std,EZR-200_tier
Health-ClosedIssues0009,10000,0.3428794180165825,0.06732838871638615,30.0,0.4580446004867554,0.005483708422571722,3.0,0.2925190613608344,0.05145429143665829,50,0.7575646758079528,0.010466355546111753,2,0.2620666039918728,0.03403199401757365,100,1.2779393315315246,0.15756455836931357,1,0.25162997240979357,0.03298518961522106,200,2.30347398519516,0.31633606086938754,1,0.3052427493491183,0.05860709764398778,30,0.5516818523406982,0.04965365725654347,2,0.27918587584535015,0.039358789811897416,50,0.7179885625839233,0.07058169357703115,1,0.26248554460142753,0.011543852019147857,100.0,1.821059226989746,0.03666609179504062,1.0,0.25226660194595574,0.006789822998762331,200,3.061528241634369,0.2214761810353039,1
Health-ClosedIssues0010,10000,0.4845602003885533,0.007857529856221835,30.0,0.5710184216499329,0.010061008021884697,3.0,0.47991640936031965,0.006309901923753381,50,0.9560935497283936,0.010686695919958435,2,0.4758534646935277,0.007036272677564723,100,1.4033156633377075,0.1293739029770077,1,0.46563110989782686,0.008744229351169457,200,3.7757851839065553,0.22149000946000838,1,0.4861158069839167,0.0063495389787583695,30,0.4239077210426331,0.05788090033214656,3,0.4834194515324389,0.006183716621741864,50,0.7010927438735962,0.04771078272654211,3,0.47846476437547586,0.005895044294737553,100.0,1.4437408208847047,0.1008299842164948,2.0,0.47311852371399404,0.008224806928812663,200,2.8348010659217833,0.19948223516845143,1
Health-ClosedIssues0011,10000,0.06378762415411904,0.05468782905772773,30.0,0.5652207970619202,0.005953860865294588,3.0,0.03247251046279477,0.040114386733549244,50,0.8243118643760681,0.04453094242336613,2,0.007226258967344165,0.010304742901189264,100,1.9619139432907104,0.03725865592356263,1,0.0017466877645202152,0.001588994866230419,200,4.275335204601288,0.1261174582558521,1,0.035250023259441474,0.04240838142742045,30,0.4470345854759216,0.06022252033289155,2,0.010699369543357245,0.009046551512052402,50,0.7215848207473755,0.05505227325223646,1,0.005079215245211851,0.0038204676709208065,100.0,1.4788738012313842,0.11260824929845102,1.0,0.00321384456072726,0.0020461060817633025,200,3.097992718219757,0.20133713238285536,1
Health-ClosedPRs0000,10000,0.0,0.0,30.0,0.33918132781982424,0.004958149511659226,1.0,0.0,0.0,50,0.6251851677894592,0.010379831849065567,1,0.0,0.0,100,1.2692467093467712,0.03743540153314089,1,0.0,0.0,200,2.405310034751892,0.05471796788617772,1,0.0,0.0,30,0.27285405397415163,0.002464390761484055,1,0.0,0.0,50,0.5699608206748963,0.06823331133301146,1,0.0,0.0,100.0,0.9659983277320862,0.06476257258176746,1.0,0.0,0.0,200,1.9880021929740905,0.19723054544978585,1
Health-ClosedPRs0002,10000,0.02109859126573969,0.00011465521138019843,30.0,0.5294787645339966,0.010875629196735967,3.0,0.02097836802725273,0.0004086963921819924,50,0.8031305313110352,0.014258102514534486,3,0.020852566704661346,0.0006009327420438385,100,1.801525318622589,0.07044667227816244,2,0.02024868626821305,0.0008312028105114779,200,3.470013988018036,0.12612856429952343,1,0.021121308675497823,1.3059866396360008e-05,30,0.41641714572906496,0.046890440289018384,3,0.021121308675497823,1.3059866396360008e-05,50,0.6122109532356262,0.06091497570114152,3,0.02099249783456047,0.00040756430063661214,100.0,1.530437207221985,0.07364391308290016,3.0,0.020696461042010762,0.0006890701885641799,200,2.763793182373047,0.2669668294684183,2
Health-ClosedPRs0003,10000,0.0829636089857117,0.00025833227030044604,30.0,0.46050013303756715,0.008638066215271398,2.0,0.08271019089874551,0.0006752866928658155,50,0.7773659944534301,0.012629772970084316,1,0.082497786977923,0.0006424858510627439,100,1.8445626139640807,0.08806477515180036,1,0.08215040938545833,0.0007679446148544712,200,3.2664589047431947,0.5732274560021868,1,0.08309341603589024,1.6324456666696272e-16,30,0.391415011882782,0.04774997495680749,4,0.08309341603589024,1.6324456666696272e-16,50,0.6093364953994751,0.05907090879290156,4,0.08308285214226208,3.7868541659724585e-05,100.0,1.1949504971504212,0.07762168512112477,3.0,0.08307159207631357,6.564854951365082e-05,200,2.612250816822052,0.15259067361000112,3
Health-ClosedPRs0004,10000,0.37100938340956857,0.10974974390006605,30.0,0.5192100405693054,0.008410433820557879,2.0,0.3072945512731323,0.036608890195166804,50,0.7909110069274903,0.027236613540623834,1,0.2863207968133288,0.008583254178306708,100,1.4788087606430054,0.14825142918451112,1,0.28139722297753356,0.006018990899379282,200,2.762461268901825,0.4768623475656968,1,0.3798725972762761,0.08618139506557704,30,0.22338572740554805,0.03034818889158497,2,0.3348303952133597,0.05233448710982738,50,0.3877073287963867,0.0495536131593922,2,nan,nan,nan,nan,nan,nan,0.2898369478974362,0.007539473014862342,200,1.4079587936401368,0.061389440832422704,1
Health-ClosedPRs0005,10000,0.003282711202888039,0.005274612708753825,30.0,0.5241439342498779,0.02927139845307849,2.0,0.0016290762205700391,0.004670949147334846,50,0.6835288524627685,0.014863022446173184,2,0.00010218590254856285,0.0004322653087273272,100,1.4263574719429015,0.04105870181146891,1,0.0,0.0,200,3.581184506416321,0.21575300888751417,1,0.0010872739047600882,0.0013279030788542331,30,0.22445452213287348,0.03143328550154937,1,0.00013436947789839578,0.00032723552362982883,50,0.35429795980453493,0.035659042834068934,1,4.815742445998631e-06,1.2836244973281664e-05,100.0,0.7110507965087891,0.07233439247164092,1.0,0.0,0.0,200,1.563746702671051,0.13708195982529953,1
Health-ClosedPRs0006,10000,0.28067997432914965,0.1637732516206373,30.0,0.44329993724822997,0.00554509581802425,2.0,0.21316956060856412,0.15287067162089804,50,0.8844548106193543,0.012903114874649745,2,0.09711925076389921,0.07171427571371793,100,1.6305490970611571,0.10014010417801607,1,0.05794121171273262,0.01911365987707928,200,3.93987557888031,0.35522822712004126,1,0.24924987231160162,0.09427925411839799,30,0.21900937557220454,0.029528681177845847,2,0.2205367269460466,0.08781837326453909,50,0.35341356992721557,0.0337758283204316,2,0.15462375792923932,0.06984929777590788,100.0,0.7171112298965454,0.07215087364503181,1.0,0.11115678577620465,0.044808559711101516,200,1.4480061888694764,0.13969253015051844,1
Health-ClosedPRs0007,10000,0.11934927875602701,0.10750508144472026,30.0,0.5695279002189636,0.009044267815621678,3.0,0.06927545972919888,0.04512235924198454,50,0.7315621972084045,0.016508252167500768,2,0.027738019785808726,0.01625254742950242,100,3.289474308490753,0.08584222841418657,1,0.016941885386486687,0.010711860039467034,200,3.501904010772705,0.1853206160056238,1,0.08900648528433172,0.03750550916457449,30,0.4505756855010986,0.06305303815686167,2,0.06325673657581835,0.02494539348168146,50,0.8702503561973571,0.03648298672389661,2,0.04286373419922224,0.017383483866019768,100.0,1.9232937693595886,0.040272829326226056,1.0,0.03356823890304893,0.009376930440734933,200,3.191380727291107,0.2462064560776918,1
Health-ClosedPRs0008,10000,0.5469176819006406,0.12519833199394326,30.0,0.4574743151664734,0.007113412167560788,2.0,0.5044193675063948,0.13052996241596282,50,0.6784994602203369,0.014494580546170137,2,0.37733080970147526,0.17717405735920766,100,1.372547972202301,0.0722626513202887,1,0.291447326571089,0.1721635622295174,200,2.063356614112854,0.3712007076609933,1,0.6278790313932462,0.05429937436599154,30,0.5389043927192688,0.011282211807382354,4,0.5998551619201989,0.03701369536403393,50,0.380121636390686,0.06621627578263611,3,0.5782656149270081,0.0500197449378049,100.0,1.7149827599525451,0.1194953843543871,3.0,0.5589826901420589,0.03822128603594301,200,3.1136470794677735,0.3281372412221987,2
Health-ClosedPRs0009,10000,0.5124494234944426,0.13000196689989438,30.0,0.4528533101081848,0.005820411685416078,2.0,0.4558409123203873,0.12357373101517632,50,0.7931180238723755,0.02334244743507359,1,0.40359976835081285,0.11952460241794763,100,1.3848880410194397,0.08778110393737483,1,0.37101997078143295,0.10515052881204094,200,1.7022845149040222,0.2945264049644021,1,0.5737303818486654,0.1090022743528507,30,0.22212572097778316,0.030123097599883297,2,0.5343351547120028,0.12082808832681027,50,0.46578437089920044,0.06121243054845931,2,0.44831892579055976,0.11399838263741087,100.0,0.7818807125091553,0.0985555375081357,1.0,0.38803619809452006,0.09120014566206004,200,1.620513951778412,0.13466459664783156,1
Health-ClosedPRs0010,10000,0.4107266229057148,0.12606575055704403,30.0,0.5660954594612122,0.014934921594606023,2.0,0.3623489829725134,0.1235311239275829,50,0.7448405742645263,0.024049080850081284,1,0.31070764035409987,0.11311559159912589,100,1.2732905387878417,0.09069617032426688,1,0.2784310037759935,0.10117689713886244,200,3.3777072429656982,0.43585934437329327,1,0.45430699481673925,0.07478542853831537,30,0.2215062141418457,0.03583875879771569,2,0.42286313947900195,0.057898241013443326,50,0.3553542494773865,0.03584748098874864,2,0.3432389430341002,0.06879255282284624,100.0,0.7155034899711609,0.07261422195021938,1.0,0.27642852221428144,0.06015967557109234,200,3.7820284605026244,0.05674775530913616,1
Health-ClosedPRs0011,10000,0.0,0.0,30.0,0.4540883660316467,0.008030255086320184,1.0,0.0,0.0,50,0.7724182963371277,0.031627831818375536,1,0.0,0.0,100,1.4316469430923462,0.03615705636955812,1,0.0,0.0,200,3.157138633728027,0.18786049987006015,1,0.0,0.0,30,0.24399639368057252,0.03824049187706287,1,0.0,0.0,50,0.7453699946403504,0.05773030736693641,1,0.0,0.0,100.0,1.4684801697731018,0.11475665920057966,1.0,0.0,0.0,200,1.6430741786956786,0.26865970260825184,1
Health-Commits0000,10000,0.20386668178433687,0.06645487465644093,30.0,0.4400510549545288,0.010918182645273682,2.0,0.1864676748862859,0.0608126667408499,50,0.709671151638031,0.012386522995434142,2,0.13671467535581058,0.04725582596262635,100,1.518979549407959,0.07086735448168745,1,0.12108991241701657,0.04721507395863368,200,2.7658020496368407,0.3759835455334362,1,0.22983062826483738,0.055536082513685144,30,0.4060365676879883,0.002493128783805257,3,0.1942042099940965,0.055395153770225636,50,0.685098159313202,0.004207836250293767,2,0.13929251736020504,0.030746297535693447,100.0,1.4567156791687013,0.129547492012535,1.0,0.12701873554222837,0.020461596233937743,200,1.6084116697311401,0.2016409039451107,1
Health-Commits0001,10000,0.16428492331101388,0.0014286441808037318,30.0,0.43192259073257444,0.006403836998626645,2.0,0.16388621934613828,0.0016722047052861989,50,0.7036095142364502,0.016702440702288917,1,0.16339913606517015,0.0018469801087298385,100,1.4235482215881348,0.030414340317746903,1,0.16257418782756128,0.0020410858634259416,200,3.0320223331451417,0.2662785727498511,1,0.16495871683093738,6.461192975840488e-06,30,0.3666767835617065,0.04292352230746791,5,0.16495721976846375,2.1733836753883296e-16,50,0.7667641520500184,0.05538614759807579,5,0.1649259941618314,0.00013024067832836117,100.0,1.201262152194977,0.10433876685933677,4.0,0.16472233830750466,0.000900523114398489,200,2.407447004318237,0.21640794243971617,3
Health-Commits0002,10000,0.4134378357939569,0.10907218824078671,30.0,0.46062841415405276,0.006840111282948023,2.0,0.35728652156773555,0.10123349346305599,50,0.7482970595359802,0.013929089293098329,1,0.31198100593149986,0.083252559044992,100,1.7045824646949768,0.07222233657949763,1,0.2833153008817805,0.041925613834294106,200,2.202663815021515,0.3830726013300587,1,0.4928090393191124,0.04202948386809881,30,0.3680958032608032,0.043504243275299295,3,0.49012099450420543,0.04304977378007225,50,0.6021208167076111,0.06298090402736253,3,0.47625603082922063,0.06327024791680397,100.0,1.4401511549949646,0.11590021090547979,3.0,0.4460208906457567,0.10373594135031718,200,2.437246537208557,0.2371286255183492,2
