Dataset,Rows,ILS-30_mean,ILS-30_std,ILS-30_budget,ILS-30_runtime_mean,ILS-30_runtime_std,ILS-30_tier,ILS-50_mean,ILS-50_std,ILS-50_budget,ILS-50_runtime_mean,ILS-50_runtime_std,ILS-50_tier,ILS-100_mean,ILS-100_std,ILS-100_budget,ILS-100_runtime_mean,ILS-100_runtime_std,ILS-100_tier,ILS-200_mean,ILS-200_std,ILS-200_budget,ILS-200_runtime_mean,ILS-200_runtime_std,ILS-200_tier,PSO-30_mean,PSO-30_std,PSO-30_budget,PSO-30_runtime_mean,PSO-30_runtime_std,PSO-30_tier,PSO-50_mean,PSO-50_std,PSO-50_budget,PSO-50_runtime_mean,PSO-50_runtime_std,PSO-50_tier,PSO-100_mean,PSO-100_std,PSO-100_budget,PSO-100_runtime_mean,PSO-100_runtime_std,PSO-100_tier,PSO-200_mean,PSO-200_std,PSO-200_budget,PSO-200_runtime_mean,PSO-200_runtime_std,PSO-200_tier
Health-Commits0006,10000,0.3102482846143254,0.017567720426698415,30,0.2764156460762024,0.021606486689280082,3,0.30281071793864334,0.024900724794590084,50,0.6438825964927674,0.048544375317681084,3,0.2921249912405995,0.022609040630697384,100,1.2971474170684814,0.11739499774848133,2,0.2726216017837014,0.021603982733656,200,1.7344605088233949,0.11176116558711172,1,0.28440080211303725,0.026140331893990235,30,0.31587847471237185,0.007772255756505773,2,0.2701941210966686,0.03233426657018998,50,0.4883693218231201,0.052386540056994516,1,0.2600385803981879,0.03305103578466362,100.0,1.198129904270172,0.2661271801558045,1.0,0.25274249816350436,0.03242040316049632,200.0,2.7770449995994566,0.8733487077845914,1.0
Health-Commits0007,10000,0.40330684391548866,0.1334483187168286,30,0.5322274088859558,0.045277065099745425,3,0.3676811020046287,0.12023337736339793,50,0.6730943083763122,0.04906950585365287,3,0.3174636488197479,0.1076420675613444,100,0.8454124331474304,0.05278489774899905,2,0.26930725268613903,0.10443219012110667,200,1.4936477422714234,0.28055920420449537,1,0.2016037318926967,0.026359451005439048,30,0.3120866060256958,0.0017344977906114546,1,0.19761766254080604,0.027526784436807707,50,0.9791999816894531,0.05619781246782147,1,0.18537263892820804,0.0260581084744448,100.0,0.9808330655097961,0.05105558638051283,1.0,0.17799935850683474,0.02455747147176098,200.0,1.8934942841529847,0.2545610353280103,1.0
Health-Commits0008,10000,0.40407069732508055,0.03373259108813363,30,0.29486058950424193,0.025132355314258552,3,0.3878053525771887,0.03961121068358926,50,0.6588638067245484,0.04514781122925307,3,0.374174890524361,0.04259342130447693,100,1.3609639048576354,0.07884502657124923,2,0.3502188808948945,0.03993859884922371,200,1.467914593219757,0.2982546124491409,1,0.3664522893550763,0.033229148147520114,30,0.3030000805854797,0.003246185022038081,2,0.3444769457689582,0.042400071704566736,50,0.5230636477470398,0.031123206237453606,1,0.3313046775013946,0.04374833889067945,100.0,0.9398550391197205,0.11547152403102288,1.0,0.3184044074689435,0.041202338239389145,200.0,1.403092896938324,0.4042564966761775,1.0
Health-Commits0009,10000,0.1473050634991075,0.011922426850930447,30,0.534507441520691,0.03347007322741015,2,0.14332112728184923,0.010014212215291968,50,0.6651716709136963,0.03189746110497369,2,0.13689249229951214,0.0071738186071637535,100,1.1782641530036926,0.04791010077933765,1,0.13315411116592785,0.00814034753806486,200,2.354994809627533,0.2728032562514111,1,0.13704508851471453,0.008234634109645964,30,0.559257197380066,0.004235419606132559,1,0.13465744858259365,0.008516719955308897,50,0.5034944176673889,0.01581997592686401,1,0.1321664244223698,0.009111315824838071,100.0,1.4961316585540771,0.12575097477952968,1.0,0.12852862125496187,0.009227421380728101,200.0,1.6268143892288207,0.2913602989962347,1.0
Health-Commits0010,10000,0.3183843374157719,0.022480525406191918,30,0.3923518300056458,0.029362651434521526,3,0.3110566771045611,0.02026817726829831,50,0.7424116134643555,0.08770700410032033,3,0.3016784833161165,0.022460970374145933,100,1.693930697441101,0.10241943960545627,2,0.29444638374637905,0.02259317836769253,200,2.089916932582855,0.2144441856397521,1,0.29721975925386374,0.01724580322755924,30,0.4409435987472534,0.00582331429839353,1,0.2925061545428026,0.016410364356402994,50,0.8551729559898377,0.05396921511004148,1,0.28599970416320275,0.01571520896862741,100.0,1.240376055240631,0.173962879971582,1.0,0.27820717176613863,0.013785696834233007,200.0,3.861059617996216,0.04003460334099654,1.0
Health-Commits0011,10000,0.10834053459163306,0.07544739178365575,30,0.513344407081604,0.04843425379414446,2,0.0862472474633761,0.0762099639675022,50,0.6640553116798401,0.04964774395662385,2,0.06468456990947938,0.06801931961474031,100,1.540341353416443,0.13809094361225652,2,0.0475707673812623,0.06066924307228258,200,2.064094638824463,0.1973790420774597,1,0.045710511946630686,0.060989078182830045,30,0.30682973861694335,0.003311791792044737,1,0.025122900894642447,0.043815799493095914,50,0.7664007306098938,0.032557338380619236,1,0.013442886710157375,0.035378422559543356,100.0,1.2660699963569642,0.17241089004763313,1.0,0.01280114715334148,0.035521179387852556,200.0,2.587787628173828,0.24566938149098394,1.0
LLVM,1024,0.12950535551046466,0.11436656452481378,30,0.1459442853927612,0.01039832234858268,3,0.06460844214580257,0.05714909047724289,50,0.1494951486587524,0.007246587854414672,1,0.04335556881172155,0.003873353400492404,100,0.4992011785507202,0.03002842045573717,1,0.041496050935582916,0.001851052875864106,200,0.796142303943634,0.03630715577423802,1,0.08724271729242515,0.08311871309505724,30,0.0888158559799194,0.011762617497090497,2,0.08684892764244426,0.08333393762026181,50,0.10837683677673338,0.01622821099715742,2,0.08432024634248222,0.08419616130392439,100.0,0.0968703746795654,0.013069708042347873,2.0,0.08292300727513642,0.08270229229517777,200.0,0.077540111541748,0.010488842060635134,2.0
SQL_AllMeasurements,4653,0.30742697504517974,0.03969561634729815,30,0.09908843040466304,0.0007424830762600906,3,0.2780319400049588,0.038806931354470886,50,0.23821862936019894,0.002606842621394373,2,0.25099137214867817,0.031232244883789898,100,0.5282366394996643,0.0056983293459247335,1,0.23577073213743321,0.023961906778275453,200,0.6997857093811035,0.008254373920861277,1,0.30378800152905494,0.03429022655061545,30,0.13727984428405757,0.007987348813701006,3,0.2926306325927931,0.042848430970379305,50,0.19808282852172848,0.035950506479645476,2,0.2913850443838787,0.043279180152405575,100.0,0.1461544871330261,0.03083421106202011,2.0,0.29003777252235213,0.04215834259023864,200.0,0.213578450679779,0.04486656481898777,2.0
SS-A,1343,0.6269127304852338,0.21421241665944865,30,0.19806871414184568,0.02744253720380093,3,0.5831112882259148,0.22538112428727902,50,0.32877267599105836,0.04326104626939126,3,0.3774240537707521,0.31904598357004627,100,0.6419239521026612,0.04725860235630603,2,0.29529798677206565,0.31878717386201827,200,1.0500080704689025,0.1629067190739998,1,0.20791272999885146,0.21106201676423203,30,0.28525055646896363,0.014116901873923655,1,0.13828896390928028,0.1644570000236387,50,0.5179955959320068,0.09245645322839716,1,0.09364485040799375,0.1263278553890467,100.0,0.38140482902526857,0.11938375110782354,1.0,0.08224372084281623,0.13001267517492068,200.0,0.6716776847839355,0.3085292171098758,1.0
SS-B,206,0.3709640200580647,0.1894911064785536,30,0.1620883226394653,0.03009485217135647,2,0.30777501033869054,0.17840953111114144,50,0.22711056470870972,0.04409761278342749,2,0.21699004167372143,0.14077175522008673,100,0.4194979786872864,0.08065969427652545,1,0.1875724729869497,0.11370464942241489,200,0.42207648754119875,0.08751835216684203,1,0.1642963253459615,0.07486366440403745,30,0.24277054071426388,0.02684043007412803,1,0.1477547496581419,0.03309930871153988,50,0.3728524804115295,0.06547388224603291,1,0.14074529823304904,0.004695592874377442,100.0,0.3674253344535828,0.08101468564568114,1.0,0.14055136168281696,0.004416595865941177,200.0,0.27351127862930297,0.06150861006283956,1.0
SS-C,1512,0.620053286428813,0.24591072743842582,30,0.19529215097427363,0.02542323602743261,3,0.5828064322473849,0.2666653324747097,50,0.2979532480239868,0.04000591966660055,3,0.561712078590703,0.2813306328316331,100,0.6298814415931702,0.08631665051230988,3,0.4362107348391354,0.31983849738352804,200,1.053714895248413,0.15417314029235937,2,0.1892135256617813,0.18247487360684114,30,0.19138047695159907,0.011649544978992217,1,0.12673770657767305,0.13415986230000929,50,0.2527116060256958,0.046431375829837,1,0.12532443133098567,0.1344575440928097,100.0,0.5559846878051757,0.20146926253355327,1.0,0.09474159019336043,0.006019850020593988,200.0,0.4791535496711731,0.3106696940423992,1.0
SS-D,196,0.4672267768384503,0.021076058819682452,30,0.20604228973388666,0.019168442911112506,3,0.46559189910762633,0.02149367854499861,50,0.32085046768188474,0.023550441016417695,3,0.4579904057569785,0.012496561529707755,100,0.6449242949485778,0.04871317578276256,2,0.45344424387325405,0.019343433649108593,200,1.1683191418647767,0.18935563916744327,2,0.43819332914328096,0.02609791317372287,30,0.268330442905426,0.008070212186577774,1,0.4298921085876328,0.031365263518976866,50,0.43746224641799925,0.02005844515455235,1,0.4227935493699168,0.03350234202478282,100.0,0.9859947443008423,0.05150292557292022,1.0,0.4226485223276845,0.03365981518354713,200.0,1.1347895622253419,0.16825560134383957,1.0
SS-E,756,0.26081260414501706,0.0663430433814892,30,0.26600382328033445,0.030149760519772216,2,0.2194315892155183,0.07304107804111641,50,0.3607784271240234,0.04434612211843357,2,0.17892030580830798,0.0511029515135312,100,0.546621298789978,0.047589896062696695,1,0.16478448071681234,0.035987113293441536,200,1.621687388420105,0.1547288619956678,1,0.15953507007834597,0.014058305679611914,30,0.31828410625457765,0.01080210487455671,1,0.1533634004962249,0.007404003216726883,50,0.4133306384086609,0.029121835407513216,1,0.1505240129096112,0.003430967691338548,100.0,0.9478476166725158,0.07361229666314231,1.0,0.15001959251797417,0.003049737502506603,200.0,1.6817307710647582,0.11125958158919025,1.0
SS-F,196,0.46153388255791805,0.023464477962419843,30,0.27488412857055666,0.02846096951156352,2,0.4573574164800941,0.022966975065107493,50,0.3719371557235718,0.03714681336217397,2,0.4475270889633204,0.021114096367521096,100,0.7932756066322326,0.07028747409765061,1,0.4413364238530197,0.023523242239236436,200,1.2613726735115052,0.17238122600795353,1,0.44322289800336295,0.017056578541643334,30,0.27669516801834104,0.006971620393232812,1,0.44243376218104424,0.018581903757298818,50,0.33353534936904905,0.020969338597274238,1,0.44105009644041154,0.019283624956624917,100.0,0.6419357419013977,0.0754614425428181,1.0,0.44061532765133116,0.020416750814901123,200.0,1.6579102158546448,0.3027251436058966,1.0
SS-G,196,0.46220887965420243,0.018062300348847656,30,0.16687294244766232,0.01803562942681031,2,0.45452887023824695,0.02025145428966464,50,0.23092396259307857,0.025231411340618678,2,0.4495946856400176,0.015693503693352966,100,0.6101132988929748,0.077933395801392,1,0.44154934259673784,0.019872350919369626,200,0.8630666971206665,0.09277066665012665,1,0.4440734734689983,0.013614251840541405,30,0.30075708627700803,0.009004002660428924,1,0.4424709282456881,0.01614074136842018,50,0.6029233336448669,0.02906654041510681,1,0.44209681651098565,0.01724340609157805,100.0,1.1463033437728882,0.060367155748799306,1.0,0.44161470774356804,0.018693483545886073,200.0,2.227419376373291,0.16942875211697112,1.0
SS-H,259,0.7759176027590294,0.17980826958251925,30,0.13772490024566647,0.014384576900112049,3,0.7129514281803503,0.216704043347179,50,0.42810802459716796,0.04485968666288892,3,0.6053703957729002,0.26392080802385603,100,0.4194958209991455,0.05671354596307597,2,0.4817578639018524,0.2918577800218922,200,1.372015130519867,0.1595667824570645,1,0.32257634336891294,0.15493580630018175,30,0.1760407447814941,0.01841084689416511,1,0.29078423064729136,0.08631777406838793,50,0.32495492696762085,0.06944758072470764,1,0.27212465164497207,0.06564886265917362,100.0,0.18940637111663813,0.04208032788921088,1.0,0.27212465164497207,0.06564886265917362,200.0,0.18620157241821284,0.04093531352999208,1.0
SS-I,1080,0.26370881930568996,0.08194191662185028,30,0.2829606056213379,0.025908344889282335,3,0.2404121476026959,0.08948815431665896,50,0.2732182741165161,0.019341358093186854,3,0.17445554355462714,0.11655085007164437,100,0.5180063962936401,0.03074238129135005,2,0.1548079313966528,0.12293919555207526,200,2.1850963950157167,0.1441806594933062,2,0.05012624940174658,0.07533159448645532,30,0.21039954423904414,0.010866038515123898,1,0.04068945424189062,0.07305544288445909,50,0.4851135969161987,0.02296501536448714,1,0.03748678294183846,0.0736484160770869,100.0,0.6075603723526001,0.08837711271683585,1.0,0.03733066126650515,0.07370587403642387,200.0,1.027468490600586,0.2899624644187748,1.0
SS-J,3840,0.19329152430981378,0.13132414484027655,30,0.1959452748298645,0.011519633311157986,2,0.17130473585575906,0.11666473804641513,50,0.3140407562255859,0.010331265549770407,2,0.1444706878752591,0.10649876789711177,100,0.9238418459892273,0.03275244090977571,2,0.12998459522321654,0.1020384100029906,200,2.3929914474487304,0.06755555294158866,2,0.07450786084772068,0.0054740944298338505,30,0.2026346087455749,0.001466978877234141,1,0.07296568524747397,0.004342657964098993,50,0.3303364634513855,0.006467979507880438,1,0.07154650963676025,0.0046777852428067,100.0,0.9335926413536072,0.020485453118723043,1.0,0.07001029715655496,0.0038698955271814694,200.0,1.3492746591567992,0.025160794420986957,1.0
SS-K,2880,0.1731726159640274,0.11216807086382463,30,0.16294689178466792,0.01647541584787371,2,0.1519619363203736,0.09878944569482749,50,0.2799387097358704,0.01663380591890193,2,0.1273729336702404,0.07067416584484679,100,1.0214059233665467,0.05198055186132637,2,0.09749542163928938,0.033098894809833315,200,2.0398524522781374,0.08212017778843039,1,0.09533074642853541,0.03413111819880412,30,0.2851506948471069,0.0034113653662703348,1,0.08600837646569001,0.031095049863095466,50,0.4947499632835388,0.005793160871532379,1,0.08176501779677606,0.027230596699061926,100.0,0.740417230129242,0.041753520298020916,1.0,0.08072132405802487,0.027420706528604396,200.0,1.3461057782173156,0.007243178795923662,1.0
SS-N,53662,0.21794903696794163,0.07845515630286963,30,0.35510685443878176,0.016070387108383325,2,0.2004905803531912,0.06760311875579175,50,0.7735863924026489,0.031936767010996625,2,0.17402095522152278,0.06278960502178275,100,1.1296224236488341,0.056745067833474064,2,0.14152189524182862,0.028120191983417777,200,1.7361191749572753,0.12327382202755016,1,0.15470570470680753,0.024857705706203253,30,0.30912964344024657,0.005484701232100375,1,0.13697574658624417,0.028314147901703054,50,0.5109193682670593,0.004154984189628188,1,0.12120919192093285,0.02258631970102293,100.0,0.9983429789543152,0.012142194845756174,1.0,0.1155667862095946,0.01733563653417125,200.0,1.9355695962905883,0.16600321019671072,1.0
SS-S,3840,0.2168694066364676,0.13819472433967903,30,0.2835326433181763,0.012763259110274665,2,0.1768345296574571,0.12700786037645279,50,0.311528754234314,0.014043312103448242,2,0.15692783061102755,0.1227930758205806,100,0.9209593176841736,0.0374047551619844,2,0.13560418448201564,0.11855515762803388,200,1.8701231718063354,0.16756532136012092,2,0.03722458885095921,0.027638454623768918,30,0.21147031784057613,0.006149599143434707,1,0.02792365752877572,0.027573617241456575,50,0.3614321112632751,0.0263282469592113,1,0.02789201229581826,0.027578231377773117,100.0,0.9059292078018188,0.21827583884921054,1.0,0.022717955319106885,0.021268233218471065,200.0,1.18394775390625,0.3590919247301662,1.0
SS-T,5184,0.07388058405059257,0.07060807276303169,30,0.2788585424423218,0.012400227181159384,2,0.05131289630874858,0.03256753442134543,50,0.4602046012878418,0.027264517342072147,2,0.0355545765325935,0.024381027126505257,100,0.9066841721534729,0.03578015858080058,1,0.02224364018247752,0.007086737449004468,200,1.7138354539871217,0.20937034511107877,1,0.0836908470866879,0.0614380730442907,30,0.18187046051025385,0.011054459894334874,2,0.06607381016224585,0.032524049491989546,50,0.40149749517440797,0.056847423198649265,2,0.06361440796701023,0.03485695336011161,100.0,0.6256665229797364,0.11652706040729714,2.0,0.06303913898999866,0.03523970288220016,200.0,0.5727070212364197,0.15558002054456826,2.0
SS-V,6840,0.17610144078401463,0.07852691946482002,30,0.2688171863555908,0.005734264207661221,1,0.16036543784135446,0.05800725160694855,50,0.4648999810218811,0.05947888346464425,1,0.1501176765721343,0.055914754614688575,100,1.404408371448517,0.0776705727716073,1,0.13783219292711987,0.06751287775228801,200,2.6598796367645265,0.08541055557787793,1,0.15414651771869162,0.07964201260242439,30,0.32612783908843995,0.02990151635797541,1,0.15189011887518042,0.08003945095870524,50,0.7915211319923401,0.05198604762098248,1,0.15118633825404892,0.08031615033454315,100.0,0.6874565482139587,0.08080110091131079,1.0,0.15086636891373945,0.08048173159446907,200.0,2.3974653363227842,0.216762742070495,1.0
SS-W,65536,0.32958549535936077,0.02668277309408234,30,0.346381413936615,0.02740327840602276,2,0.31054405721055844,0.025621996518056526,50,0.6523345112800598,0.011382407385505857,1,0.2994577652330551,0.02012641709088079,100,0.9726238965988159,0.08627175689277097,1,0.2910229748267987,0.01766695089062361,200,1.6471792340278626,0.15554336110427153,1,0.3422788903898169,0.03322763512770236,30,0.3285938024520874,0.0299217490213231,2,0.33629195668488715,0.031812914941431555,50,0.1922632217407226,0.024555477682656982,2,0.3269806414186843,0.03719388734752921,100.0,0.39036872386932375,0.060936842707819454,2.0,0.3257207667273182,0.037899370851116984,200.0,0.299708890914917,0.047491974749768295,2.0
SS-X,86058,0.28410267079974083,0.081194164430863,30,0.3301112174987793,0.013932989951957617,3,0.256428635401126,0.06528874305237137,50,0.4515152335166931,0.017714898561241324,2,0.22777759775560727,0.032723856808764155,100,1.0548170328140258,0.06258459633623731,1,0.21843844927754055,0.01118544493894872,200,2.2369452118873596,0.0661734614111761,1,0.30240142116526025,0.09655735478510469,30,0.2174358963966369,0.004984541903841737,3,0.2679834581652095,0.08896665799906389,50,0.47829408645629884,0.05676263884025446,2,0.2565214366610399,0.08797263905282521,100.0,1.176229178905487,0.1937657814627883,2.0,0.25503961478431053,0.087599527780702,200.0,1.7398100018501281,0.593915999493499,2.0
coc1000,1000,0.38043896777268743,0.028689883448458967,30,0.43809261322021487,0.037454752218015086,3,0.3693345195249762,0.028646183515473305,50,1.7830512166023254,0.15778072944197077,3,0.3553138426907964,0.021274546096541943,100,1.63279070854187,0.08930345253497017,2,0.3401908008549187,0.015659186886183042,200,3.9141865015029906,0.19435188710067372,1,0.35071916421769145,0.012941794024843238,30,0.7117596745491028,0.014594369181685099,2,0.34069401171626446,0.011274905183520362,50,2.9823330521583555,0.0835814532022131,1,0.32815730586012215,0.013748105635934947,100.0,2.6291917681694033,0.23132074122799592,1.0,0.31606959746019625,0.015137030602370035,200.0,5.165818619728088,0.8719716910360339,1.0
dataset120,5160,0.32696690292958674,0.07648915134051566,30,0.1850659012794494,0.0038701486614110643,3,0.3049632675127161,0.05286608645075702,50,0.2536808252334595,0.004091821384316776,2,0.26412436717694077,0.03176589868622913,100,0.5650979518890381,0.01711823198074985,1,0.24191621743194885,0.028106895706289995,200,1.0419685125350953,0.011584462819643754,1,0.2844209906289532,0.039891018577083555,30,0.191592526435852,0.0016772109899904286,2,0.2611358547476776,0.03405597788997273,50,0.24805805683135987,0.0028275510771607624,1,0.23462550209186248,0.04254697284860257,100.0,0.5981421709060669,0.019534931366328053,1.0,0.19702611202114884,0.03315504675426941,200.0,1.1049420475959777,0.019454629133270066,1.0
dataset600,5160,0.27599929792322403,0.044364241443200995,30,0.1429294943809509,0.002817263354743313,3,0.262515665930217,0.04220772513002663,50,0.24171979427337642,0.004255114107726746,3,0.23343322582689066,0.0275887963465333,100,0.4814109206199646,0.009059521787121438,2,0.2101034989820981,0.035256840047373804,200,0.9585076212882996,0.017455764989321148,1,0.2750188042038371,0.034072752690590465,30,0.1394891500473022,0.0018901533508518056,3,0.2459356461649805,0.03980588842658781,50,0.23543510437011714,0.002364721424795848,2,0.20708707449563674,0.037078821128871974,100.0,0.4868077039718628,0.005380635017250223,1.0,0.16868813946416494,0.03897779295420249,200.0,0.9461963057518006,0.009888217926622275,1.0
dconvert,6764,0.0474273063784265,0.04246350960033196,30,0.1386532425880432,0.0035956515526746717,2,0.03418118430362338,0.0263141395462459,50,0.22139487266540522,0.004482409727869534,2,0.027940257970314648,0.01964443589593917,100,0.461888325214386,0.008060291564636952,1,0.024491918552172143,0.01850019536464234,200,0.890171480178833,0.012919250565266969,1,0.01747476926664463,0.011198576744234521,30,0.1307533502578735,0.007417603271145817,1,0.015200540860228939,0.002802204978905305,50,0.17886068820953366,0.03039180854380434,1,0.01482933428932138,0.0031074926731264134,100.0,0.2627363920211792,0.06613254255713674,1.0,0.014787515184946181,0.0030626619723898387,200.0,0.3411950945854187,0.09313709377865151,1.0
deeparch,4096,0.035495985753724174,0.04252112244297735,30,0.12643748521804807,0.00434028749300739,2,0.007498983744417301,0.020805460675389048,50,0.2314341306686401,0.007230940662849333,1,0.0006236184811021626,0.0019295532173007504,100,0.41142457723617554,0.011517852992700587,1,7.395417255944182e-05,5.655493060674742e-05,200,0.8352646350860595,0.020635151102152357,1,0.027863807588287208,0.045041064553327445,30,0.09263876676559446,0.010996630044777175,2,0.019041883234952962,0.029469888506391324,50,0.11493207216262816,0.017981303434314103,2,0.01862420394376643,0.029679575952424195,100.0,0.09978697299957272,0.014601726037982439,2.0,0.01862420394376643,0.029679575952424195,200.0,0.11030226945877072,0.01598203869404357,2.0
javagc,166975,0.009391065967347699,0.008498854200667842,30,0.14863122701644899,0.015879813136862944,3,0.00805848917721853,0.007566821999454196,50,0.20824543237686152,0.008261487636915104,3,0.00630955332759255,0.007505931590870118,100,0.5114238739013672,0.1500922361126488,2,0.004654097380312314,0.005219017067007855,200,1.2965519189834596,0.1306214590108994,2,0.0008749200372416999,0.0005495299255380459,30,0.14654576778411862,0.014249997532980693,1,0.000718192361355245,0.0004057151909823574,50,0.2623612642288208,0.024406315734963723,1,0.000684135061589765,0.0004050982230673291,100.0,0.5651256918907166,0.10926695549956236,1.0,0.00067564618554307,0.00039371399792398164,200.0,0.9688746094703674,0.1402444774555475,1.0
pom3a,20000,0.27868266942441455,0.06313210361194745,30,0.7137449145317077,0.06586586790790011,2,0.2482525366936395,0.061565058220914286,50,0.5500254273414612,0.026961113392491243,2,0.2043525781919775,0.05056758243673466,100,1.4660250067710876,0.11235158704639694,1,0.15991935099852767,0.019584749590652744,200,3.2570779085159303,0.17423151146707808,1,0.1716927516377186,0.02391740200079729,30,0.4437871932983398,0.002537925307005068,1,0.16069350023081436,0.020890576757240906,50,0.7883581042289733,0.06135331732188515,1,0.13969763832255735,0.01576164017086675,100.0,1.2422260761260986,0.14186766188109756,1.0,0.12882351936804304,0.01782251826352675,200.0,3.4229961037635803,0.2573321155867059,1.0
pom3b,20000,0.27723400230274875,0.06073379560484942,30,0.3112800598144531,0.006798200484224636,2,0.24869482447308283,0.06054034657449401,50,1.0442393660545348,0.03209615714190776,2,0.20691003626289312,0.046665230634230774,100,1.6966169118881225,0.08038257287508861,1,0.171369824835243,0.036124089268475115,200,4.295716857910156,0.13887967107323473,1,0.181674065862978,0.018379345441815187,30,0.4253139615058899,0.004312810103264738,1,0.16097425295338844,0.017347074359401714,50,0.6517355561256408,0.0846950638666432,1,0.14783121331491678,0.020910087925257767,100.0,1.1211453557014466,0.02442264671023256,1.0,0.13847606290197834,0.020532755622470714,200.0,1.778176200389862,0.32329113998536807,1.0
pom3c,20000,0.40849493505975143,0.037153732835114354,30,0.30251905918121336,0.012120232259942756,3,0.39103581414753563,0.03632985021597535,50,0.4931881546974182,0.012440000375212071,3,0.35462635272859677,0.038952957249572304,100,1.9260126590728759,0.05923779418873851,2,0.3143556968530762,0.03876460866524585,200,3.925555098056793,0.12119651083970052,1,0.3020037864063046,0.026057232051621918,30,0.4629756689071655,0.024397773546683862,1,0.2830790048471692,0.025073576676107216,50,0.9964879155158997,0.07334674505006199,1,0.2652395248484073,0.024628517535669366,100.0,1.526436412334442,0.13190467896039604,1.0,0.2554734428119256,0.022931918826859736,200.0,2.3434553861618044,0.18010594972146232,1.0
pom3d,500,0.2536824530168066,0.04676987366797858,30,0.29629653692245483,0.004638884701108885,3,0.22648043253623826,0.03325702474531219,50,0.6971796035766602,0.012246242240423429,2,0.20000416272824656,0.034319488001105146,100,1.9293925642967225,0.034938478161091094,1,0.1681252184882593,0.0251874012801689,200,1.505104649066925,0.2370876490769671,1,0.2006054118543709,0.021721815588591896,30,0.618312394618988,0.007860699979606638,1,0.19030423665379398,0.02421552331604404,50,0.5090574026107788,0.00213513519560602,1,0.16170150605469957,0.02144878191752044,100.0,1.908095932006836,0.004985883789657982,1.0,0.1478840073881241,0.016113860079961934,200.0,4.219353580474854,0.28160404933983535,1.0
redis,4400,0.5016039738637876,0.02710398322567932,30,0.09242167472839351,0.005645743846717918,3,0.4888932505585185,0.02381780809784566,50,0.21772701740264888,0.013293895535305182,3,0.47123282676726747,0.031438338698985616,100,0.5589842796325684,0.034228842643343575,2,0.4564860010090731,0.03305877294949732,200,1.129961371421814,0.04289222937388108,1,0.4724382595542999,0.02510778874901423,30,0.184548008441925,0.0017590606911519853,2,0.46007539903429684,0.026684667206893237,50,0.26700979471206665,0.015274804804170272,1,0.4406981349203904,0.025128387533042112,100.0,0.4943146824836731,0.003784396836343153,1.0,0.4221715154003217,0.02397158175214984,200.0,1.2666542053222656,0.01989011057033146,1.0
rs-6d-c3_obj1,3840,0.250964368370237,0.23622689457283133,30,0.19490693807601925,0.014055993775549785,3,0.19709547200947639,0.20736309362334351,50,0.23723850250244136,0.009208264230703634,3,0.14785310891346543,0.1845798690934077,100,0.5506619215011597,0.022509521241081135,2,0.10401131682677545,0.14997200769755842,200,1.0485873699188233,0.04686934327074397,2,0.008017699128735269,0.016748882617410088,30,0.19399069547653197,0.0014394079923631044,1,0.0063265592793760915,0.013242869418181927,50,0.27070131301879885,0.010746930791952882,1,0.006174052038409754,0.01323500440548977,100.0,0.541822862625122,0.06777801160252958,1.0,0.006098406162053218,0.013266995133525434,200.0,1.2778124451637267,0.22567734476356843,1.0
rs-6d-c3_obj2,3840,0.0054148722366416215,0.004458317390900506,30,0.15348688364028926,0.009496877883365054,2,0.005095002027109238,0.0046994696374128815,50,0.33480613231658934,0.02021818700676924,2,0.004137463084844773,0.004114290885212394,100,0.30583618879318236,0.011521653684224429,2,0.0035076333415719847,0.0038610319619760236,200,0.6150692343711853,0.028121157789124742,2,0.0002666896090573353,0.000807092370308159,30,0.1327035069465637,0.0005490119279327617,1,0.00013462534250419735,0.0005867988931514853,50,0.3037330389022827,0.004995145864999764,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
sol-6d-c2-obj1,2866,0.01983540759000107,0.008548422336651243,30,0.16031893491744992,0.0093624737738752,2,0.019016786275786283,0.007844157773679467,50,0.21640582084655757,0.012137946817172384,2,0.017138611891115606,0.006070128136172227,100,0.575423800945282,0.022468595910735734,2,0.015580099035950848,0.0021117276336856763,200,1.1139692187309265,0.04636001235663059,1,0.014683528706560506,0.0007716130714760466,30,0.16441180706024167,0.0036124742882915136,1,0.0145982816014153,0.0006380913282502224,50,0.28810139894485476,0.002320509334502614,1,0.014520460886273415,0.0006418748539884013,100.0,0.34316856861114503,0.007043996660054066,1.0,0.014435508901996259,0.0006654428035046836,200.0,0.956806230545044,0.0265408863676469,1.0
storm,1557,0.026583612760617263,0.06413182380988627,30,0.16832121610641476,0.007569664406032836,2,0.02579265797425963,0.06438588267700936,50,0.27747756242752075,0.010452373326714405,2,0.023980769461117636,0.059912097768809104,100,0.31501643657684325,0.006598408998106694,2,0.0016146763642833667,0.004351777847675349,200,1.1271624207496642,0.027649592947532692,1,0.00014055440450150609,0.00013597169794943328,30,0.1913966298103332,0.0013964761778937646,1,0.00013668750108547173,0.0001369250623527483,50,0.3187990427017212,0.00835572942668832,1,0.00012530895784568878,0.00013385684269743144,100.0,0.6502413988113404,0.006066646756108881,1.0,0.00012035250932631379,0.00013244906597013382,200.0,1.3219483852386475,0.01413202649392115,1.0
