Dataset,Rows,SMAC-30_mean,SMAC-30_std,SMAC-30_budget,SMAC-30_runtime_mean,SMAC-30_runtime_std,SMAC-30_tier,SMAC-50_mean,SMAC-50_std,SMAC-50_budget,SMAC-50_runtime_mean,SMAC-50_runtime_std,SMAC-50_tier,SMAC-100_mean,SMAC-100_std,SMAC-100_budget,SMAC-100_runtime_mean,SMAC-100_runtime_std,SMAC-100_tier,SMAC-200_mean,SMAC-200_std,SMAC-200_budget,SMAC-200_runtime_mean,SMAC-200_runtime_std,SMAC-200_tier,EZR-30_mean,EZR-30_std,EZR-30_budget,EZR-30_runtime_mean,EZR-30_runtime_std,EZR-30_tier,EZR-50_mean,EZR-50_std,EZR-50_budget,EZR-50_runtime_mean,EZR-50_runtime_std,EZR-50_tier,EZR-100_mean,EZR-100_std,EZR-100_budget,EZR-100_runtime_mean,EZR-100_runtime_std,EZR-100_tier,EZR-200_mean,EZR-200_std,EZR-200_budget,EZR-200_runtime_mean,EZR-200_runtime_std,EZR-200_tier
FM-500-100-1.00-SAT-1,10000,0.33294798892800564,0.025950750412558742,30,14.594623267650604,1.5030881365710753,3,0.31590342673189287,0.018850349933412017,50,23.307770466804506,1.680186127483278,2,0.30132418786594134,0.008909285817955742,100,58.359280622005464,4.356025223499385,1,0.29516381060709085,0.005362469214773547,200.0,151.97020889520644,6.158539779521359,1.0,0.32873075947170066,0.02537302528988127,30,0.4748085021972656,0.023171229958903663,3,0.310709850498743,0.014455738208597595,50,0.8958488464355469,0.064113796748564,1,0.29734722510691275,0.0073921521447959685,100.0,2.893799889087677,0.2895167582677479,1.0,0.29206859755540476,0.002568504211164286,200,5.670822751522064,0.43605751856820096,1
HSMGP_num,3456,0.0073482112289595045,0.003706479572301455,30,6.577225613594055,0.5990582559502556,2,0.00563509568197891,0.007327869143641153,50,10.37231024503708,1.0369952600940133,2,0.0015133227394227553,0.0005920318936861317,100,21.9691859126091,2.7486519633371183,1,0.001377957664175985,0.0011195857823493953,200.0,52.256677293777464,3.8060770575397895,1.0,0.009360983955729024,0.0048849963969331235,30,0.14355498552322382,0.003423589535429016,3,0.0065952307085379806,0.0028933971539610074,50,0.24507457017898554,0.00817413068458819,2,0.0038876183345322645,0.0013886235512317574,100.0,0.7188671827316284,0.03223653843957698,1.0,0.00268331354630088,0.0009537001516823701,200,1.3974017739295959,0.06331439764818488,1
HSQLDB,864,0.0031739057489947103,0.0014621743281838739,30,5.731168437004089,0.6635993528705014,2,0.001786663549718515,0.0002144355530378048,50,9.643673276901245,0.7633708124148646,1,0.0016033042253096,3.790896096311017e-05,100,19.03869535923004,3.2557897101109727,1,0.0015916033030820853,3.3980525803120285e-05,200.0,39.09399999380112,5.549561785396554,1.0,0.0023132417008482347,0.0008358248190488725,30,0.14455200433731075,0.0068215221593753055,1,0.00212520154976876,0.0006794363509191151,50,0.2640703797340393,0.015702574814915726,1,0.0016922008379361552,7.750282750107084e-05,100.0,0.558160126209259,0.0328418361055869,1.0,0.0016088007413008298,4.368202570009043e-05,200,1.2469638466835022,0.07558767037701923,1
Health-ClosedIssues0000,10000,0.17058903737783396,0.022393951131005823,30,3.080491065979004,0.42329176288063913,2,0.1544236350170508,0.0120891055764696,50,6.540978860855103,0.9836960540752222,1,0.1454312608262588,0.01199100625243599,100,15.047409391403198,2.302858858551674,1,0.14397188389152177,0.011751897617176066,200.0,25.225161409378053,6.518521644042359,1.0,0.1854922942386426,0.030817196446781055,30,0.35265369415283204,0.022835636723112222,3,0.16692007818836954,0.020567770417081462,50,0.7085200905799866,0.0817406213805811,2,0.14835694672908875,0.00981258648572437,100.0,1.1859367489814758,0.07592361697045712,1.0,0.14098372014687993,0.004681290502791263,200,2.3457741022109984,0.03390677580049335,1
Health-ClosedIssues0001,10000,0.45305544290498884,0.012765567060440195,30,3.790018630027771,0.32742616784006107,3,0.4427206698134586,0.022960166969776312,50,6.626630711555481,0.5457850717709373,2,0.44055841426453,0.02399285060124318,100,15.215540325641632,2.319858256663752,2,0.4189916478970007,0.03394167847529032,200.0,28.50409542322159,8.000234505239376,1.0,0.45295331654092913,0.017252824289983936,30,0.35251606702804567,0.025693483024021004,3,0.4436145591117232,0.024083496863583492,50,0.6277548193931579,0.03488445926676207,2,0.4373317094466077,0.02620538736869666,100.0,1.1855552077293396,0.006343761757650866,2.0,0.4345011094693326,0.025157281421943328,200,2.3418216586112974,0.012811609148994532,2
Health-ClosedIssues0002,10000,0.17492800999836178,0.02366478962927079,30,3.852646327018738,0.5269939643371016,4,0.16680833306274057,0.03271013717413874,50,5.943232810497284,1.0160976166051585,3,0.11625902315086192,0.0514909672908649,100,16.08186866044998,2.593372375880887,1,0.08893147802426767,0.037919871834648775,200.0,30.56919593811035,6.1474858924544655,1.0,0.17882779636638302,0.007008487557915416,30,0.378667950630188,0.03654641038926818,4,0.17874635694213398,0.007000203307603153,50,0.5910214304924011,0.043676585558332995,4,0.16018827865055524,0.03638877889327388,100.0,1.2258816957473755,0.07500335138218359,2.0,0.14231084594813914,0.04649413827247885,200,2.5565746426582336,0.1430076282650122,2
Health-ClosedIssues0003,10000,0.195177013918833,0.04431140741673079,30,4.271694207191468,0.4479834476317766,3,0.1677160870455143,0.03891588932130139,50,6.678052175045013,0.6900194198524293,2,0.15364775736371233,0.030107360514489603,100,17.032131481170655,1.923757308039856,1,0.1504417947134012,0.025691855465654282,200.0,31.721633267402648,6.158440129436264,1.0,0.18840529519174076,0.038358596757951176,30,0.596832275390625,0.0426050427390693,3,0.17382364545281428,0.029896818800352873,50,1.0756274819374085,0.060299948044387715,2,0.14932121750753924,0.005482614141736436,100.0,1.3301778197288514,0.13654323472606905,1.0,0.14440987931521682,0.0041123475659546995,200,4.351706683635712,0.15165823874542153,1
Health-ClosedIssues0004,10000,0.2863374826075807,0.01042506589532772,30,4.626224112510681,0.4742479238299042,3,0.2776048141936085,0.009429413309243717,50,8.51135823726654,1.2186874197155428,1,0.272801491146577,0.007229685518267887,100,17.5035080075264,3.197550095774853,1,0.27042737513284953,0.008470226178474401,200.0,34.930506837368014,7.481069030492917,1.0,0.28819520511720587,0.011322737474601356,30,0.5803221464157104,0.04186579352582298,3,0.2803220488814542,0.007147981990958011,50,0.946501362323761,0.04222990472023305,2,0.27580900007668935,0.007657103550275125,100.0,2.023308074474335,0.05124057570495054,1.0,0.27214149242704033,0.006298608336165378,200,3.9299302816390993,0.027776478875623404,1
Health-ClosedIssues0005,10000,0.2387306442196721,0.005795595128662092,30,3.989080023765564,0.5348269483641426,3,0.23617712284872017,0.006863423415121572,50,9.384062504768371,1.0806087700929883,2,0.23345172971157502,0.0067816529478420895,100,19.246842312812806,3.1939441351587425,1,0.2292274211490275,0.006352922040068033,200.0,35.18345829248428,7.5196076317041864,1.0,0.24017655618732206,0.004713909364272751,30,0.5846823215484619,0.043874013416679715,3,0.23693643168421463,0.0054321586751914204,50,0.9093310832977295,0.05413032641126922,2,0.23475594693836838,0.005362351203304825,100.0,1.9337641954421998,0.04858611358470974,1.0,0.23203384793689413,0.004554122630428329,200,3.638904404640198,0.15804484637889563,1
Health-ClosedIssues0006,10000,0.10972874530182883,0.016499857553240932,30,5.672409975528717,0.5928884344353812,2,0.10485230377146135,0.010227717312120025,50,10.16732577085495,1.2808920800412706,2,0.09882490922460259,0.010813846010550208,100,18.411842226982117,3.3786753638632074,1,0.09076814535613462,0.014489338007001586,200.0,34.95813726186752,7.392648249565547,1.0,0.11704846643100401,0.0116632886752796,30,0.5111225008964538,0.06125946925125908,3,0.10986377267536726,0.01396807110920043,50,0.8261987805366516,0.055022505687676374,2,0.10198000764514148,0.009777608810064385,100.0,2.0758312940597534,0.04446216147952547,1.0,0.09579630120861896,0.011905564167814365,200,3.5689719557762145,0.1728552799004128,1
Health-ClosedIssues0007,10000,0.4759733225709134,0.0941833850101576,30,5.486719369888306,0.49144981562817897,2,0.40658260158904785,0.0773622316883987,50,11.05333856344223,1.1996107776513087,1,0.3594551346393239,0.06483065763064265,100,25.23447299003601,2.2578146013897085,1,0.3227903215776223,0.034506280119481175,200.0,46.75666166543961,3.824090316940074,1.0,0.5310340215207048,0.0639402325482218,30,0.5042503714561463,0.0592272310549277,3,0.49072491340015506,0.060768043451968755,50,0.8666575670242309,0.09869518646643374,2,0.44128358288831404,0.05249774101058089,100.0,1.7115557074546814,0.09813599811214738,2.0,0.4192382972559646,0.0335109721541516,200,3.6375300526618957,0.1551160252312139,1
Health-ClosedIssues0008,10000,0.29215973271532,0.05092956380840962,30,5.326886868476867,0.5010803306445721,2,0.2698875289063942,0.03724431042689601,50,10.058438766002656,1.018133821094993,2,0.2570474950619709,0.030198183102862118,100,25.274834787845613,1.9410929483372312,1,0.24092083791619165,0.014914710219910131,200.0,45.822957038879395,4.363970279976964,1.0,0.2853411462208778,0.06538682054085408,30,0.4732944965362549,0.05230327770393239,2,0.25631735764900243,0.013787512004546183,50,0.9205079913139343,0.04817122769755558,1,0.24826384717958852,0.00808979758985091,100.0,1.5978625297546387,0.10128110579444628,1.0,0.2430333425073278,0.004560744434278786,200,3.0499614477157593,0.18466723661943585,1
Health-ClosedIssues0009,10000,0.32683474920986044,0.07083057603369397,30,5.256659281253815,0.42814241971238237,2,0.2826771512611519,0.049663187856570985,50,9.378034245967864,1.0434138539604685,1,0.2657566341762317,0.0479224663736573,100,21.90512263774872,2.2145060575448543,1,0.23867923359816579,0.009576428160116307,200.0,44.77832911014557,4.114113467894149,1.0,0.3052427493491183,0.05860709764398778,30,0.5516818523406982,0.04965365725654347,2,0.27918587584535015,0.039358789811897416,50,0.7179885625839233,0.07058169357703115,1,0.26248554460142753,0.011543852019147857,100.0,1.821059226989746,0.03666609179504062,1.0,0.25226660194595574,0.006789822998762331,200,3.061528241634369,0.2214761810353039,1
Health-ClosedIssues0010,10000,0.48194697865661346,0.006392265560159643,30,4.8877766013145445,0.43025796507586217,2,0.480639727898075,0.007152178043414932,50,8.952867543697357,1.1108728321050645,2,0.47147805032982354,0.009190357237210794,100,21.144359815120698,2.221873743339353,1,0.466092217054592,0.00958165742705987,200.0,44.065387952327725,5.128811891385789,1.0,0.4861158069839167,0.0063495389787583695,30,0.4239077210426331,0.05788090033214656,3,0.4834194515324389,0.006183716621741864,50,0.7010927438735962,0.04771078272654211,3,0.47846476437547586,0.005895044294737553,100.0,1.4437408208847047,0.1008299842164948,2.0,0.47311852371399404,0.008224806928812663,200,2.8348010659217833,0.19948223516845143,1
Health-ClosedIssues0011,10000,0.02696550992919581,0.026886007555061046,30,4.491642165184021,0.46561108222546843,2,0.01920542598562381,0.02608625107980847,50,17.940895116329195,1.3726796911578194,2,0.004068016044017895,0.006960253939265764,100,20.59467006921768,2.579955263986386,1,0.0023269787154478303,0.0061954276855597625,200.0,36.79263453483581,4.792564362062101,1.0,0.035250023259441474,0.04240838142742045,30,0.4470345854759216,0.06022252033289155,2,0.010699369543357245,0.009046551512052402,50,0.7215848207473755,0.05505227325223646,1,0.005079215245211851,0.0038204676709208065,100.0,1.4788738012313842,0.11260824929845102,1.0,0.00321384456072726,0.0020461060817633025,200,3.097992718219757,0.20133713238285536,1
Health-ClosedPRs0000,10000,0.0,0.0,30,4.023287379741669,0.5425908952094955,1,0.0,0.0,50,7.68355963230133,1.0416847166228613,1,0.0,0.0,100,19.063914930820467,2.6237744190342784,1,0.0,0.0,200.0,35.22536514997482,4.488741489082557,1.0,0.0,0.0,30,0.27285405397415163,0.002464390761484055,1,0.0,0.0,50,0.5699608206748963,0.06823331133301146,1,0.0,0.0,100.0,0.9659983277320862,0.06476257258176746,1.0,0.0,0.0,200,1.9880021929740905,0.19723054544978585,1
Health-ClosedPRs0002,10000,0.021096542354763482,0.00011453903330245893,30,4.551448321342468,0.6298053863391442,4,0.020784463910868224,0.0006390758630551448,50,7.546447670459747,1.089486425595951,2,0.020178411754139508,0.0008819086268035055,100,17.77962120771408,2.298785657862578,1,0.02007796430732477,0.0008803153433115123,200.0,37.34859807491303,5.120454092330186,1.0,0.021121308675497823,1.3059866396360008e-05,30,0.41641714572906496,0.046890440289018384,4,0.021121308675497823,1.3059866396360008e-05,50,0.6122109532356262,0.06091497570114152,4,0.02099249783456047,0.00040756430063661214,100.0,1.530437207221985,0.07364391308290016,3.0,0.020696461042010762,0.0006890701885641799,200,2.763793182373047,0.2669668294684183,2
