Dataset,Rows,TS-30_mean,TS-30_std,TS-30_budget,TS-30_runtime_mean,TS-30_runtime_std,TS-30_tier,TS-50_mean,TS-50_std,TS-50_budget,TS-50_runtime_mean,TS-50_runtime_std,TS-50_tier,TS-100_mean,TS-100_std,TS-100_budget,TS-100_runtime_mean,TS-100_runtime_std,TS-100_tier,TS-200_mean,TS-200_std,TS-200_budget,TS-200_runtime_mean,TS-200_runtime_std,TS-200_tier,PSO-30_mean,PSO-30_std,PSO-30_budget,PSO-30_runtime_mean,PSO-30_runtime_std,PSO-30_tier,PSO-50_mean,PSO-50_std,PSO-50_budget,PSO-50_runtime_mean,PSO-50_runtime_std,PSO-50_tier,PSO-100_mean,PSO-100_std,PSO-100_budget,PSO-100_runtime_mean,PSO-100_runtime_std,PSO-100_tier,PSO-200_mean,PSO-200_std,PSO-200_budget,PSO-200_runtime_mean,PSO-200_runtime_std,PSO-200_tier
Health-Commits0010,10000,0.3158605748445186,0.02542054925681494,30.0,0.4156460762023926,0.02202952083405912,2.0,0.3071460333643675,0.022463508725706252,50,0.7499861717224121,0.06561519083365504,2,0.29736016531437465,0.02458144864017615,100,1.1286891102790833,0.16115915054795804,1,0.29330667802589555,0.027228097389176257,200,2.1281902194023132,0.19519494844176835,1,0.29721975925386374,0.01724580322755924,30,0.4409435987472534,0.00582331429839353,1,0.2925061545428026,0.016410364356402994,50,0.8551729559898377,0.05396921511004148,1,0.28599970416320275,0.01571520896862741,100.0,1.240376055240631,0.173962879971582,1.0,0.27820717176613863,0.013785696834233007,200.0,3.861059617996216,0.04003460334099654,1.0
Health-Commits0011,10000,0.12285525188996174,0.09215931848363025,30.0,0.39732513427734373,0.01771100472315146,2.0,0.08923218432684597,0.0774979784607033,50,0.8571890830993653,0.04007465027199832,2,0.055365601165466426,0.06008489354877445,100,1.1239013075828552,0.14263687209539347,1,0.030731253558755268,0.047694262261481865,200,2.038890528678894,0.17600330289065252,1,0.045710511946630686,0.060989078182830045,30,0.30682973861694335,0.003311791792044737,1,0.025122900894642447,0.043815799493095914,50,0.7664007306098938,0.032557338380619236,1,0.013442886710157375,0.035378422559543356,100.0,1.2660699963569642,0.17241089004763313,1.0,0.01280114715334148,0.035521179387852556,200.0,2.587787628173828,0.24566938149098394,1.0
LLVM,1024,0.06762595790526912,0.04336825161938698,30.0,0.13441579341888424,0.008963407167984428,2.0,0.04556316506335904,0.006823687993325981,50,0.2213366031646728,0.010186693398304072,1,0.043015875324334214,0.002963045036820943,100,0.43508890867233274,0.020631296929255846,1,0.0416825773625295,0.001674975542045315,200,0.7944545149803162,0.0365164153582841,1,0.08724271729242515,0.08311871309505724,30,0.0888158559799194,0.011762617497090497,2,0.08684892764244426,0.08333393762026181,50,0.10837683677673338,0.01622821099715742,2,0.08432024634248222,0.08419616130392439,100.0,0.0968703746795654,0.013069708042347873,2.0,0.08292300727513642,0.08270229229517777,200.0,0.077540111541748,0.010488842060635134,2.0
SQL_AllMeasurements,4653,0.31552803657728573,0.04574797043615404,30.0,0.142703628540039,0.001812209469941241,3.0,0.2826024697466752,0.04104330785303204,50,0.3001325011253357,0.004538200050587347,2,0.24738792210897795,0.03205653444803388,100,0.5210837244987487,0.03657914503854939,1,0.23373578721262417,0.02835247322851039,200,0.9411685109138489,0.007154225184791425,1,0.30378800152905494,0.03429022655061545,30,0.13727984428405757,0.007987348813701006,3,0.2926306325927931,0.042848430970379305,50,0.19808282852172848,0.035950506479645476,2,0.2913850443838787,0.043279180152405575,100.0,0.1461544871330261,0.03083421106202011,2.0,0.29003777252235213,0.04215834259023864,200.0,0.213578450679779,0.04486656481898777,2.0
SS-A,1343,0.57453891220086,0.24628202960266501,30.0,0.1425534844398498,0.02068654574926479,2.0,0.539237335719353,0.2790816335330276,50,0.41211471557617185,0.05116398646327908,2,0.45336826764126653,0.3261958309964148,100,0.6084674596786499,0.069209559441865,2,0.3231265995072745,0.3214325867249581,200,0.8056681632995606,0.08395416323225813,1,0.20791272999885146,0.21106201676423203,30,0.28525055646896363,0.014116901873923655,1,0.13828896390928028,0.1644570000236387,50,0.5179955959320068,0.09245645322839716,1,0.09364485040799375,0.1263278553890467,100.0,0.38140482902526857,0.11938375110782354,1.0,0.08224372084281623,0.13001267517492068,200.0,0.6716776847839355,0.3085292171098758,1.0
SS-B,206,0.43952739774915683,0.21919944231444893,30.0,0.14373686313629147,0.030936382675701066,2.0,0.33633445467791634,0.2125208210839041,50,0.15556133985519405,0.029710199696547958,2,0.24048387939593593,0.13899970713888657,100,0.3748561263084412,0.054840658684683775,1,0.18847940119718104,0.1142295143369283,200,0.7571746826171875,0.10680249724000719,1,0.1642963253459615,0.07486366440403745,30,0.24277054071426388,0.02684043007412803,1,0.1477547496581419,0.03309930871153988,50,0.3728524804115295,0.06547388224603291,1,0.14074529823304904,0.004695592874377442,100.0,0.3674253344535828,0.08101468564568114,1.0,0.14055136168281696,0.004416595865941177,200.0,0.27351127862930297,0.06150861006283956,1.0
SS-C,1512,0.639277439838728,0.22083642297408462,30.0,0.13404654264450072,0.02347156131230488,3.0,0.6308645653218223,0.2188088956367363,50,0.34407838582992556,0.05720258199902577,3,0.5021714828385277,0.29878932508279016,100,0.6235861420631409,0.09051310160401324,2,0.33923854493602235,0.3114364940643674,200,0.9853702664375306,0.16616071587517178,1,0.1892135256617813,0.18247487360684114,30,0.19138047695159907,0.011649544978992217,1,0.12673770657767305,0.13415986230000929,50,0.2527116060256958,0.046431375829837,1,0.12532443133098567,0.1344575440928097,100.0,0.5559846878051757,0.20146926253355327,1.0,0.09474159019336043,0.006019850020593988,200.0,0.4791535496711731,0.3106696940423992,1.0
SS-D,196,0.47323897718346936,0.037024732797134814,30.0,0.19628195762634276,0.015801966762016017,3.0,0.467815286865444,0.022758619702337522,50,0.22505493164062496,0.02201112690815755,3,0.45887146244919536,0.018614214055063992,100,0.573096776008606,0.05674976958702264,2,0.45194755163673417,0.015961321667822347,200,1.3793777227401733,0.15562040353054946,2,0.43819332914328096,0.02609791317372287,30,0.268330442905426,0.008070212186577774,1,0.4298921085876328,0.031365263518976866,50,0.43746224641799925,0.02005844515455235,1,0.4227935493699168,0.03350234202478282,100.0,0.9859947443008423,0.05150292557292022,1.0,0.4226485223276845,0.03365981518354713,200.0,1.1347895622253419,0.16825560134383957,1.0
SS-E,756,0.26426295920174775,0.06992907100399126,30.0,0.2043468832969665,0.02226308651040924,3.0,0.24288233603214282,0.0748284130423543,50,0.4186155080795288,0.03573207132282644,3,0.22290314742063533,0.08098953341120606,100,0.5957010149955749,0.04297282967982075,2,0.2088731036215583,0.0816779384110433,200,1.1674789547920228,0.07494835613728122,2,0.15953507007834597,0.014058305679611914,30,0.31828410625457765,0.01080210487455671,1,0.1533634004962249,0.007404003216726883,50,0.4133306384086609,0.029121835407513216,1,0.1505240129096112,0.003430967691338548,100.0,0.9478476166725158,0.07361229666314231,1.0,0.15001959251797417,0.003049737502506603,200.0,1.6817307710647582,0.11125958158919025,1.0
SS-F,196,0.4802245371443449,0.04662565396587473,30.0,0.13202980756759639,0.011183205400232907,3.0,0.4611863893517665,0.012059087302481418,50,0.227750027179718,0.02280888457184339,2,0.4534244060021878,0.016102226866708882,100,0.6600197792053223,0.05049565358568273,1,0.4490416341862768,0.01639488750173355,200,1.097209131717682,0.14232819200987423,1,0.44322289800336295,0.017056578541643334,30,0.27669516801834104,0.006971620393232812,1,0.44243376218104424,0.018581903757298818,50,0.33353534936904905,0.020969338597274238,1,0.44105009644041154,0.019283624956624917,100.0,0.6419357419013977,0.0754614425428181,1.0,0.44061532765133116,0.020416750814901123,200.0,1.6579102158546448,0.3027251436058966,1.0
SS-G,196,0.4747235445637542,0.050044804777119485,30.0,0.19930661916732784,0.017256473090978462,2.0,0.4587985964110568,0.013934929312969685,50,0.34160164594650266,0.033566421594935086,2,0.4528935060691165,0.015424089884420934,100,0.45480722188949585,0.041214439467191805,1,0.4471280757636927,0.014042859360291692,200,0.8560697436332703,0.06123396966393207,1,0.4440734734689983,0.013614251840541405,30,0.30075708627700803,0.009004002660428924,1,0.4424709282456881,0.01614074136842018,50,0.6029233336448669,0.02906654041510681,1,0.44209681651098565,0.01724340609157805,100.0,1.1463033437728882,0.060367155748799306,1.0,0.44161470774356804,0.018693483545886073,200.0,2.227419376373291,0.16942875211697112,1.0
SS-H,259,0.7828117869710506,0.15063716268002225,30.0,0.20028519630432123,0.026147577014626215,3.0,0.7621185962751353,0.15057903736637993,50,0.20855826139450073,0.02470500013123764,3,0.5857738979317586,0.21470456923681813,100,0.4029784083366394,0.06289258537039272,2,0.36975533412501727,0.18285952255819837,200,1.2755800843238831,0.21039289435133607,1,0.32257634336891294,0.15493580630018175,30,0.1760407447814941,0.01841084689416511,1,0.29078423064729136,0.08631777406838793,50,0.32495492696762085,0.06944758072470764,1,0.27212465164497207,0.06564886265917362,100.0,0.18940637111663813,0.04208032788921088,1.0,0.27212465164497207,0.06564886265917362,200.0,0.18620157241821284,0.04093531352999208,1.0
SS-I,1080,0.2608412156510439,0.09342861117459199,30.0,0.2590003848075867,0.025860796871720132,3.0,0.225109632673297,0.10931423285055236,50,0.34492374658584596,0.030014519193009376,3,0.18058031257408808,0.11698247354356749,100,0.5262516140937805,0.03350461683572176,2,0.13945054847863309,0.12036818031031778,200,1.862445890903473,0.11580218690600312,2,0.05012624940174658,0.07533159448645532,30,0.21039954423904414,0.010866038515123898,1,0.04068945424189062,0.07305544288445909,50,0.4851135969161987,0.02296501536448714,1,0.03748678294183846,0.0736484160770869,100.0,0.6075603723526001,0.08837711271683585,1.0,0.03733066126650515,0.07370587403642387,200.0,1.027468490600586,0.2899624644187748,1.0
SS-J,3840,0.17630657427113325,0.11424193291682025,30.0,0.21448096036911007,0.011621183353295927,2.0,0.15748174633399817,0.11081554452589437,50,0.48665422201156616,0.015323648734514557,2,0.14371524621094214,0.10733744106029294,100,0.6322149276733399,0.014525559890746614,2,0.12016296170298717,0.09318336941167157,200,2.5021026849746706,0.07419123763138875,2,0.07450786084772068,0.0054740944298338505,30,0.2026346087455749,0.001466978877234141,1,0.07296568524747397,0.004342657964098993,50,0.3303364634513855,0.006467979507880438,1,0.07154650963676025,0.0046777852428067,100.0,0.9335926413536072,0.020485453118723043,1.0,0.07001029715655496,0.0038698955271814694,200.0,1.3492746591567992,0.025160794420986957,1.0
SS-K,2880,0.16410648106034073,0.1111340772796949,30.0,0.2868812680244446,0.022174565885920147,2.0,0.1508071544814521,0.10719604784431665,50,0.2850404143333435,0.018650457735281723,2,0.12040199989510558,0.07204740413990238,100,0.5752226352691651,0.02456398121022636,1,0.09375157473530446,0.03236671851361173,200,1.4776304721832276,0.19674655481626052,1,0.09533074642853541,0.03413111819880412,30,0.2851506948471069,0.0034113653662703348,1,0.08600837646569001,0.031095049863095466,50,0.4947499632835388,0.005793160871532379,1,0.08176501779677606,0.027230596699061926,100.0,0.740417230129242,0.041753520298020916,1.0,0.08072132405802487,0.027420706528604396,200.0,1.3461057782173156,0.007243178795923662,1.0
SS-N,53662,0.21577818832497747,0.06864197383151313,30.0,0.2025428056716919,0.005121302147289189,2.0,0.18708087669295206,0.053687377073376,50,0.470029354095459,0.05911067205704393,2,0.15899623252857448,0.04657197123836479,100,0.7822562098503113,0.06856704838822111,1,0.14075959098390692,0.028062329259146233,200,1.2387379288673401,0.13545024205993023,1,0.15470570470680753,0.024857705706203253,30,0.30912964344024657,0.005484701232100375,1,0.13697574658624417,0.028314147901703054,50,0.5109193682670593,0.004154984189628188,1,0.12120919192093285,0.02258631970102293,100.0,0.9983429789543152,0.012142194845756174,1.0,0.1155667862095946,0.01733563653417125,200.0,1.9355695962905883,0.16600321019671072,1.0
SS-S,3840,0.25218889762399543,0.1280233347104708,30.0,0.2838741302490234,0.01269511756326217,3.0,0.21791592453176883,0.13514050816565235,50,0.5262935876846313,0.04400237509301937,3,0.17605820505423359,0.10924560133301536,100,0.8486270904541016,0.10010199807761923,2,0.12861774701421033,0.10233507534392164,200,2.15119811296463,0.19996196269898034,2,0.03722458885095921,0.027638454623768918,30,0.21147031784057613,0.006149599143434707,1,0.02792365752877572,0.027573617241456575,50,0.3614321112632751,0.0263282469592113,1,0.02789201229581826,0.027578231377773117,100.0,0.9059292078018188,0.21827583884921054,1.0,0.022717955319106885,0.021268233218471065,200.0,1.18394775390625,0.3590919247301662,1.0
SS-T,5184,0.06049950955216689,0.03224227257486327,30.0,0.28086472749710084,0.01631070509965898,2.0,0.04369961185974581,0.02960728140603084,50,0.3217570066452026,0.015566859248604733,1,0.02707194387834257,0.01373164991593306,100,0.8262943744659423,0.11027172804993415,1,0.01915223219390907,0.004251728714005636,200,1.4884512662887572,0.17191521414806954,1,0.0836908470866879,0.0614380730442907,30,0.18187046051025385,0.011054459894334874,2,0.06607381016224585,0.032524049491989546,50,0.40149749517440797,0.056847423198649265,2,0.06361440796701023,0.03485695336011161,100.0,0.6256665229797364,0.11652706040729714,2.0,0.06303913898999866,0.03523970288220016,200.0,0.5727070212364197,0.15558002054456826,2.0
SS-V,6840,0.16161920850093475,0.06277502953700423,30.0,0.4590098738670349,0.01251037951628325,1.0,0.15006697547746845,0.061785919397766356,50,0.5040653944015503,0.009962711174425829,1,0.13647540324167623,0.06903498291177786,100,0.6841758251190185,0.006710239060647608,1,0.12836913362739835,0.07089448475273298,200,4.275087726116181,0.2876039878167369,1,0.15414651771869162,0.07964201260242439,30,0.32612783908843995,0.02990151635797541,1,0.15189011887518042,0.08003945095870524,50,0.7915211319923401,0.05198604762098248,1,0.15118633825404892,0.08031615033454315,100.0,0.6874565482139587,0.08080110091131079,1.0,0.15086636891373945,0.08048173159446907,200.0,2.3974653363227842,0.216762742070495,1.0
SS-W,65536,0.33235379018917854,0.03049110305021406,30.0,0.38813055753707887,0.005463687157789967,3.0,0.3168631146571787,0.026173825864403668,50,0.33576384782791135,0.009535433062260379,2,0.29870020513933404,0.02119428276646233,100,0.8595585584640503,0.01490421239491271,1,0.2881130262933219,0.018327048266289645,200,1.7326285719871521,0.043256477679947426,1,0.3422788903898169,0.03322763512770236,30,0.3285938024520874,0.0299217490213231,3,0.33629195668488715,0.031812914941431555,50,0.1922632217407226,0.024555477682656982,3,0.3269806414186843,0.03719388734752921,100.0,0.39036872386932375,0.060936842707819454,2.0,0.3257207667273182,0.037899370851116984,200.0,0.299708890914917,0.047491974749768295,2.0
SS-X,86058,0.29465220561279865,0.08947544694409913,30.0,0.34245847463607787,0.015152732728119239,3.0,0.2681034461594439,0.07135428012004626,50,0.5737451672554016,0.021172471504772864,2,0.22952082418605252,0.03482798762527817,100,0.8365619063377381,0.01726934680702075,1,0.21341120897966123,0.0171992179884704,200,2.3837687134742738,0.05304640143610964,1,0.30240142116526025,0.09655735478510469,30,0.2174358963966369,0.004984541903841737,3,0.2679834581652095,0.08896665799906389,50,0.47829408645629884,0.05676263884025446,2,0.2565214366610399,0.08797263905282521,100.0,1.176229178905487,0.1937657814627883,2.0,0.25503961478431053,0.087599527780702,200.0,1.7398100018501281,0.593915999493499,2.0
coc1000,1000,0.37792566136053357,0.023500488095810707,30.0,0.5766576647758483,0.048299663023981,3.0,0.3628223502315277,0.021188390358337146,50,1.0476985573768616,0.07065074857773188,2,0.34300102521637754,0.01667523443080671,100,2.050748658180237,0.12323643950366775,1,0.32540153491293855,0.013207844985865889,200,3.6710066914558412,0.22614385768398343,1,0.35071916421769145,0.012941794024843238,30,0.7117596745491028,0.014594369181685099,2,0.34069401171626446,0.011274905183520362,50,2.9823330521583555,0.0835814532022131,1,0.32815730586012215,0.013748105635934947,100.0,2.6291917681694033,0.23132074122799592,1.0,0.31606959746019625,0.015137030602370035,200.0,5.165818619728088,0.8719716910360339,1.0
dataset120,5160,0.3132807961646197,0.03884522148962649,30.0,0.18155159950256344,0.0025431468254441744,4.0,0.28996061618120444,0.03320264239716295,50,0.23850351572036738,0.0032405123709464087,3,0.25777503464672585,0.03976233270259647,100,1.0626027822494506,0.03923808970163381,2,0.2122792748509661,0.04622442744995729,200,1.0349883437156677,0.01404314060613758,1,0.2844209906289532,0.039891018577083555,30,0.191592526435852,0.0016772109899904286,3,0.2611358547476776,0.03405597788997273,50,0.24805805683135987,0.0028275510771607624,2,0.23462550209186248,0.04254697284860257,100.0,0.5981421709060669,0.019534931366328053,1.0,0.19702611202114884,0.03315504675426941,200.0,1.1049420475959777,0.019454629133270066,1.0
dataset600,5160,0.26778274670075364,0.035271676812513766,30.0,0.14012275934219356,0.000985172932107615,3.0,0.24487724393146415,0.03307333203612684,50,0.23008890151977535,0.0022110798815187043,2,0.21057320128809093,0.03090869312204308,100,0.4940327048301697,0.007460685186798424,1,0.1791517588105049,0.03112280623394325,200,0.929115104675293,0.006436370041196956,1,0.2750188042038371,0.034072752690590465,30,0.1394891500473022,0.0018901533508518056,3,0.2459356461649805,0.03980588842658781,50,0.23543510437011714,0.002364721424795848,2,0.20708707449563674,0.037078821128871974,100.0,0.4868077039718628,0.005380635017250223,1.0,0.16868813946416494,0.03897779295420249,200.0,0.9461963057518006,0.009888217926622275,1.0
dconvert,6764,0.04471711680313757,0.02985467196397493,30.0,0.13611867427825924,0.002002780788822979,2.0,0.03607623257633911,0.02329044973695561,50,0.21776024103164668,0.002442543907054515,2,0.02749848320950799,0.018594832697090072,100,0.45490044355392456,0.0042658793939793814,1,0.022564741265074635,0.01712677758209068,200,0.9047106266021728,0.012533989161498798,1,0.01747476926664463,0.011198576744234521,30,0.1307533502578735,0.007417603271145817,1,0.015200540860228939,0.002802204978905305,50,0.17886068820953366,0.03039180854380434,1,0.01482933428932138,0.0031074926731264134,100.0,0.2627363920211792,0.06613254255713674,1.0,0.014787515184946181,0.0030626619723898387,200.0,0.3411950945854187,0.09313709377865151,1.0
deeparch,4096,nan,nan,nan,nan,nan,nan,0.00675188012750008,0.020396274612412158,50,0.24855000972747804,0.00861333479667709,1,0.0005144949040071708,0.002010413018803184,100,0.42904508113861084,0.011192452914198351,1,5.444560940785492e-05,6.6395729219473134e-06,200,0.8128867983818054,0.023733796209453737,1,0.027863807588287208,0.045041064553327445,30,0.09263876676559446,0.010996630044777175,2,0.019041883234952962,0.029469888506391324,50,0.11493207216262816,0.017981303434314103,2,0.01862420394376643,0.029679575952424195,100.0,0.09978697299957272,0.014601726037982439,2.0,0.01862420394376643,0.029679575952424195,200.0,0.11030226945877072,0.01598203869404357,2.0
javagc,166975,0.010389007232493214,0.00961501776162774,30.0,0.12247295379638667,0.0031793531019332073,2.0,0.00802657638473507,0.008259702094477721,50,0.20323456525802608,0.00477114546771772,2,0.006641620485600545,0.007472822505545479,100,0.4199267148971558,0.007984013836632525,2,0.00572829390661622,0.0073429139494721905,200,0.8300225257873535,0.0722191952997482,2,0.0008749200372416999,0.0005495299255380459,30,0.14654576778411862,0.014249997532980693,1,0.000718192361355245,0.0004057151909823574,50,0.2623612642288208,0.024406315734963723,1,0.000684135061589765,0.0004050982230673291,100.0,0.5651256918907166,0.10926695549956236,1.0,0.00067564618554307,0.00039371399792398164,200.0,0.9688746094703674,0.1402444774555475,1.0
pom3a,20000,0.26641618945996026,0.06836331573886763,30.0,0.3939415454864502,0.007134492205678512,3.0,0.24526273011307573,0.061413450041338975,50,0.8699870228767395,0.048305594066367766,3,0.2079047854371286,0.0481852129569345,100,1.4793805003166198,0.08899795779711905,2,0.1686713950695047,0.032604420591204046,200,3.5725627064704897,0.1447945681787773,1,0.1716927516377186,0.02391740200079729,30,0.4437871932983398,0.002537925307005068,1,0.16069350023081436,0.020890576757240906,50,0.7883581042289733,0.06135331732188515,1,0.13969763832255735,0.01576164017086675,100.0,1.2422260761260986,0.14186766188109756,1.0,0.12882351936804304,0.01782251826352675,200.0,3.4229961037635803,0.2573321155867059,1.0
pom3b,20000,0.27104668346881505,0.0524797684409123,30.0,0.3039580225944519,0.005156449467157039,3.0,0.25050376925593965,0.05214200568671805,50,0.789301586151123,0.03155229241254601,3,0.2122800452842072,0.04846427884396362,100,1.0136438488960267,0.013599541384911904,2,0.17700674575202163,0.04123385868199805,200,1.4447394967079163,0.20433408511182982,1,0.181674065862978,0.018379345441815187,30,0.4253139615058899,0.004312810103264738,1,0.16097425295338844,0.017347074359401714,50,0.6517355561256408,0.0846950638666432,1,0.14783121331491678,0.020910087925257767,100.0,1.1211453557014466,0.02442264671023256,1.0,0.13847606290197834,0.020532755622470714,200.0,1.778176200389862,0.32329113998536807,1.0
pom3c,20000,0.4092295119482488,0.0510453553899728,30.0,0.6090188503265381,0.010008708280301115,3.0,0.38624907399282093,0.04347819673553883,50,0.5091585516929626,0.018825558434667353,3,0.35117473590345266,0.04538855862899853,100,1.0801650881767273,0.03395120447705701,2,0.3188435272683294,0.04230231963246035,200,1.4609736680984498,0.22822558668361445,1,0.3020037864063046,0.026057232051621918,30,0.4629756689071655,0.024397773546683862,1,0.2830790048471692,0.025073576676107216,50,0.9964879155158997,0.07334674505006199,1,0.2652395248484073,0.024628517535669366,100.0,1.526436412334442,0.13190467896039604,1.0,0.2554734428119256,0.022931918826859736,200.0,2.3434553861618044,0.18010594972146232,1.0
pom3d,500,0.2633590666797618,0.05042372790817013,30.0,0.30539779663085936,0.0035330739493121717,2.0,0.24219678840094847,0.0433944487398261,50,0.9601845145225525,0.009622169030789794,2,0.19935767691865108,0.029883584429102973,100,1.9882451295852661,0.025977011179223693,1,0.16685128189700343,0.02527005367316423,200,3.7570621848106383,0.0657673060225773,1,0.2006054118543709,0.021721815588591896,30,0.618312394618988,0.007860699979606638,1,0.19030423665379398,0.02421552331604404,50,0.5090574026107788,0.00213513519560602,1,0.16170150605469957,0.02144878191752044,100.0,1.908095932006836,0.004985883789657982,1.0,0.1478840073881241,0.016113860079961934,200.0,4.219353580474854,0.28160404933983535,1.0
redis,4400,0.5008623807689971,0.02859871186466925,30.0,0.09134240150451654,0.004216913321350041,3.0,0.4865367758810165,0.02787568380144387,50,0.26240288019180297,0.015334552821745711,3,0.46094191409845847,0.0321219905401562,100,0.592693281173706,0.02190427690966831,2,0.4397886651102246,0.031656572981981775,200,1.1614202022552491,0.04598848146376371,1,0.4724382595542999,0.02510778874901423,30,0.184548008441925,0.0017590606911519853,2,0.46007539903429684,0.026684667206893237,50,0.26700979471206665,0.015274804804170272,2,0.4406981349203904,0.025128387533042112,100.0,0.4943146824836731,0.003784396836343153,1.0,0.4221715154003217,0.02397158175214984,200.0,1.2666542053222656,0.01989011057033146,1.0
rs-6d-c3_obj1,3840,0.26603007470334455,0.24609624408017422,30.0,0.16495798826217647,0.006855719105792548,2.0,0.22531601486459932,0.23068316105572437,50,0.28317325115203856,0.010637371710878066,2,0.1476262382391462,0.18752937878285458,100,0.4811167359352112,0.022394540028063584,2,0.06470882746379247,0.10303485111574895,200,1.101179575920105,0.040906214396606654,1,0.008017699128735269,0.016748882617410088,30,0.19399069547653197,0.0014394079923631044,1,0.0063265592793760915,0.013242869418181927,50,0.27070131301879885,0.010746930791952882,1,0.006174052038409754,0.01323500440548977,100.0,0.541822862625122,0.06777801160252958,1.0,0.006098406162053218,0.013266995133525434,200.0,1.2778124451637267,0.22567734476356843,1.0
rs-6d-c3_obj2,3840,0.0070834189185804185,0.007759431175156333,30.0,0.14871784448623654,0.005812276643226339,3.0,0.00473633408064132,0.004518577629709892,50,0.3071874976158142,0.010845086159324804,2,0.003905664402991773,0.003708842782420569,100,0.5088248014450073,0.016915642124000294,2,0.003034265600400461,0.003676946499030852,200,0.6248908996582031,0.016146644854418638,2,0.0002666896090573353,0.000807092370308159,30,0.1327035069465637,0.0005490119279327617,1,0.00013462534250419735,0.0005867988931514853,50,0.3037330389022827,0.004995145864999764,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
sol-6d-c2-obj1,2866,0.02025312323438282,0.007788755878406106,30.0,0.16012746095657343,0.011339371318471049,2.0,0.019726894380747755,0.007264117524435727,50,0.22859205007553096,0.012867705093447628,2,0.018452241557245046,0.006220066158880245,100,0.9986018061637878,0.0928455425678568,2,0.017646443988786904,0.005492579117143348,200,0.9960424661636352,0.07361912905455091,2,0.014683528706560506,0.0007716130714760466,30,0.16441180706024167,0.0036124742882915136,1,0.0145982816014153,0.0006380913282502224,50,0.28810139894485476,0.002320509334502614,1,0.014520460886273415,0.0006418748539884013,100.0,0.34316856861114503,0.007043996660054066,1.0,0.014435508901996259,0.0006654428035046836,200.0,0.956806230545044,0.0265408863676469,1.0
storm,1557,0.01782194174464974,0.05204525748709624,30.0,0.18086379766464233,0.0072632769712644395,2.0,0.017547675352928806,0.051521963203286045,50,0.2834643363952637,0.0097360725147619,2,0.0056508330474481245,0.01762529003257726,100,0.32049648761749266,0.006586637774487557,1,0.004826800746888469,0.017569002496590165,200,1.184032392501831,0.03622979443206711,1,0.00014055440450150609,0.00013597169794943328,30,0.1913966298103332,0.0013964761778937646,1,0.00013668750108547173,0.0001369250623527483,50,0.3187990427017212,0.00835572942668832,1,0.00012530895784568878,0.00013385684269743144,100.0,0.6502413988113404,0.006066646756108881,1.0,0.00012035250932631379,0.00013244906597013382,200.0,1.3219483852386475,0.01413202649392115,1.0
wc+rs-3d-c4-obj1,196,0.19372559935449718,0.12384860216608222,30.0,0.12961407899856564,0.013066129305859679,2.0,0.16321672270368254,0.11993420647784749,50,0.21008989810943599,0.02578022273140489,2,0.09500293612571045,0.1023360598328008,100,0.3289199471473694,0.04041475558992255,1,0.04504707098604409,0.07498538314141626,200,0.37181944847106935,0.052645452661634964,1,0.05168684417549065,0.0730767840770078,30,0.10313080549240108,0.007564786302500497,1,0.022730248006894625,0.032183956433295566,50,0.14813213348388668,0.024086183615547093,1,0.007814438386385139,0.015968819246130667,100.0,0.31879233121871947,0.10848261666282583,1.0,0.007814438386385139,0.015968819246130667,200.0,0.22006380558013916,0.13011442297915815,1.0
wc+sol-3d-c4-obj1,196,0.19647186948575274,0.12927807049630158,30.0,0.09673403501510616,0.011711956656578256,2.0,0.15601455984906415,0.12340916970081119,50,0.1857101678848266,0.025451994749335245,2,0.1004128345062639,0.11428366484112773,100,0.33132597208023074,0.048786140044047036,1,0.033585266089766024,0.07601876831328848,200,0.621030580997467,0.10273626108898863,1,0.08872439004401998,0.1137027622838302,30,0.17575867176055904,0.005638475735669748,1,0.06292292625337481,0.10303572165039857,50,0.21227427721023556,0.02901653352275423,1,0.0525967017048475,0.10553777507640606,100.0,0.347398567199707,0.13063133493103715,1.0,0.04608220604331339,0.10651209528524688,200.0,0.4674718379974365,0.28817531862338447,1.0
wc+wc-3d-c4-obj1,196,0.206478412855797,0.11528160477154907,30.0,0.09732760190963742,0.010079997971211273,2.0,0.16446647213080293,0.1076109775405018,50,0.10532608032226558,0.012011376936730312,2,0.0990940691194904,0.09885087842695925,100,0.27824554443359373,0.040350090442138005,1,0.04257815240460756,0.07002422275033064,200,0.6033515810966492,0.09096730129019488,1,0.07275293505082271,0.08232744618698527,30,0.15357353687286374,0.007970280182141454,1,0.05397000897876921,0.0780915531978173,50,0.5107699394226074,0.09305825840205018,1,0.009114350283438086,0.02406165660683589,100.0,0.274685800075531,0.10065721762763422,1.0,0.0037172212337145045,0.0022061707641210233,200.0,0.3729520201683044,0.16929381630935808,1.0
wc-6d-c1-obj1,2880,0.24374081357293947,0.17408584484441367,30.0,0.18395255804061889,0.013009974371123683,2.0,0.19176039744609102,0.163480890808211,50,0.22295575141906734,0.014366751973900816,2,0.1278962779237352,0.12890044210161022,100,0.4354610800743103,0.020671778381383267,1,0.09547573150781943,0.08808744913380855,200,0.8134091854095459,0.03702466684280983,1,0.1054697445824494,0.06657767163097454,30,0.1403271079063415,0.0011886263323195713,1,0.09510886328267312,0.07289981062585725,50,0.2422736406326294,0.021763953634704344,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
